,Name,Team,Threat per fixture,Threat per game,Team games,Played,Threat GW6,Threat GW5,Threat GW4,Threat GW3,Threat GW2,Threat GW1
12,Che Adams,Southampton,51.85220117370287,51.85220117370287,6,6,15.177154541015625,69.72137689590454,42.37571954727173,14.070211350917814,119.13183927536012,50.63690543174744
13,Aleksandar Mitrovic,Fulham,51.039653830230236,51.039653830230236,6,6,60.314422845840454,99.70996379852295,12.562401592731474,27.51054465770721,102.71914005279541,3.4214500337839127
14,Heung-Min Son,Spurs,50.98315825064977,50.98315825064977,6,6,49.07768964767456,65.96707105636597,43.716898560523994,7.022764533758164,134.85976457595822,5.254761129617692
15,Michail Antonio,West Ham,49.38697963953018,49.38697963953018,6,6,10.975906252861023,25.48010647296905,48.001715540885925,23.228177428245548,169.81816291809082,18.817809224128727
16,Richarlison de Andrade,Everton,44.46194305395087,53.35433166474104,6,5,0.0,52.90074944496155,1.9561907276511192,76.11688375473021,52.775710821151726,83.02212357521056
17,Patrick Bamford,Leeds,42.95516970256964,42.95516970256964,6,6,100.2618670463562,18.855880200862888,53.198814392089844,69.20661330223082,9.100159257650377,7.107684016227722
18,Alexandre Lacazette,Arsenal,41.046413530906044,49.25569623708725,6,5,14.263127744197845,0.0,0.0,113.19680213928223,35.99128723144531,82.82726407051085
19,Danny Ings,Southampton,39.04593915989002,39.04593915989002,6,6,4.475861042737961,57.355427742004395,4.300075396895409,42.0690655708313,81.7967176437378,44.27848756313324
20,Jarrod Bowen,West Ham,38.17922951032718,38.17922951032718,6,6,0.0,4.215029999613762,70.67402601242065,126.09066963195801,20.535731315612797,7.5599201023578635
21,Jack Grealish,Aston Villa,37.56744563579559,37.56744563579559,5,5,75.60738921165465,0.0,38.118201494216926,46.63364589214325,27.47799158096313,
22,Timo Werner,Chelsea,37.46826940526565,37.46826940526565,6,6,5.556850880384445,105.01128435134888,10.358995199203493,58.44728946685791,3.4650567919015884,41.970139741897576
23,Chris Wood,Burnley,35.82017846405506,35.82017846405506,5,5,14.4595205783844,77.99971699714659,10.090813785791395,4.439931735396384,72.11090922355652,
24,Raul Jimenez,Wolves,34.16389351089796,34.16389351089796,6,6,29.77322041988373,8.433347940444946,16.543206572532654,12.284262478351591,35.72998046875,102.2193431854248
25,Phil Foden,Man City,31.221051514148712,31.221051514148712,5,5,9.612621366977693,75.08266568183898,21.062958240509037,0.0,50.347012281417854,
26,Pablo Fornals,West Ham,31.15944154560566,31.15944154560566,6,6,8.728223294019699,79.53918576240541,45.29925584793091,44.08673048019409,0.0,9.303253889083864
27,James Rodriguez,Everton,30.7501293408374,30.7501293408374,6,6,19.213633239269253,5.471295863389969,120.47618627548219,18.056172132492065,3.0363431200385094,18.247145414352413
28,Roberto Firmino,Liverpool,29.994490494330723,29.994490494330723,6,6,86.76002025604248,17.75822639465332,39.64625895023346,8.768340945243835,14.017879962921144,13.016216456890106
29,Kevin De Bruyne,Man City,29.46046881377697,36.82558601722121,5,4,5.377164110541344,0.0,27.39384472370148,6.714436411857605,107.81689882278442,
30,Tammy Abraham,Chelsea,29.428916051983833,35.3146992623806,6,5,0.0,0.0,49.791598320007324,119.0474271774292,7.734470814466476,0.0
31,Raheem Sterling,Man City,29.390539973974228,29.390539973974228,5,5,32.98438489437103,36.829620599746704,36.461478471755974,33.82696807384491,6.8502478301525125,
32,Marcus Rashford,Man Utd,28.2993832975626,28.2993832975626,5,5,13.183122873306274,61.52350902557373,0.0,63.11358213424682,3.676702454686165,
33,Tomas Soucek,West Ham,27.65883809576432,27.65883809576432,6,6,3.2426055520772934,17.367292940616608,15.068726241588593,95.91750502586365,6.012839823961258,28.34405899047852
34,Billy Sharp,Sheffield Utd,24.09117892384529,36.13676838576794,6,4,0.0,76.11688375473021,0.0,5.357085168361664,0.0,63.07310461997986
35,Georginio Wijnaldum,Liverpool,22.021959411601227,22.021959411601227,6,6,11.71334832906723,0.0,0.0,5.880540236830711,92.08420515060423,22.453662753105164
36,John Lundstram,Sheffield Utd,21.79144776115815,21.79144776115815,6,6,0.0,2.150309644639492,1.194998435676098,51.286494731903076,76.11688375473021,0.0
37,Harvey Barnes,Leicester,21.667215476433437,21.667215476433437,6,6,0.0,11.31008192896843,5.556026101112366,11.346235126256945,36.91786229610443,64.87308740615846
38,Leandro Trossard,Brighton,21.30738828952114,21.30738828952114,6,6,7.392191886901855,2.627316489815712,20.470321178436283,89.14833068847656,6.555323302745818,1.6508461907505991
39,Bukayo Saka,Arsenal,20.698799689610798,31.0481995344162,6,4,19.088837504386905,43.50222051143646,44.77359056472778,0.0,16.828149557113647,0.0
40,Rodrigo Moreno,Leeds,20.360335335135463,20.360335335135463,6,6,22.892886400222782,16.367484629154205,71.05364799499513,11.84799298644066,0.0,0.0
41,Michael Keane,Everton,18.981929620107014,18.981929620107014,6,6,0.0,12.99440860748291,0.0,0.0,100.89716911315918,0.0
42,Ross Barkley,Aston Villa,18.487276292095583,22.184731550514698,6,5,8.377296477556229,21.096551418304447,79.69810962677002,0.0,0.0,1.7517002299427986
43,Solomon March,Brighton,16.931552874545257,16.931552874545257,6,6,0.0,0.0,0.0,96.9269633293152,0.0,4.662353917956351
44,Diogo Jota,Liverpool,16.632893557349842,24.94934033602476,6,4,31.93633854389191,10.109953582286836,11.389050632715225,46.36201858520508,0.0,0.0
45,Riyad Mahrez,Man City,16.107711941003803,20.134639926254753,5,4,21.55740857124329,37.648183107376106,11.538080871105196,9.794887155294418,0.0,
46,Stuart Dallas,Leeds,16.022194797794025,16.022194797794025,6,6,11.365004628896713,0.0,50.772011280059814,33.996152877807624,0.0,0.0
47,Oliver McBurnie,Sheffield Utd,15.892654905716578,15.892654905716578,6,6,10.734748840332033,72.58265018463135,0.9414717555046082,0.0,0.0,11.097058653831482
48,Sander Berge,Sheffield Utd,15.658147726207972,15.658147726207972,6,6,84.43896770477295,2.0562997087836266,0.0,0.0,7.453618943691254,0.0
49,Youri Tielemans,Leicester,15.211613290011881,15.211613290011881,6,6,0.0,7.1637675166130075,0.0,76.11688375473021,3.92349511384964,4.0655333548784265
50,James Tarkowski,Burnley,15.18202617764473,25.303376962741215,5,3,54.37072515487671,10.262608528137207,11.276797205209732,0.0,0.0,
51,Ademola Lookman,Fulham,15.089904765288034,15.089904765288034,3,3,23.797328770160675,21.47238552570343,0.0,,,
52,Mateusz Klich,Leeds,15.076242790867882,15.076242790867882,6,6,5.097496882081033,0.0,0.0,1.9211350008845332,76.11688375473021,7.3219411075115195
53,Andrew Robertson,Liverpool,14.682697101185719,14.682697101185719,6,6,2.847671322524548,0.0,26.46331787109375,48.09758961200714,10.687603801488878,0.0
54,Eberechi Eze,Crystal Palace,14.533593381444613,17.440312057733536,6,5,79.11514639854431,0.0,0.0,8.086413890123367,0.0,0.0
55,Lucas Rodrigues Moura da Silva,Spurs,14.100101590156555,14.100101590156555,6,6,0.0,0.0,0.0,75.43414235115051,0.0,9.166467189788818
56,Willian Borges Da Silva,Arsenal,13.073599338531492,15.68831920623779,6,5,0.0,0.0,0.0,0.0,0.0,78.44159603118895
57,Gabriel Magalhaes,Arsenal,12.775169312953949,15.330203175544739,6,5,16.573648154735565,9.467636048793793,0.0,0.0,0.0,50.60973167419434
58,Daniel Castelo Podence,Wolves,11.774273216724396,14.129127860069275,6,5,14.576004445552824,37.15004324913025,0.0,0.0,18.919591605663303,0.0
59,Pablo Hernandez Dominguez,Leeds,11.622121185064316,23.24424237012863,6,3,52.94391512870789,16.78881198167801,0.0,0.0,0.0,0.0
60,Kai Havertz,Chelsea,11.297228963424763,11.297228963424763,6,6,0.0,55.70758581161499,2.0349303260445595,10.040857642889025,0.0,0.0
61,Lewis Dunk,Brighton,10.686033094922701,12.823239713907242,6,5,0.0,9.711322933435438,4.791530966758729,0.0,0.0,49.61334466934204
62,Timothy Castagne,Leicester,10.64490353067716,10.64490353067716,6,6,0.0,7.102583348751067,0.0,0.0,0.0,56.76683783531189
63,Aboubakar Kamara,Fulham,10.612560870746773,12.735073044896128,6,5,0.0,0.0,61.608141660690315,0.0,0.0,2.0672235637903214
64,Edward Nketiah,Arsenal,10.515015510221323,10.515015510221323,6,6,0.0,0.0,5.548210069537163,0.0,57.54188299179077,0.0
65,Nelson Cabral Semedo,Wolves,10.109084099531174,10.109084099531174,4,4,0.0,0.0,40.436336398124695,0.0,,
66,Cheikhou Kouyate,Crystal Palace,9.828486045201617,9.828486045201617,6,6,0.0,0.0,0.0,22.471180558204647,0.0,36.49973571300506
67,Fernando Luiz Rosa,Man City,9.81356456875801,12.266955710947514,5,4,0.0,0.0,1.7229333519935608,40.36282002925873,6.9820694625377655,
68,Aaron Connolly,Brighton,9.78212095797062,11.738545149564743,6,5,0.0,0.0,0.0,3.265473991632461,16.150961816310886,39.276289939880364
69,Tyrone Mings,Aston Villa,9.637145921587944,9.637145921587944,5,5,0.0,0.0,0.0,46.71599268913269,1.4697369188070295,
70,Yerry Mina,Everton,9.584860845158499,9.584860845158499,6,6,1.1035143397748468,0.0,55.16024231910706,0.0,0.0,1.2454084120690825
71,Mason Greenwood,Man Utd,9.541439414024355,11.926799267530443,5,4,0.0,0.0,9.13219302892685,6.516669690608977,32.058334350585945,
72,Virgil van Dijk,Liverpool,9.223043421904245,11.067652106285095,6,5,0.0,0.0,0.0,12.11596131324768,0.0,43.222299218177795
73,Ezri Konsa Ngoyo,Aston Villa,9.218570590019226,9.218570590019226,5,5,7.558766007423401,33.30886960029602,0.0,0.0,5.225217342376709,
74,Ian Carlo Poveda-Ocampo,Leeds,9.141053756078085,18.28210751215617,6,3,0.0,45.06622552871704,0.0,9.780097007751463,0.0,0.0
75,Jack Robinson,Sheffield Utd,9.136790037155151,18.273580074310303,6,3,0.0,0.0,0.0,54.82074022293091,0.0,0.0
76,Pierre-Emerick Aubameyang,Arsenal,8.764290995895863,8.764290995895863,6,6,12.499849498271944,0.0,7.100781798362732,0.0,4.727059230208396,28.258055448532104
77,Erik Lamela,Spurs,8.6269228408734,12.9403842613101,6,4,6.477432698011397,0.0,16.000600159168243,7.557292282581329,21.72621190547943,0.0
78,Mahmoud Ahmed Ibrahim Hassan,Aston Villa,8.593955263495445,8.593955263495445,5,5,13.714320957660675,9.519509971141817,2.5832373648881912,4.112689942121507,13.040018081665039,
79,Kyle Bartley,West Brom,8.585047721862793,12.87757158279419,6,4,0.0,0.0,0.0,51.51028633117676,0.0,0.0
80,Luke Ayling,Leeds,8.561657213916382,8.561657213916382,6,6,0.0,2.5523753836750984,44.323259592056274,4.4943083077669135,0.0,0.0
81,Conor Hourihane,Aston Villa,8.48224997520447,21.205624938011173,5,2,0.0,0.0,0.0,38.046342134475715,4.364907741546632,
82,Andros Townsend,Crystal Palace,8.437495430310566,8.437495430310566,6,6,0.0,0.0,0.0,0.0,50.624972581863396,0.0
83,Tanguy Ndombele,Spurs,8.435039563725391,8.435039563725391,6,6,1.6578873619437218,0.0,48.95235002040863,0.0,0.0,0.0
84,Pedro Lomba Neto,Wolves,8.390543175240358,8.390543175240358,6,6,22.97201454639435,3.852207213640213,11.980649083852768,3.0001405626535416,8.538247644901277,0.0
85,Edinson Cavani,Man Utd,8.311234414577486,16.622468829154972,2,1,16.622468829154972,0.0,,,,
86,Gareth Bale,Spurs,8.220060914754868,32.88024365901947,4,1,0.0,32.88024365901947,0.0,0.0,,
87,Nathan Ake,Man City,8.036932349205019,10.046165436506273,5,4,0.0,0.0,0.0,40.18466174602509,0.0,
88,Jordan Henderson,Liverpool,8.028214673201242,12.042322009801865,6,4,2.5668516755104065,43.69541108608246,0.0,0.0,0.0,1.9070252776145933
89,Mason Mount,Chelsea,7.82290914406379,9.387490972876549,6,5,0.0,13.678459823131561,0.0,30.997151136398315,1.2450024485588074,1.0168414562940598
90,Serge Aurier,Spurs,7.672406733036041,23.017220199108124,6,2,0.0,0.0,46.03444039821625,0.0,0.0,0.0
91,Romain Saiss,Wolves,7.598972041159867,7.598972041159867,6,6,0.0,0.0,2.040703408420086,0.0,0.0,43.553128838539116
92,Grady Diangana,West Brom,7.560657151043415,7.560657151043415,6,6,0.0,4.332561790943147,4.0861185640096656,14.0981525182724,8.824430406093597,14.02267962694168
93,Matheus Pereira,West Brom,7.384268660098314,7.384268660098314,6,6,11.079108715057373,15.537001192569733,1.962742768228054,0.0,5.327484011650085,10.39927527308464
94,Branislav Ivanovic,West Brom,7.221766710281372,18.05441677570343,5,2,0.0,36.10883355140686,0.0,0.0,0.0,
95,Jonjo Shelvey,Newcastle,7.171402809520562,8.605683371424675,6,5,0.0,11.779126524925232,0.0,4.364866390824319,6.407765299081802,20.476658642292023
96,Ezgjan Alioski,Leeds,7.053867603341739,10.580801405012608,6,4,6.1827078461647025,0.0,28.31065058708191,0.0,7.829847186803818,0.0
97,Giovani Lo Celso,Spurs,6.857014292230208,13.714028584460417,6,3,2.336420677602291,0.0,0.0,29.459971189498898,9.345693886280062,0.0
98,Helder Wander Sousa de Azevedo e Costa,Leeds,6.801065802574158,6.801065802574158,6,6,8.81258323788643,4.146240651607513,7.287112623453139,3.821738064289093,16.738720238208767,0.0
99,Ruben Diogo da Silva Neves,Wolves,6.499281773964564,6.499281773964564,6,6,2.7962572872638702,12.383522838354109,6.465242058038712,8.598950505256653,8.751717954874039,0.0
100,Eric Dier,Spurs,6.372771163781483,7.647325396537779,6,5,0.0,0.0,0.0,38.2366269826889,0.0,0.0
101,Matej Vydra,Burnley,6.288931220769881,7.861164025962352,5,4,0.0,0.0,0.0,6.947695463895798,24.49696063995361,
102,Nathan Redmond,Southampton,6.286431631694238,9.429647447541356,6,4,21.506500244140625,2.2620217874646187,0.0,0.0,0.0,13.95006775856018
103,Josh Brownhill,Burnley,6.191284656524658,6.191284656524658,5,5,7.357528805732727,0.0,0.0,12.957488000392914,10.64140647649765,
104,Trent Alexander-Arnold,Liverpool,6.019764145215352,6.019764145215352,6,6,1.6928508877754211,13.266405463218687,7.50630795955658,3.7126392126083374,9.940381348133089,0.0
105,James Ward-Prowse,Southampton,5.912703896562259,5.912703896562259,6,6,9.319491684436796,0.0,0.0,0.0,17.701464891433716,8.455266803503036
106,Jordan Ayew,Crystal Palace,5.905163288116455,8.857744932174683,6,4,0.0,0.0,0.0,0.0,30.95819354057312,4.47278618812561
107,Ayoze Perez,Leicester,5.873607471585274,8.81041120737791,6,4,0.0,20.13106346130371,0.0,0.0,8.488687872886658,6.621893495321274
108,Ashley Barnes,Burnley,5.863385498523712,9.772309164206186,5,3,5.593606084585191,16.081467270851135,7.641854137182237,0.0,0.0,
109,Daniel James,Man Utd,5.7834576815366745,9.639096135894457,5,3,0.0,24.104760587215424,0.0,0.0,4.81252782046795,
110,Jack Harrison,Leeds,5.668941388527553,6.802729666233063,6,5,13.310110569000244,4.5551177114248285,0.0,0.0,10.323820263147352,5.824599787592888
111,Donny van de Beek,Man Utd,5.654358267784119,7.067947834730148,5,4,0.0,0.0,0.0,0.0,28.271791338920593,
112,Jairo Riedewald,Crystal Palace,5.651990075906119,8.477985113859178,6,4,33.911940455436714,0.0,0.0,0.0,0.0,0.0
113,Nicolas Pepe,Arsenal,5.6413449967900915,5.6413449967900915,6,6,0.0,19.912675023078922,9.290526062250136,0.0,4.644868895411491,0.0
114,Karlan Grant,West Brom,5.627737939357758,5.627737939357758,2,2,6.684066355228424,4.571409523487091,,,,
115,Bobby Decordova-Reid,Fulham,5.567615246400237,6.6811382956802845,6,5,0.0,0.0,0.0,4.710009694099425,28.147396445274357,0.5482853390276432
116,Stuart Armstrong,Southampton,5.340882390737534,8.0113235861063,6,4,13.66657018661499,0.0,7.960195094347,6.713031232357025,3.705497831106186,0.0
117,Jeff Hendrick,Newcastle,5.283370583007733,5.283370583007733,6,6,1.7187360674142838,5.064068734645844,7.570473104715347,5.3926028311252585,1.59935150295496,10.354991257190703
118,Matt Doherty,Spurs,5.245573818683624,7.868360728025436,6,4,0.0,0.0,0.0,0.0,0.0,31.473442912101746
119,Raphael Dias Belloli,Leeds,5.204436928033828,5.204436928033828,2,2,10.408873856067656,0.0,,,,
120,Robin Koch,Leeds,5.021493944029013,5.021493944029013,6,6,7.193483412265778,0.0,0.0,0.0,19.798253476619717,3.137226775288582
121,Islam Slimani,Leicester,5.018459632992744,10.036919265985487,2,1,0.0,10.036919265985487,,,,
122,Naby Keita,Liverpool,5.003149434924126,7.5047241523861885,6,4,0.0,0.0,15.191784501075745,5.420515686273575,0.0,9.406596422195436
123,Dennis Praet,Leicester,4.888792956868808,5.866551548242569,6,5,0.0,0.0,0.0,0.0,20.68347930908203,8.649278432130814
124,Gabriel Fernando de Jesus,Man City,4.7187358140945435,23.593679070472717,5,1,0.0,0.0,0.0,0.0,23.593679070472717,
125,Sebastien Haller,West Ham,4.5627447466055555,5.475293695926666,6,5,0.0,0.0,0.0,13.026590645313265,0.0,14.349877834320068
126,Neeskens Kebano,Fulham,4.54049757681787,6.810746365226805,6,4,0.0,0.0,16.095231473445892,1.3419941999018192,5.262818932533263,4.542940855026245
127,Miguel Almiron,Newcastle,4.522027137378852,5.426432564854622,6,5,10.16228049993515,0.0,0.0,3.438851609826088,0.0,13.531030714511873
128,Jimmy Dunne,Burnley,4.4475097209215155,11.11877430230379,5,2,0.0,0.0,0.0,5.519082024693488,16.71846657991409,
129,Granit Xhaka,Arsenal,4.434431282182535,4.434431282182535,6,6,5.769534036517142,0.0,0.0,0.0,0.0,20.837053656578068
130,Andy Carroll,Newcastle,4.303465690463782,6.455198535695673,6,4,0.0,0.0,0.0,1.2982690706849098,0.0,24.522525072097782
131,Michy Batshuayi,Crystal Palace,4.277312755584718,6.415969133377076,6,4,23.355531692504886,0.0,0.0,0.0,2.308344841003418,0.0
132,Davinson Sanchez,Spurs,4.227812836567561,6.341719254851341,6,4,0.0,0.0,11.97914034128189,13.387736678123474,0.0,0.0
133,Oliver Burke,Sheffield Utd,4.214620838562648,6.321931257843971,6,4,13.052909076213837,0.0,0.0,12.234815955162047,0.0,0.0
134,John McGinn,Aston Villa,4.184307176619768,4.184307176619768,5,5,3.901627659797669,1.0306180454790592,1.7390567809343338,10.406775772571565,3.843457624316216,
135,David McGoldrick,Sheffield Utd,4.025413126995166,4.025413126995166,6,6,4.42403145134449,1.7373101785779,11.577194184064865,3.775837272405624,0.0,2.6381056755781174
136,Bamidele Alli,Spurs,3.9039102693398795,11.711730808019638,6,2,0.0,0.0,10.190287232398989,0.0,0.0,13.23317438364029
137,Christian Pulisic,Chelsea,3.821735208233198,7.643470416466396,6,3,12.243570387363436,10.686840862035753,0.0,0.0,0.0,0.0
138,Adam Webster,Brighton,3.76781631881992,3.76781631881992,6,6,0.0,12.498684972524645,4.2450424283742905,4.4142547994852075,0.0,1.448915712535381
139,Ferran Torres,Man City,3.7371992878615856,6.228665479769309,5,3,0.0,0.0,17.125874757766724,1.5601216815412045,0.0,
140,Yves Bissouma,Brighton,3.7026179333527884,4.443141520023346,6,5,0.0,13.98545503616333,2.6507942005991936,0.0,2.7758950367569923,2.8035633265972137
141,Matt Targett,Aston Villa,3.5225380957126617,3.5225380957126617,5,5,10.54227575659752,7.07041472196579,0.0,0.0,0.0,
142,Enda Stevens,Sheffield Utd,3.4142295519510903,3.4142295519510903,6,6,4.74623441696167,6.35189414024353,0.7857529446482658,1.9038954749703407,0.0,6.697600334882736
143,Vladimir Coufal,West Ham,3.411738077799479,3.411738077799479,3,3,0.0,10.235214233398438,0.0,,,
144,George Baldock,Sheffield Utd,3.387975444396337,3.387975444396337,6,6,4.216139763593674,0.0,0.0,12.823565304279327,0.0,3.28814759850502
145,Kurt Zouma,Chelsea,3.324686146030824,3.989623375236989,6,5,0.0,2.7485450729727745,9.243746846914293,0.0,3.725865110754967,4.229959845542909
146,James Maddison,Leicester,3.1851337601741156,3.8221605122089386,6,5,7.4563510715961465,8.95475074648857,0.0,2.699700742959976,0.0,0.0
147,Paul Pogba,Man Utd,3.161216229200363,3.161216229200363,5,5,8.528853952884674,0.0,2.094460278749466,0.0,5.182766914367676,
148,Ben Osborn,Sheffield Utd,3.1487181782722473,4.723077267408371,6,4,7.81707838177681,0.0,0.0,11.075230687856674,0.0,0.0
149,Tariq Lamptey,Brighton,3.1407918160160384,3.1407918160160384,6,6,0.0,6.902831792831421,0.0,0.0,7.610355317592621,4.331563785672188
150,Scott McTominay,Man Utd,3.127271384000778,3.9090892300009727,5,4,6.610184907913207,3.0228063464164734,0.0,0.0,6.00336566567421,
151,Andre-Frank Zambo Anguissa,Fulham,3.0743001649777093,3.0743001649777093,6,6,9.577505290508268,2.0141568034887314,0.0,5.278701335191727,1.5754375606775284,0.0
152,Callum Robinson,West Brom,2.99292920778195,2.99292920778195,6,6,0.0,0.0,0.0,16.095948219299313,1.8616270273923876,0.0
153,Tom Cairney,Fulham,2.9104405858864393,3.4925287030637273,6,5,13.789801299571993,2.5260008871555333,0.0,1.1468413285911083,0.0,0.0
154,Fabian Balbuena,West Ham,2.9054779559373856,4.358216933906078,6,4,0.0,8.481036871671678,8.951830863952637,0.0,0.0,0.0
155,Declan Rice,West Ham,2.8883209452033043,2.8883209452033043,6,6,0.0,0.0,13.251815736293793,0.0,4.078109934926033,0.0
156,Filip Krovinovic,West Brom,2.8844350328048063,2.8844350328048063,3,3,4.7384198755025855,3.9148852229118343,0.0,,,
157,Callum Hudson-Odoi,Chelsea,2.8842911745111146,5.768582349022229,6,3,0.0,0.0,6.003952398896217,11.301794648170473,0.0,0.0
158,Ruben Santos Gato Alves Dias,Man City,2.830087641874949,2.830087641874949,3,3,0.0,0.0,8.490262925624847,,,
159,Harry Maguire,Man Utd,2.803960181772709,2.803960181772709,5,5,1.3151735998690128,7.153108716011047,0.0,4.104301705956459,1.4472168870270252,
160,Bernardo Mota Veiga de Carvalho e Silva,Man City,2.801010608673096,4.66835101445516,5,3,0.0,0.0,14.00505304336548,0.0,0.0,
161,Abdoulaye Doucoure,Everton,2.747020497918129,2.747020497918129,6,6,1.416823733597994,1.3977247290313244,0.0,13.667574524879456,0.0,0.0
162,Jeffrey Schlupp,Crystal Palace,2.74190790951252,4.11286186426878,6,4,4.326853156089784,0.0,0.0,0.0,12.124594300985336,0.0
163,Aaron Wan-Bissaka,Man Utd,2.720538973808289,3.400673717260361,5,4,0.0,13.602694869041445,0.0,0.0,0.0,
164,Steven Alzate,Brighton,2.711721882224083,3.2540662586688995,6,5,0.0,0.0,0.0,8.334333449602129,0.0,7.935997843742371
165,Moussa Djenepo,Southampton,2.7021226783593497,4.053184017539024,6,4,0.0,0.0,6.890515238046646,3.3682946115732197,5.953926220536232,0.0
166,Kyle Walker-Peters,Southampton,2.667398750782013,2.667398750782013,6,6,0.0,3.632581233978272,12.371811270713804,0.0,0.0,0.0
167,Darnell Furlong,West Brom,2.6214873107771077,3.1457847729325294,6,5,4.474152252078057,8.415690064430237,0.0,0.0,0.0,2.8390815481543537
168,Adama Traore,Wolves,2.589062104622523,2.589062104622523,6,6,0.0,0.0,0.0,0.0,0.0,15.534372627735136
169,Jake Livermore,West Brom,2.586853007475535,2.586853007475535,6,6,0.0,0.0,0.0,0.0,15.52111804485321,0.0
170,Victor Lindelof,Man Utd,2.5713562965393066,3.2141953706741333,5,4,0.0,0.0,0.0,0.0,12.856781482696533,
171,Alireza Jahanbakhsh,Brighton,2.5290664906303086,5.058132981260617,6,3,0.0,0.0,0.0,2.3273270577192307,12.847071886062622,0.0
172,Bertrand Traore,Aston Villa,2.51983730122447,2.51983730122447,4,4,0.0,5.569036304950714,4.5103128999471656,0.0,,
173,Oriol Romeu Vidal,Southampton,2.5160147498051324,2.5160147498051324,6,6,3.7224482744932175,1.9386526197195053,9.434987604618073,0.0,0.0,0.0
174,James Justin,Leicester,2.50116636355718,2.50116636355718,6,6,0.0,0.0,0.0,0.0,15.00699818134308,0.0
175,Douglas Luiz Soares de Paulo,Aston Villa,2.4915952235460277,2.4915952235460277,5,5,0.0,3.4839030355215077,0.0,0.0,8.974073082208632,
176,Tosin Adarabioyo,Fulham,2.410770952701568,2.410770952701568,2,2,0.0,4.821541905403136,,,,
177,Allan Saint-Maximin,Newcastle,2.3985448293387885,2.8782537952065463,6,5,1.6094222664833069,2.166850492358208,8.265612274408339,0.0,0.0,2.349383942782879
178,Kyle Walker,Man City,2.3691689781844616,2.3691689781844616,5,5,1.1297541670501232,0.0,1.563543826341629,1.6244564205408096,7.528090476989746,
179,Steven Bergwijn,Spurs,2.3125205188989635,3.468780778348445,6,4,0.0,5.0578273832797995,0.0,8.817295730113981,0.0,0.0
180,Benjamin Chilwell,Chelsea,2.308847506841024,4.617695013682048,6,3,0.0,6.347443163394928,7.505641877651215,0.0,0.0,0.0
181,Angelo Ogbonna,West Ham,2.2637595888227224,2.2637595888227224,6,6,0.0,0.0,0.0,7.503218203783035,4.890695586800575,1.188643742352724
182,Daniel Ceballos Fernandez,Arsenal,2.1947828431924186,2.1947828431924186,6,6,0.0,0.0,0.0,0.0,13.16869705915451,0.0
183,Juan Mata,Man Utd,2.1184536069631577,5.296134017407894,5,2,5.786656588315964,4.8056114464998245,0.0,0.0,0.0,
184,Ashley Westwood,Burnley,2.0838112756609917,2.0838112756609917,5,5,8.227480947971344,0.0,2.1915754303336143,0.0,0.0,
185,Frederico Rodrigues de Paula Santos,Man Utd,2.0396658033132553,2.549582254141569,5,4,3.352930024266243,6.8453989923000345,0.0,0.0,0.0,
186,Chris Basham,Sheffield Utd,2.016276059051355,2.016276059051355,6,6,6.729706376791,5.367949977517128,0.0,0.0,0.0,0.0
187,Kyle Edwards,West Brom,1.9802631189425786,2.970394678413868,6,4,0.0,0.0,5.620465427637099,0.0,0.0,6.261113286018372
188,Arthur Masuaku,West Ham,1.9707919253657262,2.3649503104388714,6,5,1.0440516285598278,7.667463272809982,1.9801033660769465,0.0,1.1331332847476006,0.0
