,Name,Team,Threat per fixture,Threat per game,Team games,Played,Threat GW6,Threat GW5,Threat GW4,Threat GW3,Threat GW2,Threat GW1
424,Bernard Anicio Caldeira Duarte,Everton,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0
425,Cenk Tosun,Everton,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
426,Jonas Lossl,Everton,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
427,Fabian Delph,Everton,0.0,0.0,6,2,0.0,0.0,0.0,0.0,0.0,0.0
428,Jack Butland,Crystal Palace,0.0,0.0,1,0,0.0,,,,,
429,Stephen Henderson,Crystal Palace,0.0,0.0,2,0,0.0,0.0,,,,
430,Nathaniel Clyne,Crystal Palace,0.0,0.0,2,1,0.0,0.0,,,,
431,Ryan Inniss,Crystal Palace,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
432,Sam Woods,Crystal Palace,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
433,Scott Dann,Crystal Palace,0.0,0.0,6,2,0.0,0.0,0.0,0.0,0.0,0.0
434,Brandon Pierrick,Crystal Palace,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
435,Nathan Ferguson,Crystal Palace,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
436,Max Meyer,Crystal Palace,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
437,Connor Wickham,Crystal Palace,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
438,Martin Kelly,Crystal Palace,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
439,Joel Ward,Crystal Palace,0.0,0.0,6,5,0.0,0.0,0.0,0.0,0.0,0.0
440,Christian Benteke,Crystal Palace,0.0,0.0,6,2,0.0,0.0,0.0,0.0,0.0,0.0
441,James Tomkins,Crystal Palace,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
442,Vicente Guaita,Crystal Palace,0.0,0.0,6,6,0.0,0.0,0.0,0.0,0.0,0.0
443,Jayson Molumby,Brighton,0.0,0.0,4,0,0.0,0.0,0.0,0.0,,
444,Jason Steele,Brighton,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
445,Christian Walton,Brighton,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
446,Bernardo Fernandes da Silva Junior,Brighton,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
447,Henri Lansbury,Aston Villa,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
448,Ahmed El Mohamady,Aston Villa,0.0,0.0,5,1,0.0,0.0,0.0,0.0,0.0,
449,Tom Heaton,Aston Villa,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
450,Emiliano Martinez,Aston Villa,0.0,0.0,5,5,0.0,0.0,0.0,0.0,0.0,
451,Thomas Partey,Arsenal,0.0,0.0,2,2,0.0,0.0,,,,
452,Runar Alex Runarsson,Arsenal,0.0,0.0,4,0,0.0,0.0,0.0,0.0,,
453,Matt Macey,Arsenal,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
454,William Saliba,Arsenal,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
455,Gabriel Teodoro Martinelli Silva,Arsenal,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
456,Matteo Guendouzi,Arsenal,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
457,Emile Smith Rowe,Arsenal,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
458,Reiss Nelson,Arsenal,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
459,Joseph Willock,Arsenal,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
460,Lucas Torreira,Arsenal,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
461,Rob Holding,Arsenal,0.0,0.0,6,3,0.0,0.0,0.0,0.0,0.0,0.0
462,Sead Kolasinac,Arsenal,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0
463,Calum Chambers,Arsenal,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
464,Pablo Mari,Arsenal,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
465,Bernd Leno,Arsenal,0.0,0.0,6,6,0.0,0.0,0.0,0.0,0.0,0.0
466,Shkodran Mustafi,Arsenal,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0
467,Cedric Soares,Arsenal,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
468,Neil Taylor,Aston Villa,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
469,Jed Steer,Aston Villa,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
470,Jose Ignacio Peleteiro Romallo,Aston Villa,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
471,Glenn Murray,Brighton,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
472,Matthew Clarke,Brighton,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
473,Jose Izquierdo,Brighton,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
474,Mathew Ryan,Brighton,0.0,0.0,6,6,0.0,0.0,0.0,0.0,0.0,0.0
475,Joel Veltman,Brighton,0.0,0.0,6,2,0.0,0.0,0.0,0.0,0.0,0.0
476,Florin Andone,Brighton,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
477,Martin Montoya,Brighton,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
478,Aaron Mooy,Brighton,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
479,Davy Propper,Brighton,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
480,Shane Duffy,Brighton,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
481,Jacob Ramsey,Aston Villa,0.0,0.0,4,1,0.0,0.0,0.0,0.0,,
482,Ørjan Nyland,Aston Villa,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
483,Indiana Vassilev,Aston Villa,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
484,Keinan Davis,Aston Villa,0.0,0.0,5,1,0.0,0.0,0.0,0.0,0.0,
485,Mbwana Samatta,Aston Villa,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
486,Wesley Moraes,Aston Villa,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
487,Frederic Guilbert,Aston Villa,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
488,Anwar El Ghazi,Aston Villa,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
489,James Bree,Aston Villa,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
490,Kortney Hause,Aston Villa,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
491,Bjorn Engels,Aston Villa,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
492,Jean-Philippe Gbamin,Everton,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
493,Tom Davies,Everton,0.0,0.0,6,3,0.0,0.0,0.0,0.0,0.0,0.0
494,Mason Holgate,Everton,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
495,Illan Meslier,Leeds,0.0,0.0,6,6,0.0,0.0,0.0,0.0,0.0,0.0
496,John Stones,Man City,0.0,0.0,5,1,0.0,0.0,0.0,0.0,0.0,
497,Nicolas Otamendi,Man City,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
498,Claudio Bravo,Man City,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
499,Nathaniel Phillips,Liverpool,0.0,0.0,1,0,0.0,,,,,
500,Caoimhin Kelleher,Liverpool,0.0,0.0,3,0,0.0,0.0,0.0,,,
501,Harvey Elliott,Liverpool,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
502,Neco Williams,Liverpool,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
503,Curtis Jones,Liverpool,0.0,0.0,6,2,0.0,0.0,0.0,0.0,0.0,0.0
504,Joseph Gomez,Liverpool,0.0,0.0,6,5,0.0,0.0,0.0,0.0,0.0,0.0
505,Harry Wilson,Liverpool,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
506,Divock Origi,Liverpool,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
507,Alisson Ramses Becker,Liverpool,0.0,0.0,6,4,0.0,0.0,0.0,0.0,0.0,0.0
508,Alex Oxlade-Chamberlain,Liverpool,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
509,Xherdan Shaqiri,Liverpool,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
510,Adrian San Miguel del Castillo,Liverpool,0.0,0.0,6,2,0.0,0.0,0.0,0.0,0.0,0.0
511,Konstantinos Tsimikas,Liverpool,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
512,James Milner,Liverpool,0.0,0.0,6,4,0.0,0.0,0.0,0.0,0.0,0.0
513,Diego Llorente,Leeds,0.0,0.0,4,0,0.0,0.0,0.0,0.0,,
514,Sokratis Papastathopoulos,Arsenal,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
515,Elia Caprile,Leeds,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
516,Oliver Casey,Leeds,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
517,Ederson Santana de Moraes,Man City,0.0,0.0,5,5,0.0,0.0,0.0,0.0,0.0,
518,Oleksandr Zinchenko,Man City,0.0,0.0,5,1,0.0,0.0,0.0,0.0,0.0,
519,Tommy Doyle,Man City,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
520,Dean Henderson,Man Utd,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
521,Facundo Pellistri,Man Utd,0.0,0.0,2,0,0.0,0.0,,,,
522,Alex Nicolao Telles,Man Utd,0.0,0.0,2,0,0.0,0.0,,,,
523,Teden Mengi,Man Utd,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
524,Brandon Williams,Man Utd,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
525,James Garner,Man Utd,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
526,Tahith Chong,Man Utd,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
527,Jose Diogo Dalot Teixeira,Man Utd,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
528,Eric Bailly,Man Utd,0.0,0.0,5,2,0.0,0.0,0.0,0.0,0.0,
529,Axel Tuanzebe,Man Utd,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
530,Andreas Pereira,Man Utd,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
531,Adrian Bernabe,Man City,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
532,Jesse Lingard,Man Utd,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
533,Phil Jones,Man Utd,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
534,Marcos Rojo,Man Utd,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
535,Odion Ighalo,Man Utd,0.0,0.0,5,1,0.0,0.0,0.0,0.0,0.0,
536,Chris Smalling,Man Utd,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
537,David de Gea,Man Utd,0.0,0.0,5,5,0.0,0.0,0.0,0.0,0.0,
538,Sergio Romero,Man Utd,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
539,Cole Palmer,Man City,0.0,0.0,4,0,0.0,0.0,0.0,0.0,,
540,Zack Steffen,Man City,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
541,Leif Davis,Leeds,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0
542,Jordan Stevens,Leeds,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
543,Joao Virginia,Everton,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
544,Pascal Struijk,Leeds,0.0,0.0,6,3,0.0,0.0,0.0,0.0,0.0,0.0
545,Joachim Andersen,Fulham,0.0,0.0,2,0,0.0,0.0,,,,
546,Ola Aina,Fulham,0.0,0.0,3,3,0.0,0.0,0.0,,,
547,Kenny Tete,Fulham,0.0,0.0,6,2,0.0,0.0,0.0,0.0,0.0,0.0
548,Alphonse Areola,Fulham,0.0,0.0,6,5,0.0,0.0,0.0,0.0,0.0,0.0
549,Zeze Steven Sessegnon,Fulham,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
550,Jean Michael Seri,Fulham,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
551,Josh Onomah,Fulham,0.0,0.0,6,2,0.0,0.0,0.0,0.0,0.0,0.0
552,Marek Rodak,Fulham,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0
553,Alfie Mawson,Fulham,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
554,Marcus Bettinelli,Fulham,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
555,Cyrus Christie,Fulham,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
556,Anthony Knockaert,Fulham,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
557,Tim Ream,Fulham,0.0,0.0,6,5,0.0,0.0,0.0,0.0,0.0,0.0
558,Stefan Johansen,Fulham,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
559,Kevin McDonald,Fulham,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
560,Fabricio Agosto Ramirez,Fulham,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
561,Robin Olsen,Everton,0.0,0.0,2,0,0.0,0.0,,,,
562,Ben Godfrey,Everton,0.0,0.0,2,2,0.0,0.0,,,,
563,Niels Nkounkou,Everton,0.0,0.0,3,0,0.0,0.0,0.0,,,
564,Jarrad Branthwaite,Everton,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
565,Anthony Gordon,Everton,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0
566,Terence Kongolo,Fulham,0.0,0.0,1,0,0.0,,,,,
567,Wes Morgan,Leicester,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0
568,Kasper Schmeichel,Leicester,0.0,0.0,6,6,0.0,0.0,0.0,0.0,0.0,0.0
569,Filip Benkovic,Leicester,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
570,Jamie Shackleton,Leeds,0.0,0.0,6,2,0.0,0.0,0.0,0.0,0.0,0.0
571,Kamil Miazek,Leeds,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
572,Jay-Roy Grot,Leeds,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
573,Adam Forshaw,Leeds,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
574,Barry Douglas,Leeds,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
575,Francisco Casilla Cortes,Leeds,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
576,Wesley Fofana,Leicester,0.0,0.0,3,2,0.0,0.0,0.0,,,
577,Cengiz Under,Leicester,0.0,0.0,4,2,0.0,0.0,0.0,0.0,,
578,Luke Thomas,Leicester,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
579,Wilfred Ndidi,Leicester,0.0,0.0,6,2,0.0,0.0,0.0,0.0,0.0,0.0
580,Christian Fuchs,Leicester,0.0,0.0,6,2,0.0,0.0,0.0,0.0,0.0,0.0
581,Hamza Choudhury,Leicester,0.0,0.0,6,2,0.0,0.0,0.0,0.0,0.0,0.0
582,Demarai Gray,Leicester,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
583,Daniel Amartey,Leicester,0.0,0.0,6,2,0.0,0.0,0.0,0.0,0.0,0.0
584,Ricardo Domingos Barbosa Pereira,Leicester,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
585,Danny Ward,Leicester,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
586,Matty James,Leicester,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
587,Marc Albrighton,Leicester,0.0,0.0,6,3,0.0,0.0,0.0,0.0,0.0,0.0
588,Adrien Silva,Leicester,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
589,Jonny Evans,Leicester,0.0,0.0,6,4,0.0,0.0,0.0,0.0,0.0,0.0
590,Owen Otasowie,Wolves,0.0,0.0,2,0,0.0,0.0,,,,
