,Name,Team,Creativity per fixture,Creativity per game,Team games,Played,Creativity GW6,Creativity GW5,Creativity GW4,Creativity GW3,Creativity GW2,Creativity GW1
77,Alex Iwobi,Everton,8.183173338572184,9.819808006286621,6,5,0.0,0.0,49.099040031433105,0.0,0.0,0.0
78,Josh Brownhill,Burnley,8.098306953907013,8.098306953907013,5,5,8.227480947971344,0.0,9.299547970294954,0.0,22.96450585126877,
79,Scott McTominay,Man Utd,7.948421239852907,9.935526549816133,5,4,0.0,21.66552841663361,0.0,0.0,18.076577782630924,
80,Kyle Walker-Peters,Southampton,7.9392752920587855,7.9392752920587855,6,6,0.0,0.0,0.0,6.713031232357025,5.6798305362463,35.24278998374939
81,Jay Rodriguez,Burnley,7.857153415679932,13.095255692799887,5,3,0.0,0.0,0.0,0.0,39.28576707839966,
82,Marcus Rashford,Man Utd,7.779919095337391,7.779919095337391,5,5,5.786656588315964,23.929384350776672,2.2416960448026657,1.6620328649878502,5.2798256278038025,
83,James Ward-Prowse,Southampton,7.588036234180134,7.588036234180134,6,6,9.809918701648714,0.0,18.729341030120853,0.0,8.042315393686295,8.946642279624939
84,Gylfi Sigurdsson,Everton,7.520886262257895,7.520886262257895,6,6,0.0,0.0,42.89074540138245,0.0,2.234572172164917,0.0
85,Karlan Grant,West Brom,7.459323666989803,7.459323666989803,2,2,1.900109276175499,13.018538057804108,,,,
86,Callum Hudson-Odoi,Chelsea,7.368454771737256,14.736909543474512,6,3,0.0,0.0,39.69756960868835,4.513159021735191,0.0,0.0
87,David McGoldrick,Sheffield Utd,7.349796251704295,7.349796251704295,6,6,3.0693927779793735,0.0,0.0,41.0293847322464,0.0,0.0
88,Jordan Henderson,Liverpool,7.328216638416053,10.99232495762408,6,4,30.96321523189545,9.925015270709993,0.0,0.0,3.081069327890873,0.0
89,Ryan Bertrand,Southampton,7.314441166818142,7.314441166818142,6,6,17.285789549350742,0.0,1.3049487024545672,18.512770533561707,0.0,6.78313821554184
90,Joao Pedro Cavaco Cancelo,Man City,7.10347056388855,17.758676409721375,5,2,16.622555255889893,18.894797563552856,0.0,0.0,0.0,
91,Helder Wander Sousa de Azevedo e Costa,Leeds,6.945763838787873,6.945763838787873,6,6,28.33023965358734,0.0,6.02240227162838,0.0,0.0,7.3219411075115195
92,Raul Jimenez,Wolves,6.8684884657462435,6.8684884657462435,6,6,12.207707017660141,0.0,0.0,0.0,0.0,29.003223776817322
93,Chris Basham,Sheffield Utd,6.816130876541138,6.816130876541138,6,6,0.0,35.424450039863586,0.0,5.47233521938324,0.0,0.0
94,Callum Wilson,Newcastle,6.777887853483359,6.777887853483359,6,6,10.16228049993515,2.2391755133867264,11.410433053970337,0.0,0.0,16.855438053607937
95,Vladimir Coufal,West Ham,6.646592418352763,6.646592418352763,3,3,10.975906252861023,0.0,8.963871002197266,,,
96,Kelechi Iheanacho,Leicester,6.525825709104539,13.051651418209078,6,3,0.0,8.935014903545381,30.21993935108185,0.0,0.0,0.0
97,Rodrigo Moreno,Leeds,6.345874319473903,6.345874319473903,6,6,8.81258323788643,6.7449890077114105,22.517673671245575,0.0,0.0,0.0
98,Benjamin Chilwell,Chelsea,6.1322155719002085,12.264431143800417,6,3,6.023820862174034,18.587109446525574,12.182363122701645,0.0,0.0,0.0
99,Matej Vydra,Burnley,6.106514856219291,7.633143570274114,5,4,0.0,0.0,0.0,1.748334988951683,28.784239292144772,
100,Timothy Fosu-Mensah,Man Utd,6.103048324584961,30.515241622924805,5,1,0.0,0.0,0.0,0.0,30.515241622924805,
101,Stuart Armstrong,Southampton,6.0467544943094245,9.070131741464136,6,4,13.607355952262877,0.0,13.78846913576126,0.0,8.884701877832411,0.0
102,Patrick Bamford,Leeds,5.902095697820187,5.902095697820187,6,6,17.60235726833343,0.0,0.0,5.031977966427802,12.778238952159883,0.0
103,Danny Ings,Southampton,5.757261936863263,5.757261936863263,6,6,16.629143059253693,0.0,11.175016313791275,0.0,0.0,6.739412248134612
104,Ezgjan Alioski,Leeds,5.6767697135607404,8.51515457034111,6,4,34.06061828136444,0.0,0.0,0.0,0.0,0.0
105,Joao Filipe Iria Santos Moutinho,Wolves,5.64542959133784,5.64542959133784,6,6,0.0,5.9832800179719925,0.0,1.7891239374876022,8.606061339378357,17.494112253189087
106,Romain Saiss,Wolves,5.644963681697845,5.644963681697845,6,6,0.0,33.869782090187066,0.0,0.0,0.0,0.0
107,John Lundstram,Sheffield Utd,5.619585017363231,5.619585017363231,6,6,1.517111249268055,6.35189414024353,0.7857529446482658,13.261385262012482,4.783925414085387,7.017441093921661
108,Michail Antonio,West Ham,5.617140016208093,5.617140016208093,6,6,0.0,9.012450277805328,20.571199059486393,1.6816562041640282,0.0,2.4375345557928085
109,Tomas Soucek,West Ham,5.352950344483058,5.352950344483058,6,6,0.0,10.235214233398438,0.0,0.0,6.9483682513237,14.934119582176207
110,Adama Traore,Wolves,5.190478141109148,5.190478141109148,6,6,6.145016849040985,3.852207213640213,0.0,0.0,21.14564478397369,0.0
111,Stuart Dallas,Leeds,5.1201752697428065,5.1201752697428065,6,6,2.5934651494026184,0.0,23.29990118741989,4.827685281634332,0.0,0.0
112,Gabriel Fernando de Jesus,Man City,4.883376955986023,24.416884779930115,5,1,0.0,0.0,0.0,0.0,24.416884779930115,
113,Ivan Ricardo Neves Abreu Cavaleiro,Fulham,4.867728815103571,5.841274578124285,6,5,0.0,6.224650144577026,0.0,1.3419941999018192,15.044036507606506,6.595692038536072
114,Marc Albrighton,Leicester,4.822382827599843,9.644765655199686,6,3,28.93429696559906,0.0,0.0,0.0,0.0,0.0
115,Tom Cairney,Fulham,4.6995312596360845,5.639437511563301,6,5,16.019338369369507,4.914871975779533,0.0,7.262977212667465,0.0,0.0
116,Declan Rice,West Ham,4.250163460771243,4.250163460771243,6,6,2.416982874274254,0.0,8.40659886598587,0.0,9.721023589372637,4.9563754349946985
117,Thiago Alcantara do Nascimento,Liverpool,4.237604141235352,10.594010353088379,5,2,0.0,13.58148604631424,0.0,0.0,7.606534659862517,
118,Giovani Lo Celso,Spurs,4.205255458752314,8.410510917504627,6,3,6.477432698011397,0.0,0.0,9.196968376636503,9.557131677865982,0.0
119,Matthew Cash,Aston Villa,4.070078134536743,4.070078134536743,5,5,0.0,0.0,7.1885935962200165,9.287936985492708,3.873860090970993,
120,Jarrod Bowen,West Ham,4.057841375470161,4.057841375470161,6,6,0.0,11.299633234739304,13.047415018081665,0.0,0.0,0.0
121,Antonee Robinson,Fulham,4.042608787616094,8.085217575232187,6,3,16.681089997291565,2.8984662145376205,4.676096513867377,0.0,0.0,0.0
122,Ola Aina,Fulham,4.036061465740204,4.036061465740204,3,3,7.97777846455574,0.0,4.130405932664871,,,
123,Sander Berge,Sheffield Utd,4.032637178897858,4.032637178897858,6,6,6.326749175786973,2.6348892599344254,0.0,10.47111377120018,0.0,4.7630708664655685
124,Kieran Tierney,Arsenal,4.024656303226948,4.829587563872337,6,5,18.599727749824524,0.0,5.548210069537163,0.0,0.0,0.0
125,Alexandre Lacazette,Arsenal,3.924259481330713,4.709111377596855,6,5,7.909988611936568,0.0,0.0,4.620342329144479,0.0,11.015225946903227
126,Mason Greenwood,Man Utd,3.9230626821517944,4.903828352689743,5,4,12.405449151992798,0.0,0.0,7.209864258766174,0.0,
127,Phil Foden,Man City,3.90327587723732,3.90327587723732,5,5,0.0,0.0,12.666131556034088,0.0,6.8502478301525125,
128,Juan Mata,Man Utd,3.8685479760169983,9.671369940042496,5,2,9.934988617897034,9.407751262187956,0.0,0.0,0.0,
129,Islam Slimani,Leicester,3.8417231291532516,7.683446258306503,2,1,0.0,7.683446258306503,,,,
130,Oliver McBurnie,Sheffield Utd,3.8252516028781733,3.8252516028781733,6,6,11.846905946731567,1.7373101785779,0.0,0.0,2.669693157076836,6.697600334882736
131,Diogo Jota,Liverpool,3.7408923419813314,5.611338512971997,6,4,0.0,20.39484977722168,2.0505042746663094,0.0,0.0,0.0
132,Jamal Lewis,Newcastle,3.735881050427755,3.735881050427755,6,6,0.0,9.539951384067537,0.0,0.0,0.0,12.875334918498993
133,Bukayo Saka,Arsenal,3.733427030965686,5.600140546448529,6,4,8.223390579223633,1.0084745474159718,0.0,0.0,13.16869705915451,0.0
134,Theo Walcott,Southampton,3.670859088500341,11.012577265501022,6,2,0.0,22.025154531002045,0.0,0.0,0.0,0.0
135,Leander Dendoncker,Wolves,3.514101356267929,4.216921627521515,6,5,0.0,5.5629100650548935,10.157135874032974,0.0,0.0,5.364562198519708
136,James Tarkowski,Burnley,3.2255418598651886,5.375903099775314,5,3,0.0,8.485855162143707,7.641854137182237,0.0,0.0,
137,Kenny Tete,Fulham,3.1761325895786285,9.528397768735886,6,2,0.0,0.0,0.0,6.5497636795043945,12.507031857967375,0.0
138,Conor Townsend,West Brom,3.1733592972159386,4.760038945823908,6,4,5.208751931786537,13.831403851509096,0.0,0.0,0.0,0.0
139,Ashley Barnes,Burnley,3.130177184939384,5.2169619748989735,5,3,1.5832837671041489,3.976788371801376,10.090813785791395,0.0,0.0,
140,Toby Alderweireld,Spurs,3.033963218331337,6.067926436662674,6,3,10.881521552801132,0.0,0.0,0.0,0.0,7.32225775718689
141,Ilkay Gundogan,Man City,3.0272535234689717,7.568133808672429,5,2,12.230925261974336,2.905342355370521,0.0,0.0,0.0,
142,Steven Bergwijn,Spurs,2.960550412535668,4.440825618803502,6,4,0.0,0.0,0.0,8.417608588933946,9.345693886280062,0.0
143,Ferran Torres,Man City,2.8820948675274844,4.803491445879141,5,3,0.0,0.0,11.975008994340895,2.4354653432965283,0.0,
144,James Justin,Leicester,2.8394045929114022,2.8394045929114022,6,6,0.0,3.6266356706619263,0.0,0.0,8.916142582893373,4.4936493039131165
145,Jamie Vardy,Leicester,2.707164858778318,3.2485978305339813,6,5,0.0,0.0,0.0,0.0,9.621095657348633,6.621893495321274
146,Luka Milivojevic,Crystal Palace,2.671778885026773,3.2061346620321274,6,5,4.925265535712242,0.0,0.0,0.0,0.0,11.105407774448397
147,Max Kilman,Wolves,2.6588631172974906,5.317726234594981,6,3,0.0,2.450068295001984,13.50311040878296,0.0,0.0,0.0
148,Callum Robinson,West Brom,2.551672607660293,2.551672607660293,6,6,0.0,0.0,0.0,0.0,15.31003564596176,0.0
149,Joelinton Cassio Apolinario de Lira,Newcastle,2.538409394522508,2.538409394522508,6,6,0.0,5.3461574018001565,2.5443594902753834,0.0,0.0,7.339939475059509
150,Conor Gallagher,West Brom,2.5303216651082043,5.060643330216409,4,2,0.0,10.121286660432817,0.0,0.0,,
151,Jorge Luiz Frello Filho,Chelsea,2.5240153074264526,3.028818368911743,6,5,0.0,0.0,12.150272727012634,0.0,0.0,2.993819117546081
152,Lucas Rodrigues Moura da Silva,Spurs,2.5019962961475053,2.5019962961475053,6,6,3.071734681725502,0.0,0.0,11.940243095159529,0.0,0.0
153,Daniel James,Man Utd,2.4766532704234123,4.1277554507056875,5,3,2.0702471956610684,10.313019156455994,0.0,0.0,0.0,
154,Romaine Sawyers,West Brom,2.469373866915703,2.9632486402988434,6,5,0.0,0.0,5.620465427637099,9.195777773857117,0.0,0.0
155,Angelo Ogbonna,West Ham,2.4434998631477356,2.4434998631477356,6,6,0.0,14.660999178886414,0.0,0.0,0.0,0.0
156,Bernard Anicio Caldeira Duarte,Everton,2.4353240927060447,14.611944556236267,6,1,14.611944556236267,0.0,0.0,0.0,0.0,0.0
157,Aboubakar Kamara,Fulham,2.380957951148351,2.8571495413780212,6,5,0.0,0.0,0.0,14.285747706890106,0.0,0.0
158,Rodrigo Hernandez,Man City,2.37974900752306,2.37974900752306,5,5,3.4463033080101013,5.562061443924904,0.0,0.0,2.890380285680294,
159,Oliver Burke,Sheffield Utd,2.3388241728146872,3.508236259222031,6,4,0.0,0.0,0.0,14.032945036888124,0.0,0.0
160,Michael Keane,Everton,2.273594898482164,2.273594898482164,6,6,0.0,4.681715741753578,0.0,0.0,8.959853649139404,0.0
161,Tanguy Ndombele,Spurs,2.24562535683314,2.24562535683314,6,6,10.32082736492157,0.0,3.1529247760772705,0.0,0.0,0.0
162,Sebastien Haller,West Ham,2.211130162080129,2.6533561944961552,6,5,0.0,0.0,0.0,0.0,0.0,13.266780972480776
163,Ruben Diogo da Silva Neves,Wolves,2.1663931508859,2.1663931508859,6,6,4.1746336966753015,0.0,0.0,0.0,0.8281882852315903,7.995536923408508
164,Ayoze Perez,Leicester,2.082876364390055,3.124314546585083,6,4,0.0,12.497258186340332,0.0,0.0,0.0,0.0
165,Johann Berg Gudmundsson,Burnley,2.0525217056274414,3.420869509379069,5,3,0.0,10.262608528137207,0.0,0.0,0.0,
166,Jimmy Dunne,Burnley,2.0400062948465347,5.100015737116337,5,2,0.0,0.0,0.0,6.140344589948653,4.05968688428402,
167,Kyle Walker,Man City,2.0100851356983185,2.0100851356983185,5,5,5.0938960164785385,0.0,4.956529662013054,0.0,0.0,
168,James Maddison,Leicester,1.9279620920618374,2.313554510474205,6,5,0.0,6.9101482629776,0.0,0.0,0.0,4.657624289393425
169,Charlie Taylor,Burnley,1.9238871335983272,1.9238871335983272,5,5,0.0,0.0,0.0,0.0,9.619435667991636,
170,Matt Doherty,Spurs,1.9187008030712607,2.878051204606891,6,4,2.336420677602291,0.0,0.0,9.175784140825273,0.0,0.0
171,Ibrahima Diallo,Southampton,1.8951578065752983,1.8951578065752983,2,2,0.0,3.7903156131505966,,,,
172,Caglar Soyuncu,Leicester,1.8623145918051398,2.79347188770771,6,4,0.0,0.0,0.0,0.0,11.17388755083084,0.0
173,Jairo Riedewald,Crystal Palace,1.8487628549337387,2.773144282400608,6,4,11.092577129602432,0.0,0.0,0.0,0.0,0.0
174,Aaron Connolly,Brighton,1.8254836400349934,2.190580368041992,6,5,0.0,5.224207788705827,0.0,4.0683213621377945,1.6603726893663406,0.0
175,Ethan Ampadu,Sheffield Utd,1.7891248067220056,3.578249613444011,6,3,10.734748840332033,0.0,0.0,0.0,0.0,0.0
176,Hakim Ziyech,Chelsea,1.7866075038909912,5.359822511672974,6,2,0.0,10.719645023345947,0.0,0.0,0.0,0.0
177,Moussa Sissoko,Spurs,1.7754310742020607,2.663146611303091,6,4,0.0,5.0578273832797995,5.594759061932564,0.0,0.0,0.0
178,Dominic Calvert-Lewin,Everton,1.7673093825578687,1.7673093825578687,6,6,0.0,0.0,0.0,0.0,0.0,10.603856295347212
179,Nampalys Mendy,Leicester,1.7530082414547599,1.7530082414547599,6,6,0.0,0.0,0.0,10.51804944872856,0.0,0.0
180,Joe Bryan,Fulham,1.7417902747790022,2.6126854121685033,6,4,0.0,0.0,3.755898773670197,6.694842875003816,0.0,0.0
181,Nathan Redmond,Southampton,1.7402784277995424,2.6104176416993137,6,4,10.441670566797255,0.0,0.0,0.0,0.0,0.0
182,Victor Lindelof,Man Utd,1.7057707905769348,2.1322134882211685,5,4,8.528853952884674,0.0,0.0,0.0,0.0,
183,Luke Shaw,Man Utd,1.6485349088907242,1.6485349088907242,5,5,0.0,6.148214265704155,2.094460278749466,0.0,0.0,
184,John Fleck,Sheffield Utd,1.6211390495300293,3.2422780990600586,6,3,0.0,0.0,0.9414717555046082,0.0,0.0,8.785362541675568
185,Fabio Henrique Tavares,Liverpool,1.618348527699709,1.618348527699709,6,6,0.0,0.0,7.5399450957775125,2.170146070420742,0.0,0.0
186,Oriol Romeu Vidal,Southampton,1.5496859326958656,1.5496859326958656,6,6,4.7638412564992905,0.0,2.7183113619685173,0.0,1.815962977707386,0.0
187,Pablo Hernandez Dominguez,Leeds,1.5482487777868907,3.0964975555737815,6,3,9.289492666721344,0.0,0.0,0.0,0.0,0.0
188,Harvey Barnes,Leicester,1.5477501787245274,1.5477501787245274,6,6,0.0,0.0,0.0,0.0,6.5614767372608185,2.7250243350863457
189,Grady Diangana,West Brom,1.5068538176516693,1.5068538176516693,6,6,2.5740427896380424,2.7302639558911324,0.0,1.959310844540596,0.0,1.7775053158402443
190,Ian Carlo Poveda-Ocampo,Leeds,1.4409917096296947,2.8819834192593894,6,3,0.0,0.0,8.645950257778168,0.0,0.0,0.0
191,Jake Livermore,West Brom,1.4246004323164623,1.4246004323164623,6,6,0.0,0.0,0.0,4.902375116944314,0.0,3.64522747695446
