,Teams,Threat allowed av adj,Matches,Threat allowed GW47 adj 5 - average,Threat allowed GW46 adj 5 - average,Threat allowed GW45 adj 5 - average,Threat allowed GW44 adj 5 - average,Threat allowed GW43 adj 5 - average,Threat allowed GW42 adj 5 - average,Threat allowed GW41 adj 5 - average,Threat allowed GW40 adj 5 - average,Threat allowed GW39 adj* 5 - average,Threat allowed GW39 adj 5 - average,Threat allowed GW38 adj 5 - average,Threat allowed GW37 adj 5 - average,Threat allowed GW36 adj 5 - average,Threat allowed GW35 adj 5 - average,Threat allowed GW34 adj 5 - average,Threat allowed GW33 adj 5 - average,Threat allowed GW32 adj 5 - average,Threat allowed GW31 adj 5 - average,Threat allowed GW30 adj 5 - average,Threat allowed GW29 adj 5 - average,Threat allowed GW28 adj 5 - average,Threat allowed GW27 adj 5 - average,Threat allowed GW26 adj 5 - average,Threat allowed GW25 adj 5 - average,Threat allowed GW24 adj* 5 - average,Threat allowed GW24 adj 5 - average,Threat allowed GW23 adj 5 - average,Threat allowed GW22 adj 5 - average,Threat allowed GW21 adj 5 - average,Threat allowed GW20 adj 5 - average,Threat allowed GW19 adj 5 - average,Threat allowed GW18 adj 5 - average,Threat allowed GW17 adj 5 - average,Threat allowed GW16 adj 5 - average,Threat allowed GW15 adj 5 - average,Threat allowed GW14 adj 5 - average,Threat allowed GW13 adj 5 - average,Threat allowed GW12 adj 5 - average,Threat allowed GW11 adj 5 - average,Threat allowed GW10 adj 5 - average,Threat allowed GW9 adj 5 - average,Threat allowed GW8 adj 5 - average,Threat allowed GW7 adj 5 - average,Threat allowed GW6 adj 5 - average,Threat allowed GW5 adj 5 - average,Threat allowed GW47 adj color,Threat allowed GW47 adj,Threat allowed GW46 adj color,Threat allowed GW46 adj,Threat allowed GW45 adj color,Threat allowed GW45 adj,Threat allowed GW44 adj color,Threat allowed GW44 adj,Threat allowed GW43 adj color,Threat allowed GW43 adj,Threat allowed GW42 adj color,Threat allowed GW42 adj,Threat allowed GW41 adj color,Threat allowed GW41 adj,Threat allowed GW40 adj color,Threat allowed GW40 adj,Threat allowed GW39 adj* color,Threat allowed GW39 adj*,Threat allowed GW39 adj color,Threat allowed GW39 adj,Threat allowed GW38 adj color,Threat allowed GW38 adj,Threat allowed GW37 adj color,Threat allowed GW37 adj,Threat allowed GW36 adj color,Threat allowed GW36 adj,Threat allowed GW35 adj color,Threat allowed GW35 adj,Threat allowed GW34 adj color,Threat allowed GW34 adj,Threat allowed GW33 adj color,Threat allowed GW33 adj,Threat allowed GW32 adj color,Threat allowed GW32 adj,Threat allowed GW31 adj color,Threat allowed GW31 adj,Threat allowed GW30 adj color,Threat allowed GW30 adj,Threat allowed GW29 adj color,Threat allowed GW29 adj,Threat allowed GW28 adj color,Threat allowed GW28 adj,Threat allowed GW27 adj color,Threat allowed GW27 adj,Threat allowed GW26 adj color,Threat allowed GW26 adj,Threat allowed GW25 adj color,Threat allowed GW25 adj,Threat allowed GW24 adj* color,Threat allowed GW24 adj*,Threat allowed GW24 adj color,Threat allowed GW24 adj,Threat allowed GW23 adj color,Threat allowed GW23 adj,Threat allowed GW22 adj color,Threat allowed GW22 adj,Threat allowed GW21 adj color,Threat allowed GW21 adj,Threat allowed GW20 adj color,Threat allowed GW20 adj,Threat allowed GW19 adj color,Threat allowed GW19 adj,Threat allowed GW18 adj color,Threat allowed GW18 adj,Threat allowed GW17 adj color,Threat allowed GW17 adj,Threat allowed GW16 adj color,Threat allowed GW16 adj,Threat allowed GW15 adj color,Threat allowed GW15 adj,Threat allowed GW14 adj color,Threat allowed GW14 adj,Threat allowed GW13 adj color,Threat allowed GW13 adj,Threat allowed GW12 adj color,Threat allowed GW12 adj,Threat allowed GW11 adj color,Threat allowed GW11 adj,Threat allowed GW10 adj color,Threat allowed GW10 adj,Threat allowed GW9 adj color,Threat allowed GW9 adj,Threat allowed GW8 adj color,Threat allowed GW8 adj,Threat allowed GW7 adj color,Threat allowed GW7 adj,Threat allowed GW6 adj color,Threat allowed GW6 adj,Threat allowed GW5 adj color,Threat allowed GW5 adj,Threat allowed GW4 adj color,Threat allowed GW4 adj,Threat allowed GW3 adj color,Threat allowed GW3 adj,Threat allowed GW2 adj color,Threat allowed GW2 adj,Threat allowed GW1 adj color,Threat allowed GW1 adj
11,Burnley,143.19133510215133,38,151.3102058794101,157.81667774642716,174.89966557159326,160.3694952866165,157.25279571046124,136.98709410710802,132.02419312370532,140.4821472783705,142.64804333909314,142.64804333909314,145.4572273935034,145.4572273935034,145.4572273935034,145.4572273935034,145.4572273935034,145.4572273935034,145.4572273935034,145.4572273935034,145.4572273935034,145.4572273935034,144.09915924908904,153.17908655678147,151.94995234993675,180.1388145272835,183.90067620589468,183.90067620589468,190.25379048681845,151.10572817216564,142.34688269654,153.19176038177102,144.96356870115414,144.94860686984129,161.82966483024302,139.87592684526246,148.2743923089393,135.2332308097623,120.3213753330867,127.09900979092279,138.31381833440426,101.05540432858909,125.69315571213534,128.1286840906884,127.65004263420838,130.85204171425684,128.20320040954704,pink,159.34010063007634,green,84.34302782730262,light green,128.18205251517406,pink,159.32874119368324,red,225.35710723081425,red,191.87245996516168,pink,169.75796695313292,green,55.53120109029036,white,,light green,143.74524331290692,white,,white,,white,,white,,white,,white,,white,,white,,white,,light green,124.02859921404827,pink,167.0579550481481,red,212.0477377264587,green,66.36068139390348,pink,157.79116358495844,white,,green,117.23825849197645,red,212.45759158661028,red,205.9020666922352,red,207.30499228063707,pink,176.60047197801444,light green,149.00382989659528,green,16.717280013346286,pink,162.10783931410694,red,261.52938070679215,light green,135.45951357493004,light green,148.9290207400311,green,101.1225698153548,green,52.33914938920416,red,303.52170802517645,green,70.25370607904492,green,74.36974335665322,light green,135.0107421045352,green,108.41319210661148,green,117.22963799610059,red,193.44246299677613,green,86.54738524941864,light green,132.617534822135,light green,124.42318750685394,green,103.98543147255147
12,Spurs,142.1136578343437,38,124.34128198240197,99.41240439449254,115.2234869513943,102.03163026211887,116.61178365216169,167.80628024348144,213.27026784541613,201.91822245254804,224.2047464360199,224.2047464360199,229.3281701363751,229.3281701363751,229.3281701363751,229.3281701363751,229.3281701363751,229.3281701363751,229.3281701363751,229.3281701363751,229.3281701363751,229.3281701363751,196.63606050576772,196.6201703037543,195.5527676883933,183.83755841503086,157.20800612476054,157.20800612476054,140.52256879673862,108.15430990266638,97.33868429019809,92.69415422972315,109.29685086012455,109.1486579825997,102.51124144960936,109.95932625064147,109.02935229197594,116.17241810510943,110.30558911516519,157.78875255252893,158.2202979405427,157.84586558330395,144.61566804529915,166.82861474257797,120.0822427118118,131.8206450589123,124.02507421330942,pink,165.42633058437747,green,108.88222672498037,pink,157.66853323829412,green,73.83947163020751,green,115.88984773415032,green,40.781942644830444,red,187.93763950948912,green,91.70924979191693,white,,light green,146.7402385804217,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,371.862330690749,red,268.10188065450393,light green,131.1774125451487,red,203.14186970927602,pink,172.35735708219767,white,,red,208.4017825377122,red,268.0224296444369,light green,125.84039946834368,light green,144.5658233424638,green,39.20959563084622,light green,124.97459589760255,green,106.18113517407568,green,71.7622714060022,light green,121.34317304008916,light green,122.22307878285315,light green,124.23363150997841,green,72.9940525091239,green,109.00269541116269,green,116.69330324676156,pink,157.93840784852065,green,94.89948656025703,red,310.4098696959428,green,111.16042235123156,green,114.82114146056763,green,91.78742015849663,red,205.9642200466512,green,76.67800954211197,pink,169.85243408673404,green,75.84328723255328
13,Sheffield Utd,141.66392751547818,38,122.24968865762635,119.55311185044475,129.0865876211171,121.578406546327,168.77133609051867,186.18211330498121,237.0376854915972,239.19582414984924,219.4876816929137,186.17708324061095,192.6320703695662,192.6320703695662,192.6320703695662,192.6320703695662,192.6320703695662,192.6320703695662,192.6320703695662,192.6320703695662,192.6320703695662,192.6320703695662,139.06200768062564,139.06200768062564,134.71767301899922,157.41284014974173,138.0534212916072,138.0534212916072,121.0459641894078,104.67053431283186,107.76700757306045,74.88353254095631,79.31423762908187,91.58496248245334,103.78752277464677,113.68308828731901,112.24547241197403,152.14441733522844,146.75016348689263,157.0701267801142,152.5231757864878,162.38332576238673,136.7172068568671,149.2502806356893,129.4733662004369,108.75135460791648,129.88135512413044,pink,158.0446027139684,green,63.1092541026353,red,272.71231762941676,green,84.8166425687108,green,32.56562627340042,light green,144.56171867806052,green,110.77663295599712,red,235.17141225546618,red,320.7812902896692,green,119.61951234571316,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,398.8395796111403,white,,light green,121.56732624725737,light green,136.63069997078853,pink,154.22829802815534,white,,pink,151.8944479904894,light green,130.98926616643752,green,99.84565293912537,red,250.10653562450102,green,57.431203737482726,green,66.85716247949232,green,49.11211678355783,green,115.32801924026832,green,85.68916046398033,green,79.5847291781106,light green,128.21078674634964,green,110.12491824452503,pink,164.80584680362944,green,78.50108108725554,red,279.0794537943825,green,101.2395175046706,pink,161.72473471063304,light green,142.07109183549727,light green,127.80183096675039,pink,150.7488592667843,pink,163.90488639878146,green,62.84016253437114,green,38.461033872895115,red,233.45183354782014
14,Everton,131.15780554829112,38,185.27972287010056,161.10097146934405,182.27301286007184,157.43966607692028,108.74973425687983,92.91344479691358,101.61145886599006,97.90970871050575,114.28173128182193,114.28173128182193,125.38118124425478,125.38118124425478,125.38118124425478,125.38118124425478,125.38118124425478,125.38118124425478,125.38118124425478,125.38118124425478,125.38118124425478,125.38118124425478,114.2661835529702,131.5739609745033,138.25481154804885,129.67036518339123,157.73662057705013,157.73662057705013,152.3922517118291,134.19615251425438,123.62991992364255,122.5592736566363,108.72143020753174,137.07504754772458,171.119476944258,160.7238976517296,148.0987076984419,139.70098924492845,109.0963519831369,68.31784233667081,86.98876979386007,93.61203107744362,101.33999948734417,131.08808116262472,139.14198275405715,132.9508187934675,148.7304973556021,pink,176.74149108897288,green,55.028127606428974,red,180.2656304883744,red,290.9647612933022,red,223.3986038734242,green,55.847734085190375,pink,160.88833456006796,green,56.098896572616525,white,,green,47.51510219310009,white,,white,,white,,white,,white,,white,,white,,white,,white,,light green,144.21715657359303,green,99.33780443057277,light green,142.37958378264636,light green,137.95900942919735,green,103.01235200526432,white,,green,88.64216811717027,red,185.87669153823825,pink,175.78383665037416,green,95.03677760590914,red,243.34362897355888,green,61.920323791064995,green,94.89619555036474,light green,122.95267369731499,green,89.68354627087788,pink,174.154411728036,red,203.68841049202922,red,265.1183425330319,green,70.97477723467296,green,26.557596504439367,light green,132.1658194604687,green,50.66522418307163,green,61.22579430070141,pink,164.32941452061925,green,59.673902922357115,pink,170.80566150997143,red,199.40563255947436,green,101.49530225786367,light green,133.37359471767093,light green,138.57229573303007
15,Leicester,121.89429931218056,38,144.47347010546036,137.2704017013303,144.3037503333761,154.11960064905628,115.32532103772243,103.76596390056027,104.9382942973787,106.83659968487181,104.32076754823598,104.32076754823598,93.20995896841079,93.20995896841079,93.20995896841079,93.20995896841079,93.20995896841079,93.20995896841079,93.20995896841079,93.20995896841079,93.20995896841079,93.20995896841079,102.9206151602536,119.67005715484338,140.85877207802417,141.31100472297786,147.0999102647451,147.0999102647451,175.79235294535596,179.70717638176578,166.90588881786545,173.0842041735709,160.29890646426367,131.19652854739553,111.21455934753729,99.22926520946606,83.87163525822385,88.14094520908797,102.74464201985361,138.79872759494,118.34276723049359,133.44399719679487,142.96433377931453,116.5004850091404,77.82533370900936,93.64501987639792,80.65701700042584,green,116.70751335692945,green,83.68212808666836,green,77.55259967283611,red,306.88978304924404,light green,137.53532636162385,green,80.69217133627905,green,118.84887124689747,light green,126.63185125123702,white,,green,112.91838499257477,white,,white,,white,,white,,white,,white,,white,,white,,white,,green,79.73854067581303,green,86.55382332037112,light green,128.34039818436315,green,114.05269056805777,green,57.36434209344889,white,,light green,128.2918216350271,pink,170.30103329332,red,234.28397280026712,green,116.31385379282621,green,86.30886980228499,red,271.75403503808144,red,189.8751504753692,pink,170.27753498076535,light green,147.20543057135353,green,22.382381255748875,light green,126.24214545374075,green,89.96530447607788,green,110.3510642904093,green,70.41728081514249,green,43.728931010069495,red,199.26062950756892,red,270.23573235150985,green,8.071262468177169,light green,145.9234306466488,green,91.33061392266795,green,66.94138565669826,green,76.85997585085461,green,87.16969330512,green,80.98341626678845
16,Chelsea,116.48718268262355,38,115.3148805617861,125.6847119359159,151.21189588312774,156.66785640086442,153.68975557955864,121.5503926991159,146.2853784625271,105.6289986662701,109.61214783219691,109.61214783219691,94.06916168773617,94.06916168773617,94.06916168773617,94.06916168773617,94.06916168773617,94.06916168773617,94.06916168773617,94.06916168773617,94.06916168773617,94.06916168773617,97.17223329681374,85.41731225097183,97.38095908275282,123.42088108564249,110.57124004082266,110.57124004082266,117.22633504140927,96.63549824327546,108.1307570266467,112.03743000709873,115.71311087731924,121.67377453321913,128.77326097217198,114.75869982464943,106.57130306152612,135.2049532455581,116.3549791856343,127.513024143093,126.39718170356605,108.203201989885,89.44865022788755,108.15716682532323,115.48924560957285,118.28242553052321,142.7334132952275,green,16.3930357689721,green,104.65712144126779,green,9.231616367249552,red,240.55556060593918,red,205.7370686255018,green,68.24219263962121,red,232.29304117732687,green,36.51141895593317,white,,red,225.6650564994102,white,,white,,white,,white,,white,,white,,white,,white,,white,,green,45.04025422328799,red,191.91712145667725,green,29.01114219604189,green,56.427164785567264,light green,147.95012577710642,white,,green,60.55561226867585,light green,133.14251622746772,green,88.82937635494687,red,186.62677480001557,green,83.7019205530073,green,93.83108727160882,green,30.188332236798807,light green,146.30567027180305,red,206.1601397022757,green,102.08032490410984,light green,123.63440555110824,green,65.6857644315631,green,76.23286453419018,pink,165.22315588665919,red,245.2485758242698,green,29.384535251489282,light green,121.4759892188565,green,70.65365233655544,green,74.25325731825397,pink,151.47581701428263,light green,122.9271182386676,pink,158.13638314010458,green,84.61955194130725,red,196.5081961417755
17,Liverpool,106.44887547843332,38,140.15075032246042,146.39179678366898,137.16214559930822,111.1754308784399,114.17860964044385,90.6558803873538,138.1332925760542,124.15312050282614,133.32049033022264,133.32049033022264,134.1052949039153,134.1052949039153,134.1052949039153,134.1052949039153,134.1052949039153,134.1052949039153,134.1052949039153,134.1052949039153,134.1052949039153,134.1052949039153,122.2256285252128,95.33590343850727,104.76248297686466,117.6758748962227,118.88673489248058,106.74832864216887,71.95933764875129,71.1200151726447,50.71886965588871,71.45525077204296,84.10165882638704,114.55214627586115,114.55214627586115,107.56769643200353,121.42429213313088,115.76384819165303,108.97697979690778,78.12025849447522,90.47372847786974,90.4179835296738,69.11276929274023,69.5321542777186,88.79232959301044,101.70064424045572,108.82606615383358,green,50.58796833118738,red,186.48143037083724,light green,140.19283159138124,green,49.550440818148004,red,273.9410805007483,green,81.79320063723013,light green,140.33317444903346,green,10.259257987039604,white,,green,64.5663346281678,white,,white,,white,,white,,white,,white,,white,,white,,white,,pink,156.32743423529809,red,319.180261580732,green,70.43231408289314,green,56.09610712402219,green,68.49035749663105,green,96.92910234178562,red,184.73163614720437,green,117.56521177468004,light green,120.66306672081242,green,74.54465747792047,green,36.23707109022706,green,10.78668118011644,white,,green,113.36859939414713,green,18.657339137032448,pink,178.22656305869174,green,99.46911136194747,pink,163.03911842748693,green,78.44635017485908,green,87.94031764266914,light green,149.92434335130255,green,65.53476938822125,green,8.755511915324039,light green,140.21370009183167,green,87.6615929016895,green,43.39827216663464,green,67.63169431311317,green,105.05638849178318,red,204.7552733290581,light green,123.28870246857879
18,Man Utd,105.84348421422398,38,109.8020650843008,133.388843831316,112.00272880367913,96.34922881476561,72.56774909643921,64.74913011939239,77.13657452798338,76.63603303171976,87.46351861441944,87.46351861441944,106.515494188413,106.515494188413,106.515494188413,106.515494188413,106.515494188413,106.515494188413,106.515494188413,106.515494188413,106.515494188413,106.515494188413,115.84620908671234,95.34600588381078,96.8243764326662,124.98107057747566,102.728430348593,102.728430348593,118.32930726220931,125.10028537854842,122.64912931859408,103.11117471351608,106.47470066393382,106.91593577168805,113.04821367244051,133.66939105490863,157.83304092761074,172.16258047767886,155.28626638486156,132.8447505218771,143.17267531804293,108.362770754181,90.38487043824975,90.22184464339372,92.35706180310406,61.893676301592656,66.16391631135724,green,67.27886388201493,light green,142.4864746861543,green,90.96345800571268,pink,177.26741322268433,green,71.01411562493773,red,185.21275761709086,green,35.55589954797002,green,12.695958061145102,white,,green,58.36001463105238,white,,white,,white,,white,,white,,white,,white,,white,,white,,green,31.92102073970361,red,247.1499796600458,green,33.05319206665194,green,66.83338597464345,pink,153.61989250102027,white,,green,78.57459523120022,light green,144.648963645538,green,40.445044810929076,red,207.61685669869073,green,42.35669135660688,pink,156.578979799282,pink,178.5038542272334,green,28.189264511157383,green,109.92708367330074,green,59.17432110869563,pink,158.78515533805316,red,209.16524373099563,light green,131.29515142349797,red,230.7453330368114,light green,130.8220188590361,green,74.40358487396668,green,96.95766441607338,red,182.93477540432704,green,56.69581021750176,green,40.93251727937984,green,73.58845589968654,green,107.63375021462507,green,30.617847896770062,green,78.04701026632472
19,Man City,101.6921036412095,38,76.35641796025837,65.08074901155119,73.97783339251552,98.7935887630201,96.02830418673818,100.16512084049234,116.92340239978788,117.96676710676022,54.911043409650155,63.418305068252536,71.03351288774057,71.03351288774057,71.03351288774057,71.03351288774057,71.03351288774057,71.03351288774057,71.03351288774057,71.03351288774057,71.03351288774057,71.03351288774057,60.90724240429472,60.90724240429472,74.7071244144901,90.19529577393605,110.00121114842008,110.00121114842008,139.49290814595537,138.91434480132756,118.2223273481278,127.8004690556533,109.48229550284938,67.99470217674153,61.58162466732783,74.78067891657838,65.33398915007068,80.16782813280057,94.09716894259937,106.19565276808362,134.72172598967282,124.85072057398853,150.29923657646344,149.9032091284062,171.83862918507364,125.73643653293456,144.50232269673816,green,116.49900136040617,green,14.77735528369719,red,201.08643460657197,green,17.15008864234659,green,32.269209908269865,green,60.12065661687027,green,59.26277718851892,red,325.1652114590949,green,3.3236657609369304,green,52.9532931770407,white,,white,,white,,white,,white,,white,,white,,white,,white,,light green,143.9120644133479,white,,green,64.4796007233807,green,9.886592973544506,green,45.85997405394887,white,,green,91.02933227448091,green,93.28071199611864,light green,133.47901077435756,green,87.32744977077427,light green,144.88955092636905,red,238.48781726215725,green,90.38789527297969,green,30.01892350835876,light green,135.21815830840174,green,53.29868316234951,green,31.04985063161791,green,58.32250772591122,green,96.01419475461151,green,87.98470947586323,light green,127.46787807599898,green,100.69655468061192,green,118.8149268533324,red,238.64456086255746,green,38.62968239744189,red,254.71045808837346,green,98.71641744032567,red,228.49202713666963,green,8.133597601862151,light green,132.45911321645988
20,Wolves,99.47494204565938,38,81.07322841825297,91.93780475143025,87.51050659829073,55.388582489974716,59.35667553615424,55.24787682649414,70.26971296652523,71.25304917044957,79.16686618489527,79.16686618489527,89.13391231871803,89.13391231871803,89.13391231871803,89.13391231871803,89.13391231871803,89.13391231871803,89.13391231871803,89.13391231871803,89.13391231871803,89.13391231871803,105.22337356343924,77.90398291310635,72.8547903987571,87.44015359686117,89.21647804724789,89.21647804724789,86.99847200460064,108.96706897368378,125.05277652048456,123.27360059584149,112.85244011492894,126.50317046809096,110.71971327041622,100.35538984387067,100.13118602098366,107.08798792928307,98.81547395711888,94.69820697132386,107.93468407413775,117.28873398050989,142.86978315889277,146.60522245941954,156.4109336701454,150.87576455371754,129.2271922913039,green,82.41308378349113,green,69.97363732736076,pink,168.0795008223529,green,28.944014597275604,green,55.95590556078447,light green,136.7359654493775,green,47.8371465616632,green,7.469880280772807,white,,green,48.78447982817323,white,,white,,white,,white,,white,,white,,white,,white,,white,,green,35.41191201248403,red,211.84514614953287,green,52.75382758128488,green,47.038965353001295,green,98.61971049728707,white,,green,115.85921823609009,green,75.24819289786834,green,27.507865009538715,green,119.9657813435216,green,107.50133274922075,green,104.76918802285383,red,185.09117774328405,green,107.93640274354257,green,111.06990172030629,green,55.395530344658,pink,173.0228397886639,green,106.1738917549103,green,56.114785610814835,green,109.94888260587128,green,90.17953988615515,light green,131.66026992784285,green,85.58755682593511,light green,122.29717112488437,pink,156.719132137732,red,218.08478577806954,pink,150.33746643047664,light green,134.6161128795644,green,94.62132554274511,green,48.47627082566386
