,Teams,Threat allowed av,Matches,Threat allowed GW47 5 - average,Threat allowed GW46 5 - average,Threat allowed GW45 5 - average,Threat allowed GW44 5 - average,Threat allowed GW43 5 - average,Threat allowed GW42 5 - average,Threat allowed GW41 5 - average,Threat allowed GW40 5 - average,Threat allowed GW39* 5 - average,Threat allowed GW39 5 - average,Threat allowed GW38 5 - average,Threat allowed GW37 5 - average,Threat allowed GW36 5 - average,Threat allowed GW35 5 - average,Threat allowed GW34 5 - average,Threat allowed GW33 5 - average,Threat allowed GW32 5 - average,Threat allowed GW31 5 - average,Threat allowed GW30 5 - average,Threat allowed GW29 5 - average,Threat allowed GW28 5 - average,Threat allowed GW27 5 - average,Threat allowed GW26 5 - average,Threat allowed GW25 5 - average,Threat allowed GW24* 5 - average,Threat allowed GW24 5 - average,Threat allowed GW23 5 - average,Threat allowed GW22 5 - average,Threat allowed GW21 5 - average,Threat allowed GW20 5 - average,Threat allowed GW19 5 - average,Threat allowed GW18 5 - average,Threat allowed GW17 5 - average,Threat allowed GW16 5 - average,Threat allowed GW15 5 - average,Threat allowed GW14 5 - average,Threat allowed GW13 5 - average,Threat allowed GW12 5 - average,Threat allowed GW11 5 - average,Threat allowed GW10 5 - average,Threat allowed GW9 5 - average,Threat allowed GW8 5 - average,Threat allowed GW7 5 - average,Threat allowed GW6 5 - average,Threat allowed GW5 5 - average,Threat allowed GW47 color,Threat allowed GW47,Threat allowed GW46 color,Threat allowed GW46,Threat allowed GW45 color,Threat allowed GW45,Threat allowed GW44 color,Threat allowed GW44,Threat allowed GW43 color,Threat allowed GW43,Threat allowed GW42 color,Threat allowed GW42,Threat allowed GW41 color,Threat allowed GW41,Threat allowed GW40 color,Threat allowed GW40,Threat allowed GW39* color,Threat allowed GW39*,Threat allowed GW39 color,Threat allowed GW39,Threat allowed GW38 color,Threat allowed GW38,Threat allowed GW37 color,Threat allowed GW37,Threat allowed GW36 color,Threat allowed GW36,Threat allowed GW35 color,Threat allowed GW35,Threat allowed GW34 color,Threat allowed GW34,Threat allowed GW33 color,Threat allowed GW33,Threat allowed GW32 color,Threat allowed GW32,Threat allowed GW31 color,Threat allowed GW31,Threat allowed GW30 color,Threat allowed GW30,Threat allowed GW29 color,Threat allowed GW29,Threat allowed GW28 color,Threat allowed GW28,Threat allowed GW27 color,Threat allowed GW27,Threat allowed GW26 color,Threat allowed GW26,Threat allowed GW25 color,Threat allowed GW25,Threat allowed GW24* color,Threat allowed GW24*,Threat allowed GW24 color,Threat allowed GW24,Threat allowed GW23 color,Threat allowed GW23,Threat allowed GW22 color,Threat allowed GW22,Threat allowed GW21 color,Threat allowed GW21,Threat allowed GW20 color,Threat allowed GW20,Threat allowed GW19 color,Threat allowed GW19,Threat allowed GW18 color,Threat allowed GW18,Threat allowed GW17 color,Threat allowed GW17,Threat allowed GW16 color,Threat allowed GW16,Threat allowed GW15 color,Threat allowed GW15,Threat allowed GW14 color,Threat allowed GW14,Threat allowed GW13 color,Threat allowed GW13,Threat allowed GW12 color,Threat allowed GW12,Threat allowed GW11 color,Threat allowed GW11,Threat allowed GW10 color,Threat allowed GW10,Threat allowed GW9 color,Threat allowed GW9,Threat allowed GW8 color,Threat allowed GW8,Threat allowed GW7 color,Threat allowed GW7,Threat allowed GW6 color,Threat allowed GW6,Threat allowed GW5 color,Threat allowed GW5,Threat allowed GW4 color,Threat allowed GW4,Threat allowed GW3 color,Threat allowed GW3,Threat allowed GW2 color,Threat allowed GW2,Threat allowed GW1 color,Threat allowed GW1
11,Spurs,143.58287169598043,38,99.44711772724986,86.71243220567703,94.28446747362614,89.75559562444687,111.36321254074574,160.0486464984715,205.79999178647995,210.7090625911951,228.3508149906993,228.3508149906993,258.0902753211558,258.0902753211558,258.0902753211558,258.0902753211558,258.0902753211558,258.0902753211558,258.0902753211558,258.0902753211558,258.0902753211558,258.0902753211558,218.69219010695815,212.70046202465892,210.7054921798408,206.68141627684236,146.841511875391,146.841511875391,140.14854116365314,122.18855960294604,101.68340699747205,93.59903445467353,117.77462150901556,116.56309820711613,99.91720382124186,104.0686072036624,105.02096459269524,119.30231856182218,115.64952041953802,156.57037612050772,161.26248015090823,163.91501462087035,131.64349785074592,153.34977703168988,109.48553709313273,150.48774037510157,137.52070855349302,green,104.04964089393616,light green,122.1333347260952,green,105.74840325862169,green,69.26934812217951,green,96.03486163541675,green,40.376213286072016,pink,159.99351106584072,green,83.10404401272535,white,,pink,177.30743270367384,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,339.46203142404556,red,269.1329397261143,red,184.5388650894165,pink,171.31280601024628,red,326.0047343559563,white,,light green,142.47160535305738,red,239.1742993146181,pink,174.56401586532593,pink,151.19242649525404,green,26.80521234869957,green,109.00675179436803,light green,149.37439151108265,green,72.03825283795595,green,110.77056378126144,light green,147.68314762040973,green,102.94913528487086,green,66.14491958171129,green,92.79526975005865,green,115.53235072642565,red,219.08991746604443,green,84.68514457345009,red,270.7491980865598,green,116.25578990206122,light green,128.79502307623625,green,57.73233361542225,red,193.21654047816992,green,51.42799839377403,red,321.2668063119054,green,63.95986396819353
12,Burnley,142.35306843674104,38,150.10934576392174,154.9817157164216,164.80450712144375,148.980344068259,159.1539203375578,141.045326218009,130.78585136681795,144.57469578832388,148.54436051100492,148.54436051100492,123.77207942306995,123.77207942306995,123.77207942306995,123.77207942306995,123.77207942306995,123.77207942306995,123.77207942306995,123.77207942306995,123.77207942306995,123.77207942306995,129.3703556060791,154.62396763265133,177.41242228075862,198.49664513021708,211.56919579952955,211.56919579952955,212.74149172008038,167.8493344411254,131.66237561032176,144.63444761931896,153.1997749954462,142.43012621998787,157.7071757800877,145.44762486591935,149.18914215639234,117.71267535164952,115.66216601058841,124.34799339622259,133.14769219607115,97.49792870134115,111.47682208567858,118.80415545776486,118.69615502655506,123.75529766082764,129.47712741792202,light green,138.98141998797655,green,57.66019094735384,light green,128.67501163855195,red,221.01856814697385,red,204.2115380987525,pink,163.34326975047588,green,106.77414797246456,green,49.55419637262821,white,,red,271.8864494934678,white,,white,,white,,white,,white,,white,,white,,white,,white,,green,113.66856750100851,green,112.04589549452066,pink,175.7183700799942,green,69.40251998603344,light green,148.02504405379295,white,,light green,141.65994841605425,red,238.3139556273818,red,289.66064332053065,pink,174.82363423332572,red,213.38779740035534,light green,147.52142801880836,green,13.85316923260689,green,108.72584916651249,red,239.68399427831173,red,256.21443428099155,green,93.67318414151669,green,90.23841703310609,green,47.4280945956707,red,258.3915807306766,green,98.83210025727749,green,83.42063743621111,light green,133.667553961277,green,91.42658859491348,green,80.14276325702667,pink,168.72656717896461,light green,120.05730429664254,light green,133.127551805228,green,116.72230176627636,green,108.75191204249859
13,Sheffield Utd,140.86484967142735,38,137.1364276856184,130.47183487564325,138.28026164323092,133.9318185672164,153.09765473008156,166.73489321023226,194.87414248287678,195.77640146017075,161.58894438296556,137.96055743470788,175.24519266560674,175.24519266560674,175.24519266560674,175.24519266560674,175.24519266560674,175.24519266560674,175.24519266560674,175.24519266560674,175.24519266560674,175.24519266560674,145.28912469744682,145.28912469744682,142.17755921185017,188.92195459455252,191.24630207195878,191.24630207195878,145.7184766046703,129.7095038741827,131.06569914147258,73.39294390752912,62.34284056350589,76.15139033645391,94.19693365693092,104.95328234508634,107.56944952532649,147.47255055233836,140.72648556903005,142.97707190737128,152.18492889776826,163.1587422452867,144.11190977320075,171.23310275375843,156.4671265333891,121.88956048339605,135.27456399053335,pink,165.2890456840396,green,62.48139590024948,red,305.9017598628998,green,119.31907068938017,green,32.69086629152298,light green,131.96608163416386,green,101.52352973818779,red,284.15954448282713,red,215.14825150370598,green,100.87705869227648,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,272.66232799738646,white,,green,106.03482462465763,green,113.22225909680128,green,97.00631676241755,white,,red,287.30023484677076,light green,122.88198815658687,green,90.47699719667435,red,346.94423601031303,green,108.62805414944887,green,59.6611075103283,green,42.83712450414896,green,97.25797353312373,green,58.58045984059572,green,53.37753742933273,light green,128.70385637506843,light green,133.064841106534,pink,151.03971697390077,green,71.6612957417965,red,252.8930425643921,green,94.97353145852685,light green,144.31777279824018,red,197.07900192588568,light green,126.53036247938871,pink,157.65888020396233,red,230.57949636131525,green,70.48789169639349,green,24.191171675920486,red,193.4553800150752
14,Everton,130.22803535537892,38,174.2100991308689,155.1544578000903,181.87897069379687,159.14506932720542,113.91077522188425,107.75963217020035,121.52920726686716,112.1489422954619,121.83331865817308,121.83331865817308,127.03582275658846,127.03582275658846,127.03582275658846,127.03582275658846,127.03582275658846,127.03582275658846,127.03582275658846,127.03582275658846,127.03582275658846,127.03582275658846,98.34969125688076,108.03067952394485,111.98204603046179,130.57878760620952,144.83597926795483,144.83597926795483,144.2505489476025,128.36798701435328,127.41609945893288,116.69785667210817,132.372611425817,166.76307881250978,185.20756844431162,170.3402471356094,149.9749436415732,124.71387045457959,88.2006069086492,63.12979465350509,110.44823329895735,115.74060022830963,120.99319759756327,151.84545066207647,157.7857344970107,119.42530427128077,126.6968908533454,light green,146.4610142633319,green,46.8460887670517,pink,152.02090553939342,red,292.08374582231045,red,233.6387412622571,green,51.182807609438896,red,180.4686532355845,green,38.35139870643616,white,,green,65.9122752957046,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,202.88302600383759,light green,120.03068309277296,light green,133.56732837855816,green,86.77328051999211,green,91.92479578778148,white,,green,59.45236850529909,pink,168.43562442809343,pink,153.32416091114285,pink,179.75698839873078,pink,163.21075409650803,green,56.52521690353751,green,89.02281476184724,light green,148.56472313404083,light green,126.16577446460724,red,241.58452786505222,red,228.47755383700132,red,181.24526292085648,green,74.22811659052968,green,24.339256994426247,green,115.27916193008424,green,45.911236107349396,green,55.89120164513588,red,310.820309817791,green,50.80109164118767,light green,141.54214877635243,red,200.17250142991543,green,85.59262081980705,green,119.01815868914127,green,87.15902455151081
15,Leicester,126.54623082152715,38,133.41333197429776,115.36033468320966,123.55518698692322,132.44135227054358,101.73197973519564,89.37635948881507,91.05994326993823,116.07645012438297,116.88426004722714,116.88426004722714,112.87123648449779,112.87123648449779,112.87123648449779,112.87123648449779,112.87123648449779,112.87123648449779,112.87123648449779,112.87123648449779,112.87123648449779,112.87123648449779,122.67308222129941,141.93131364881992,142.38612676039338,135.0902222469449,134.59240162745118,134.59240162745118,186.73626510426402,227.47145920991898,201.7485204152763,210.9743040986359,199.3268847465515,148.92945554107428,92.79582511633635,90.2183772623539,74.2484299838543,79.40044675022364,90.78302517533302,150.06234902888536,130.44080136343837,148.3295146562159,161.25394525006413,135.96864035353065,74.08156527206302,97.52474796026945,87.03681252896786,light green,141.01864472031593,green,76.69221200048923,green,66.02143533527851,red,254.31147273629904,light green,129.0228950791061,green,50.75365826487541,green,117.66647351905704,green,110.4522617533803,white,,green,100.76461005955935,white,,white,,white,,white,,white,,white,,white,,white,,white,,green,67.24479384720325,green,59.17157717049122,red,242.74900779128075,green,114.49131136760116,green,80.69949224591255,white,,green,116.25402253121136,pink,155.4627343080938,red,245.02307334914804,green,78.01178880035879,green,78.21038914844394,red,376.9733399152756,red,359.13870483636856,green,116.40837937593459,light green,124.14070721715687,green,19.973292388021946,light green,124.9861938878894,green,78.47055271267891,green,103.52114010602236,green,44.29097082465887,green,45.73337621986866,red,181.89908601343635,red,374.8671719804406,green,5.4134017787873745,light green,133.73453728854656,green,110.3555291891098,green,55.47256153076887,green,65.43179657310247,light green,122.62931521981955,green,81.2948601320386
16,Chelsea,109.66016385753296,38,100.427609346807,109.3158058822155,122.37936398014426,134.92902494966984,132.03286672011018,115.07045129314065,134.69837063923478,97.91660979390144,97.74101117625833,97.74101117625833,92.87078637629747,92.87078637629747,92.87078637629747,92.87078637629747,92.87078637629747,92.87078637629747,92.87078637629747,92.87078637629747,92.87078637629747,92.87078637629747,95.31388688832521,81.36631213128567,92.26667791604996,111.18673894554377,93.69984611868858,93.69984611868858,101.96473628282547,89.63832315057516,97.66831584274769,105.93379449099302,107.44671374559402,110.22701472043991,129.54189375042915,114.88373320549726,103.54984190315008,131.1086680740118,112.64359038323164,113.2042076997459,115.9397029876709,107.0523864030838,92.68803600221872,109.67624880373478,105.88905120268464,112.54735827445984,139.43523809313774,green,16.45607966929674,light green,145.17887327820063,green,6.311093829572202,red,204.78776283562183,light green,129.4042371213436,green,60.897062346339226,red,210.49666376784444,green,69.05939867720008,white,,red,190.30697168782353,white,,white,,white,,white,,white,,white,,white,,white,,white,,green,44.59215998649597,pink,159.03665907680988,green,26.58785954117775,green,68.18140558898449,pink,165.95584768801928,white,,green,56.807662546634674,green,89.29878529161215,green,81.0896884649992,pink,162.78171073645353,green,78.52138355374336,green,98.13211336731909,green,27.666719630360603,light green,121.23965192586184,red,204.1091039776802,green,86.08597982674837,green,112.03361824154854,light green,124.24111478030682,green,47.948849201202385,light green,147.4396474659443,red,223.88011068105698,green,19.708229787647724,light green,127.0442013628781,green,61.626325640827424,green,103.0030645430088,pink,152.0583586767316,green,104.649293795228,green,108.10821335762739,green,94.91786099970341,red,237.44246363639832
17,Liverpool,105.38472297454351,38,142.39166488870978,149.40129157155752,150.01984886825085,125.00723581761122,128.7454079464078,106.86629677191377,150.03596175462008,109.71413157880306,116.09345894306898,116.09345894306898,117.63462610542774,117.63462610542774,117.63462610542774,117.63462610542774,117.63462610542774,117.63462610542774,117.63462610542774,117.63462610542774,117.63462610542774,117.63462610542774,109.29256351664662,89.41580863669515,105.06209986284375,119.50903268530965,117.87521725520492,107.58368127048016,72.91515368968248,64.7374252229929,45.71276307106018,68.31130158156157,78.38802952319384,96.4777697250247,96.4777697250247,105.91991266235709,117.66004050150514,109.84960544854403,108.334831148386,89.78941790759563,83.98711431771517,93.8190802372992,72.16027971357107,68.67083128541708,86.41745068132877,105.37250572815537,97.5652382709086,green,33.92938822507858,red,262.339917011559,light green,131.51592016220096,green,45.233119651675224,red,238.93997939303517,green,68.97752163931727,red,265.43270349502563,green,6.452854909002781,white,,green,63.92398029565811,white,,white,,white,,white,,white,,white,,white,,white,,white,,light green,129.54442352056503,red,284.8258465528488,green,63.82355261594057,green,38.349491730332375,green,71.62981610745192,green,87.83411057665944,red,185.44207215309143,light green,142.0550087466836,green,110.58415584266186,green,63.46073895692825,green,36.37643065303564,green,12.09943424910307,white,,green,101.16636641323566,green,15.460845082998278,pink,176.45343150943518,green,86.760070361197,green,102.54813525825739,light green,148.37708109989762,green,74.1614842787385,light green,137.40125624462962,green,79.18619886040688,green,9.821069054305553,green,119.36556315049529,light green,123.32131387665868,green,29.10725362598896,green,61.738956719636924,green,98.55416603386402,red,214.1408383846283,green,84.28497659042478
18,Man Utd,101.47290733446808,38,101.41559518873692,117.01842334121466,97.3976625688374,88.11649030074477,61.73493994399905,61.83285189792514,80.07489524781704,79.77141547948122,96.41385866329074,96.41385866329074,116.55894683673978,116.55894683673978,116.55894683673978,116.55894683673978,116.55894683673978,116.55894683673978,116.55894683673978,116.55894683673978,116.55894683673978,116.55894683673978,118.82924662902951,110.02201519906521,109.65286415070295,129.80215564370155,106.69325174763799,106.69325174763799,113.35109861567616,105.07828095927835,105.13008153066039,107.76094472035766,110.87401803582907,116.65170531719923,120.40648892521858,137.7286732196808,134.38694670796394,141.42765056341887,135.288754850626,112.68170669674873,124.10024911165237,96.13292701542377,87.42872931063175,82.17873014509678,82.71268211305141,54.537311531603336,66.2212448194623,green,75.46678874641657,light green,129.11677164956924,green,57.2140789590776,red,185.39299070835114,green,59.887345880270004,pink,153.48092950880527,green,31.012967787683014,green,10.808217618614435,white,,green,53.485238924622536,white,,white,,white,,white,,white,,white,,white,,white,,white,,green,60.37690564990044,red,244.69114625826478,green,29.495568946003914,green,94.02043353766203,pink,154.21067979186773,white,,green,71.7284046113491,red,200.65498910844326,green,27.64981370419264,red,194.76689100265503,green,38.6661603115499,green,105.01763895154,pink,159.29090082645416,green,27.908816561102867,red,207.92120695114136,green,54.231526888906956,light green,133.9060753583908,pink,178.06481886655092,green,114.51973803341389,red,191.21257439255717,green,89.43504616618156,green,103.21159679442644,green,65.02957809716463,pink,171.6124501079321,green,51.375963911414146,green,45.91405764222145,green,76.96160096675158,green,67.69933793693781,green,30.7355972006917,green,109.79563035070896
19,Wolves,100.71603796248765,38,77.93528778478503,80.40233513340354,79.66831644997,50.21938230842352,53.32956366240978,49.97985573485494,63.155224565416574,62.299773301929235,71.6144884005189,71.6144884005189,86.6056963428855,86.6056963428855,86.6056963428855,86.6056963428855,86.6056963428855,86.6056963428855,86.6056963428855,86.6056963428855,86.6056963428855,86.6056963428855,112.57187345996499,89.48138626292348,85.95837963744998,96.81634038686752,102.80860409140587,102.80860409140587,110.29801607131958,119.86564561724663,135.95984492450953,133.92487902194262,114.13955267518759,103.96576162427664,96.2553497031331,85.93574151396751,87.1887831017375,89.24594186246395,87.32573010027409,102.10588749498129,114.46817260235548,113.55400217697024,162.81713549047709,165.04643304273486,157.24698157981038,158.28654082491994,149.44712029770017,green,115.9377720206976,green,44.011928513646126,pink,153.4347635693848,green,28.656057827174664,green,47.635916993021965,light green,128.27300876379013,green,40.34183509647846,green,6.190092861652374,white,,green,44.20696459710598,white,,white,,white,,white,,white,,white,,white,,white,,white,,green,30.887377355247736,red,194.14985291659832,green,36.06457877904177,green,52.76366835460067,green,119.16300430893898,white,,pink,160.71826294064522,green,78.69741693139076,green,18.44954565167427,green,107.05347210168839,light green,149.1243228316307,red,198.16532284021375,light green,126.535564661026,green,98.92054218798876,green,96.87864258885384,green,50.19769109785557,light green,147.29636758565903,green,87.98350505530833,green,47.3225012421608,green,103.14385052770376,green,60.48348490148783,light green,137.6953087747097,pink,161.88429202884436,green,109.13392677903175,green,98.57299840077758,red,306.79915146902204,light green,148.84179653599858,light green,122.88703471422195,green,114.33172300457954,green,54.37589576467872
20,Man City,98.79012150738977,38,59.21338917687535,55.86002791300416,69.66436052694917,127.82508598640561,125.44013230130076,131.04670993983746,153.24944224208593,151.2731159105897,61.57716907560825,69.37621779739857,74.93991060182452,74.93991060182452,74.93991060182452,74.93991060182452,74.93991060182452,74.93991060182452,74.93991060182452,74.93991060182452,74.93991060182452,74.93991060182452,51.896201744675636,51.896201744675636,59.943830743432045,75.443776845932,91.70714698731899,91.70714698731899,124.08927736803889,132.6326047256589,115.75179971754551,131.1371112987399,116.19883302599192,72.48286716639996,68.61470904201269,89.62042033672333,75.34692849963903,87.11511518806219,95.61728149652481,103.06216821074486,123.6783317476511,112.16915052384138,125.49601342529058,130.04952494055033,144.0642163529992,98.30098785459995,115.4126774519682,green,79.64327149093151,green,13.186820223927498,pink,166.6350271552801,green,14.958843775093555,green,21.642983239144087,green,62.87646517157554,green,82.20848329365253,red,457.43865445256233,green,3.0340753495693207,green,49.675871431827545,white,,white,,white,,white,,white,,white,,white,,white,,white,,pink,173.89012668281794,white,,green,72.32685163617134,green,8.958920277655126,green,42.02931895852088,white,,green,77.49433545395732,green,58.671582397073514,green,112.5649966299534,green,86.45865079015493,light green,123.34616966545582,red,239.40498735755682,green,101.38821918517351,green,28.160971589386463,pink,163.38520869612694,green,48.65477830171585,green,20.825158059597015,green,82.04742856323719,light green,133.18952806293964,green,92.01774951070547,green,107.49571174383163,green,63.335989601910114,green,119.27186213433744,red,236.27034574747086,green,34.471843391656876,pink,174.13002625107765,green,86.10354717820881,red,189.34531919658184,green,7.454203255474567,light green,120.03029137849808
