,Name,Team,Position,xA per fixture adj,xA per game adj,Team games,Played,GW38,GW37*,GW37,GW36*,GW36,GW35,GW34*,GW34,GW33*,GW33,GW32,GW31*,GW31,GW30,GW29*,GW29,GW28*,GW28,GW27*,GW27,GW26*,GW26,GW25*,GW25,GW24,GW23*,GW23,GW22*,GW22,GW21*,GW21,GW20,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
203,Tom Cleverley,Watford,Midfielder,3.5463107729480363,4.8128503347151925,38,28,23.0619258902347,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,7.596108005379365,4.974500440990913,1.7208588403478993,,0.0,0.0,0.0,4.182810649104933,,0.0,,0.0,0.0,,,,12.572847693029567,8.556550974005498,9.370595996696652,17.079951506414854,0.0,0.0,1.255679727541922,0.0,0.0,0.0,0.0,39.85072363984428,0.0,0.0,0.0,4.537256008434788
204,Jonathan Castro Otto,Wolves,Defender,3.545067012838953,10.362503575990786,38,13,48.91020939342403,,1.123588395387759,0.0,16.80831875282684,0.0,,8.934137987686091,,,0.0,,29.606494142103887,5.792891898716873,,13.380619046439397,2.8880584403625957,7.268228430932753,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,Adam Armstrong,Southampton,Forward,3.5057704707523256,5.792142516895147,38,23,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,11.169266993360388,0.0,19.44178407292999,0.0,51.512286126136324,0.0,0.0,0.0,21.36789399713366,0.0,12.08742845050642,11.337746675676652,6.302871572844953,0.0
206,Saman Ghoddos,Brentford,Midfielder,3.497693793679334,7.818374362342041,38,17,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,56.827069178056,,3.9292840576977808,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,32.88097127501521,2.4372435092299676,0.0,0.0,0.0,0.0,0.0,0.0,36.83779613981573,0.0,0.0
207,Adam Lallana,Brighton,Midfielder,3.4596133045876036,5.477721065597039,38,24,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,1.5448353925860394,,,0.0,0.0,0.0,,0.0,15.38756928531123,5.898964325368926,,0.0,,0.0,0.0,0.0,0.0,7.014783644341399,89.26851559230427,0.0,4.84200938288817,7.508627951528904,0.0,0.0,0.0,0.0,0.0,0.0
208,Connor Roberts,Burnley,Defender,3.4442128908498084,5.740354818083014,35,21,0.0,53.78504877847289,0.0,,2.780547469135712,4.885840878331812,,5.666223782562713,13.302676635591775,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,10.231647124860983,5.31673144266483,11.507468119796595,,10.682958748793503,0.0,2.38830819953248,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
209,Alex Oxlade-Chamberlain,Liverpool,Midfielder,3.4226873104579356,7.650712811611856,38,17,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,15.095283267125078,,20.668222166560394,,0.0,0.0,,0.0,33.97317375173645,0.0,0.0,0.0,3.2395361675764454,0.0,0.0,50.12291024124783,4.141315700677738,2.821676502477615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,Edinson Cavani,Man Utd,Forward,3.396321801048491,8.604015229322844,38,15,19.936643546665547,,,,1.6408169678385274,2.006971458405761,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,94.52834632916885,0.0,0.0,,0.0,9.246577535318988,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.700872602444989,0.0,0.0,0.0,0.0,0.0,0.0
211,Ben White,Arsenal,Defender,3.374031292093459,4.006662159360983,38,32,0.0,,4.836655428977245,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,8.342035740883205,18.17031834325985,,,12.813657116949488,,1.8267412102387555,,,,0.0,,0.0,5.634846253619173,0.0,0.0,0.0,3.9724565018534617,0.0,0.0,0.0,0.0,0.0,59.32836430136254,7.365768814413733,0.0,0.0,5.922345387994004,0.0,0.0,0.0
212,Harry Winks,Spurs,Midfielder,3.363105453724854,6.726210907449708,38,19,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,1.440677549742196,0.0,0.0,,0.0,4.2179122900178125,,7.370655866139927,,63.12852714088703,,0.0,51.6402343947575,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,Giovani Lo Celso,Spurs,Midfielder,3.3611109634089678,14.191357401060086,38,9,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,48.30599315514081,0.0,0.0,5.313399155188156,0.0,67.30264323326865,0.0,0.0,6.800181065943166,0.0
