,Teams,Opponent xG av,Matches,GW38,GW37*,GW37,GW36*,GW36,GW35,GW34*,GW34,GW33*,GW33,GW32,GW31*,GW31,GW30,GW29*,GW29,GW28*,GW28,GW27*,GW27,GW26*,GW26,GW25*,GW25,GW24,GW23*,GW23,GW22*,GW22,GW21*,GW21,GW20,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
11,Man Utd,152.22177836357764,38,35.461812280118465,,,,322.6073484867811,68.14251560717821,247.0506647601723,256.9821450859308,225.96714859828353,179.7535952180624,35.729541443288326,,107.63755030930042,,,162.37403713166714,,302.50196754932404,,43.746303115040064,,174.47605188935995,126.17908492684364,67.73859029635787,77.27214703336358,,23.802736960351467,208.10021869838238,182.7836793847382,,84.0924859046936,87.17384748160839,126.7718369141221,,,98.88611007481813,52.05933824181557,119.5744034834206,234.52493324875832,275.90661868453026,210.49885898828506,115.78732952475548,404.92187291383743,306.4918428659439,132.21063707023856,157.2488885372877,167.1536672860384,62.22064271569252,185.01032460480928,58.75264015048742,56.83416035026312
12,Wolves,155.57147126742885,38,319.4475743919611,,153.21192238479853,350.84009040147066,182.26066045463085,290.6792711466551,,127.29808706790209,,,143.9910687506199,,191.2563342601061,288.04213404655457,,39.7267758846283,49.96106121689081,269.12065893411636,,162.24075090140104,250.96073262393475,155.04765510559082,,83.81974464282393,158.39982628822327,,74.25732929259539,,92.73658990859985,,76.87518000602722,,,79.3952003121376,128.07544358074665,301.94835513830185,244.4984537549317,19.55368099734187,140.46996738761663,43.63307133316994,265.1608044281602,169.83221201226115,171.31327763199806,121.39883581548928,86.52165047824383,92.33515430241823,232.9222533851862,18.540724739432335,96.2335329502821,172.9016900062561,66.8081521987915
13,Everton,161.4070090281434,38,438.7650964781642,166.1966860294342,181.80154114961624,23.26235044747591,147.9012225754559,125.07481388747692,,173.79686338827014,,80.8414176106453,76.23571809381247,224.78872202336788,162.7556398510933,,76.09143517911434,71.21349861845374,,336.22611463069916,,194.9285005219281,,272.85147346556187,,24.266811460256573,274.20398220419884,,86.02453917264938,,100.15325639396906,,148.39684087783098,,,,320.31705640256405,209.864102024585,105.7230974547565,286.06657683849335,119.81256306171416,272.5670453161001,80.17976023256779,169.60816159844398,310.34364541992545,203.2553642988205,104.95997704565525,80.09026357904077,77.7715727686882,182.0610098540783,70.16221336089075,96.84733049944043,58.06007925421
14,Burnley,161.81580743654385,38,174.2907628417015,99.64026901870966,239.99538291245696,,181.256403028965,78.57423238456249,,59.290249925106764,132.48979710042477,279.44622952491045,170.48767283558846,231.57358225435019,165.9776913933456,,,182.0019019767642,,228.68030499666926,180.46007808297873,103.76495309174061,69.16550472378731,44.63057033717632,,283.71761469170457,184.05135292559862,93.39652117341757,136.73241641372442,,,,204.56445962190628,183.74112006276846,,,,99.96857699006796,171.08268942683935,71.2716150097549,,178.73097844421864,300.81988126039505,85.63181664794683,142.56652677431703,227.11324319243434,67.97412894666195,216.23251009732488,109.94076710194349,180.3856515325606,156.39512231573462,264.0335140749812,168.92458945512772
15,Newcastle,172.0973201610736,38,151.99862606823444,,49.299330823123455,,454.63747568428516,273.5966417007148,,65.7661072909832,43.27878374606371,54.10836786031723,30.686720833182335,,360.8095047995448,,71.17120008915664,107.07162274047732,182.12373536080122,165.1764402166009,,49.42321442067623,,84.79479216039181,,45.52055709064007,82.46659152209759,,114.41937945783138,,149.88718451932073,,,,176.54464719817042,364.68603424727917,348.7733721733093,205.77127765864134,60.459887608885765,151.1984433978796,309.7990609705448,123.2754286378622,143.12316197901964,238.682758808136,225.8693704381585,155.03922253847122,115.8489603549242,90.40612550452352,146.53286635875702,279.51484601944685,398.4064757823944,118.42601243406534,351.103937625885
16,Southampton,176.0193087944859,38,353.8635827600956,,119.35124136507511,,369.5763345807791,75.94954427331686,,261.7399391718209,235.36093942821026,135.00163536518812,486.68159022927284,,150.9393636137247,,,129.38452549278736,81.41909446567297,285.37902515381575,,42.631339468061924,,20.062896236777306,,304.6753101050854,174.28634092211723,,163.3406300097704,,238.37362956255674,,62.14658915996552,280.9668674133718,153.745224699378,,159.48655828833583,208.6931187659502,155.4123319685459,146.39389924705029,307.27762561291456,43.77803076058626,53.607747331261635,85.25555543601513,67.3195393756032,44.617288932204254,418.05317997932434,91.2332559004426,122.45119959115982,72.54069782793522,122.70150817930698,226.17320269346237,238.8633508235216
17,Leicester,178.1152227305268,38,105.14110345393419,162.04777173697948,259.83846615999937,126.53057258576155,168.9446510747075,165.3377328068018,,59.39686130732298,168.81923601031303,291.3410226814449,181.66601583361626,,92.70130172371864,172.75468911975622,,293.6649829149246,,214.93648663163185,,104.21398608013988,,47.27766625583172,,74.50678646564482,274.6959204785526,,119.73814433440566,,429.5857569202781,,,305.1999861374498,390.33881928771734,,,51.193369925022125,184.81804430484772,197.1112985163927,238.52579351514578,258.67390763014555,207.517209649086,110.28847955167294,116.78923219442368,102.49442318454385,118.2183988392353,42.88658816367388,147.43784852325916,278.2220032066107,144.19705588370564,228.61282275989652,132.7140279114246
18,Watford,180.9136388529288,38,259.9545918405056,,227.29696165770292,81.60789217799902,254.61401473730803,137.880227714777,,368.7619335949421,,212.45651431381702,89.56117145717144,,223.76780174672604,,,125.69617480039597,155.03721460700035,100.45714806765318,,241.45735269412398,81.84030372649431,102.66997143626213,,214.6669514477253,100.66912528127432,76.71944368630648,92.52122640609741,,103.85461859405041,,194.57015562802553,285.28039157390594,,,,185.12628562748432,403.2227601855993,91.16335567086935,241.83215610682964,166.79376885294914,149.20775201171637,190.75695015490055,184.0891038067639,365.55335195735097,157.75127485394478,252.55506113171577,78.26649509370327,290.94405584037304,92.0962605625391,180.3004615008831,113.71799586340784
19,Leeds,189.94388950645532,38,84.49848722666502,,228.11230719089508,146.85279820114374,272.2695277072489,301.4306992292404,,161.93009540438652,,,107.42155369371176,,206.38713669031856,124.0746472030878,,140.31453672796488,127.29027271270752,35.9129061922431,,263.41157145798206,533.0302953720093,261.5078113973141,,259.17839985340834,151.99133902788162,,116.55582189559937,,235.49050129950047,,96.04932833462954,,,369.11272071301937,362.9225792363286,274.8438136652112,119.9592087417841,70.98449543118477,197.1638017334044,238.50994203239676,79.52924929559232,66.18869993835688,89.9836540222168,185.64443169161677,19.279355369508266,198.96158315241337,122.91709426790476,446.84500247240067,171.35107535868883,185.71324963122606,164.24780767410994
20,Norwich,216.65294617904644,38,433.0044044181704,,99.90661833435297,257.66657032072544,335.72349790483713,231.19249567389488,,193.51743701845407,,166.7368073016405,144.89041734486818,,240.01407101750374,,,331.8432357162237,213.07960264384747,222.064040414989,,317.05660074949265,,315.4492735862732,,535.4577161371708,122.88313247263432,,132.8330036252737,,54.10274434834719,,289.2171308398247,242.09176488220692,293.14599111676216,,196.36682588607073,209.81678506359458,201.32208988070488,115.63558634370565,29.7157283872366,113.58816837891936,284.23506431281567,116.85475334525108,310.5094054713845,117.57166627794504,58.47250632941723,227.8378814458847,256.7013932392001,271.92357424646616,127.37146690487862,244.07474249601364,178.93776092678308
