,Name,Team,Threat per fixture,Threat per game,Team games,Played,Threat GW47 7 - average,Threat GW46 7 - average,Threat GW45 7 - average,Threat GW44 7 - average,Threat GW43 7 - average,Threat GW42 7 - average,Threat GW41 7 - average,Threat GW40 7 - average,Threat GW39* 7 - average,Threat GW39 7 - average,Threat GW38 7 - average,Threat GW37 7 - average,Threat GW36 7 - average,Threat GW35 7 - average,Threat GW34 7 - average,Threat GW33 7 - average,Threat GW32 7 - average,Threat GW31 7 - average,Threat GW30 7 - average,Threat GW29 7 - average,Threat GW28 7 - average,Threat GW27 7 - average,Threat GW26 7 - average,Threat GW25 7 - average,Threat GW24* 7 - average,Threat GW24 7 - average,Threat GW23 7 - average,Threat GW22 7 - average,Threat GW21 7 - average,Threat GW20 7 - average,Threat GW19 7 - average,Threat GW18 7 - average,Threat GW17 7 - average,Threat GW16 7 - average,Threat GW15 7 - average,Threat GW14 7 - average,Threat GW13 7 - average,Threat GW12 7 - average,Threat GW11 7 - average,Threat GW10 7 - average,Threat GW9 7 - average,Threat GW8 7 - average,Threat GW7 7 - average,Threat GW47 color,Threat GW47,Threat GW46 color,Threat GW46,Threat GW45 color,Threat GW45,Threat GW44 color,Threat GW44,Threat GW43 color,Threat GW43,Threat GW42 color,Threat GW42,Threat GW41 color,Threat GW41,Threat GW40 color,Threat GW40,Threat GW39* color,Threat GW39*,Threat GW39 color,Threat GW39,Threat GW38 color,Threat GW38,Threat GW37 color,Threat GW37,Threat GW36 color,Threat GW36,Threat GW35 color,Threat GW35,Threat GW34 color,Threat GW34,Threat GW33 color,Threat GW33,Threat GW32 color,Threat GW32,Threat GW31 color,Threat GW31,Threat GW30 color,Threat GW30,Threat GW29 color,Threat GW29,Threat GW28 color,Threat GW28,Threat GW27 color,Threat GW27,Threat GW26 color,Threat GW26,Threat GW25 color,Threat GW25,Threat GW24* color,Threat GW24*,Threat GW24 color,Threat GW24,Threat GW23 color,Threat GW23,Threat GW22 color,Threat GW22,Threat GW21 color,Threat GW21,Threat GW20 color,Threat GW20,Threat GW19 color,Threat GW19,Threat GW18 color,Threat GW18,Threat GW17 color,Threat GW17,Threat GW16 color,Threat GW16,Threat GW15 color,Threat GW15,Threat GW14 color,Threat GW14,Threat GW13 color,Threat GW13,Threat GW12 color,Threat GW12,Threat GW11 color,Threat GW11,Threat GW10 color,Threat GW10,Threat GW9 color,Threat GW9,Threat GW8 color,Threat GW8,Threat GW7 color,Threat GW7,Threat GW6 color,Threat GW6,Threat GW5 color,Threat GW5,Threat GW4 color,Threat GW4,Threat GW3 color,Threat GW3,Threat GW2 color,Threat GW2,Threat GW1 color,Threat GW1
145,Marco Stiepermann,Norwich,7.2894736842105265,11.541666666666666,38,24,3.142857142857143,3.142857142857143,3.142857142857143,3.142857142857143,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7142857142857144,5.285714285714286,5.285714285714286,5.285714285714286,6.571428571428571,6.571428571428571,6.714285714285714,6.714285714285714,4.0,2.0,2.142857142857143,1.4285714285714286,1.4285714285714286,14.0,17.285714285714285,17.857142857142858,18.142857142857142,23.0,22.428571428571427,25.714285714285715,15.714285714285714,red,0.0,red,0.0,red,0.0,pink,20.0,red,0.0,red,0.0,red,2.0,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,red,0.0,red,0.0,red,0.0,pink,19.0,pink,18.0,red,0.0,red,9.0,red,0.0,red,1.0,red,0.0,red,0.0,red,4.0,red,1.0,red,4.0,red,0.0,green,89.0,pink,23.0,red,4.0,red,6.0,light green,35.0,red,0.0,pink,23.0,pink,19.0
146,Jordan Henderson,Liverpool,7.2368421052631575,9.166666666666666,38,30,5.428571428571429,6.857142857142857,7.142857142857143,7.142857142857143,7.142857142857143,2.2857142857142856,2.857142857142857,6.142857142857143,6.428571428571429,6.428571428571429,8.857142857142858,8.857142857142858,8.857142857142858,8.857142857142858,8.857142857142858,8.857142857142858,8.857142857142858,8.857142857142858,8.857142857142858,8.857142857142858,11.571428571428571,12.428571428571429,13.857142857142858,13.571428571428571,12.571428571428571,11.571428571428571,9.857142857142858,7.142857142857143,6.285714285714286,5.142857142857143,5.428571428571429,2.5714285714285716,2.5714285714285716,4.571428571428571,3.5714285714285716,3.5714285714285716,3.857142857142857,3.857142857142857,3.2857142857142856,3.857142857142857,4.0,4.0,9.857142857142858,red,0.0,red,0.0,red,0.0,red,0.0,light green,34.0,red,0.0,red,4.0,pink,10.0,white,,red,2.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,red,0.0,red,4.0,light green,27.0,pink,12.0,pink,19.0,pink,19.0,red,6.0,pink,10.0,red,2.0,pink,20.0,white,,red,5.0,red,7.0,red,0.0,red,0.0,red,2.0,red,4.0,red,0.0,pink,19.0,red,0.0,red,0.0,red,2.0,red,2.0,red,0.0,red,4.0,pink,20.0,red,0.0,light green,41.0
147,Solomon March,Brighton,7.2105263157894735,14.421052631578947,38,19,0.8571428571428571,0.2857142857142857,0.8571428571428571,4.285714285714286,13.0,13.0,16.428571428571427,21.142857142857142,21.142857142857142,21.142857142857142,20.571428571428573,20.571428571428573,20.571428571428573,20.571428571428573,20.571428571428573,20.571428571428573,20.571428571428573,20.571428571428573,20.571428571428573,20.571428571428573,16.857142857142858,8.142857142857142,8.142857142857142,4.714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,4.142857142857143,4.142857142857143,4.142857142857143,3.5714285714285716,6.857142857142857,10.0,13.571428571428571,13.0,13.0,red,4.0,red,0.0,red,2.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,4.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,light green,26.0,green,61.0,red,0.0,pink,24.0,light green,33.0,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,4.0,red,0.0,red,0.0,red,0.0,light green,25.0,red,0.0,red,0.0,red,0.0,pink,23.0,pink,22.0,light green,25.0,pink,21.0,red,0.0
148,Kenny McLean,Norwich,7.2105263157894735,7.405405405405405,38,37,2.142857142857143,4.714285714285714,7.285714285714286,6.142857142857143,6.428571428571429,7.714285714285714,7.714285714285714,7.857142857142857,5.285714285714286,5.285714285714286,3.857142857142857,3.857142857142857,3.857142857142857,3.857142857142857,3.857142857142857,3.857142857142857,3.857142857142857,3.857142857142857,3.857142857142857,3.857142857142857,3.857142857142857,5.0,3.7142857142857144,4.285714285714286,7.857142857142857,7.857142857142857,7.857142857142857,8.142857142857142,8.285714285714286,13.285714285714286,13.857142857142858,17.285714285714285,12.571428571428571,12.571428571428571,17.0,17.0,10.857142857142858,10.285714285714286,8.714285714285714,8.714285714285714,8.714285714285714,2.857142857142857,2.7142857142857144,red,0.0,red,0.0,red,8.0,red,0.0,red,0.0,red,0.0,red,7.0,pink,18.0,white,,pink,18.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,2.0,red,9.0,red,0.0,red,8.0,white,,red,0.0,red,8.0,red,0.0,pink,10.0,red,0.0,red,4.0,light green,33.0,red,0.0,pink,10.0,red,1.0,light green,45.0,red,4.0,light green,28.0,red,0.0,red,0.0,light green,41.0,red,1.0,red,2.0,red,0.0,pink,17.0,red,0.0,red,0.0,red,0.0,red,0.0
149,Matej Vydra,Burnley,7.184210526315789,14.368421052631579,38,19,14.0,17.142857142857142,13.571428571428571,16.0,16.285714285714285,17.571428571428573,23.428571428571427,22.857142857142858,19.714285714285715,19.714285714285715,19.714285714285715,19.714285714285715,19.714285714285715,19.714285714285715,19.714285714285715,19.714285714285715,19.714285714285715,19.714285714285715,19.714285714285715,19.714285714285715,16.714285714285715,16.428571428571427,6.428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5714285714285714,1.8571428571428572,1.8571428571428572,1.8571428571428572,1.8571428571428572,2.142857142857143,2.142857142857143,0.5714285714285714,0.2857142857142857,0.2857142857142857,red,0.0,light green,25.0,red,4.0,red,0.0,green,61.0,red,4.0,red,4.0,pink,22.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,pink,21.0,red,2.0,green,70.0,light green,45.0,red,0.0,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,pink,11.0,red,2.0,red,0.0,red,0.0,red,0.0,red,2.0,red,0.0,red,0.0,red,0.0,red,0.0
150,Davy Propper,Brighton,7.131578947368421,7.742857142857143,38,35,3.7142857142857144,3.7142857142857144,4.0,4.428571428571429,4.714285714285714,4.142857142857143,4.142857142857143,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.142857142857143,5.142857142857143,2.5714285714285716,4.857142857142857,4.857142857142857,8.571428571428571,10.714285714285714,11.714285714285714,13.571428571428571,14.857142857142858,14.857142857142858,14.0,10.571428571428571,8.714285714285714,7.714285714285714,4.428571428571429,4.0,8.285714285714286,7.142857142857143,8.0,10.142857142857142,10.285714285714286,red,0.0,red,0.0,red,4.0,red,0.0,red,4.0,pink,18.0,red,0.0,red,0.0,white,,red,2.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,7.0,red,2.0,red,0.0,pink,18.0,red,6.0,white,,red,0.0,red,2.0,red,0.0,pink,10.0,red,0.0,red,0.0,pink,22.0,light green,26.0,pink,17.0,red,7.0,pink,23.0,red,9.0,red,0.0,pink,16.0,red,2.0,red,4.0,red,0.0,red,0.0,red,6.0,light green,30.0,red,8.0,red,8.0,pink,19.0,red,1.0
151,Will Hughes,Watford,7.105263157894737,9.0,38,30,9.142857142857142,10.142857142857142,10.142857142857142,13.0,12.857142857142858,12.571428571428571,12.571428571428571,9.142857142857142,8.142857142857142,8.142857142857142,7.571428571428571,7.571428571428571,7.571428571428571,7.571428571428571,7.571428571428571,7.571428571428571,7.571428571428571,7.571428571428571,7.571428571428571,7.571428571428571,4.571428571428571,1.4285714285714286,2.7142857142857144,1.2857142857142858,1.4285714285714286,1.4285714285714286,1.5714285714285714,1.5714285714285714,4.714285714285714,4.714285714285714,6.0,7.428571428571429,8.142857142857142,9.571428571428571,9.571428571428571,6.428571428571429,6.428571428571429,4.142857142857143,4.142857142857143,6.571428571428571,7.428571428571429,8.285714285714286,9.142857142857142,red,0.0,red,4.0,red,1.0,pink,23.0,red,2.0,pink,10.0,pink,24.0,red,7.0,white,,red,4.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,pink,21.0,pink,22.0,red,0.0,pink,10.0,red,0.0,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,9.0,red,0.0,red,1.0,red,1.0,red,0.0,pink,22.0,red,0.0,pink,18.0,pink,10.0,red,6.0,pink,11.0,red,0.0,red,0.0,red,0.0,red,2.0,pink,10.0,pink,23.0,pink,17.0,red,6.0,red,6.0
152,Sofiane Boufal,Southampton,7.026315789473684,13.35,38,20,0.0,0.0,0.0,1.5714285714285714,2.142857142857143,2.142857142857143,3.0,4.714285714285714,4.714285714285714,4.714285714285714,5.571428571428571,5.571428571428571,5.571428571428571,5.571428571428571,5.571428571428571,5.571428571428571,5.571428571428571,5.571428571428571,5.571428571428571,5.571428571428571,4.0,3.4285714285714284,4.571428571428571,3.7142857142857144,2.0,2.0,2.0,2.0,2.0,5.428571428571429,8.857142857142858,10.428571428571429,10.428571428571429,10.428571428571429,9.571428571428571,9.571428571428571,8.0,11.857142857142858,13.428571428571429,19.857142857142858,20.142857142857142,20.142857142857142,21.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,pink,11.0,red,4.0,red,0.0,red,6.0,pink,12.0,white,,red,0.0,red,6.0,red,0.0,red,0.0,red,8.0,red,0.0,red,0.0,red,0.0,red,6.0,red,0.0,pink,24.0,light green,32.0,pink,11.0,red,0.0,red,0.0,red,0.0,red,0.0,pink,13.0,green,59.0,pink,22.0,light green,45.0,red,2.0,red,0.0,red,6.0
153,Jeffrey Schlupp,Crystal Palace,7.0,15.647058823529411,38,17,4.714285714285714,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2857142857142856,5.714285714285714,7.0,7.285714285714286,9.714285714285714,9.714285714285714,9.714285714285714,11.571428571428571,11.428571428571429,16.0,18.571428571428573,21.428571428571427,22.0,23.571428571428573,18.428571428571427,light green,26.0,red,6.0,red,1.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,pink,23.0,pink,17.0,red,9.0,red,2.0,pink,17.0,red,0.0,red,0.0,light green,36.0,pink,16.0,light green,41.0,pink,20.0,light green,37.0,red,4.0,pink,11.0,red,0.0
154,Demarai Gray,Leicester,6.921052631578948,12.523809523809524,38,21,12.714285714285714,9.285714285714286,6.142857142857143,3.7142857142857144,3.7142857142857144,3.142857142857143,3.142857142857143,2.5714285714285716,1.7142857142857142,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7142857142857144,4.571428571428571,10.0,10.0,10.285714285714286,10.285714285714286,12.571428571428571,12.571428571428571,9.857142857142858,8.0,2.857142857142857,6.857142857142857,6.857142857142857,4.857142857142857,4.857142857142857,4.857142857142857,4.857142857142857,4.571428571428571,2.2857142857142856,5.142857142857143,4.857142857142857,4.857142857142857,4.857142857142857,light green,30.0,light green,34.0,pink,17.0,red,0.0,red,4.0,red,0.0,red,4.0,red,6.0,white,,pink,12.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,red,0.0,pink,19.0,pink,13.0,light green,38.0,red,0.0,red,2.0,pink,16.0,red,0.0,red,0.0,red,0.0,red,2.0,light green,28.0,red,2.0,red,2.0,red,0.0,red,0.0,red,0.0,red,0.0,pink,12.0,pink,22.0,red,0.0,red,0.0,red,0.0
155,Tom Davies,Everton,6.894736842105263,8.733333333333333,38,30,1.2857142857142858,1.2857142857142858,6.142857142857143,6.0,8.571428571428571,8.571428571428571,7.428571428571429,7.428571428571429,7.428571428571429,7.428571428571429,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.857142857142857,2.857142857142857,3.4285714285714284,3.4285714285714284,4.714285714285714,4.714285714285714,4.714285714285714,6.428571428571429,6.857142857142857,6.285714285714286,11.714285714285714,20.571428571428573,19.285714285714285,19.285714285714285,20.571428571428573,19.571428571428573,19.571428571428573,13.571428571428571,4.714285714285714,4.714285714285714,4.714285714285714,0.0,0.0,red,0.0,red,0.0,red,1.0,red,0.0,red,0.0,red,8.0,red,0.0,red,0.0,white,,light green,34.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,pink,18.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,pink,12.0,red,4.0,red,4.0,red,4.0,red,0.0,red,9.0,red,0.0,pink,24.0,red,7.0,red,0.0,light green,42.0,green,62.0,red,0.0,red,0.0,light green,33.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0
156,Frederico Rodrigues de Paula Santos,Man Utd,6.842105263157895,8.96551724137931,38,29,4.142857142857143,4.142857142857143,5.142857142857143,5.428571428571429,7.142857142857143,4.428571428571429,5.714285714285714,6.857142857142857,10.285714285714286,10.285714285714286,10.857142857142858,10.857142857142858,10.857142857142858,10.857142857142858,10.857142857142858,10.857142857142858,10.857142857142858,10.857142857142858,10.857142857142858,10.857142857142858,11.0,12.428571428571429,15.0,13.571428571428571,12.428571428571429,12.428571428571429,10.428571428571429,8.857142857142858,8.571428571428571,8.428571428571429,5.714285714285714,5.714285714285714,9.142857142857142,10.285714285714286,11.428571428571429,11.428571428571429,8.571428571428571,8.857142857142858,8.0,4.571428571428571,2.0,0.8571428571428571,0.7142857142857143,red,0.0,red,0.0,red,0.0,red,0.0,pink,20.0,red,9.0,red,0.0,red,0.0,white,,red,7.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,2.0,pink,12.0,red,1.0,pink,18.0,red,8.0,white,,pink,24.0,pink,11.0,red,3.0,pink,22.0,pink,19.0,red,8.0,red,0.0,pink,10.0,red,0.0,red,1.0,pink,21.0,red,0.0,red,8.0,pink,24.0,pink,18.0,red,8.0,red,1.0,red,1.0,red,2.0,red,2.0,red,0.0,red,0.0,red,0.0,red,0.0
157,Pedro Lomba Neto,Wolves,6.842105263157895,8.96551724137931,38,29,3.0,6.428571428571429,8.857142857142858,6.142857142857143,5.857142857142857,6.142857142857143,7.0,7.571428571428571,7.571428571428571,7.571428571428571,7.714285714285714,7.714285714285714,7.714285714285714,7.714285714285714,7.714285714285714,7.714285714285714,7.714285714285714,7.714285714285714,7.714285714285714,7.714285714285714,14.142857142857142,16.571428571428573,16.714285714285715,16.714285714285715,18.714285714285715,18.714285714285715,15.285714285714286,13.0,6.857142857142857,4.428571428571429,4.0,4.0,2.5714285714285716,3.7142857142857144,3.4285714285714284,3.142857142857143,6.142857142857143,6.142857142857143,5.285714285714286,4.142857142857143,3.857142857142857,4.142857142857143,4.142857142857143,red,0.0,red,0.0,pink,19.0,red,2.0,red,0.0,red,0.0,red,0.0,pink,24.0,white,,pink,17.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,red,2.0,red,6.0,red,4.0,white,,pink,24.0,pink,18.0,light green,45.0,pink,17.0,red,3.0,red,6.0,pink,18.0,red,0.0,red,2.0,red,2.0,red,0.0,red,0.0,red,6.0,red,8.0,red,8.0,red,0.0,red,0.0,pink,21.0,red,0.0,red,0.0,red,0.0,red,6.0,red,2.0,red,0.0
158,Dan Gosling,Bournemouth,6.815789473684211,10.791666666666666,38,24,10.714285714285714,10.857142857142858,10.857142857142858,5.285714285714286,5.285714285714286,8.285714285714286,8.571428571428571,6.142857142857143,5.857142857142857,5.857142857142857,8.285714285714286,8.285714285714286,8.285714285714286,8.285714285714286,8.285714285714286,8.285714285714286,8.285714285714286,8.285714285714286,8.285714285714286,8.285714285714286,8.571428571428571,9.428571428571429,6.428571428571429,10.857142857142858,8.857142857142858,8.857142857142858,17.0,14.571428571428571,14.285714285714286,16.571428571428573,16.571428571428573,11.857142857142858,11.285714285714286,3.142857142857143,3.142857142857143,3.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,red,1.0,red,0.0,light green,39.0,red,0.0,red,0.0,red,0.0,light green,35.0,red,2.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,pink,21.0,red,2.0,pink,18.0,white,,red,0.0,pink,17.0,red,2.0,red,6.0,red,0.0,light green,33.0,red,4.0,green,57.0,red,0.0,red,0.0,pink,22.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0
159,Declan Rice,West Ham,6.815789473684211,6.815789473684211,38,38,6.714285714285714,7.428571428571429,10.714285714285714,9.0,9.571428571428571,10.142857142857142,8.0,8.0,12.0,12.0,8.428571428571429,8.428571428571429,8.428571428571429,8.428571428571429,8.428571428571429,8.428571428571429,8.428571428571429,8.428571428571429,8.428571428571429,8.428571428571429,8.285714285714286,7.142857142857143,6.571428571428571,9.285714285714286,12.0,6.857142857142857,7.571428571428571,9.857142857142858,10.142857142857142,10.142857142857142,7.428571428571429,4.857142857142857,4.857142857142857,6.142857142857143,4.571428571428571,2.0,2.7142857142857144,2.7142857142857144,5.285714285714286,5.285714285714286,4.0,3.857142857142857,3.857142857142857,red,3.0,pink,10.0,pink,15.0,red,4.0,red,0.0,pink,15.0,red,0.0,red,8.0,white,,light green,33.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,3.0,red,8.0,red,4.0,red,0.0,red,0.0,light green,36.0,red,8.0,red,2.0,red,0.0,red,0.0,pink,19.0,pink,19.0,white,,red,0.0,pink,13.0,pink,18.0,red,2.0,red,0.0,red,0.0,red,1.0,red,9.0,red,2.0,red,0.0,red,7.0,red,0.0,pink,18.0,red,1.0,red,0.0,red,1.0,red,0.0
160,Serge Aurier,Spurs,6.631578947368421,7.636363636363637,38,33,4.285714285714286,5.428571428571429,6.428571428571429,6.142857142857143,6.857142857142857,6.0,6.571428571428571,6.0,8.0,8.0,9.285714285714286,9.285714285714286,9.285714285714286,9.285714285714286,9.285714285714286,9.285714285714286,9.285714285714286,9.285714285714286,9.285714285714286,9.285714285714286,12.0,8.714285714285714,9.0,9.571428571428571,10.142857142857142,10.142857142857142,7.285714285714286,5.571428571428571,7.714285714285714,8.571428571428571,8.285714285714286,8.714285714285714,8.142857142857142,7.857142857142857,10.142857142857142,5.285714285714286,4.428571428571429,5.857142857142857,7.428571428571429,7.428571428571429,7.428571428571429,4.571428571428571,4.571428571428571,red,0.0,red,0.0,red,2.0,pink,18.0,red,6.0,red,0.0,red,4.0,red,8.0,white,,red,7.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,pink,23.0,red,0.0,red,4.0,red,0.0,white,,pink,22.0,pink,16.0,pink,19.0,red,0.0,red,2.0,red,8.0,red,4.0,red,2.0,red,4.0,light green,34.0,red,6.0,red,0.0,pink,11.0,red,0.0,red,0.0,pink,20.0,red,0.0,red,0.0,pink,10.0,pink,22.0,red,0.0,red,0.0,red,0.0,red,0.0
161,Moussa Djenepo,Southampton,6.631578947368421,14.0,38,18,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714,4.857142857142857,5.714285714285714,9.571428571428571,9.571428571428571,9.571428571428571,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.428571428571429,13.142857142857142,12.428571428571429,11.571428571428571,7.714285714285714,7.714285714285714,8.428571428571429,8.428571428571429,9.142857142857142,8.571428571428571,9.0,9.428571428571429,9.714285714285714,9.0,6.571428571428571,5.857142857142857,4.714285714285714,0.7142857142857143,4.857142857142857,4.571428571428571,9.0,9.0,9.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,4.0,red,0.0,light green,30.0,red,6.0,light green,27.0,white,,red,0.0,pink,17.0,red,0.0,pink,12.0,light green,25.0,red,0.0,red,0.0,red,5.0,pink,17.0,red,5.0,red,8.0,light green,28.0,red,3.0,red,2.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,light green,32.0,red,0.0,light green,31.0,red,0.0,red,0.0
162,Glenn Murray,Brighton,6.552631578947368,10.826086956521738,38,23,6.285714285714286,6.285714285714286,6.285714285714286,0.0,3.857142857142857,4.857142857142857,8.571428571428571,16.285714285714285,16.285714285714285,16.285714285714285,16.285714285714285,16.285714285714285,16.285714285714285,16.285714285714285,16.285714285714285,16.285714285714285,16.285714285714285,16.285714285714285,16.285714285714285,16.285714285714285,19.571428571428573,15.714285714285714,17.142857142857142,13.428571428571429,6.285714285714286,6.285714285714286,6.285714285714286,6.285714285714286,3.0,3.0,0.8571428571428571,0.8571428571428571,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.14285714285714285,4.142857142857143,4.142857142857143,4.714285714285714,5.857142857142857,6.428571428571429,red,0.0,red,0.0,light green,44.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,light green,27.0,red,7.0,light green,26.0,green,54.0,white,,red,0.0,red,0.0,pink,23.0,red,0.0,pink,17.0,red,0.0,red,4.0,red,0.0,red,0.0,red,0.0,red,0.0,red,2.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,1.0,red,0.0,light green,28.0,red,0.0,red,4.0,red,8.0,red,4.0
163,Bukayo Saka,Arsenal,6.526315789473684,9.538461538461538,38,26,10.0,10.571428571428571,13.0,13.0,10.714285714285714,7.428571428571429,6.714285714285714,6.714285714285714,6.428571428571429,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.857142857142857,5.857142857142857,5.285714285714286,5.0,5.0,5.0,5.0,4.142857142857143,4.142857142857143,2.5714285714285716,2.5714285714285716,1.1428571428571428,1.4285714285714286,1.4285714285714286,3.4285714285714284,6.857142857142857,11.857142857142858,12.571428571428571,12.571428571428571,,,,,red,0.0,red,6.0,red,0.0,pink,20.0,light green,27.0,pink,17.0,red,0.0,red,4.0,pink,23.0,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,4.0,white,,red,4.0,pink,12.0,red,0.0,white,,red,2.0,red,6.0,red,0.0,pink,17.0,red,0.0,pink,10.0,red,0.0,red,2.0,red,0.0,red,0.0,red,6.0,red,0.0,red,0.0,red,2.0,red,2.0,pink,14.0,pink,24.0,light green,41.0,red,5.0,red,0.0,white,,white,,white,,white,
164,Kortney Hause,Aston Villa,6.526315789473684,13.777777777777779,38,18,3.0,7.857142857142857,18.285714285714285,28.285714285714285,28.285714285714285,27.428571428571427,29.285714285714285,27.428571428571427,23.714285714285715,13.285714285714286,3.5714285714285716,3.5714285714285716,3.5714285714285716,3.5714285714285716,3.5714285714285716,3.5714285714285716,3.5714285714285716,3.5714285714285716,3.5714285714285716,3.5714285714285716,4.571428571428571,4.571428571428571,4.571428571428571,4.428571428571429,4.428571428571429,4.428571428571429,3.857142857142857,3.857142857142857,3.5714285714285716,2.5714285714285716,2.5714285714285716,0.8571428571428571,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,6.0,red,0.0,pink,15.0,light green,34.0,green,73.0,green,70.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,white,,red,0.0,pink,13.0,red,2.0,white,,red,8.0,red,0.0,red,2.0,red,7.0,red,0.0,pink,12.0,red,2.0,red,4.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0
