,Name,Team,xA per fixture,xA per game,Team games,Played,GW47,GW46,GW45,GW44,GW43,GW42,GW41,GW40,GW39*,GW39,GW38,GW37,GW36,GW35,GW34,GW33,GW32,GW31,GW30,GW29,GW28,GW27,GW26,GW25,GW24*,GW24,GW23,GW22,GW21,GW20,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
205,Jefferson Lerma,Bournemouth,4.98421052631579,5.73939393939394,38,33,0.8,11.0,2.1,1.9,11.3,3.6,12.4,0.8,,5.4,,,,,,,,,,10.7,2.3,0.0,0.0,1.1,,2.0,0.9,2.2,3.1,0.0,22.0,2.3,22.3,0.8,7.3,12.5,1.9,0.0,1.4,22.2,0.0,3.0,12.2,0.8,0.0,1.8,1.7,2.3,3.3
206,Marco Stiepermann,Norwich,4.95,7.837500000000001,38,24,0.9,0.0,2.5,23.2,5.8,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.1,1.2,0.0,0.0,,0.0,0.0,0.0,0.0,4.1,0.3,0.0,0.7,0.0,14.8,0.0,0.0,13.3,24.8,13.9,0.0,11.6,12.1,17.9,14.6,5.5,1.6,18.8,0.4
207,Steven Bergwijn,Spurs,4.928947368421053,13.37857142857143,38,14,1.6,0.6,17.3,20.5,1.2,1.3,16.6,1.8,,29.5,,,,,,,,,,14.7,13.4,24.8,42.3,1.7,,,,,,,,,,,,,,,,,,,,,,,,,
208,Oliver McBurnie,Sheffield Utd,4.9184210526315795,5.191666666666667,38,36,2.9,1.2,2.3,1.8,2.0,11.8,12.5,0.8,6.2,13.6,,,,,,,,,,2.3,,4.5,23.0,13.0,,6.0,6.3,13.0,0.8,0.2,1.2,3.1,2.0,0.3,2.5,1.3,0.2,0.0,3.5,0.0,0.5,14.3,1.7,2.6,12.1,10.8,3.8,1.4,1.4
209,Christian Atsu,Newcastle,4.913157894736844,9.826315789473687,38,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.8,0.0,1.0,0.0,0.0,11.5,0.0,13.9,0.0,0.3,10.3,0.6,0.0,1.6,0.2,14.5,0.0,7.1,4.5,40.9,48.2,31.3,0.0,0.0
210,Billy Sharp,Sheffield Utd,4.9,7.448,38,25,20.9,0.5,1.1,0.0,1.0,10.5,0.0,0.0,10.9,1.4,,,,,,,,,,26.5,,3.3,2.4,1.1,,1.8,0.0,1.6,0.5,0.3,0.0,0.0,0.0,0.0,32.8,0.0,1.3,0.0,10.8,0.9,11.2,0.3,0.0,0.0,30.8,0.0,13.8,0.0,0.5
211,Junior Stanislas,Bournemouth,4.878947368421052,12.359999999999998,38,15,11.2,15.3,11.4,17.8,27.4,2.1,16.7,17.2,,28.6,,,,,,,,,,1.1,0.5,1.3,1.7,0.0,,0.0,0.0,0.0,5.0,28.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,Che Adams,Southampton,4.86578947368421,6.163333333333333,38,30,1.8,13.8,2.5,4.7,2.8,0.6,0.3,0.0,,20.8,,,,,,,,,,0.0,0.0,13.3,0.0,1.8,,10.3,1.7,13.1,0.0,17.7,1.0,0.0,0.0,0.1,1.6,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,23.5,12.6,12.8,13.0,12.2,1.8
213,Lewis Cook,Bournemouth,4.818421052631579,6.781481481481482,38,27,0.0,1.3,0.8,11.3,0.0,10.6,12.6,2.6,,19.3,,,,,,,,,,4.4,16.7,0.0,0.0,0.0,,0.0,0.2,2.0,6.4,0.7,3.4,1.8,2.2,11.3,1.7,45.1,9.1,15.3,0.0,0.0,3.0,0.0,0.2,0.1,1.0,0.0,0.0,0.0,0.0
214,Adam Smith,Bournemouth,4.815789473684211,7.625,38,24,8.8,0.0,0.0,0.0,0.9,1.5,12.7,2.2,,15.4,,,,,,,,,,14.3,2.3,16.3,1.9,13.1,,0.7,5.6,12.8,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,2.3,11.9,30.3,3.3,13.2,0.0,0.0,0.0,0.0,1.3,0.5,1.2,7.0
215,Sead Kolasinac,Arsenal,4.802631578947368,7.019230769230769,38,26,10.4,4.2,0.6,1.4,1.1,1.6,3.4,0.0,2.5,0.0,,,,,,,,,,0.0,,1.0,0.0,0.0,,0.0,0.0,3.6,3.1,0.0,0.0,0.0,0.7,15.7,6.5,15.2,0.0,1.8,0.3,0.7,32.6,2.0,2.3,13.8,23.6,34.1,0.0,0.3,0.0
216,Ainsley Maitland-Niles,Arsenal,4.789473684210527,9.100000000000001,38,20,22.5,0.0,0.0,0.0,0.5,0.7,0.0,1.3,0.0,1.6,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,3.8,1.3,2.3,1.3,3.2,15.6,17.9,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,12.2,41.7,9.6,19.8,12.3
217,Matthew Lowton,Burnley,4.781578947368422,10.688235294117648,38,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,,1.3,,,,,,,,,,0.0,0.0,0.0,0.0,1.8,,3.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,3.8,13.0,17.3,4.9,15.3,40.0,1.8,14.1,29.6,15.4,15.3
218,Andre Filipe Tavares Gomes,Everton,4.721052631578948,9.442105263157895,38,19,4.7,1.7,51.0,0.0,10.4,6.3,1.8,2.5,,0.8,,,,,,,,,,3.3,2.2,4.3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,4.1,13.4,1.5,0.0,0.0,0.0,18.3,8.4,21.9,11.3
219,James Milner,Liverpool,4.660526315789474,8.049999999999999,38,22,35.0,0.7,0.0,0.0,4.1,0.0,0.0,0.0,,1.3,,,,,,,,,,11.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,18.2,0.1,1.0,,18.8,28.0,2.6,0.0,0.1,0.3,0.0,0.0,0.0,26.9,0.5,0.9,1.0,0.0,1.4,24.1,0.3
220,Ben Davies,Spurs,4.536842105263158,9.577777777777778,38,18,16.3,0.7,3.3,11.5,7.3,7.8,13.8,21.6,,1.5,,,,,,,,,,0.0,30.5,1.4,11.2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,8.8,15.6,0.0,0.0,3.7,0.0,0.0,0.4,0.0,1.2,0.0,0.0
221,Lewis Dunk,Brighton,4.521052631578947,4.772222222222222,38,36,10.2,11.9,0.1,0.2,0.1,0.3,0.1,0.2,,0.8,,,,,,,,,,0.8,10.9,10.5,13.0,0.4,,2.3,10.7,0.9,10.5,0.8,0.0,1.0,10.4,0.5,11.8,2.3,0.0,10.8,1.6,10.3,10.7,10.6,0.3,0.6,0.9,0.7,0.8,0.5,13.3
222,Wesley Moraes,Aston Villa,4.468421052631578,8.085714285714285,38,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.8,4.0,22.5,3.7,4.3,25.2,2.1,1.1,23.0,1.7,3.8,4.3,1.3,15.9,12.2,1.1,4.0,2.5,23.0,11.2,1.1
223,James Tarkowski,Burnley,4.397368421052632,4.397368421052632,38,38,10.7,11.8,0.3,10.3,0.3,0.6,10.9,11.1,,0.2,,,,,,,,,,10.7,10.5,0.5,0.3,0.9,,10.4,0.4,0.1,11.2,0.3,0.2,0.1,0.1,10.2,0.3,0.3,0.3,10.3,0.3,10.8,10.3,10.4,0.3,0.0,10.3,0.6,0.5,0.1,0.2
224,Joseph Willock,Arsenal,4.3657894736842096,5.720689655172413,38,29,0.8,1.4,0.1,0.2,0.3,24.8,1.4,1.8,1.2,1.0,,,,,,,,,,0.0,,0.0,0.3,11.3,,0.3,0.0,0.0,0.0,14.3,0.3,10.3,0.3,0.0,0.8,1.9,0.1,1.6,0.0,0.0,1.1,10.9,21.0,11.8,0.7,0.0,15.9,28.3,1.7
225,Phil Bardsley,Burnley,4.3157894736842115,7.809523809523811,38,21,12.1,22.8,21.1,10.4,1.8,1.5,1.2,0.0,,0.0,,,,,,,,,,4.3,1.6,11.0,14.5,0.0,,0.0,1.6,0.0,17.9,22.1,0.5,0.8,1.4,0.0,1.8,1.3,0.8,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,Jose Angel Esmoris Tasende,Man City,4.315789473684211,27.333333333333332,38,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,38.3,0.0,0.0,37.5,34.3,0.7,0.0,0.0,0.0,34.7,0.0,0.0,0.0,0.0,0.0
227,Lys Mousset,Sheffield Utd,4.292105263157896,5.436666666666667,38,30,0.0,0.0,0.3,0.5,0.3,0.0,0.0,0.8,0.0,0.1,,,,,,,,,,0.0,,0.0,10.6,13.3,,0.8,2.1,2.1,1.2,12.4,14.3,0.1,1.2,1.2,1.0,26.3,11.1,0.4,45.2,0.6,2.8,0.9,1.7,1.0,0.3,10.5,0.0,0.0,0.0
228,Marvelous Nakamba,Aston Villa,4.286842105263159,5.617241379310346,38,29,0.3,0.3,0.0,0.2,0.7,0.0,2.7,1.8,0.4,0.3,,,,,,,,,,0.8,,0.6,10.5,1.6,,3.1,2.0,0.4,1.5,0.0,21.3,13.5,2.7,1.4,21.8,0.0,0.0,1.7,1.3,11.9,12.9,11.4,33.3,1.2,1.3,0.0,0.0,0.0,0.0
229,Cheikhou Kouyate,Crystal Palace,4.271052631578947,4.637142857142858,38,35,0.3,0.4,0.0,0.8,1.6,0.2,0.9,0.8,,3.3,,,,,,,,,,1.5,2.9,11.3,10.1,0.1,,10.6,0.4,11.5,0.5,0.3,2.3,0.3,0.8,1.0,1.6,2.3,32.4,1.9,2.2,13.2,12.1,3.8,3.4,3.0,11.1,12.3,1.1,0.0,0.0
230,Andy Carroll,Newcastle,4.2631578947368425,8.526315789473685,38,19,0.0,10.3,0.0,0.0,0.0,2.4,5.3,21.7,,2.3,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.3,0.0,33.9,0.0,13.5,17.5,16.0,11.9,0.0,11.8,1.2,0.3,0.0,1.1,0.5,1.4,10.6,0.0,0.0,0.0,0.0,0.0
231,Dennis Praet,Leicester,4.252631578947368,5.985185185185185,38,27,11.0,2.8,0.0,13.1,1.2,0.8,1.0,0.0,,0.0,,,,,,,,,,12.3,5.4,1.9,0.4,0.1,,0.0,15.1,2.8,0.0,0.0,4.9,0.5,27.9,15.9,1.8,0.0,2.4,5.2,10.1,0.0,0.3,3.1,8.4,0.7,0.0,0.0,12.4,0.1,0.0
232,Romain Saiss,Wolves,4.228947368421053,4.869696969696969,38,33,0.3,0.0,1.0,12.3,0.9,1.8,0.9,10.5,,0.9,,,,,,,,,,0.4,0.3,10.3,0.9,0.1,,20.6,0.3,1.3,3.2,11.2,14.8,1.3,10.8,1.3,21.7,0.0,4.3,0.4,0.4,26.0,0.0,0.0,0.4,1.0,0.8,0.2,0.0,0.0,0.1
233,Leander Dendoncker,Wolves,4.226315789473684,4.226315789473684,38,38,4.0,0.3,0.5,12.6,0.3,1.6,12.8,0.2,,1.0,,,,,,,,,,16.9,0.0,15.3,2.0,0.0,,0.5,0.3,11.3,23.3,0.3,2.0,1.0,1.3,0.3,1.3,0.9,1.1,4.6,0.4,1.6,2.8,0.9,4.0,2.9,4.3,1.7,1.3,3.1,21.9
234,Moussa Djenepo,Southampton,4.036842105263159,8.522222222222224,38,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,49.4,14.3,4.5,,0.0,0.8,0.3,0.7,15.1,0.0,0.0,25.8,12.8,2.0,12.8,0.9,0.6,0.3,0.0,0.0,0.0,0.0,0.0,11.3,0.0,1.3,0.5,0.0
235,Adam Webster,Brighton,4.031578947368422,4.941935483870968,38,31,0.8,1.9,0.2,0.8,0.8,0.3,0.0,0.0,,0.7,,,,,,,,,,0.5,20.8,11.1,0.0,0.4,,2.3,10.3,0.7,0.6,0.0,5.3,6.4,0.3,1.7,10.3,14.3,10.8,0.0,0.4,2.4,1.8,10.8,11.2,22.2,2.3,0.8,0.0,0.0,0.0
236,Virgil van Dijk,Liverpool,4.010526315789474,4.010526315789474,38,38,2.6,0.7,2.0,1.1,10.5,1.5,10.3,6.8,,0.7,,,,,,,,,,32.1,14.0,2.8,2.0,0.4,1.6,0.2,0.4,0.9,1.4,1.3,1.3,,5.0,2.1,0.3,3.7,4.7,0.1,11.8,2.6,1.3,3.4,14.1,0.5,4.5,1.0,0.8,1.1,0.8
237,Dan Gosling,Bournemouth,3.997368421052631,6.329166666666666,38,24,2.8,0.0,36.0,0.8,2.6,1.6,35.3,1.0,,0.0,,,,,,,,,,0.0,0.1,2.3,3.3,12.3,,0.0,0.8,2.3,6.8,4.8,2.9,1.4,24.5,0.0,0.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,Ezri Konsa Ngoyo,Aston Villa,3.994736842105263,6.071999999999999,38,25,0.2,10.4,0.3,0.3,22.9,0.9,15.1,37.0,0.8,5.4,,,,,,,,,,0.0,,0.1,0.6,0.1,,12.8,0.7,0.3,20.6,0.7,0.4,0.0,0.0,10.1,0.1,0.1,1.3,10.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,Luke Thomas,Leicester,3.9421052631578943,49.93333333333333,38,3,57.8,52.9,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Seamus Coleman,Everton,3.9210526315789473,5.518518518518518,38,27,2.3,0.0,12.3,1.5,0.4,2.6,1.6,1.6,,0.2,,,,,,,,,,0.0,4.3,0.0,1.9,0.0,,0.0,12.8,0.0,0.7,0.0,1.5,0.0,0.4,0.0,0.0,0.0,21.8,0.0,0.0,0.0,0.0,11.8,12.3,9.1,6.8,14.5,24.1,1.2,3.3
241,Reiss Nelson,Arsenal,3.9026315789473687,8.723529411764707,38,17,14.5,0.0,0.8,0.5,0.0,0.0,36.6,0.0,0.6,0.1,,,,,,,,,,0.2,,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,2.5,18.7,21.4,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0,0.4,0.0,0.0,12.3,28.8
242,Jack Stacey,Bournemouth,3.8736842105263154,7.747368421052631,38,19,0.0,0.5,1.5,6.3,0.2,0.0,0.0,11.4,,14.4,,,,,,,,,,3.8,35.1,30.1,0.0,0.0,,0.0,0.0,0.0,0.0,1.9,11.8,11.9,0.9,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,1.0,11.5,0.8,1.4,0.0,0.0,0.0,0.0
243,Fabian Delph,Everton,3.8605263157894734,9.16875,38,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,12.3,0.0,20.6,,7.3,6.3,0.0,4.1,0.3,32.9,5.8,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.6,0.0,13.0,8.8,16.1,12.0,3.9,0.0,0.0,0.0
244,Fernando Luiz Rosa,Man City,3.847368421052632,4.873333333333334,38,30,2.2,0.0,8.1,2.0,0.0,15.3,0.0,1.6,11.6,0.8,,,,,,,,,,1.0,,0.4,0.0,3.5,,32.5,5.0,1.2,1.0,3.8,10.6,1.9,0.5,2.8,1.8,2.8,1.3,0.4,13.0,1.9,3.2,2.3,11.3,1.6,0.0,0.8,0.0,0.0,0.0
245,Olivier Giroud,Chelsea,3.810526315789474,8.044444444444444,38,18,14.3,2.3,19.6,0.3,3.8,1.5,1.5,1.6,,6.6,,,,,,,,,,15.3,3.7,5.9,12.8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,12.4,33.8,0.6
246,Moise Kean,Everton,3.592105263157894,4.706896551724137,38,29,34.8,0.0,0.3,0.6,1.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.6,1.3,0.0,0.0,10.1,,2.1,12.3,0.0,2.2,13.7,10.3,0.1,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.3,0.0,18.8,1.4,12.3,10.8,0.7,1.2
247,Jay Rodriguez,Burnley,3.5526315789473677,3.749999999999999,38,36,0.6,5.3,11.3,3.6,14.3,13.0,0.0,5.6,,1.6,,,,,,,,,,6.1,2.0,18.0,1.8,3.6,,3.3,5.3,0.0,0.9,0.3,1.4,0.0,1.5,1.2,1.1,11.6,0.3,0.3,1.6,5.3,1.8,0.6,10.3,0.8,0.0,0.5,0.1,0.0,0.0
248,Jonny Evans,Leicester,3.4710526315789476,3.4710526315789476,38,38,1.1,25.1,6.9,0.5,1.6,10.8,2.0,1.8,,1.8,,,,,,,,,,10.8,0.4,10.4,11.5,0.1,,0.8,0.5,0.5,3.1,0.5,0.4,4.0,1.5,0.6,1.9,2.6,0.3,12.0,0.3,2.8,0.8,0.8,11.9,0.1,0.4,0.3,0.4,0.3,0.3
249,Mbwana Samatta,Aston Villa,3.460526315789474,9.392857142857142,38,14,11.3,2.6,14.2,10.1,11.3,10.4,5.1,14.1,0.8,0.5,,,,,,,,,,1.3,,1.9,24.6,23.3,,,,,,,,,,,,,,,,,,,,,,,,,
250,Michael Obafemi,Southampton,3.439473684210527,6.223809523809525,38,21,0.0,10.3,21.8,0.0,0.0,0.0,0.0,0.5,,23.0,,,,,,,,,,0.3,3.2,0.8,1.8,0.6,,38.4,0.0,0.0,1.0,0.0,1.8,0.0,0.0,0.0,0.0,2.5,23.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4
251,Nathaniel Chalobah,Watford,3.4289473684210523,5.922727272727272,38,22,15.1,0.3,0.7,0.0,0.3,21.7,0.0,0.3,,0.0,,,,,,,,,,0.0,0.1,0.0,0.0,0.8,,1.1,25.8,20.3,2.8,0.1,14.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,23.9,0.3,0.6,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0
252,Andre Gray,Watford,3.4078947368421053,5.630434782608695,38,23,0.0,0.0,4.3,1.3,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,10.3,0.0,0.3,2.1,13.3,1.1,12.4,0.0,12.8,10.9,10.3,0.8,1.8,33.5,11.3,2.5
253,Divock Origi,Liverpool,3.3894736842105258,4.6,38,28,3.8,0.0,0.0,0.0,0.0,3.6,20.8,0.0,,1.3,,,,,,,,,,0.0,16.3,0.0,0.0,0.0,1.8,1.1,0.0,0.8,3.1,1.6,1.3,,10.0,0.0,2.2,0.0,0.6,0.0,11.6,0.0,3.5,0.3,16.5,0.0,0.8,0.8,0.0,0.6,26.4
254,Arthur Masuaku,West Ham,3.384210526315789,7.564705882352941,38,17,0.0,0.8,0.0,1.6,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,1.8,0.5,4.1,0.4,2.1,9.1,1.0,12.3,0.0,,0.0,16.3,0.0,0.3,0.0,0.0,0.0,0.0,15.3,0.0,0.0,0.0,17.5,27.0,15.7,2.8,0.0
255,Moritz Leitner,Norwich,3.360526315789474,14.18888888888889,38,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,25.8,8.3,8.3,34.3,0.0,15.9,13.9,17.8,1.2
256,Leighton Baines,Everton,3.2578947368421054,15.475,38,8,15.7,0.0,0.0,10.6,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,48.3,25.8,0.0,0.0,,0.0,0.0,0.0,0.0,21.1,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,Tom Davies,Everton,3.2263157894736834,4.086666666666665,38,30,2.8,1.3,2.5,1.6,0.6,12.3,1.7,1.6,,3.3,,,,,,,,,,0.6,12.1,0.0,10.8,0.0,,0.3,2.3,13.0,6.3,12.9,0.6,12.3,1.4,0.6,1.3,1.4,2.6,2.1,5.3,2.3,5.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.1
258,Kieran Tierney,Arsenal,3.1868421052631577,8.073333333333332,38,15,11.9,2.2,0.5,3.1,5.5,5.8,4.2,11.6,0.6,0.6,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,18.1,0.0,35.6,0.0,3.3,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,DeAndre Yedlin,Newcastle,3.107894736842105,7.38125,38,16,0.0,0.0,21.2,0.0,0.8,0.0,1.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,15.7,,0.0,0.0,0.0,0.9,17.3,0.3,0.0,0.0,0.0,0.0,0.0,28.3,0.8,0.8,18.3,7.4,5.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
260,Joel Ward,Crystal Palace,3.078947368421052,4.0344827586206895,38,29,1.6,10.8,6.5,1.9,2.8,1.5,2.9,0.7,,1.4,,,,,,,,,,0.9,1.1,20.9,0.7,1.3,,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.5,2.3,2.7,1.5,6.3,2.8,7.3,14.8,16.9,0.8,3.9,0.9
261,Alexander Tettey,Norwich,3.0657894736842106,3.8833333333333333,38,30,0.0,2.4,0.8,1.8,2.0,2.3,0.4,0.9,,0.0,,,,,,,,,,1.0,2.7,2.6,0.3,3.1,,12.1,12.1,13.4,3.1,11.8,3.7,4.6,5.6,5.2,15.8,0.0,1.7,3.3,0.0,2.4,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
262,Calum Chambers,Arsenal,2.986842105263158,8.107142857142858,38,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10.1,0.0,10.7,0.2,0.3,0.0,3.2,1.9,0.8,11.8,6.6,30.9,13.0,12.8,11.0,0.0,0.0,0.0,0.0,0.2
263,Matej Vydra,Burnley,2.9815789473684204,5.963157894736841,38,19,0.5,0.9,11.8,1.3,11.7,16.0,1.7,11.6,,2.8,,,,,,,,,,10.4,14.3,15.0,0.5,0.0,,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0
264,Yves Bissouma,Brighton,2.910526315789474,5.027272727272728,38,22,1.3,3.1,0.8,1.9,10.5,0.5,2.5,1.0,,14.9,,,,,,,,,,7.5,3.1,2.2,0.0,0.0,,0.0,0.0,0.0,4.0,19.3,1.2,6.8,4.0,0.0,0.0,15.9,1.0,0.0,0.0,0.0,0.0,0.4,2.3,6.4,0.0,0.0,0.0,0.0,0.0
265,Sam Byram,Norwich,2.873684210526316,6.423529411764706,38,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,1.1,4.4,,22.3,17.1,14.6,12.8,0.0,12.3,1.9,3.4,3.5,2.3,2.5,2.0,0.0,0.0,0.3,0.0,0.0,0.0,7.6,1.0,0.0,0.0,0.1,0.0
266,Lukas Rupp,Norwich,2.871052631578947,9.091666666666667,38,12,24.1,0.0,3.3,2.8,0.0,0.0,2.3,12.3,,0.0,,,,,,,,,,0.0,10.5,1.5,11.2,23.8,,17.3,0.0,,,,,,,,,,,,,,,,,,,,,,
267,Kyle Walker-Peters,Southampton,2.8578947368421046,8.353846153846153,38,13,5.3,2.2,24.3,2.7,3.0,10.4,3.3,13.0,,0.3,,,,,,,,,,0.0,0.0,0.0,1.6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,0.9,19.3
268,Ben Osborn,Sheffield Utd,2.8552631578947363,8.346153846153845,38,13,0.0,2.4,4.8,26.8,18.3,2.9,27.2,0.0,0.0,0.0,,,,,,,,,,0.8,,3.1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.0
269,Daryl Janmaat,Watford,2.8526315789473684,13.549999999999999,38,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,25.8,2.5,14.8,28.3,18.4,0.0,5.2,3.0,0.0,0.0,0.0
270,Mario Vrancic,Norwich,2.8394736842105264,5.3950000000000005,38,20,0.0,0.2,0.0,2.3,8.7,0.1,1.1,1.8,,0.6,,,,,,,,,,10.8,0.0,0.0,0.0,0.3,,0.0,0.0,5.0,12.6,14.6,1.1,0.2,0.1,25.6,0.0,0.0,0.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,10.2,0.0
271,David Luiz Moreira Marinho,Arsenal,2.8078947368421048,3.2333333333333325,38,33,0.6,0.4,0.1,0.3,0.1,0.3,0.4,0.0,0.0,0.0,,,,,,,,,,1.3,,13.3,0.8,13.3,,0.1,0.3,0.9,0.3,0.1,18.4,0.2,0.0,0.0,0.3,4.8,1.0,16.8,7.6,0.5,4.1,3.4,7.1,0.8,3.3,1.0,0.7,4.1,0.0
272,Ben Mee,Burnley,2.784210526315789,3.3062499999999995,38,32,0.0,0.0,0.0,0.0,0.0,0.0,0.2,10.3,,0.3,,,,,,,,,,0.3,0.2,0.3,0.2,10.8,,20.5,0.8,0.0,0.9,0.0,0.3,0.5,0.4,4.4,0.5,0.4,0.1,10.5,1.1,10.5,0.4,10.3,0.0,0.3,0.1,0.3,0.2,20.6,0.1
273,Joseph Gomez,Liverpool,2.781578947368421,3.775,38,28,2.1,0.6,11.6,1.2,0.5,1.6,0.3,3.8,,3.5,,,,,,,,,,10.0,0.0,1.6,1.2,0.7,1.4,0.5,0.3,4.3,1.4,0.8,10.5,,1.6,32.9,0.7,0.0,0.3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8
274,Robbie Brady,Burnley,2.686842105263158,6.005882352941177,38,17,0.8,13.8,0.3,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.3,0.2,0.0,0.0,11.2,0.0,17.8,0.0,0.1,1.0,34.7,21.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
