,Name,Team,Position,xA per fixture adj,xA per game adj,Team games,Played,GW38,GW37,GW36,GW35**,GW35*,GW35,GW34,GW33,GW32*,GW32,GW31,GW30,GW29,GW28,GW27*,GW27,GW26*,GW26,GW25*,GW25,GW24*,GW24,GW23,GW22,GW21,GW20,GW19*,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
12,Raphael Dias Belloli,Leeds,3,26.063868887473145,29.539051405802898,34,30,44.43398261508326,21.570479238470377,9.415091318157756,,,20.325052391799545,0.0,0.0,,0.0,2.1507972008781557,36.40029088158438,55.80147815575894,48.29913317877383,,18.374844981607986,,43.80855099413532,53.2335680288856,89.42844634187176,,44.192335885167466,20.92057932656962,23.223613251155623,15.363806284728877,18.559112422023322,,20.74145642201835,,42.847407744874715,3.5429089128305584,16.675882080465854,63.55417289804851,29.75998643883916,55.33574005955509,35.40901081916538,21.55151309707242,24.46155406698565,1.8615769739744155,0.0,0.6898984408525247,4.239271722752386,,,,
13,Ademola Lookman,Fulham,3,25.486988157906637,26.2366054566686,35,34,20.35779292107404,15.723610249863215,0.7915772197603808,,,16.197148623610378,69.88620556414219,,,12.57693110047847,0.0,14.48786725790302,58.33545621728676,4.467040340285401,,25.43019519856406,26.367635535307517,60.98880752830465,,32.3373882547105,25.05371757543674,36.043047765793524,47.41554825713786,31.7672686338379,13.285908423114595,80.57741555462884,0.989597847893489,11.958306285419887,32.50177296886864,,,38.29254800590842,8.33933685923515,17.850223102585485,34.89888490015706,8.106850987925357,14.208632879862044,32.513058551617874,16.262793834296726,18.526461190009798,19.502234965446256,33.08363567597305,12.919685250292986,,,
14,Matheus Pereira,West Brom,3,24.16607036996183,27.82759618359241,38,33,0.0,5.596935540374846,83.73027036122953,,,50.076955023923446,30.07864222333836,44.23973751966815,,13.631046177428628,22.559950763170853,63.36349304482225,,28.987412880458756,,26.24438364524003,6.502611710323575,27.27815783986655,,17.31419335627316,,38.26445011854824,9.613200455580865,17.329523449319215,7.391613710930755,25.313228594950605,3.6960895077947105,24.628150008371,,38.07694736842105,3.4967159428490597,19.613714381871215,0.0,0.0,0.0,20.477346713718568,102.73339499381105,28.368471639613354,0.0,0.8328578829217753,21.36998540450375,47.31482331921652,18.10732890201871,43.95065816589387,11.1473343605547,16.981049051542442
15,Aaron Cresswell,West Ham,2,23.981631033652462,25.31394386885538,38,36,25.52836533727228,30.040915156709115,75.80059528773977,,,15.048901386748843,54.09688062466914,0.0,,0.0,1.7327601073002492,14.433710865561697,14.653855502392345,2.199106328652198,,31.3851577309379,,41.8578224478595,,17.48686940015186,,24.791997661944713,36.74985408392333,21.386851666428267,1.082135965896343,19.590881488016468,31.738559010773756,2.7926118316569615,,6.595506163328197,9.202085179714427,28.786627397831523,31.992351880473983,5.939317012204087,24.988726128165233,33.86623746124385,3.7082041195823203,16.997857928758084,67.35738128129857,0.6763349786852143,24.48599890230516,31.128458618071374,60.64660375550872,52.990896534404826,40.384641148325365,9.156918904258204
16,Ashley Westwood,Burnley,3,22.782481219114338,22.782481219114338,38,38,50.99357378627425,20.019515369082345,29.50887112745792,,,0.6246434121913315,18.586050096339115,21.49916373681567,,17.702805945650194,41.94195890968266,2.7705202691613326,,22.38756317411402,,3.8076947368421052,12.822424794021844,16.113555049354595,,26.793248653281097,50.28379468140218,6.2939031024849275,41.73432443703086,18.03360729967069,33.390075991756824,26.99227649835503,15.014636526811758,23.02135750569277,1.4294191136239287,,5.72123022967955,61.746886405432186,11.809399799095932,10.434713917894436,51.57695598086125,15.234690292758089,80.90306394072448,2.8366887222467283,2.639821726438699,4.659080370942813,46.601133637053906,12.916855411361412,3.0250535665853,24.63784096504185,29.225887143130873,
17,Mohamed Salah,Liverpool,3,22.424842360621913,23.030919181179264,38,37,24.289147184237606,21.7823722869243,33.288581660137126,,25.839499361663325,31.366247333005088,,31.72218334689449,,0.2558572641109068,14.48786725790302,20.076935885167465,,14.635580947597523,,4.788932826800207,23.916612570839774,16.251610507495535,,15.513373651771957,,21.83277735198314,6.948729418221735,19.61010425354462,19.11406288316693,26.367635535307517,11.649180783483326,31.22730986686121,,16.919963072378142,3.1885699755899104,15.500226493633694,12.587806204969855,17.669977980258164,2.290359178034882,23.416929516156035,18.101634695579648,0.0,62.86945664105379,17.530024522683483,22.553255398157066,18.764679506933742,36.04719353454441,31.500020095693785,95.51114760432766,42.72816310652144
18,Jack Harrison,Leeds,3,21.32207267103961,22.506632263875144,38,36,2.1405074681684626,7.717877892663712,41.41044401799894,,,49.25620804859529,27.403863636363635,6.047542403793544,,68.71563383441777,0.0,10.115798377114565,24.465200310827147,1.2424214322514169,,11.721883867577509,,9.227391646402518,0.5936829148202856,30.3814473463921,,17.76924210526316,11.967280546978383,16.535212634822805,12.129320751101744,1.3898894765391916,,14.456166597164302,,10.528743356112376,20.66696865817826,11.409814055055586,40.353601130767835,43.16833197721724,16.262793834296726,2.795448222565688,24.802818952234205,44.192335885167466,18.793062784884572,56.37246215750144,47.25804319839794,43.09926251464926,0.0,54.97356003300784,2.082144707304438,8.792354722907787
19,Dwight McNeil,Burnley,3,21.018963653280803,22.186683856240847,38,36,17.66118896988035,41.797501682746244,4.434859244589052,,,44.55789673631497,3.6960895077947105,29.271161895195046,,28.588382272478572,47.99206604285327,16.919963072378142,,46.261437596302,,31.500020095693785,30.612095228971068,17.212206529992407,,12.769234206660139,26.443237782766364,27.56906851933539,53.550669307756465,2.8125809549945116,1.7083294693456983,28.88949721069947,24.753860219878845,5.38573042564372,0.989597847893489,,0.0,0.0,15.34212623472292,4.743051780861108,18.8077043062201,31.21253620955316,11.250323819978046,23.934561093956766,33.43774186822352,3.571961617722823,11.718949126803341,25.095604799216456,29.51471182533225,10.29050385688495,34.424167465031616,
20,Youri Tielemans,Leicester,3,20.38313105338161,20.38313105338161,38,38,51.17884813971146,26.86736347243689,,,19.57204632500456,37.9358068890697,69.06511242409321,34.39485075724158,,16.459764324191973,55.54694517428622,34.41275521405049,,32.005722734149366,,36.8317983736447,29.52189650608788,2.4230784688995217,,29.579395651551994,,1.7584709445815574,29.6749020592667,17.49001554135728,19.445152072428918,26.8464969183359,6.98862055641422,34.43360905957656,,4.169668429617575,2.216163064255256,5.057944555900055,3.936834472285497,12.912328967642527,9.553640533778147,6.052895750240682,26.859666724227253,7.980752748485529,14.938386070651266,3.0702871693308817,9.692313875598087,4.48433986554141,15.629178490103348,3.308918770581778,27.686751588141878,4.576257345739472
21,Adama Traore,Wolves,3,20.382558565772598,20.933438527009695,38,37,16.053476199161043,6.68840061633282,31.403121488230823,,,16.090341951626353,19.78124142997062,26.968651402858654,,40.04861160775685,3.019109825591435,19.008460325801366,,43.691239623064845,,11.642036189386355,4.797932217343578,42.4325081366965,,12.62229169613807,,13.357865583456425,44.58969342785975,19.846166507177035,1.2410513159829435,16.772689335394126,,28.638513712047015,0.0,37.96315054211843,25.399678095932888,23.25478967350038,35.82522035468502,1.0871187532199895,22.939123158346447,58.84114314561365,41.538488038277514,11.774711143935663,4.389658938493964,0.0,8.829886086248983,8.784432734474468,0.10410723536522191,8.765012261341742,64.85480790340286,1.4924948425251
22,Sadio Mane,Liverpool,3,20.121836642886382,21.84656549799093,38,35,39.890935156594615,37.58057636315511,22.733665523996084,,0.0,34.13676760216642,,30.250535665852997,,11.172433866176265,0.5174238306393935,18.23078086124402,,22.912254311066466,,15.511978069418065,4.503777691911385,22.63617177829735,,15.884951463790449,,31.536233952864535,21.838863885839736,0.0,0.0,18.585520880789673,81.38468766543146,27.268918475287254,,28.991515673723946,16.26988269595877,11.071590352595496,10.01705705043376,24.536549734244495,2.915002590226213,15.947736480830406,0.25141159299416177,15.13277160375551,20.349850439077937,31.15275442284113,24.874914042085,26.28913020030817,0.0,30.57694258373206,10.871187532199897,38.8050183901542
23,James Maddison,Leicester,3,19.94042162624253,24.443097477329548,38,31,2.47196583143508,3.2613562596599692,,,1.099553164326099,23.464604692161647,30.9704587231249,14.36073665637406,,36.610058765915774,0.0,2.3162431394072445,,0.0,,0.0,0.0,0.0,,5.691662137033329,,33.275680951312545,19.480462916457395,53.719333448454506,28.05901329749611,16.535212634822805,24.227217928902625,36.31360495650747,,30.495810279359908,0.0,41.89297556082437,58.4116370539104,57.68745531587057,23.255572351959966,39.302364186494295,22.38305560352271,67.90403185999553,29.473031977230875,15.607293110765317,7.846158851674642,13.108070376197968,0.0,0.4963378155872667,8.936357861302277,9.078704089128307
24,Vladimir Coufal,West Ham,2,19.870221885849013,20.454640176609278,35,34,15.23786148038733,19.043135406464252,22.3756317764804,,,31.3983251155624,24.894139756484915,25.31433668212262,,19.86724369406021,25.067262885610273,26.444980746693453,30.1154038277512,6.377408353091374,,0.42642877351817804,,38.052565861690454,,0.6408800303720577,,1.8241603630862333,16.136621481609396,23.111597768559577,8.521820731433701,11.789987501837963,20.740779260528896,11.808758602435153,,1.2076278890600924,0.0,26.021099874895743,47.36731710458526,59.48181664461107,21.57729594001981,27.818695057450302,0.8623730510656559,35.90279260074268,37.478604731479884,2.029004936055643,24.48599890230516,3.387508731966591,28.648300440697454,,,
25,Joao Filipe Iria Santos Moutinho,Wolves,3,19.773204496561334,22.7691445717979,38,33,43.982126573043956,46.35433204930663,24.353441154138192,,,25.769688281901583,0.0,0.0,,21.72409159675423,29.878776549818685,0.0,,38.14529279784609,,32.33898941496209,36.89444429198683,11.773181448331977,,15.777864620172586,,4.650516166092237,55.56384077409466,40.84617990430622,4.786912218791354,0.0,,7.971545053868757,26.382024653312786,34.191976647206005,29.02820353820901,6.042583143507972,18.590815907887773,0.0,34.40868473751967,18.66684541171192,4.500002870813398,42.25043410471032,0.0,0.6205256579914717,0.8993402495253594,12.878148960248977,0.31232170609566573,18.586050096339115,22.500647639956092,40.711942648879116
26,Leandro Trossard,Brighton,3,19.611049462445827,21.2919965592269,38,35,0.9230775119617226,58.236970362239305,16.262793834296726,,,2.9271161895195044,27.888441788088844,11.608293219639666,,2.6401455435342607,16.256529275808937,2.638927594382637,28.124822348793053,2.2757845068110947,,10.396560643801495,,10.923969147894223,,25.61884502279076,,25.26753039622372,0.6383112758073055,31.65247700246803,26.459189825360667,26.859666724227253,,2.0468581128872545,44.835849341383096,45.72357358111502,0.9230775119617226,41.818612716763006,67.41101705405035,42.475752029010536,0.0,10.191556704414904,3.111140901951986,0.0,0.0,14.374023538344723,3.469098310479922,24.555086751948238,16.163634822804312,27.488829108152473,30.16877746135069,42.86353941267388
27,Andros Townsend,Crystal Palace,3,18.920151007933963,21.146051126514433,38,34,25.159661207089975,80.88466698564594,38.97926190816765,,0.0,26.3674088846101,26.471350164654226,0.0,,,0.4659080370942813,0.0,,0.2214318070519099,,14.374023538344723,18.472493160678464,20.821447073044382,,17.975928899082568,,12.606647697194285,12.451720186730798,1.0628566585299701,0.5046752050895698,3.379281835698021,,4.467040340285401,34.846176076555025,17.9099381103012,38.46727438206553,13.021833071091404,0.0,34.32083114380802,0.0,0.0,19.86724369406021,51.3840577024881,2.6438583958127038,23.416929516156035,29.670562079088242,11.1878158882402,45.65898763523956,35.57857550077041,22.980661134415467,33.345190382406045
28,Martin Ødegaard,Arsenal,3,18.588761171817325,23.899835792336564,18,14,64.10995621351125,14.715322746654904,,,26.246152756311176,0.0,55.26854624355844,3.34420030816641,,0.0,0.0,10.821359658963429,63.150329304606764,25.90986408504176,,23.21857265749074,,16.28794500862234,,15.882810098792534,,11.08714811147263,4.225627950221714,0.0,0.32986594929782964,,,,,,,,,,,,,,,,,,,,,
29,Marcus Rashford,Man Utd,3,18.241729918844737,18.734749646381083,38,37,0.0,2.7067881194957697,,35.981020866053406,1.2706907453535161,46.39567014733228,,7.4198606592162974,,20.904694282689256,2.105748671222475,28.409510008340284,,31.258356980206695,,24.651444840834248,27.480421996765177,41.93172333848532,,17.414497558991048,,20.076483839373164,27.125180277349767,18.404170359428853,9.346159808612441,10.613296657956267,0.6246434121913315,1.8937379403186,16.117359714134462,2.8458310685166643,10.093504101791396,3.2344855336271316,12.281148677323527,11.691209599779949,19.85351262349067,14.573152916447716,38.39149515837846,3.9857725269343787,43.753287365177194,22.269244976076557,29.196903657908294,29.269437211825327,13.641589217919513,18.227340492076728,27.74636156447581,
30,Gylfi Sigurdsson,Everton,3,18.183045116485374,19.19321428962345,38,36,17.206377607025246,58.84512891344383,30.596144271764548,,10.607188528107567,34.84884393063584,1.5522714919181806,4.038464114832536,,45.13626499620349,2.262704336947456,1.772930451404205,,0.0,,22.363585780525504,10.628726738491677,54.420933858526176,,0.40580098721112856,5.9560537870472015,2.3944664134001035,0.5497765821630495,14.328006790210782,1.880438703553024,16.750014370569076,,,15.543996316758749,23.76057540725171,,23.797001100261316,36.69233110047847,52.90694194290094,108.09066460587326,0.15957781895182638,0.0,1.041072353652219,13.084682655480577,26.162625440737724,2.671573116691285,0.13526699573704287,33.94056505421184,0.35458609028084104,15.79546890303624,0.2746628701594533
31,Riyad Mahrez,Man City,3,18.00088864649257,25.334584020989542,38,27,25.824657935285053,22.124220183486237,0.0,,,0.0,0.0,,,19.662105564296954,0.0,17.789670434949226,,0.0,19.88837764647957,32.54677366405253,50.26565042692115,19.85328078472587,,24.000015311004788,11.983384437596301,0.3662171602126044,3.2464078976890285,24.814350847009003,0.0,24.505119980411365,16.212613360034332,0.0,52.67072873227689,0.7765133951571355,,0.0,1.2863129821106187,0.0,16.823163414189313,56.1137998618546,60.32041556379037,39.82611617312073,0.0,16.66619240819695,33.26480557015239,18.23078086124402,25.41515490168341,49.55693906878712,0.0,
32,Lucas Digne,Everton,2,17.903596123970658,22.677888423696167,38,30,2.1507972008781557,38.15344550477147,30.098645990922847,,38.28936346731512,0.42241022946225265,47.17180589329138,17.423088038277513,,3.021291571753986,7.919465179316096,33.6856785766799,,40.054032556908425,,24.537823286965484,20.297915646425075,16.326280157557854,,26.241797172986313,7.114175356750823,2.498573648765326,5.937587087360934,16.460150657801673,19.949001898562514,40.0845171488791,,,14.534645906579609,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,57.15487221550683,12.534906073317527,0.0,3.0673617265714754,39.90376374242764,26.021099874895743,15.335848404646374,55.72700477473066,18.219303720577066
33,Reece James,Chelsea,2,17.82932510538135,21.172323562640354,38,32,14.66034186811615,24.143124161716806,,,55.84618947368421,27.629471734357846,3.9560749438784324,10.877063408653004,,24.009807130942452,10.63758270842523,48.64118694906955,,13.048720469656248,,14.491534668721108,16.232039488445142,15.723610249863215,,14.545231413096996,,0.40879102251152694,18.490352771283185,39.459899012908124,2.9521896506087884,0.0,40.31555182985247,0.0,,0.0,0.0,33.80771387559809,0.0,23.315994475138123,4.923406009244992,24.562297354647054,43.94605922551253,9.075160699755898,18.490352771283185,7.899102038115406,4.068346708006566,0.2968414574101428,0.0,66.20811030852107,6.763349786852143,38.088856338615514
34,Mateusz Klich,Leeds,3,17.410995431633722,18.903366468630896,38,35,0.0,0.0,10.931080598200106,,,26.64229840546697,10.810698498748955,0.4398212657304396,,2.434805923266772,0.0,8.540387154449183,0.31232170609566573,0.6212107161257084,,12.98911455596427,,15.608952224288373,0.7915772197603808,1.8168307383224511,,1.7307703349282297,27.303128951624757,6.2239283513097075,13.862080858401994,0.8175820450230539,,8.547994161801501,,43.57984206529992,29.967104554358478,8.696991132874539,29.797890753237283,41.94195890968266,7.286576458223858,66.93545466254508,29.726224961479197,42.461565550239236,47.337243052492276,11.551734048668328,35.78848161922472,16.452411685919976,42.188714324917676,33.49821757667446,17.49001554135728,6.492815795378057
35,Joao Pedro Cavaco Cancelo,Man City,2,17.398836152727288,23.612706207272748,38,28,0.0,0.8799405754795662,17.74153037700027,,,18.791624162802677,8.953298779591234,,,0.0,39.060875654265104,0.0,,32.169135727853565,0.0,14.734012401969727,33.005758412857865,0.0,,6.000003827751197,16.535212634822805,33.23420728929385,3.2464078976890285,5.50543475383801,0.0,39.11961924583742,23.111597768559577,3.63450742537862,23.63268974145121,43.17414477073673,,22.974055465147817,11.675763991465617,22.512233716944174,19.682001641437168,18.426980659644276,0.0,48.79843659832953,36.25155485752749,46.184423738137816,27.351062357680856,44.76925933014354,0.0,0.0,0.0,
36,Ilkay Gundogan,Man City,3,17.244397513303277,23.40311091091159,38,28,0.0,27.026746246872392,42.514266341198805,,,26.401455435342605,0.0,,,29.579395651551994,16.71600792191258,0.0,,0.0,36.412552108977515,51.56904340689404,1.5140256152687093,7.1809739008582945,,7.730774162679427,0.0,17.212206529992407,11.497694637648644,51.30426879301218,42.12152111126393,13.728772037218416,26.129903447289372,24.555086751948238,21.747102793994994,24.0719152498712,,22.974055465147817,19.492589036599377,43.031581170421155,0.0,9.161436712139528,22.181316834303868,0.0,21.101651334978687,0.6633310411222667,21.85972937467157,15.807702392344497,0.0,0.0,0.0,
37,Ivan Ricardo Neves Abreu Cavaleiro,Fulham,3,17.1096956448229,18.060234291757506,38,36,20.35779292107404,29.797890753237283,50.16620630231413,,,67.58120632609847,1.8636321483771252,,,1.2692315789473687,10.396309224845139,0.6898984408525247,5.543574055736315,15.05558040614709,,8.386553735696658,27.283178435839027,35.54725555065431,,1.9899931233667998,20.186594097406036,0.46447226502311245,29.040703275529868,2.079312128760299,1.6976438540646426,15.964636155129272,23.420482400145907,42.70823673364245,16.75443507972665,,,11.97260544887576,0.0,38.71738532110091,22.048520305137988,7.114175356750823,15.47932362521556,14.584429121725732,0.0,0.36905301175318317,0.0,33.829883097235594,2.523376025447849,19.834580174510084,24.988726128165233,30.461557894736842
38,Roberto Firmino,Liverpool,4,17.038209567963403,17.984776766183593,38,36,34.39485075724158,30.718730148226577,16.976438540646427,,30.0178013861025,10.68629246676514,,26.24438364524003,,19.01872329891074,10.779663138320698,21.346167464114835,,0.0,,0.0,6.056804482225656,13.349537202585617,,13.283906779661018,,30.26554320751102,29.449377058177827,5.782466638865721,14.256345244351026,34.790630220197414,1.7553560084700903,28.918248221776402,,13.55575988839652,13.653620151885,7.602492042115574,10.46028966328481,22.888572513287773,26.547345018131587,3.4317913946090743,7.919465179316096,16.86553171105576,2.1507972008781557,4.540909966719215,4.643317287855866,26.75360246533128,19.230919038764128,28.153864114832537,54.82184569809376,6.1405743386617635
39,Harry Kane,Spurs,4,16.823771468935405,18.26580902341558,38,35,14.555184901322093,12.33193463023888,22.912254311066466,,,24.13586858112888,28.3574020079769,,0.0,22.573352080123268,4.068346708006566,4.006152020612965,2.93206837362323,6.230773205741627,,30.317110719011907,18.426980659644276,20.585538644785604,,17.530024522683483,,22.00430982436883,19.55980962291871,0.0,0.0,0.13526699573704287,,41.70693921056251,12.284653773096185,14.92500707313623,,3.936466599698644,9.587939260394712,1.082135965896343,13.119685340391118,12.923085167464116,39.29157779495106,22.335201701427003,36.90530117531832,3.8968796914095076,9.814035865537322,30.941549308110005,35.40561189130039,19.213178058041766,40.370438207779415,20.90125192604006
40,Ollie Watkins,Aston Villa,4,16.81034246806507,17.264676048283047,38,37,18.946926841834106,12.176720577069096,38.29529775033083,,0.0,3.628525442276126,4.644722650231125,19.855052032321254,,20.515296377607026,46.12604554633162,13.846262303574514,3.021291571753986,11.773181448331977,,3.33085635359116,31.42530807316738,20.98029565709436,,18.251739796895958,,3.5197623019182647,16.50001052631579,7.392179015589421,3.364203183981618,18.112082451032293,14.062411174396527,20.349850439077937,,31.1173545504286,44.72717156105101,33.59703205410968,3.395287708129285,9.175724589730017,1.3121555332328814,,13.517127342792085,28.03239261884904,4.038464114832536,22.559950763170853,20.72443839298345,9.818973941368078,34.763617904420016,12.492868243826628,19.4024329528263,
