,Teams,Threat av,Matches,Threat GW47 7 - average,Threat GW46 7 - average,Threat GW45 7 - average,Threat GW44 7 - average,Threat GW43 7 - average,Threat GW42 7 - average,Threat GW41 7 - average,Threat GW40 7 - average,Threat GW39* 7 - average,Threat GW39 7 - average,Threat GW38 7 - average,Threat GW37 7 - average,Threat GW36 7 - average,Threat GW35 7 - average,Threat GW34 7 - average,Threat GW33 7 - average,Threat GW32 7 - average,Threat GW31 7 - average,Threat GW30 7 - average,Threat GW29 7 - average,Threat GW28 7 - average,Threat GW27 7 - average,Threat GW26 7 - average,Threat GW25 7 - average,Threat GW24* 7 - average,Threat GW24 7 - average,Threat GW23 7 - average,Threat GW22 7 - average,Threat GW21 7 - average,Threat GW20 7 - average,Threat GW19 7 - average,Threat GW18 7 - average,Threat GW17 7 - average,Threat GW16 7 - average,Threat GW15 7 - average,Threat GW14 7 - average,Threat GW13 7 - average,Threat GW12 7 - average,Threat GW11 7 - average,Threat GW10 7 - average,Threat GW9 7 - average,Threat GW8 7 - average,Threat GW7 7 - average,Threat GW47 color,Threat GW47,Threat GW46 color,Threat GW46,Threat GW45 color,Threat GW45,Threat GW44 color,Threat GW44,Threat GW43 color,Threat GW43,Threat GW42 color,Threat GW42,Threat GW41 color,Threat GW41,Threat GW40 color,Threat GW40,Threat GW39* color,Threat GW39*,Threat GW39 color,Threat GW39,Threat GW38 color,Threat GW38,Threat GW37 color,Threat GW37,Threat GW36 color,Threat GW36,Threat GW35 color,Threat GW35,Threat GW34 color,Threat GW34,Threat GW33 color,Threat GW33,Threat GW32 color,Threat GW32,Threat GW31 color,Threat GW31,Threat GW30 color,Threat GW30,Threat GW29 color,Threat GW29,Threat GW28 color,Threat GW28,Threat GW27 color,Threat GW27,Threat GW26 color,Threat GW26,Threat GW25 color,Threat GW25,Threat GW24* color,Threat GW24*,Threat GW24 color,Threat GW24,Threat GW23 color,Threat GW23,Threat GW22 color,Threat GW22,Threat GW21 color,Threat GW21,Threat GW20 color,Threat GW20,Threat GW19 color,Threat GW19,Threat GW18 color,Threat GW18,Threat GW17 color,Threat GW17,Threat GW16 color,Threat GW16,Threat GW15 color,Threat GW15,Threat GW14 color,Threat GW14,Threat GW13 color,Threat GW13,Threat GW12 color,Threat GW12,Threat GW11 color,Threat GW11,Threat GW10 color,Threat GW10,Threat GW9 color,Threat GW9,Threat GW8 color,Threat GW8,Threat GW7 color,Threat GW7,Threat GW6 color,Threat GW6,Threat GW5 color,Threat GW5,Threat GW4 color,Threat GW4,Threat GW3 color,Threat GW3,Threat GW2 color,Threat GW2,Threat GW1 color,Threat GW1
11,Burnley,131.9215896833492,38,114.44558901712298,108.59596810436675,82.98229273142559,109.55761671066284,111.91877744027546,141.15374596523387,135.05428505263157,162.02236344771725,157.1368765352028,157.1368765352028,178.9123992435634,178.9123992435634,178.9123992435634,178.9123992435634,178.9123992435634,178.9123992435634,178.9123992435634,178.9123992435634,178.9123992435634,178.9123992435634,142.00206453512823,167.09945861782347,128.34672013829862,123.66891466081142,93.62100474536419,93.62100474536419,103.8887132225292,97.50411743298173,92.87055883822697,86.83749570378235,123.11273931658694,149.54918384818095,157.72482248555337,169.1930720183466,179.3542894800859,180.38806424343161,176.34626307657786,168.73473402644908,139.20799987390637,137.79052287074072,123.36294058976429,117.37438593325871,122.37907882247653,light green,146.87415938824415,light green,182.3298029601574,light green,153.4347635693848,red,45.233119651675224,red,105.29054999351501,pink,131.96608163416386,red,35.99064592272043,red,105.92681299895048,white,,red,3.0340753495693207,white,,white,,white,,white,,white,,white,,white,,white,,white,,green,339.46203142404556,red,61.761244758963585,green,309.93532966822386,red,89.26985524594785,green,224.76719468832016,white,,red,71.7284046113491,light green,155.4627343080938,red,81.0896884649992,green,237.4430033378303,red,38.6661603115499,red,56.52521690353751,red,14.431825280189512,light green,143.60236395150423,red,110.77056378126144,red,48.65477830171585,light green,195.21156139671803,green,292.592865601182,green,241.58032862469554,red,71.6612957417965,green,223.88011068105698,light green,181.89908601343635,red,55.89120164513588,light green,166.91895322874188,green,239.31216225028038,red,34.89318955689669,red,61.738956719636924,pink,122.88703471422195,pink,139.97920341789722,red,90.92405186966062
12,West Ham,130.95312730017068,38,187.58455170318484,188.2927699945867,176.1627975585205,187.5695824623108,170.56192172957319,150.5064952320286,121.78841729515365,110.3994611118521,111.07518490669983,111.07518490669983,121.36762175442917,121.36762175442917,121.36762175442917,121.36762175442917,121.36762175442917,121.36762175442917,121.36762175442917,121.36762175442917,121.36762175442917,121.36762175442917,122.10885061483297,95.22245687299541,119.3654816464654,129.25854862800665,121.95281234702894,122.30851438694766,113.15575230068394,96.26461896779281,99.3441362599177,75.53273533870068,71.13526468830449,82.71107375621796,82.71107375621796,105.93521914311818,105.03901174025876,115.52181243896484,118.12378556600639,116.01393475596394,116.88533019540566,125.61856956620302,140.55768828839064,148.40699641832285,147.90028147399426,red,78.14651597291231,pink,129.11677164956924,red,83.39952807873487,green,397.7353785187006,green,204.2115380987525,green,209.9854658357799,green,210.49666376784444,red,83.10404401272535,white,,red,44.20696459710598,white,,white,,white,,white,,white,,white,,white,,white,,white,,light green,163.24702240526676,green,278.68175338953733,red,63.82355261594057,red,8.958920277655126,pink,130.77397048473358,red,87.83411057665944,red,116.25402253121136,light green,168.43562442809343,red,90.47699719667435,green,232.82472603023052,red,78.21038914844394,red,79.6338165178895,white,,red,90.32402485609055,red,52.1846879273653,red,50.19769109785557,red,112.03361824154854,red,66.14491958171129,red,47.4280945956707,light green,160.66447999328375,green,252.8930425643921,red,45.911236107349396,pink,123.57729598879813,pink,130.24743013083935,red,51.375963911414146,red,53.527862671762705,green,221.79715558886528,green,357.46687361970544,red,100.85639301687479,pink,120.03029137849808
13,Watford,128.9585756481086,38,143.73460487861718,93.77994485465544,106.29105768831712,96.86309163059506,92.85891822406224,86.7125808394381,82.01368012066398,89.92655464847174,109.10091986879706,109.10091986879706,128.87373261951976,128.87373261951976,128.87373261951976,128.87373261951976,128.87373261951976,128.87373261951976,128.87373261951976,128.87373261951976,128.87373261951976,128.87373261951976,156.0488922654518,130.65283877242888,173.17063034112965,177.69296608333076,187.31669537456972,187.31669537456972,175.5154973029026,163.795209210366,133.0567902619285,124.96350592534456,91.12326408337269,102.03131732663938,100.33828113228083,95.52741231662887,85.17782116042716,102.94131836188691,111.33181050951991,103.36515713217003,124.52686291986278,119.38480765425733,142.50728088830198,147.4119971905436,136.3885314735983,green,399.23681654036045,red,13.186820223927498,red,110.91186990961432,green,312.85506039857864,red,72.5199306383729,red,60.897062346339226,red,36.53467409312725,red,49.55419637262821,white,,red,100.76461005955935,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,44.91610750555992,green,284.8258465528488,red,29.495568946003914,red,28.004757314920425,red,91.92479578778148,white,,light green,183.77475291490555,green,239.1742993146181,green,235.14222502708435,red,107.05347210168839,green,327.1201099269092,red,59.6611075103283,light green,159.29090082645416,red,101.16636641323566,light green,157.132282666862,red,19.973292388021946,red,50.4004817456007,red,90.23841703310609,pink,136.01748021319509,light green,147.4396474659443,red,67.49028470367193,red,84.68514457345009,light green,144.31777279824018,red,109.13392677903175,red,34.471843391656876,green,284.14942072704434,red,111.44526060670614,green,229.3475973419845,red,119.01815868914129,red,67.15351277962327
14,Brighton,126.04874170532352,38,95.4091208986938,91.33352686518005,88.69177528790065,83.37905248627067,106.7723714879581,87.7859208067613,85.77111902247582,110.36624986944454,124.40556023003799,124.40556023003799,133.3957191556692,133.3957191556692,133.3957191556692,133.3957191556692,133.3957191556692,133.3957191556692,133.3957191556692,133.3957191556692,133.3957191556692,133.3957191556692,150.8866882350828,148.6109216564468,148.64651100443942,153.33304504996963,130.42707944821035,130.42707944821035,137.02704411532198,132.2913610775556,132.41129695836986,121.5510626190475,117.5777201407722,118.36528960349304,150.1737482180553,130.22403035845076,135.2953176945448,151.95038712450437,148.35985216445155,154.82589526634132,162.56972800141997,136.94218691172344,134.83181836615717,150.28719335262264,123.83039740047285,pink,138.98141998797655,red,85.58957241475582,red,68.07643696665764,red,14.958843775093555,green,238.93997939303517,red,90.30462596565485,red,31.012967787683014,red,110.4522617533803,white,,red,67.09731137380004,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,30.887377355247736,light green,178.71207678690553,red,106.03482462465763,red,76.20101347565651,green,203.17888371646404,white,,green,208.72743427753448,pink,130.02842385321856,light green,153.32416091114285,light green,162.78171073645353,red,106.283950060606,red,109.00675179436803,red,42.83712450414896,green,254.92718694731593,red,96.87864258885384,light green,154.16371207684278,red,86.760070361197,red,78.47055271267891,red,114.51973803341389,green,265.49633480608463,red,115.27916193008424,pink,132.3776539415121,green,270.7491980865598,red,61.626325640827424,pink,123.73285442590714,light green,168.72656717896461,red,86.10354717820881,red,100.50658211112022,green,240.56527884677052,red,85.55162642151117
15,Sheffield Utd,123.02559055633058,38,118.52563539785999,99.91945748084358,101.38530868238637,95.32380210501807,83.18092705948013,100.08576254227332,107.13925848581961,96.72328553029469,106.24987379248653,115.14148793316313,140.75798812721456,140.75798812721456,140.75798812721456,140.75798812721456,140.75798812721456,140.75798812721456,140.75798812721456,140.75798812721456,140.75798812721456,140.75798812721456,132.71128833293915,132.71128833293915,126.62220323192221,125.50779461328473,136.77233446921622,136.77233446921622,152.67310915514827,145.80762101603406,132.41746207433087,144.39398044986385,152.21093033573456,136.19355729648046,149.40185749105044,140.34156227218253,142.95331673430545,132.4100423737296,128.4199274544205,110.23939499365432,123.84495644697121,101.88177259904998,93.31807329186371,106.99185727696333,130.66977017692156,light green,141.05146303772926,red,46.8460887670517,red,66.02143533527851,green,204.78776283562183,red,47.635916993021965,light green,163.34326975047588,light green,159.99351106584072,red,10.808217618614435,red,57.1070471778512,red,23.590889293700457,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,119.7876375168562,white,,light green,165.96976537257433,green,212.71774135529995,red,87.08170037716627,white,,red,77.49433545395732,red,119.3483461625874,green,202.9063906520605,red,63.46073895692825,pink,123.34616966545582,green,204.9168810248375,light green,165.93347936868668,light green,188.79975825548172,red,71.28992918878794,red,109.17527806013823,light green,147.29636758565903,light green,178.06481886655092,red,92.79526975005865,green,258.3915807306766,pink,125.3776917234063,red,89.57221042364836,red,35.3723575361073,red,119.36556315049529,red,50.80109164118767,light green,188.0341999232769,red,104.649293795228,red,65.43179657310247,light green,185.2886983193457,green,201.11774783581495
16,Aston Villa,121.870120470167,38,92.74191905611328,95.91295993221658,114.89852449989745,107.59226066459503,92.94586020654866,91.13838650020105,105.75771283890519,120.7438970782927,118.89215158298612,106.28335888364485,107.95306430331298,107.95306430331298,107.95306430331298,107.95306430331298,107.95306430331298,107.95306430331298,107.95306430331298,107.95306430331298,107.95306430331298,107.95306430331298,123.32147007275906,123.32147007275906,125.30213867181114,110.17450547910163,102.58311026596597,102.58311026596597,100.75949560850859,103.91596481204033,100.13324812586818,94.28788257230606,124.10937022151691,121.52410273307136,118.96069216142807,120.42322619152921,147.2518763105784,194.66384968587332,188.59535157680511,174.55186335636037,187.86327205598354,181.60505946725607,178.4760464781097,157.4943448816027,106.92149781222854,red,100.7882084697485,red,57.408019714057446,light green,152.02090553939342,light green,169.76959705352783,red,59.887345880270004,red,68.97752163931727,red,40.34183509647846,pink,122.98549460247159,light green,190.30697168782353,red,100.87705869227648,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,67.24479384720325,white,,red,47.23502993583679,light green,171.31280601024628,light green,145.24512477219105,white,,red,110.02327613532543,red,102.04542279243469,red,112.5649966299534,light green,174.82363423332572,red,61.09971012920141,red,65.41937366127968,red,92.10535828024149,red,97.25797353312373,pink,124.14070721715687,red,86.08597982674837,pink,133.9060753583908,green,269.85012367367744,red,47.3225012421608,red,74.1614842787385,red,107.49571174383163,green,311.94125805050135,green,417.96979345381266,red,91.42658859491348,light green,171.5457061305642,light green,140.50236213952303,red,30.35399615764618,red,85.59262081980705,light green,165.06934687495232,red,63.95986396819353
17,Bournemouth,119.75409688035909,38,143.90753587441785,123.86883281703506,120.73340120592287,115.43474354382072,101.82405587817941,113.20741422740477,107.45617559711847,128.00736167867268,154.5966061231281,154.5966061231281,157.37747608550958,157.37747608550958,157.37747608550958,157.37747608550958,157.37747608550958,157.37747608550958,157.37747608550958,157.37747608550958,157.37747608550958,157.37747608550958,143.44894929922052,131.02527187604989,113.07586967679006,119.11023327016404,81.66411012145025,81.66411012145025,71.5105169718819,65.74352547260267,66.06283020228148,70.47400422660368,75.8898542794798,81.14051008597016,106.47756796596306,102.01267659930247,109.45475935669882,114.32859477187905,132.7582397232098,138.7281238367515,131.48880296253733,112.09737255371043,126.29164495904531,139.89477645871895,157.76029974222183,light green,146.4610142633319,red,58.31171711906791,light green,166.6350271552801,green,254.31147273629904,red,96.03486163541675,light green,153.48092950880527,pink,132.11772870272398,red,6.190092861652374,white,,red,36.363695841282606,white,,white,,white,,white,,white,,white,,white,,white,,white,,pink,129.54442352056503,light green,159.03665907680988,light green,175.7183700799942,red,113.22225909680128,green,275.97603127360344,white,,light green,192.3148039728403,red,55.82978557795286,red,32.04473601654172,red,72.07091711461544,red,50.07255468517542,light green,155.46280425041914,red,13.85316923260689,pink,121.23965192586184,red,15.460845082998278,red,34.27986912429333,red,102.94913528487086,red,87.98350505530833,light green,192.2173948958516,light green,191.21257439255717,red,89.98541235923767,red,67.55542438477278,red,68.39671703055501,green,231.95664994418624,pink,129.77269385010004,light green,141.54214877635243,red,55.47256153076887,light green,189.34531919658184,light green,162.77734488248825,light green,193.4553800150752
18,Norwich,98.7947225080509,38,55.52562878334096,49.62678981412734,50.745790478374275,88.79596678806203,88.48832344104137,77.3767296890063,75.0685247592628,107.46298827497023,122.33730351020183,122.33730351020183,138.13865850014346,138.13865850014346,138.13865850014346,138.13865850014346,138.13865850014346,138.13865850014346,138.13865850014346,138.13865850014346,138.13865850014346,138.13865850014346,103.13687074397292,119.33185937149184,118.0090927385858,133.2652423530817,116.74913045551095,116.74913045551095,113.02581245877913,96.2369237893394,105.16251086124352,92.144154970135,114.20701933758599,102.34562060130494,90.77028496456998,86.91695164889097,84.3036465080721,98.10374678511705,96.64730465571795,82.20409041802797,98.20655875706247,108.3825811344598,111.0501764475235,135.23369733510273,120.59874754132969,red,79.64327149093151,red,57.66019094735384,red,6.311093829572202,red,61.32508059963584,red,113.84573504328728,red,54.506926238536835,red,15.387103334069252,red,38.35139870643616,white,,red,65.49319559708238,white,,white,,white,,white,,white,,white,,white,,white,,white,,green,272.66232799738646,red,59.17157717049122,red,36.06457877904177,red,38.349491730332375,green,242.14834794402122,white,,light green,142.47160535305738,light green,176.1026805266738,red,27.64981370419264,light green,172.5364975631237,red,26.80521234869957,light green,145.1425390318036,pink,126.535564661026,red,116.40837937593459,red,58.58045984059572,red,90.12892320752144,red,81.40800632536411,light green,181.24526292085648,red,62.11274787783623,red,45.508215203881264,red,89.43504616618156,red,40.287323854863644,light green,186.72962514683604,red,71.21291141957045,red,80.14276325702667,light green,174.13002625107765,red,116.7403718456626,red,108.10821335762739,green,209.5719700679183,red,84.28497659042478
19,Newcastle,96.92496395375775,38,111.1142807240997,115.72162119139519,133.1843530360077,164.4082439664219,158.8444521650672,158.1025215131896,153.46552993037872,135.66694493804658,134.7057445107826,134.7057445107826,116.72724933762636,116.72724933762636,116.72724933762636,116.72724933762636,116.72724933762636,116.72724933762636,116.72724933762636,116.72724933762636,116.72724933762636,116.72724933762636,73.03209303479109,68.17007779276797,89.13597570998328,87.47247896556344,83.55394957054939,83.55394957054939,90.59301823643702,93.8259586026626,98.81567171375666,90.64615303650498,77.29947882305298,96.20074040389487,113.59430532902479,106.70253900544984,93.52809071008649,95.19266794834819,92.99098847966108,98.70853887072631,68.96293652909142,56.274989659764934,54.98134873009154,65.34221120444792,61.48871050349304,red,33.92938822507858,red,92.90912859141827,red,105.74840325862169,light green,150.99243810400367,red,21.642983239144087,light green,149.12105724215508,green,223.45656640827656,red,66.18077149614692,white,,green,215.14825150370598,white,,white,,white,,white,,white,,white,,white,,white,,white,,green,324.3156397715211,red,112.04589549452066,red,16.449468676000834,red,116.66211616247892,red,98.86647146195173,white,,red,59.45236850529909,red,89.29878529161215,red,18.44954565167427,red,78.01178880035879,light green,163.21075409650803,red,105.01763895154,red,71.4367656968534,red,108.72584916651249,red,111.92936785519123,red,53.37753742933273,red,20.825158059597015,red,69.78403460234404,green,237.32647001743317,light green,193.19172017276287,red,60.48348490148783,red,19.708229787647724,red,65.02957809716463,red,5.4134017787873745,red,109.8068873398006,red,29.10725362598896,red,104.37609208747745,red,51.42799839377403,red,92.23426710814238,red,38.05507319048047
20,Crystal Palace,90.8955886028707,38,84.34435691950577,70.40195892165814,75.37815087874021,79.434806880142,96.42857837357691,103.02112738468817,108.1667877068477,106.77138324826956,115.48653707972595,115.48653707972595,112.60458139170494,112.60458139170494,112.60458139170494,112.60458139170494,112.60458139170494,112.60458139170494,112.60458139170494,112.60458139170494,112.60458139170494,112.60458139170494,104.91537784359285,92.44920661939042,69.33943887374231,87.54251608625054,87.76115756481886,87.76115756481886,85.05071826013071,79.67972409512315,80.62115318274924,75.44646397499102,88.12709672908697,64.37767218532306,56.628267001360655,75.11481174400875,81.15214979542154,105.21555371316416,117.61893439771873,117.05105770379305,118.44869833439589,132.34952565814768,116.60776396415064,111.01564711758068,93.92121102926987,red,104.04964089393616,red,44.011928513646126,red,57.2140789590776,red,98.20280671119689,pink,129.4042371213436,red,50.75365826487541,red,106.77414797246456,red,6.452854909002781,white,,red,78.8452722132206,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,85.61067096889019,green,217.15920716524124,light green,175.55208019912243,red,86.77328051999211,red,97.00631676241755,white,,red,67.4589317291975,red,58.671582397073514,red,31.78624613210559,pink,129.89600859582424,red,13.783705979585648,green,214.19482100754976,red,98.53680711239576,red,48.48585659638047,red,21.074623242020607,red,38.37624974548817,red,93.67318414151669,red,102.54813525825739,red,47.948849201202385,red,44.29097082465887,light green,177.8916697949171,red,63.335989601910114,green,206.82007716968656,light green,180.49684893339872,red,98.57299840077758,red,57.73233361542225,light green,141.5967620909214,red,67.69933793693781,red,24.191171675920486,red,87.15902455151081
