,Teams,xG av,Matches,GW47,GW46,GW45,GW44,GW43,GW42,GW41,GW40,GW39*,GW39,GW38,GW37,GW36,GW35,GW34,GW33,GW32,GW31,GW30,GW29,GW28,GW27,GW26,GW25,GW24*,GW24,GW23,GW22,GW21,GW20,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
11,Burnley,131.9215896833492,38,146.87415938824415,182.3298029601574,153.4347635693848,45.233119651675224,105.29054999351501,131.96608163416386,35.99064592272043,105.92681299895048,,3.0340753495693207,,,,,,,,,,339.46203142404556,61.761244758963585,309.93532966822386,89.26985524594785,224.76719468832016,,71.7284046113491,155.4627343080938,81.0896884649992,237.4430033378303,38.6661603115499,56.52521690353751,14.431825280189512,143.60236395150423,110.77056378126144,48.65477830171585,195.21156139671803,292.592865601182,241.58032862469554,71.6612957417965,223.88011068105698,181.89908601343635,55.89120164513588,166.91895322874188,239.31216225028038,34.89318955689669,61.738956719636924,122.88703471422195,139.97920341789722,90.92405186966062
12,West Ham,130.95312730017068,38,78.14651597291231,129.11677164956924,83.39952807873487,397.7353785187006,204.2115380987525,209.9854658357799,210.49666376784444,83.10404401272535,,44.20696459710598,,,,,,,,,,163.24702240526676,278.68175338953733,63.82355261594057,8.958920277655126,130.77397048473358,87.83411057665944,116.25402253121136,168.43562442809343,90.47699719667435,232.82472603023052,78.21038914844394,79.6338165178895,,90.32402485609055,52.1846879273653,50.19769109785557,112.03361824154854,66.14491958171129,47.4280945956707,160.66447999328375,252.8930425643921,45.911236107349396,123.57729598879813,130.24743013083935,51.375963911414146,53.527862671762705,221.79715558886528,357.46687361970544,100.85639301687479,120.03029137849808
13,Watford,128.9585756481086,38,399.23681654036045,13.186820223927498,110.91186990961432,312.85506039857864,72.5199306383729,60.897062346339226,36.53467409312725,49.55419637262821,,100.76461005955935,,,,,,,,,,44.91610750555992,284.8258465528488,29.495568946003914,28.004757314920425,91.92479578778148,,183.77475291490555,239.1742993146181,235.14222502708435,107.05347210168839,327.1201099269092,59.6611075103283,159.29090082645416,101.16636641323566,157.132282666862,19.973292388021946,50.4004817456007,90.23841703310609,136.01748021319509,147.4396474659443,67.49028470367193,84.68514457345009,144.31777279824018,109.13392677903175,34.471843391656876,284.14942072704434,111.44526060670614,229.3475973419845,119.01815868914129,67.15351277962327
14,Brighton,126.04874170532352,38,138.98141998797655,85.58957241475582,68.07643696665764,14.958843775093555,238.93997939303517,90.30462596565485,31.012967787683014,110.4522617533803,,67.09731137380004,,,,,,,,,,30.887377355247736,178.71207678690553,106.03482462465763,76.20101347565651,203.17888371646404,,208.72743427753448,130.02842385321856,153.32416091114285,162.78171073645353,106.283950060606,109.00675179436803,42.83712450414896,254.92718694731593,96.87864258885384,154.16371207684278,86.760070361197,78.47055271267891,114.51973803341389,265.49633480608463,115.27916193008424,132.3776539415121,270.7491980865598,61.626325640827424,123.73285442590714,168.72656717896461,86.10354717820881,100.50658211112022,240.56527884677052,85.55162642151117
15,Sheffield Utd,123.02559055633058,38,141.05146303772926,46.8460887670517,66.02143533527851,204.78776283562183,47.635916993021965,163.34326975047588,159.99351106584072,10.808217618614435,57.1070471778512,23.590889293700457,,,,,,,,,,119.7876375168562,,165.96976537257433,212.71774135529995,87.08170037716627,,77.49433545395732,119.3483461625874,202.9063906520605,63.46073895692825,123.34616966545582,204.9168810248375,165.93347936868668,188.79975825548172,71.28992918878794,109.17527806013823,147.29636758565903,178.06481886655092,92.79526975005865,258.3915807306766,125.3776917234063,89.57221042364836,35.3723575361073,119.36556315049529,50.80109164118767,188.0341999232769,104.649293795228,65.43179657310247,185.2886983193457,201.11774783581495
16,Aston Villa,121.870120470167,38,100.7882084697485,57.408019714057446,152.02090553939342,169.76959705352783,59.887345880270004,68.97752163931727,40.34183509647846,122.98549460247159,190.30697168782353,100.87705869227648,,,,,,,,,,67.24479384720325,,47.23502993583679,171.31280601024628,145.24512477219105,,110.02327613532543,102.04542279243469,112.5649966299534,174.82363423332572,61.09971012920141,65.41937366127968,92.10535828024149,97.25797353312373,124.14070721715687,86.08597982674837,133.9060753583908,269.85012367367744,47.3225012421608,74.1614842787385,107.49571174383163,311.94125805050135,417.96979345381266,91.42658859491348,171.5457061305642,140.50236213952303,30.35399615764618,85.59262081980705,165.06934687495232,63.95986396819353
17,Bournemouth,119.75409688035909,38,146.4610142633319,58.31171711906791,166.6350271552801,254.31147273629904,96.03486163541675,153.48092950880527,132.11772870272398,6.190092861652374,,36.363695841282606,,,,,,,,,,129.54442352056503,159.03665907680988,175.7183700799942,113.22225909680128,275.97603127360344,,192.3148039728403,55.82978557795286,32.04473601654172,72.07091711461544,50.07255468517542,155.46280425041914,13.85316923260689,121.23965192586184,15.460845082998278,34.27986912429333,102.94913528487086,87.98350505530833,192.2173948958516,191.21257439255717,89.98541235923767,67.55542438477278,68.39671703055501,231.95664994418624,129.77269385010004,141.54214877635243,55.47256153076887,189.34531919658184,162.77734488248825,193.4553800150752
18,Norwich,98.7947225080509,38,79.64327149093151,57.66019094735384,6.311093829572202,61.32508059963584,113.84573504328728,54.506926238536835,15.387103334069252,38.35139870643616,,65.49319559708238,,,,,,,,,,272.66232799738646,59.17157717049122,36.06457877904177,38.349491730332375,242.14834794402122,,142.47160535305738,176.1026805266738,27.64981370419264,172.5364975631237,26.80521234869957,145.1425390318036,126.535564661026,116.40837937593459,58.58045984059572,90.12892320752144,81.40800632536411,181.24526292085648,62.11274787783623,45.508215203881264,89.43504616618156,40.287323854863644,186.72962514683604,71.21291141957045,80.14276325702667,174.13002625107765,116.7403718456626,108.10821335762739,209.5719700679183,84.28497659042478
19,Newcastle,96.92496395375775,38,33.92938822507858,92.90912859141827,105.74840325862169,150.99243810400367,21.642983239144087,149.12105724215508,223.45656640827656,66.18077149614692,,215.14825150370598,,,,,,,,,,324.3156397715211,112.04589549452066,16.449468676000834,116.66211616247892,98.86647146195173,,59.45236850529909,89.29878529161215,18.44954565167427,78.01178880035879,163.21075409650803,105.01763895154,71.4367656968534,108.72584916651249,111.92936785519123,53.37753742933273,20.825158059597015,69.78403460234404,237.32647001743317,193.19172017276287,60.48348490148783,19.708229787647724,65.02957809716463,5.4134017787873745,109.8068873398006,29.10725362598896,104.37609208747745,51.42799839377403,92.23426710814238,38.05507319048047
20,Crystal Palace,90.8955886028707,38,104.04964089393616,44.011928513646126,57.2140789590776,98.20280671119689,129.4042371213436,50.75365826487541,106.77414797246456,6.452854909002781,,78.8452722132206,,,,,,,,,,85.61067096889019,217.15920716524124,175.55208019912243,86.77328051999211,97.00631676241755,,67.4589317291975,58.671582397073514,31.78624613210559,129.89600859582424,13.783705979585648,214.19482100754976,98.53680711239576,48.48585659638047,21.074623242020607,38.37624974548817,93.67318414151669,102.54813525825739,47.948849201202385,44.29097082465887,177.8916697949171,63.335989601910114,206.82007716968656,180.49684893339872,98.57299840077758,57.73233361542225,141.5967620909214,67.69933793693781,24.191171675920486,87.15902455151081
