,Name,Team,Threat per fixture adj,Threat per game adj,Team games,Played,Threat GW47 adj 7 - average,Threat GW46 adj 7 - average,Threat GW45 adj 7 - average,Threat GW44 adj 7 - average,Threat GW43 adj 7 - average,Threat GW42 adj 7 - average,Threat GW41 adj 7 - average,Threat GW40 adj 7 - average,Threat GW39 adj* 7 - average,Threat GW39 adj 7 - average,Threat GW38 adj 7 - average,Threat GW37 adj 7 - average,Threat GW36 adj 7 - average,Threat GW35 adj 7 - average,Threat GW34 adj 7 - average,Threat GW33 adj 7 - average,Threat GW32 adj 7 - average,Threat GW31 adj 7 - average,Threat GW30 adj 7 - average,Threat GW29 adj 7 - average,Threat GW28 adj 7 - average,Threat GW27 adj 7 - average,Threat GW26 adj 7 - average,Threat GW25 adj 7 - average,Threat GW24 adj* 7 - average,Threat GW24 adj 7 - average,Threat GW23 adj 7 - average,Threat GW22 adj 7 - average,Threat GW21 adj 7 - average,Threat GW20 adj 7 - average,Threat GW19 adj 7 - average,Threat GW18 adj 7 - average,Threat GW17 adj 7 - average,Threat GW16 adj 7 - average,Threat GW15 adj 7 - average,Threat GW14 adj 7 - average,Threat GW13 adj 7 - average,Threat GW12 adj 7 - average,Threat GW11 adj 7 - average,Threat GW10 adj 7 - average,Threat GW9 adj 7 - average,Threat GW8 adj 7 - average,Threat GW7 adj 7 - average,Threat GW47 adj color,Threat GW47 adj,Threat GW46 adj color,Threat GW46 adj,Threat GW45 adj color,Threat GW45 adj,Threat GW44 adj color,Threat GW44 adj,Threat GW43 adj color,Threat GW43 adj,Threat GW42 adj color,Threat GW42 adj,Threat GW41 adj color,Threat GW41 adj,Threat GW40 adj color,Threat GW40 adj,Threat GW39 adj* color,Threat GW39 adj*,Threat GW39 adj color,Threat GW39 adj,Threat GW38 adj color,Threat GW38 adj,Threat GW37 adj color,Threat GW37 adj,Threat GW36 adj color,Threat GW36 adj,Threat GW35 adj color,Threat GW35 adj,Threat GW34 adj color,Threat GW34 adj,Threat GW33 adj color,Threat GW33 adj,Threat GW32 adj color,Threat GW32 adj,Threat GW31 adj color,Threat GW31 adj,Threat GW30 adj color,Threat GW30 adj,Threat GW29 adj color,Threat GW29 adj,Threat GW28 adj color,Threat GW28 adj,Threat GW27 adj color,Threat GW27 adj,Threat GW26 adj color,Threat GW26 adj,Threat GW25 adj color,Threat GW25 adj,Threat GW24 adj* color,Threat GW24 adj*,Threat GW24 adj color,Threat GW24 adj,Threat GW23 adj color,Threat GW23 adj,Threat GW22 adj color,Threat GW22 adj,Threat GW21 adj color,Threat GW21 adj,Threat GW20 adj color,Threat GW20 adj,Threat GW19 adj color,Threat GW19 adj,Threat GW18 adj color,Threat GW18 adj,Threat GW17 adj color,Threat GW17 adj,Threat GW16 adj color,Threat GW16 adj,Threat GW15 adj color,Threat GW15 adj,Threat GW14 adj color,Threat GW14 adj,Threat GW13 adj color,Threat GW13 adj,Threat GW12 adj color,Threat GW12 adj,Threat GW11 adj color,Threat GW11 adj,Threat GW10 adj color,Threat GW10 adj,Threat GW9 adj color,Threat GW9 adj,Threat GW8 adj color,Threat GW8 adj,Threat GW7 adj color,Threat GW7 adj,Threat GW6 adj color,Threat GW6 adj,Threat GW5 adj color,Threat GW5 adj,Threat GW4 adj color,Threat GW4 adj,Threat GW3 adj color,Threat GW3 adj,Threat GW2 adj color,Threat GW2 adj,Threat GW1 adj color,Threat GW1 adj
202,Steven Bergwijn,Spurs,3.6385305920244226,9.876011606923432,38,14,0.0,1.3349531051536119,2.942848294301195,3.4018504964972918,15.03892535764228,15.03892535764228,18.56012591398809,19.752023213846865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,9.344671736075282,white,,pink,11.255266324033082,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,3.2130154153726758,green,81.45952402801491,red,0.0,pink,24.6484038944207,red,8.343281099011419,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,
203,Ben Mee,Burnley,3.6302725129688618,4.310948609150524,38,32,0.17510042581339705,0.17510042581339705,0.17510042581339705,2.7396955514700823,3.3236256370148447,3.3236256370148447,3.3236256370148447,9.561228782852101,9.561228782852101,9.561228782852101,10.343624896643892,10.343624896643892,10.343624896643892,10.343624896643892,10.343624896643892,10.343624896643892,10.343624896643892,10.343624896643892,10.343624896643892,10.343624896643892,13.702996756290272,13.119066670745509,13.119066670745509,13.119066670745509,6.706363099094854,6.706363099094854,6.706363099094854,5.923966985303063,0.0,1.3290891790160668,1.3290891790160668,1.7098488847376967,1.7098488847376967,1.7098488847376967,1.9785299103801333,1.9785299103801333,0.7907281419725469,0.7907281419725469,0.4099684362509172,0.4099684362509172,1.249282660011463,1.2859714236904778,1.2859714236904778,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,1.2257029806937794,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,pink,17.952165879596798,red,4.087510598813334,red,0.0,red,0.0,light green,44.88892500155458,white,,red,0.0,red,5.476772796542537,light green,41.467768897121445,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,9.303624253112467,red,0.0,red,2.665317940051408,red,0.0,red,0.0,red,1.8807671794970555,red,0.0,red,0.9890118742593651,red,0.0,red,0.0,red,0.0,red,5.875199566323821,red,2.1375885252501585,red,0.0
204,Daniel Castelo Podence,Wolves,3.599089191776774,15.196154365279714,38,9,15.515098080177244,15.515098080177244,4.171848969803805,4.736448082149164,1.7296011254938262,1.7296011254938262,1.7296011254938262,4.022814675182387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,0.0,green,79.40274377261409,red,8.155014092039272,pink,21.047928696587363,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,pink,12.107207878456784,red,0.0,red,0.0,red,0.0,pink,16.052494847819922,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,
205,Kurt Zouma,Chelsea,3.5758681317605294,4.852963893103576,38,28,6.337001488890012,6.337001488890012,6.337001488890012,5.5697326428699245,5.5697326428699245,0.998811888198691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7243980527223044,1.7243980527223044,1.908047618634289,7.84377997550442,7.84377997550442,7.84377997550442,7.84377997550442,6.119381922782116,6.355512310969597,6.9942045766177126,1.0584722197475813,1.0584722197475813,2.589833574817219,3.0097753883536336,3.0097753883536336,3.499965002339117,4.172601888272291,red,0.0,red,0.0,red,5.37088192214061,red,0.0,light green,31.996445282698637,red,6.991683217390837,red,0.0,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,pink,12.070786369056131,red,0.0,red,1.2855469613838915,light green,41.55012649809092,red,0.0,red,0.0,red,0.0,red,0.0,red,1.652912717312366,red,5.756392820920703,red,0.0,red,0.0,pink,10.719529485487463,red,2.9395926947548987,red,0.0,red,5.084240015210752,pink,10.46485102245292
206,Martin Montoya,Brighton,3.435053818628944,4.834520189181477,38,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6323995580721535,0.6323995580721535,0.6323995580721535,0.6323995580721535,0.6323995580721535,12.300861490132146,12.300861490132146,12.300861490132146,11.668461932059992,12.572406760720712,12.572406760720712,12.572406760720712,0.9039448286607213,5.2099196943537835,5.867041817676878,5.867041817676878,4.963096989016156,4.963096989016156,4.963096989016156,5.442628696621401,1.1366538309283398,0.4795317076052449,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,red,0.0,red,0.0,red,4.426796906505075,red,0.0,red,0.0,red,0.0,green,81.67923352441994,red,0.0,red,0.0,red,0.0,red,6.327613800625049,red,0.0,red,0.0,red,0.0,light green,30.14182405985143,red,4.599854863261664,red,0.0,red,0.0,red,0.0,red,0.0,red,3.3567219532367143,red,0.0,red,0.0
207,Caglar Soyuncu,Leicester,3.4080825884125208,3.809033481166935,38,34,0.0,0.5773112151354024,6.891992916121481,7.875643356953852,8.778769637166127,8.778769637166127,11.09499403001338,11.09499403001338,10.517682814877977,10.517682814877977,4.417087811948742,4.417087811948742,4.417087811948742,4.417087811948742,4.417087811948742,4.417087811948742,4.417087811948742,4.417087811948742,4.417087811948742,4.417087811948742,3.43343737111637,2.5303110909040956,2.5303110909040956,0.21408669805684194,0.21408669805684194,0.21408669805684194,0.8415351779674801,3.043858944502232,4.2276805204636405,4.2276805204636405,4.2276805204636405,4.2276805204636405,5.825525702644668,5.198077222734029,3.7625054590596787,2.578683883098271,2.578683883098271,2.578683883098271,2.578683883098271,1.3664133349530818,1.3664133349530818,0.385574634035839,0.385574634035839,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,4.0411785059478165,white,,light green,44.20277190690255,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,6.8855530858266025,red,6.321883961485923,red,0.0,pink,16.213570749930774,red,0.0,white,,red,0.0,red,1.4986068863978936,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,4.392139359374467,pink,16.914873252141156,red,8.286751031729858,red,0.0,red,0.0,red,0.0,pink,11.184916275267193,red,0.0,red,6.8658709064206995,red,0.0,red,0.0,red,0.0,red,0.0,red,2.699022438250873,red,0.0,red,0.0,red,0.0
208,Shane Duffy,Brighton,3.406562278881283,6.813124557762566,38,19,0.4781717398117382,0.4781717398117382,0.4781717398117382,0.4781717398117382,0.4781717398117382,1.2607655328620553,1.2607655328620553,0.7825937930503171,0.7825937930503171,0.7825937930503171,0.7825937930503171,0.7825937930503171,0.7825937930503171,0.7825937930503171,0.7825937930503171,0.7825937930503171,0.7825937930503171,0.7825937930503171,0.7825937930503171,0.7825937930503171,0.7825937930503171,0.7825937930503171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.353983192281344,12.274119946546477,17.09131553048763,17.09131553048763,17.09131553048763,17.09131553048763,17.09131553048763,7.737332338206287,4.817195583941152,0.0,0.0,0.14068559343442336,0.14068559343442336,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,3.3472021786821675,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,red,5.478156551352219,red,0.0,red,0.0,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,green,65.4778823459694,pink,20.440957279855944,light green,33.72036908758807,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.9847991540409635,red,0.0
209,Declan Rice,West Ham,3.340820529527135,3.340820529527135,38,38,7.518515585761341,7.2338376566119535,6.919602116927379,6.747792209407514,6.07013390911459,6.07013390911459,1.6861092734639687,1.6861092734639687,3.2086536385384172,3.2086536385384172,3.396444123169541,3.396444123169541,3.396444123169541,3.396444123169541,3.396444123169541,3.396444123169541,3.396444123169541,3.396444123169541,3.396444123169541,3.396444123169541,3.1766468558020446,2.8840420671663014,2.8840420671663014,4.209861857561041,4.727142892626226,2.9317952301663923,2.2611764928847817,4.253442452153421,4.253442452153421,4.253442452153421,2.927622661758682,2.5605914447477036,2.5605914447477036,2.96204493594897,2.543969268524112,0.5517033092554724,0.768115962430607,0.768115962430607,1.2249637938477078,1.2657232660655549,0.8642697748642886,1.2420701867753696,1.2420701867753696,red,3.902368585743404,red,8.505976218319429,red,2.741250224211533,red,6.791841622500663,red,0.0,light green,30.688172449554354,red,0.0,red,1.9096230816976936,white,,red,6.306327440527408,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,1.538580871572474,red,2.0482335204502062,red,0.0,red,0.0,red,0.0,pink,12.567433637218832,red,7.620860832945276,red,0.0,red,0.0,red,0.0,red,9.280738532763177,red,3.6209672454562933,white,,red,0.0,red,2.9265296719740004,pink,13.945861714880479,red,0.0,red,0.0,red,0.0,red,1.0517487263794425,red,2.810174438408864,red,0.0,red,0.0,red,1.5148885722259418,red,0.0,red,3.197934819919706,red,1.3370650319043726,red,0.0,red,2.6446028833775657,red,0.0
210,Kenny McLean,Norwich,3.3354881538629866,3.4256364823457703,38,37,1.1059915051102551,1.8650532430628861,2.8556975693173277,2.372873316171296,2.372873316171296,2.7692147356262184,2.7692147356262184,3.214770475886372,2.4557087379337412,2.4557087379337412,1.6089825851514203,1.6089825851514203,1.6089825851514203,1.6089825851514203,1.6089825851514203,1.6089825851514203,1.6089825851514203,1.6089825851514203,1.6089825851514203,1.6089825851514203,1.6089825851514203,3.5125359961789573,3.116194576724034,3.5057539141835465,6.466816677035278,6.466816677035278,6.466816677035278,6.322898503563158,6.622954032962541,6.318450551845137,6.920490678253449,7.357919147022834,3.328133391946725,3.328133391946725,5.872133190630216,5.658860351896584,4.059810421986451,3.4577702955781398,3.9912236424204397,3.9912236424204397,3.9912236424204397,1.4472238437369491,1.3604411530711982,red,0.0,red,0.0,red,3.379769772022222,red,0.0,red,0.0,red,0.0,red,4.362170763749564,red,5.3134321656684165,white,,red,6.934510283781091,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,red,2.7743899361844604,red,0.0,red,7.48106094557064,white,,red,0.0,red,1.007427214304843,red,0.0,pink,13.324873877192756,red,0.0,red,2.726915362216587,light green,28.20850028553276,red,0.0,red,0.0,red,2.1003887057956865,pink,11.193349509370924,red,4.214280884858181,red,5.788914643602285,red,0.0,red,0.0,pink,17.807998590784436,red,0.6074788346602552,red,0.0,red,0.0,red,9.523088071498387,red,0.0,red,0.0,red,0.0,red,0.0
211,Ricardo Domingos Barbosa Pereira,Leicester,3.3327499444095534,4.523017781698679,38,28,0.0,0.0,0.0,0.0,0.0,1.7179250979065404,3.4655781845879727,3.669640536979831,6.949250000876863,6.949250000876863,7.863223207830005,7.863223207830005,7.863223207830005,7.863223207830005,7.863223207830005,7.863223207830005,7.863223207830005,7.863223207830005,7.863223207830005,7.863223207830005,7.863223207830005,7.863223207830005,6.145298109923465,4.397645023242033,4.193582670850175,4.193582670850175,1.03163562284009,1.3546773373580823,1.3546773373580823,2.295978036746623,2.295978036746623,2.295978036746623,2.5432231634706683,2.4255607475837215,1.1885458261125865,1.1885458261125865,0.6664492690232535,7.464317930608864,7.464317930608864,7.217072803884818,7.217072803884818,7.4410481733633365,7.685624755494047,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,pink,12.025475685345782,pink,12.233571606770028,red,1.428436466743008,white,,pink,22.95726624727922,red,6.397812448671998,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.8236369112086313,red,8.659104450297946,red,0.0,red,6.589104895719787,red,0.0,red,0.0,red,1.7307158870683184,red,0.0,red,0.0,red,0.0,red,2.9344289960944567,light green,47.585080631099274,red,0.0,red,0.0,red,0.0,red,1.567827586349633,red,1.7120360749149677
212,Jack Cork,Burnley,3.3267448255012098,4.213876778968199,38,30,0.0,0.0,0.0,2.2038225102822837,2.2038225102822837,2.5595290326944804,2.5595290326944804,2.5595290326944804,4.288467784837628,4.288467784837628,4.288467784837628,4.288467784837628,4.288467784837628,4.288467784837628,4.288467784837628,4.288467784837628,4.288467784837628,4.288467784837628,4.288467784837628,4.288467784837628,4.215002640985348,5.331636646261465,4.975930123849269,5.209689191110873,5.209689191110873,5.209689191110873,7.186710071119042,7.186710071119042,5.056352704689037,6.136367736528852,6.136367736528852,6.037443874310851,6.037443874310851,2.3314842421595343,2.3314842421595343,2.3314842421595343,1.0668950673451778,1.8603654081567433,2.604328282432065,2.604328282432065,2.604328282432065,4.252809811747507,4.252809811747507,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,pink,15.426757571975987,red,0.0,red,2.489945656885376,red,0.0,red,0.0,white,,pink,12.10257126500203,red,0.0,pink,14.91250156501003,red,7.81643803693282,red,0.0,red,1.6363134708312255,red,0.0,light green,25.941717425059217,red,0.0,red,0.0,pink,15.376543259811523,red,0.0,red,0.9438464353052183,red,0.0,red,0.0,red,0.0,red,0.0,red,6.524419036111026,red,5.5542923856809585,red,6.151586555232471,red,0.0,red,0.0,pink,11.539370705208093,red,0.0
213,Oliver Norwood,Sheffield Utd,3.2551662980540583,3.2551662980540583,38,38,0.0,0.0,0.0,0.0,0.0,0.0,0.978053229350827,1.6868379627945596,1.6868379627945596,1.8700069619261515,1.8700069619261515,1.8700069619261515,1.8700069619261515,1.8700069619261515,1.8700069619261515,1.8700069619261515,1.8700069619261515,1.8700069619261515,1.8700069619261515,1.8700069619261515,1.8700069619261515,1.8700069619261515,1.8700069619261515,10.815569642576323,10.106784909132589,10.106784909132589,10.106784909132589,10.125200144405548,12.041952646167742,12.041952646167742,12.505110488536676,3.5326296770349677,3.5326296770349677,3.5326296770349677,3.6218231227323723,1.7050706209701778,1.9737457698825838,1.510587927513649,0.5594528290143609,0.8546985248563183,2.0693005571316196,2.0538725318008164,2.0538725318008164,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,white,,red,0.0,red,6.846372605455788,red,4.961493134106129,white,,red,0.0,red,1.2821829939211427,red,0.0,red,0.0,red,0.0,green,69.46531137000699,red,0.0,red,0.0,red,1.4110896408318527,pink,13.417267512335359,red,0.0,red,3.242104896582545,red,6.657945689495015,red,0.0,red,0.0,red,2.0354437607136853,red,0.0,red,1.880726042386841,red,0.0,red,0.0,red,2.0667198708937007,red,8.50221422592711,red,1.9274475833980638,red,0.0
214,Lucas Digne,Everton,3.216232643453049,3.491909727177596,38,35,4.721463814632718,5.496737890808619,5.496737890808619,4.500669008343261,3.2000460791826906,0.9950976208053285,1.6190980817053056,2.3794555856419914,2.399047182253689,2.399047182253689,2.399047182253689,2.399047182253689,2.399047182253689,2.399047182253689,2.399047182253689,2.399047182253689,2.399047182253689,2.399047182253689,2.399047182253689,2.399047182253689,2.399047182253689,2.399047182253689,2.399047182253689,2.9264225351174957,1.9462414865513846,1.9462414865513846,1.1513758137637844,1.1513758137637844,2.096031859461614,2.096031859461614,2.5830849862004457,2.0364681536224376,2.0364681536224376,2.0364681536224376,2.514751226133445,1.5700951804356154,3.1252853936548775,3.932278502445041,3.6106803250773596,3.8250619874493514,4.5979647563095964,5.371912599314293,5.897636522928444,red,0.0,red,0.0,red,6.972482177257517,red,9.104360504123987,pink,15.434639208641535,red,0.0,red,1.5387648124059805,red,5.426918533231319,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,red,0.0,red,4.36800322629984,red,6.8612673399627795,white,,red,5.564059709513202,red,0.0,red,0.0,red,0.0,red,0.0,red,8.05963069634649,red,0.0,red,0.0,red,0.0,red,6.612592319884806,red,0.0,red,3.409371887171823,red,4.233312868300435,red,0.0,red,0.0,red,3.347981507577049,red,0.0,pink,10.886331492534836,red,9.058323648702968,red,1.9821256267266611,red,1.5006716366039436,red,5.410319382021719,red,8.765616408609931,red,3.680067465299055
215,Maya Yoshida,Southampton,3.2115078716219325,15.25466239020418,38,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167790341210271,2.84898906843577,2.84898906843577,2.84898906843577,2.84898906843577,2.84898906843577,17.433899874519064,17.26610953330879,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,1.174532388471897,pink,18.768391090578493,red,0.0,red,0.0,red,0.0,red,0.0,green,102.09437564258305,red,0.0
216,Ashley Westwood,Burnley,3.2099241738919524,3.4850605316541197,38,35,0.3716413165777689,0.3716413165777689,0.3716413165777689,0.8586881503185589,0.8586881503185589,0.722864062061989,0.8955732106607898,0.8955732106607898,0.8955732106607898,0.8955732106607898,7.4318732613944265,7.4318732613944265,7.4318732613944265,7.4318732613944265,7.4318732613944265,7.4318732613944265,7.4318732613944265,7.4318732613944265,7.4318732613944265,7.4318732613944265,7.476488405659816,8.409835217373843,8.174017989052643,8.001308840453843,8.001308840453843,8.001308840453843,8.001308840453843,1.4650087897202064,0.9333468117140276,0.0,0.0,0.0,0.0,2.149546492171891,2.7830874662898673,2.7830874662898673,2.7830874662898673,4.5182568373487735,5.311830278001984,5.311830278001984,4.189088138254832,5.373691824288329,5.373691824288329,red,0.0,red,0.0,red,0.0,red,0.0,red,2.6014892160443823,red,0.0,red,0.0,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,3.4093278361855304,red,0.0,red,1.6507205982483935,red,1.2089640401916046,red,0.0,white,,red,0.0,light green,45.754100355135456,red,3.721633846043252,red,6.533427681998193,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,pink,15.04682544520324,red,4.434786818825831,red,0.0,red,0.0,pink,12.146185597412341,red,5.555014084572475,red,0.0,red,7.187630466973182,pink,12.7270126210603,red,0.0
217,Fabian Balbuena,West Ham,3.1624818626644626,7.069077104779387,38,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0384655977439574,3.0384655977439574,3.0384655977439574,3.0384655977439574,3.0384655977439574,4.396203055958909,4.396203055958909,1.3577374582149524,12.730550165089024,12.730550165089024,14.129293085291696,14.129293085291696,14.129293085291696,12.771555627076745,12.771555627076745,12.771555627076745,1.398742920202673,0.0,0.0,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,pink,21.2692591842077,red,0.0,white,,red,0.0,red,0.0,red,0.0,red,9.504162207504667,red,0.0,red,0.0,green,79.6096889481185,red,9.791200441418711,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0
218,Eric Dier,Spurs,3.158122362250318,6.316244724500636,38,19,1.8806157827303895,2.560835422298297,2.560835422298297,2.560835422298297,2.560835422298297,2.560835422298297,1.729602280580471,0.6802196395679075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.321496785864898,9.321496785864898,9.321496785864898,9.321496785864898,9.838796752035591,9.838796752035591,9.838796752035591,0.5172999661706918,0.5172999661706918,0.5172999661706918,5.261760615481386,4.744460649310694,4.744460649310694,4.744460649310694,4.744460649310694,4.744460649310694,4.744460649310694,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,5.818631992024784,red,7.345678487087943,red,4.761537476975353,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,green,65.25047750105429,red,0.0,red,0.0,red,0.0,red,3.621099763194843,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,light green,33.21122454517486,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0
219,Robbie Brady,Burnley,3.1405023387301854,7.019946404220414,38,17,1.8997677978274659,0.6331173889099786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.605961274579261,3.660684388145884,3.660684388145884,3.660684388145884,3.660684388145884,5.723104618600401,12.354712395769772,12.354712395769772,9.748751121190512,8.694028007623888,10.464127448487394,10.464127448487394,9.425568850964567,2.793961073795195,2.793961073795195,2.793961073795195,2.793961073795195,1.0238616329316872,1.0238616329316872,0.0,0.0,red,8.866552862422411,red,4.43182172236985,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,red,0.0,red,0.0,red,0.0,pink,18.241728922054826,red,7.383061794966363,red,0.0,red,0.0,pink,14.436941613181618,light green,46.4212544401856,red,0.0,red,0.0,red,0.0,pink,12.390696086044555,red,0.0,red,7.16703143052181,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0
220,James Tomkins,Crystal Palace,3.104424604524436,6.553785276218254,38,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.397356127508152,5.397356127508152,5.397356127508152,6.384273317706099,6.384273317706099,6.384273317706099,6.384273317706099,6.384273317706099,6.384273317706099,6.384273317706099,6.384273317706099,6.384273317706099,6.384273317706099,8.164253423530377,8.164253423530377,8.991402072507354,9.266253514785344,3.8688973872771917,3.8688973872771917,4.665221785221676,3.6783045950237283,1.898324489199451,1.898324489199451,1.0711758402224745,7.586337195490167,7.586337195490167,6.790012797545683,6.790012797545683,6.790012797545683,6.790012797545683,6.790012797545683,0.0,0.0,0.0,0.0,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,red,0.0,red,0.0,light green,37.78149289255706,white,,red,0.0,red,6.908420331385636,pink,12.459860740769944,red,0.0,red,5.790040542838836,red,1.9239600959459302,red,0.0,red,5.5742707856113904,red,0.0,red,0.0,red,0.0,red,0.0,light green,47.53008958281978,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0
