,Teams,Threat allowed av,Matches,Threat allowed GW47 7 - average,Threat allowed GW46 7 - average,Threat allowed GW45 7 - average,Threat allowed GW44 7 - average,Threat allowed GW43 7 - average,Threat allowed GW42 7 - average,Threat allowed GW41 7 - average,Threat allowed GW40 7 - average,Threat allowed GW39* 7 - average,Threat allowed GW39 7 - average,Threat allowed GW38 7 - average,Threat allowed GW37 7 - average,Threat allowed GW36 7 - average,Threat allowed GW35 7 - average,Threat allowed GW34 7 - average,Threat allowed GW33 7 - average,Threat allowed GW32 7 - average,Threat allowed GW31 7 - average,Threat allowed GW30 7 - average,Threat allowed GW29 7 - average,Threat allowed GW28 7 - average,Threat allowed GW27 7 - average,Threat allowed GW26 7 - average,Threat allowed GW25 7 - average,Threat allowed GW24* 7 - average,Threat allowed GW24 7 - average,Threat allowed GW23 7 - average,Threat allowed GW22 7 - average,Threat allowed GW21 7 - average,Threat allowed GW20 7 - average,Threat allowed GW19 7 - average,Threat allowed GW18 7 - average,Threat allowed GW17 7 - average,Threat allowed GW16 7 - average,Threat allowed GW15 7 - average,Threat allowed GW14 7 - average,Threat allowed GW13 7 - average,Threat allowed GW12 7 - average,Threat allowed GW11 7 - average,Threat allowed GW10 7 - average,Threat allowed GW9 7 - average,Threat allowed GW8 7 - average,Threat allowed GW7 7 - average,Threat allowed GW47 color,Threat allowed GW47,Threat allowed GW46 color,Threat allowed GW46,Threat allowed GW45 color,Threat allowed GW45,Threat allowed GW44 color,Threat allowed GW44,Threat allowed GW43 color,Threat allowed GW43,Threat allowed GW42 color,Threat allowed GW42,Threat allowed GW41 color,Threat allowed GW41,Threat allowed GW40 color,Threat allowed GW40,Threat allowed GW39* color,Threat allowed GW39*,Threat allowed GW39 color,Threat allowed GW39,Threat allowed GW38 color,Threat allowed GW38,Threat allowed GW37 color,Threat allowed GW37,Threat allowed GW36 color,Threat allowed GW36,Threat allowed GW35 color,Threat allowed GW35,Threat allowed GW34 color,Threat allowed GW34,Threat allowed GW33 color,Threat allowed GW33,Threat allowed GW32 color,Threat allowed GW32,Threat allowed GW31 color,Threat allowed GW31,Threat allowed GW30 color,Threat allowed GW30,Threat allowed GW29 color,Threat allowed GW29,Threat allowed GW28 color,Threat allowed GW28,Threat allowed GW27 color,Threat allowed GW27,Threat allowed GW26 color,Threat allowed GW26,Threat allowed GW25 color,Threat allowed GW25,Threat allowed GW24* color,Threat allowed GW24*,Threat allowed GW24 color,Threat allowed GW24,Threat allowed GW23 color,Threat allowed GW23,Threat allowed GW22 color,Threat allowed GW22,Threat allowed GW21 color,Threat allowed GW21,Threat allowed GW20 color,Threat allowed GW20,Threat allowed GW19 color,Threat allowed GW19,Threat allowed GW18 color,Threat allowed GW18,Threat allowed GW17 color,Threat allowed GW17,Threat allowed GW16 color,Threat allowed GW16,Threat allowed GW15 color,Threat allowed GW15,Threat allowed GW14 color,Threat allowed GW14,Threat allowed GW13 color,Threat allowed GW13,Threat allowed GW12 color,Threat allowed GW12,Threat allowed GW11 color,Threat allowed GW11,Threat allowed GW10 color,Threat allowed GW10,Threat allowed GW9 color,Threat allowed GW9,Threat allowed GW8 color,Threat allowed GW8,Threat allowed GW7 color,Threat allowed GW7,Threat allowed GW6 color,Threat allowed GW6,Threat allowed GW5 color,Threat allowed GW5,Threat allowed GW4 color,Threat allowed GW4,Threat allowed GW3 color,Threat allowed GW3,Threat allowed GW2 color,Threat allowed GW2,Threat allowed GW1 color,Threat allowed GW1
11,Spurs,143.58287169598043,38,99.65790185545173,96.66567372956446,104.54768772636142,137.93534889285053,166.4872905505555,179.1307196154126,197.8359471474375,221.5518361888826,230.03291638035859,230.03291638035859,238.87104018192207,238.87104018192207,238.87104018192207,238.87104018192207,238.87104018192207,238.87104018192207,238.87104018192207,238.87104018192207,238.87104018192207,238.87104018192207,215.3141808163907,198.46553606912494,175.93215710616536,167.03129221818276,141.79838609748654,141.79838609748654,131.73647859532917,113.39308780484966,109.55296376986163,102.66106502552118,108.2810232016657,105.9650971953358,101.1305199403848,122.1379006015403,118.41141214328152,135.99227649558867,137.8932271551873,146.84324194011944,141.8342510637428,152.93199245684914,128.98028973223907,162.77766998058982,133.23633653510893,green,104.04964089393616,light green,122.1333347260952,green,105.74840325862169,green,69.26934812217951,green,96.03486163541675,green,40.376213286072016,pink,159.99351106584072,green,83.10404401272535,white,,pink,177.30743270367384,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,339.46203142404556,red,269.1329397261143,red,184.5388650894165,pink,171.31280601024628,red,326.0047343559563,white,,light green,142.47160535305738,red,239.1742993146181,pink,174.56401586532593,pink,151.19242649525404,green,26.80521234869957,green,109.00675179436803,light green,149.37439151108265,green,72.03825283795595,green,110.77056378126144,light green,147.68314762040973,green,102.94913528487086,green,66.14491958171129,green,92.79526975005865,green,115.53235072642565,red,219.08991746604443,green,84.68514457345009,red,270.7491980865598,green,116.25578990206122,light green,128.79502307623625,green,57.73233361542225,red,193.21654047816992,green,51.42799839377403,red,321.2668063119054,green,63.95986396819353
12,Burnley,142.35306843674104,38,145.80916379179274,133.03384613245726,163.63759735333068,161.4938196193959,145.92629495475973,141.8558423806514,128.43573527144534,134.32872042592084,147.4866850035531,147.4866850035531,142.69061445125513,142.69061445125513,142.69061445125513,142.69061445125513,142.69061445125513,142.69061445125513,142.69061445125513,142.69061445125513,142.69061445125513,142.69061445125513,167.8323395683297,176.80058795958757,182.18193471963917,193.3417787243213,174.17436803558044,174.17436803558044,169.4694967142173,169.66521652149302,164.88718665870172,153.29426521701473,135.70149659312196,121.40244896124516,156.3365077466837,154.92311504536443,132.59977835363574,115.0930811651051,114.7721389441618,113.32990269043616,130.65825591662102,110.8962164260447,115.7955666471805,120.55294726576123,116.99356984879289,light green,138.98141998797655,green,57.66019094735384,light green,128.67501163855195,red,221.01856814697385,red,204.2115380987525,pink,163.34326975047588,green,106.77414797246456,green,49.55419637262821,white,,red,271.8864494934678,white,,white,,white,,white,,white,,white,,white,,white,,white,,green,113.66856750100851,green,112.04589549452066,pink,175.7183700799942,green,69.40251998603344,light green,148.02504405379295,white,,light green,141.65994841605425,red,238.3139556273818,red,289.66064332053065,pink,174.82363423332572,red,213.38779740035534,light green,147.52142801880836,green,13.85316923260689,green,108.72584916651249,red,239.68399427831173,red,256.21443428099155,green,93.67318414151669,green,90.23841703310609,green,47.4280945956707,red,258.3915807306766,green,98.83210025727749,green,83.42063743621111,light green,133.667553961277,green,91.42658859491348,green,80.14276325702667,pink,168.72656717896461,light green,120.05730429664254,light green,133.127551805228,green,116.72230176627636,green,108.75191204249859
13,Sheffield Utd,140.86484967142735,38,131.31024997149194,148.29174979989017,170.10130060038395,140.8120575760092,162.71823719143867,173.19594552474362,170.51825659083468,169.87294045143895,170.3216105034309,157.14071573955673,155.65499266875642,155.65499266875642,155.65499266875642,155.65499266875642,155.65499266875642,155.65499266875642,155.65499266875642,155.65499266875642,155.65499266875642,155.65499266875642,166.26669381346022,166.26669381346022,166.63715517414468,158.98556209036283,151.24710605346732,151.24710605346732,124.09821158008916,114.912278963519,109.61235613961306,78.43515904886382,81.9261286141617,94.98021568038634,99.0979544286217,121.3315357188029,126.53054594993591,139.5220081454941,149.28988608132516,148.3563891345901,149.30198388174176,172.00458397024445,145.94670527481608,135.8349395915866,142.85459776542015,pink,165.2890456840396,green,62.48139590024948,red,305.9017598628998,green,119.31907068938017,green,32.69086629152298,light green,131.96608163416386,green,101.52352973818779,red,284.15954448282713,red,215.14825150370598,green,100.87705869227648,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,272.66232799738646,white,,green,106.03482462465763,green,113.22225909680128,green,97.00631676241755,white,,red,287.30023484677076,light green,122.88198815658687,green,90.47699719667435,red,346.94423601031303,green,108.62805414944887,green,59.6611075103283,green,42.83712450414896,green,97.25797353312373,green,58.58045984059572,green,53.37753742933273,light green,128.70385637506843,light green,133.064841106534,pink,151.03971697390077,green,71.6612957417965,red,252.8930425643921,green,94.97353145852685,light green,144.31777279824018,red,197.07900192588568,light green,126.53036247938871,pink,157.65888020396233,red,230.57949636131525,green,70.48789169639349,green,24.191171675920486,red,193.4553800150752
14,Everton,130.22803535537892,38,157.52885092848115,142.0846201346389,144.8083610673036,152.0743782765099,127.4953693151474,113.1994531889047,118.28380646184087,105.63468396929758,108.649108226278,108.649108226278,123.2953009594764,123.2953009594764,123.2953009594764,123.2953009594764,123.2953009594764,123.2953009594764,123.2953009594764,123.2953009594764,123.2953009594764,123.2953009594764,116.21546308909144,124.74779241851398,128.98256752107824,124.66141557587045,124.24684685787985,124.24684685787985,136.97718323341437,130.93863323863064,143.54725708918912,150.50733786608492,153.08369626956326,155.61268193913358,146.37217368664486,141.61709351465106,130.15215946361423,103.6245414321976,115.38779228659612,96.75291067521486,106.36920098747525,131.48823590683085,127.24730146250555,137.69114754561866,142.15797938938653,light green,146.4610142633319,green,46.8460887670517,pink,152.02090553939342,red,292.08374582231045,red,233.6387412622571,green,51.182807609438896,red,180.4686532355845,green,38.35139870643616,white,,green,65.9122752957046,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,202.88302600383759,light green,120.03068309277296,light green,133.56732837855816,green,86.77328051999211,green,91.92479578778148,white,,green,59.45236850529909,pink,168.43562442809343,pink,153.32416091114285,pink,179.75698839873078,pink,163.21075409650803,green,56.52521690353751,green,89.02281476184724,light green,148.56472313404083,light green,126.16577446460724,red,241.58452786505222,red,228.47755383700132,red,181.24526292085648,green,74.22811659052968,green,24.339256994426247,green,115.27916193008424,green,45.911236107349396,green,55.89120164513588,red,310.820309817791,green,50.80109164118767,light green,141.54214877635243,red,200.17250142991546,green,85.59262081980705,green,119.01815868914129,green,87.15902455151081
15,Leicester,126.54623082152715,38,119.35525595077446,114.98862981264081,118.4275438210794,118.60230932278293,90.72518138481038,106.97176891512105,116.07714792979615,110.79615060506123,111.6249735733228,111.6249735733228,119.43899132311344,119.43899132311344,119.43899132311344,119.43899132311344,119.43899132311344,119.43899132311344,119.43899132311344,119.43899132311344,119.43899132311344,119.43899132311344,144.83588839481985,147.52734719908662,124.02183025010994,161.51926289977771,201.29629326984286,201.29629326984286,201.31834424766046,196.8437689489552,164.69380024022288,171.40442953844155,171.4415957619037,132.37699578915323,87.39874807319471,77.30231905089957,85.55351602179664,136.25264167785645,119.17081423369902,127.06566917310867,128.0420104706926,129.63938057156545,132.45344062202744,123.98633050865361,82.04742881602475,light green,141.01864472031593,green,76.69221200048923,green,66.02143533527851,red,254.31147273629904,light green,129.0228950791061,green,50.75365826487541,green,117.66647351905704,green,110.4522617533803,white,,green,100.76461005955935,white,,white,,white,,white,,white,,white,,white,,white,,white,,green,67.24479384720325,green,59.17157717049122,red,242.74900779128075,green,114.49131136760116,green,80.69949224591255,white,,green,116.25402253121136,pink,155.4627343080938,red,245.02307334914804,green,78.01178880035879,green,78.21038914844394,red,376.9733399152756,red,359.13870483636856,green,116.40837937593459,light green,124.14070721715687,green,19.973292388021946,light green,124.9861938878894,green,78.47055271267891,green,103.52114010602236,green,44.29097082465887,green,45.73337621986866,red,181.89908601343635,red,374.8671719804406,green,5.4134017787873745,light green,133.73453728854656,green,110.3555291891098,green,55.47256153076887,green,65.43179657310247,light green,122.62931521981955,green,81.2948601320386
16,Chelsea,109.66016385753296,38,110.50453897831696,118.01929883658886,124.46617003796356,129.93489377466696,123.39902180912239,108.7109678690987,109.75158833233374,103.38861460664442,101.63836658799222,101.63836658799222,87.20862567424774,87.20862567424774,87.20862567424774,87.20862567424774,87.20862567424774,87.20862567424774,87.20862567424774,87.20862567424774,87.20862567424774,87.20862567424774,92.42255831403392,92.95756569398301,100.37664055292096,104.65531309268304,84.89972337016037,84.89972337016037,94.10429328147855,110.50576737948826,111.21952328830957,103.96979578903743,110.50118596426078,103.33214822624412,120.44256648847035,135.10548916778393,108.76250714063644,114.61368164579783,107.41263984569481,104.37863266893795,119.2514197368707,113.13851206962552,96.59966959484986,107.34390262514353,123.11508294993213,green,16.45607966929674,light green,145.17887327820063,green,6.311093829572202,red,204.78776283562183,light green,129.4042371213436,green,60.897062346339226,red,210.49666376784444,green,69.05939867720008,white,,red,190.30697168782353,white,,white,,white,,white,,white,,white,,white,,white,,white,,green,44.59215998649597,pink,159.03665907680988,green,26.58785954117775,green,68.18140558898449,pink,165.95584768801928,white,,green,56.807662546634674,green,89.29878529161215,green,81.0896884649992,pink,162.78171073645353,green,78.52138355374336,green,98.13211336731909,green,27.666719630360603,light green,121.23965192586184,red,204.1091039776802,green,86.08597982674837,green,112.03361824154854,light green,124.24111478030682,green,47.948849201202385,light green,147.4396474659443,red,223.88011068105698,green,19.708229787647724,light green,127.0442013628781,green,61.626325640827424,green,103.0030645430088,pink,152.0583586767316,green,104.649293795228,green,108.10821335762739,green,94.91786099970341,red,237.44246363639832
17,Liverpool,105.38472297454351,38,149.48122136827027,145.5560023231166,117.21086850655931,116.92922612918275,151.15675854363613,126.14012614690832,121.76469330276761,94.07856653311423,105.70446019992232,105.70446019992232,123.06418760812709,123.06418760812709,123.06418760812709,123.06418760812709,123.06418760812709,123.06418760812709,123.06418760812709,123.06418760812709,123.06418760812709,123.06418760812709,124.85141406900117,99.95974396754589,99.90791344482984,99.6260475766446,91.12170731116619,93.02631528781993,68.7432828492352,73.65734324391399,70.25390246084758,75.83781621818032,91.8379091391606,100.70391628625137,100.70391628625137,105.88032911930766,114.98395108750888,91.17932787963322,95.83725542096155,98.80485236644745,81.7663055844605,79.99165879030313,74.44207447447947,93.72130869222539,104.35900976881385,green,33.92938822507858,red,262.339917011559,light green,131.51592016220096,green,45.233119651675224,red,238.93997939303517,green,68.97752163931727,red,265.43270349502563,green,6.452854909002781,white,,green,63.92398029565811,white,,white,,white,,white,,white,,white,,white,,white,,white,,light green,129.54442352056503,red,284.8258465528488,green,63.82355261594057,green,38.349491730332375,green,71.62981610745192,green,87.83411057665944,red,185.44207215309143,light green,142.0550087466836,green,110.58415584266186,green,63.46073895692825,green,36.37643065303564,green,12.09943424910307,white,,green,101.16636641323566,green,15.460845082998278,pink,176.45343150943518,green,86.760070361197,green,102.54813525825739,light green,148.37708109989762,green,74.1614842787385,light green,137.40125624462962,green,79.18619886040688,green,9.821069054305553,green,119.36556315049529,light green,123.32131387665868,green,29.10725362598896,green,61.738956719636924,green,98.55416603386402,red,214.1408383846283,green,84.28497659042478
18,Man Utd,101.47290733446808,38,98.79598189145327,89.5590431589101,78.75453848391771,79.20637086832097,87.67753594688007,83.3358535276992,74.84149696039302,92.44117010384798,101.14405395995293,101.14405395995293,122.16830398621303,122.16830398621303,122.16830398621303,122.16830398621303,122.16830398621303,122.16830398621303,122.16830398621303,122.16830398621303,122.16830398621303,122.16830398621303,117.49300513682621,110.3609686717391,111.67105315253139,113.2420824973711,113.96782835945487,113.96782835945487,107.7078872094197,108.74591832980514,112.54330592762146,103.84890369272658,123.76299777201244,125.12044049799442,129.6806795788663,138.47014095102037,123.51162521434682,125.05420395838362,130.4408289226038,112.34242107186999,102.54160958741393,86.22004195515599,83.11494077954974,72.76122655187335,79.15637687380824,green,75.46678874641657,light green,129.11677164956924,green,57.2140789590776,red,185.39299070835114,green,59.887345880270004,pink,153.48092950880527,green,31.012967787683014,green,10.808217618614435,white,,green,53.485238924622536,white,,white,,white,,white,,white,,white,,white,,white,,white,,green,60.37690564990044,red,244.69114625826478,green,29.495568946003914,green,94.02043353766203,pink,154.21067979186773,white,,green,71.7284046113491,red,200.65498910844326,green,27.64981370419264,red,194.76689100265503,green,38.6661603115499,green,105.01763895154,pink,159.29090082645416,green,27.908816561102867,red,207.92120695114136,green,54.231526888906956,light green,133.9060753583908,pink,178.06481886655092,green,114.51973803341389,red,191.21257439255717,green,89.43504616618156,green,103.21159679442644,green,65.02957809716463,pink,171.6124501079321,green,51.375963911414146,green,45.91405764222145,green,76.96160096675158,green,67.69933793693781,green,30.7355972006917,green,109.79563035070896
19,Wolves,100.71603796248765,38,79.75589754059911,64.07765766073551,64.10551995837262,46.59875049921019,70.24072122627071,68.58767290998783,57.80062428010361,69.06079131045512,91.13624417888266,91.13624417888266,96.06345165520906,96.06345165520906,96.06345165520906,96.06345165520906,96.06345165520906,96.06345165520906,96.06345165520906,96.06345165520906,96.06345165520906,96.06345165520906,94.28661855469856,81.84427843828287,97.99567044579557,118.76733537231173,119.82055827975273,119.82055827975273,110.99231245794466,113.58963040901082,118.12507975846529,123.87406482760396,115.13966228812933,93.59068777412176,90.2490143265043,84.75800614271846,90.58895845498357,106.54418715941054,101.09240990132093,102.6051946649594,139.673287554511,146.20156555569596,155.11635838608657,151.77870327606797,136.42036095261574,green,115.9377720206976,green,44.011928513646126,pink,153.4347635693848,green,28.656057827174664,green,47.635916993021965,light green,128.27300876379013,green,40.34183509647846,green,6.190092861652374,white,,green,44.20696459710598,white,,white,,white,,white,,white,,white,,white,,white,,white,,green,30.887377355247736,red,194.14985291659832,green,36.06457877904177,green,52.76366835460067,green,119.16300430893898,white,,pink,160.71826294064522,green,78.69741693139076,green,18.44954565167427,green,107.05347210168839,light green,149.1243228316307,red,198.16532284021375,light green,126.535564661026,green,98.92054218798876,green,96.87864258885384,green,50.19769109785557,light green,147.29636758565903,green,87.98350505530833,green,47.3225012421608,green,103.14385052770376,green,60.48348490148783,light green,137.6953087747097,pink,161.88429202884436,green,109.13392677903175,green,98.57299840077758,red,306.79915146902204,light green,148.84179653599858,light green,122.88703471422195,green,114.33172300457954,green,54.37589576467872
20,Man City,98.79012150738977,38,63.02169919280069,116.99246818731937,115.54207606241107,98.83362524477499,121.53809423159275,128.7786468597395,121.0761404463223,115.33625982701778,61.05849997007421,69.00671526257482,77.99087600516421,77.99087600516421,77.99087600516421,77.99087600516421,77.99087600516421,77.99087600516421,77.99087600516421,77.99087600516421,77.99087600516421,77.99087600516421,65.50066516335521,65.50066516335521,72.7891391675387,105.71000589323896,114.18984878276076,114.18984878276076,107.14222537353635,122.1013148448297,112.97128365508148,103.59507040785891,97.69525025039911,82.52161320831094,81.18297468338695,92.51650899116483,78.2237634062767,88.31191823950836,119.0898021949189,112.29329002755028,118.14193262585572,117.2970465783562,128.9898476430348,121.00673530782971,121.11508234270981,green,79.64327149093151,green,13.186820223927498,pink,166.6350271552801,green,14.958843775093555,green,21.642983239144087,green,62.87646517157554,green,82.20848329365253,red,457.43865445256233,green,3.0340753495693207,green,49.675871431827545,white,,white,,white,,white,,white,,white,,white,,white,,white,,pink,173.89012668281794,white,,green,72.32685163617134,green,8.958920277655126,green,42.02931895852088,white,,green,77.49433545395732,green,58.671582397073514,green,112.5649966299534,green,86.45865079015493,light green,123.34616966545582,red,239.40498735755682,green,101.38821918517351,green,28.160971589386463,pink,163.38520869612694,green,48.65477830171585,green,20.825158059597015,green,82.04742856323719,light green,133.18952806293964,green,92.01774951070547,green,107.49571174383163,green,63.335989601910114,green,119.27186213433744,red,236.27034574747086,green,34.471843391656876,pink,174.13002625107765,green,86.10354717820881,red,189.34531919658184,green,7.454203255474567,light green,120.03029137849808
