,Teams,xA av adj,Matches,GW47,GW46,GW45,GW44,GW43,GW42,GW41,GW40,GW39*,GW39,GW38,GW37,GW36,GW35,GW34,GW33,GW32,GW31,GW30,GW29,GW28,GW27,GW26,GW25,GW24*,GW24,GW23,GW22,GW21,GW20,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
11,Arsenal,92.20615447095109,38,99.71152639656928,43.901240571893965,91.69440916432109,30.965179497783016,137.03326266823402,142.10115837764818,63.531920170019326,78.12757593925137,39.77780094079675,18.196853708020175,,,,,,,,,,124.40227794645806,,148.21856533431344,235.59040177736404,146.55991169631673,,74.8625965989268,36.06636740338035,50.26787269126839,103.30398675817914,97.76761548145059,67.55602269691623,91.93996401842497,16.791661571014302,90.43079975208869,75.98489635268021,28.72139192417404,50.60708246658623,102.90961961497479,119.83558362996432,65.68172562097624,90.26382494837056,99.73837867006488,206.96027227733686,112.19833666053547,84.05622150515602,167.3828055228408,63.98998387333955,115.11243280064264,91.59234286785993
12,Brighton,90.35947078861972,38,115.1486937770974,65.00688708411614,32.30294283668887,21.88222001623678,276.6827764170295,65.32212224796972,20.005644104492927,26.46075435382835,,44.651815792248264,,,,,,,,,,41.54373341504064,118.699512540388,98.08711018956623,45.22138589411855,134.71486626356932,,89.82557334978195,50.93159778767889,46.57173629692109,177.2574024916546,78.06898226890094,91.51616394469195,32.86666917780263,79.59927483305754,92.61170478509077,110.72107746097272,109.4928077805963,89.61162365237134,163.0936682264113,156.44357645770003,27.128253581056505,91.17648712285607,86.96902408248589,78.62011620076073,87.98946228530612,115.61789056080892,115.07217610409973,96.5210479239582,184.82455829727718,75.39855036291723
13,Aston Villa,88.93103709104537,38,52.122753905002476,48.85101159570045,154.1185936701298,110.0695809198798,38.85648370539353,94.58816065813541,37.146046103394006,95.6927947266069,154.18605328875182,100.35204518856568,,,,,,,,,,74.96939642656712,,45.361948842296606,150.3765946739756,74.99114941251334,,55.87782163365748,70.7470449768355,33.00726782321291,126.40927004088769,52.53322594627302,49.02611529292712,72.50240519116203,21.688601797072106,137.05533515245318,103.62889144595695,83.4893566608322,210.72196079103264,45.77322161964327,89.21278753032927,40.989926555599034,175.67909835797994,154.9482976156071,77.82801470178477,139.2552151725702,105.2773894205806,16.291798953139388,94.98142740654745,126.39813713085508,64.37418512587126
14,Spurs,88.04517142146744,38,18.63478435477591,87.58079940053638,88.00565094310889,148.77024962604648,20.50214599992018,24.708197827178584,96.39458663752325,81.85328229499358,,55.65549285805628,,,,,,,,,,30.90059023045686,92.75250679285128,28.981049723486347,158.47876276782458,61.4816716548709,,97.07719606547805,135.5518672748273,131.6871427839623,80.52707562041155,70.29865810544707,74.03316471466972,29.588654034903414,141.93670388828107,242.41893023087047,32.76528672539703,236.081469408965,154.23127219047052,109.41618977241379,27.009073378452513,90.94914871809739,26.31876521998724,37.32320893463467,114.28919700256453,152.72186726830014,90.89305297921996,51.09869081396789,82.25338233371725,10.904219072093062,131.6425263670012
15,Burnley,87.16803041917836,38,127.11918512673161,113.80038244374158,110.94000366837658,20.306665936101815,45.81922172364333,122.62315363329408,18.915368680726864,65.28353462224418,,0.0,,,,,,,,,,146.88305219116612,24.23485210107785,166.17360912955743,83.36206576863343,212.387121719118,,94.7043370772149,16.234244076030276,57.68419572399267,168.91476821115913,40.61109642642118,59.006042327710574,11.094633686376604,90.13820092290945,77.39322612767333,63.5664900464262,71.5175031955406,47.25304717990343,159.4270164756815,8.242015458668547,286.79282367489174,114.15536760681655,52.63187461033022,118.76272712272284,167.19741195933258,25.87860032519932,82.00276276618796,101.92758286905234,77.62060248415229,61.780368829970875
16,Bournemouth,86.46655110324596,38,65.96742258330967,52.705877992889384,209.98857175952213,87.85926860795624,87.04741531406027,61.00826146992471,93.16985807720964,6.428072816054855,,23.920021886684378,,,,,,,,,,177.64292751420922,209.58259016404736,165.50986868251601,63.54609913975441,147.34973448193261,,85.62929747894042,31.96171719624574,19.16567098033887,57.482723478544294,31.82841973706079,116.28051815026939,11.6871843401468,126.62974321900751,21.201297903076235,24.66178645595982,65.96202107965047,112.08378031360537,30.858586157168606,155.29985129476233,65.77348982450253,38.09971371855337,60.66003143026305,176.1384712178454,119.26545652216839,128.58467118451307,63.34843130540441,115.68742066864193,63.498452584713775,112.21421519189225
17,Watford,83.18299274621356,38,254.29299053085404,11.802113224095029,51.57815521430625,119.3514362165853,43.37130402555504,56.78038489987378,12.99148445961253,29.57997365560152,,106.43735023619091,,,,,,,,,,24.094231612090564,275.3848481254982,23.298809614371148,21.963992150812135,77.73842190303209,,85.38720795569944,149.7854002208519,139.58175307038195,150.38631861966266,102.85399326509888,47.13032901532262,64.35263587859902,79.3140460190756,135.59240097943345,22.809055533428698,15.227426954917416,56.823286698280405,67.73690731271823,93.99096575293927,8.465808961024052,68.17956555112491,146.0802389184414,58.23520528324835,44.64101344519768,164.66977900413468,38.11691818885596,182.03077696096682,91.17896720540435,39.71822769282924
18,Norwich,77.65152374771328,38,111.74784918242514,19.03591780364412,8.316921525742817,43.887943469071686,83.19540096729847,46.02906821606176,8.766949910128908,23.679430736669197,,61.47136275478286,,,,,,,,,,99.38936528290667,50.17680291001696,51.74746606962211,52.588260678002655,175.61199601433196,,62.816137487644625,77.5532028353405,24.945165696751946,145.30846614587878,18.77753405654984,84.43931184178282,151.94583174751727,119.94586266593176,57.763180651606575,80.07338303516403,55.50015261528884,147.45676995052096,24.82888390640467,35.827719004102036,104.45714924522845,34.432999827352354,56.236857600510774,63.352029163851675,42.15006592520285,248.20356250510653,81.36720413774864,128.6948452356142,165.5037049725359,103.53314663876358
19,Newcastle,73.41172466544806,38,46.527021032448054,73.22687463462843,85.25890194306331,124.7572788274914,28.845996505952446,112.1631717433672,137.9974416000737,48.91629300024193,,216.10813297826974,,,,,,,,,,142.09316212167343,71.33297550681394,12.257170120349732,104.88532523139372,31.28405625716114,,12.858924929866488,114.9193884041689,26.472435556762246,84.72283662504668,168.8692851150136,149.5612220587452,21.415748413163538,95.7054256494815,34.52045568062269,51.373411616723295,18.872769697815475,46.07188903552347,51.00283272072304,135.4290460472374,70.49502609600931,23.494443136299676,86.09105414936664,5.03738278243002,98.9198015470474,33.83102841049705,82.8822898274984,50.20766533779962,61.691212137036466,29.546160809220165
20,Crystal Palace,67.25369010274824,38,97.65740851334553,49.84024550656755,45.21689407246474,60.70060527149414,145.19236706502627,45.717164977130814,32.996216749838666,5.43649384078181,,59.556343491347725,,,,,,,,,,76.98953569065155,171.98459013859747,126.35151429531145,35.286170859263706,92.93094525258485,,59.27024929362523,84.07604398056114,20.87988971673727,89.81219558725823,8.165471434526312,103.53337595196935,74.62355132835732,33.57913629714055,13.370382262569874,26.929977874033398,71.5691377732337,132.7547092621394,63.188224866418786,30.125715851195377,87.68563419736735,34.478441884117544,103.42138056676562,66.07620481841516,107.10666947480624,50.33175340200427,83.73998074822352,58.672103256974005,15.145431572770079,91.24806677881713
