,Teams,xG av adj,Matches,GW47,GW46,GW45,GW44,GW43,GW42,GW41,GW40,GW39*,GW39,GW38,GW37,GW36,GW35,GW34,GW33,GW32,GW31,GW30,GW29,GW28,GW27,GW26,GW25,GW24*,GW24,GW23,GW22,GW21,GW20,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
11,Burnley,130.25395160850795,38,132.3119432829819,136.64028388343775,220.1567435558495,62.02770892911876,83.97822285612853,135.38375101986233,33.932192430754654,95.25980716813926,,4.438331121256087,,,,,,,,,,341.6610158901859,49.92424906052872,264.8972984674909,85.72990452904583,212.38711907904076,,102.15224717528764,177.53498378357017,106.86207394828833,179.6827389148282,55.066541447093414,62.725568468676165,12.334674890950291,116.0799172940098,111.48811899071676,71.17358399321687,184.04660700573572,263.12827854282784,192.6809830146293,73.51718638857022,295.03495938915273,207.7247092646844,62.02200694906406,126.31433342452983,179.34359197318463,31.433614577568637,84.6619925064415,176.3251609905434,132.26921208912117,87.31850482678857
12,Watford,129.5551176234113,38,377.24703292611264,19.290053095937253,88.46170648014659,252.89409266510225,54.34736257461885,80.25171267610557,35.08591016950009,50.30607822700253,,115.07094283720109,,,,,,,,,,42.34717005056518,390.5787361455102,42.00621310168101,25.22815365847127,102.00819011443204,,139.06979983808594,240.7236347931296,200.97270044040286,153.60628358251262,247.5450380913457,61.206216208942024,226.8546688325977,138.72839144457188,148.14523929312898,22.809055533428698,48.40187627014659,91.6075973104828,101.93323750534704,194.2997538733417,57.68298215612384,85.23372232351147,148.05532738648708,156.59143581414705,50.42638619834352,268.49859891645144,90.08595874093413,182.9243331171607,132.07347217458064,60.49540512203734
13,Spurs,127.1916915593533,38,29.25549530790431,87.58079982595625,161.3921288789612,171.82957995653612,40.96286599318624,56.79714079830481,104.15279519198928,178.75889880630731,,76.17118178581211,,,,,,,,,,115.39325157567427,278.57702117575474,35.038164114323905,328.66843563873766,61.48167492454681,,174.5823513607062,158.90339690625547,151.6429086386683,103.93245953563977,136.53457061560695,92.9446202299945,36.45991364638528,141.93670281923028,243.32070033498312,77.23401028457204,253.87821782234695,176.4531077673083,154.9513570736446,27.009073378452513,188.4169209302261,80.18298026589606,43.10613383325066,114.28919905966485,152.72186620475048,98.94220139723822,191.53587666446205,101.95125193054503,10.904219072093062,195.39080550950953
14,Brighton,126.96759754376781,38,141.09017394694212,69.18570289337111,65.37690047496837,21.8822191988178,327.6559213127791,67.67544047986004,44.167221733875984,126.13402553684608,,63.401621755308874,,,,,,,,,,44.31892914826286,168.49079597665394,108.7809239969359,68.52744498014626,162.0525448623029,,178.39635615390247,98.39777549259996,170.14256078922418,214.5179188554421,90.83937372240389,109.71288129254688,43.94652418606907,240.3468496203483,139.00687156094276,145.67244441491798,118.97318673740611,89.61162535405079,163.09366769587285,198.96634542978677,127.92433821168713,100.17553306250876,272.503071055253,81.212754574016,100.0185450509821,171.2866418749354,125.95470087644065,96.52104470414898,191.87139396351407,76.93643568710586
15,Bournemouth,126.6228389200614,38,162.52658338037165,55.99939562766723,243.75842446352382,290.41804384283313,96.65696116171229,218.58037876107568,106.79639665307876,8.881889964352363,,34.2839060857446,,,,,,,,,,177.64292751420922,209.58259360054558,178.38453084163572,116.15449928990999,208.84224204127045,,173.24725834494816,41.83955462393569,28.81777792861507,57.48272318142052,45.10798252826782,146.89998317806626,14.063362260322442,159.77272690051532,21.201296881385833,32.31926201391953,103.61602444577153,126.24363285734078,155.37752087086554,272.3160269381069,80.92373202402877,50.62689815892892,64.62945673512382,185.00527581225114,124.62662366366023,157.06815879054173,63.34843109269449,276.97968113206093,123.18021062155736,198.46550475007396
16,Sheffield Utd,125.82112649281798,38,135.45813899430132,51.98471955378709,75.39501028193654,269.8745730820088,68.35066654720639,165.82166410553785,161.02992519451703,15.39255924739066,46.16206259354301,17.852181543111577,,,,,,,,,,89.77038602738057,,149.5142663224906,181.80681460692003,82.10113874421889,,113.36090279207467,112.77469313735766,161.83520832744162,87.02305467231575,180.43426099870442,184.28141109197688,149.48157798773966,142.87242493111398,53.4255837731299,88.25103500420904,211.34903115094687,253.59160696013433,93.39638368275878,262.3121354989062,99.99943715161226,84.63861351208502,31.810302439717926,163.68476161438176,56.37355372666226,180.57779933892937,137.9095268939003,74.72165593404739,174.69127339687515,171.89246586571224
17,Aston Villa,123.15637091451883,38,80.3872202459175,54.246011905824716,168.6963490180718,160.05977354452972,85.28876380536886,94.58816167982582,57.8847116344104,99.41442222106434,250.7914146218099,103.48958178110819,,,,,,,,,,76.79205848479157,,45.361948842296606,172.42254484521152,124.138933141031,,98.94374966951834,91.9278670192084,164.663256559441,177.47621923959608,54.946867937909154,49.02611445539308,88.45296713234097,99.77676923079927,141.76592571054152,113.44631501608929,190.70278479494755,218.1313675894447,67.9009601737384,101.69687600626598,157.24776344198068,281.0130401066554,313.23190342453654,92.81379690427539,162.0970460834939,112.06265595812789,28.61792591539531,94.98142761324365,141.082412559342,64.37418643816903
18,Norwich,101.23236370343932,38,116.5044271253926,58.5350644084644,8.316921525742817,48.91199908808013,102.38128062293417,49.10269691443223,14.539588629142113,42.55823183368465,,62.89609622834983,,,,,,,,,,279.723761355795,67.57262465609749,51.74746606962211,52.58826118884785,195.7388404254654,,143.39451518695896,150.51244520699186,39.37757460472558,162.66842360126824,26.978852520824603,109.8352386874974,181.56027494495788,132.93577934774737,60.097581829201566,86.55490658743112,76.92409008969526,201.12637813255185,55.857891104347246,40.99618621849704,127.36921992902533,34.43300014574759,141.30587135130392,67.13995128155511,81.35876298789225,254.72232084315277,93.11043549270265,142.46777992280235,169.40596438121398,115.57911626055258
19,Newcastle,95.29010580161503,38,46.52701898906724,83.69741419362936,106.43342566041831,135.78724904880414,31.65996720574272,118.93680276524816,190.98513496263314,50.081670627308256,,220.72018016480834,,,,,,,,,,311.45506798781304,113.74595889673911,15.508655712826979,110.23641947292072,74.09179688559686,,65.97380453520599,117.68023256672743,26.472435556762246,89.0877271729418,181.1136319631547,149.56122152820672,67.35100240938212,110.37553777159086,107.49086568791724,54.75991366796297,30.46362943296926,52.808405779959074,202.83954342908032,154.08692737977293,86.7850724637079,25.972011347244365,92.61209100467248,6.181984391875775,98.91980121145372,39.91447571032201,93.86524642552551,51.761141305569474,69.1215382061888,35.95901693962008
20,Crystal Palace,89.98358415853241,38,104.72365896621781,63.15076605697291,81.48162178431298,74.31404181611447,170.53222694833295,57.95954855106653,108.39422357157405,8.84873316586812,,67.38792776084536,,,,,,,,,,76.9895343505926,195.62839931477077,141.90623600867295,96.2915959755968,99.51859503053622,,64.78388209370414,85.8264479566191,30.035474045474746,97.34572846402625,13.23712012784914,170.83869743589008,79.65150506774009,43.67860170044701,18.952373712932907,32.799632406462614,95.09447986525026,140.62319676391178,63.188224866418786,50.579303278760186,168.0934769341843,92.64967456579873,164.9567082017083,135.26664471696353,141.43802763861595,58.10631507155678,107.15200564477732,96.41423840400297,24.8176768037318,96.71965295593003
