,Teams,Opponent xG av,Matches,GW47,GW46,GW45,GW44,GW43,GW42,GW41,GW40,GW39*,GW39,GW38,GW37,GW36,GW35,GW34,GW33,GW32,GW31,GW30,GW29,GW28,GW27,GW26,GW25,GW24*,GW24,GW23,GW22,GW21,GW20,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
11,Southampton,150.48019579415651,38,141.05146303772926,58.31171711906791,68.07643696665764,150.33007357269526,68.20061849430203,342.279545404017,36.53467409312725,230.84881752729416,,65.49319559708238,,,,,,,,,,324.3156397715211,278.68175338953733,47.23502993583679,89.26985524594785,386.74177695065737,,67.4589317291975,217.72044952958822,78.01141496747732,108.22402834892273,13.783705979585648,85.99730134010315,92.10535828024149,90.32402485609055,111.92936785519123,90.12892320752144,50.4004817456007,161.79230064153668,210.42861081659794,336.64131984114647,441.18855968117714,88.74950557947157,215.20109586417675,119.00841733440757,129.77269385010004,188.0341999232769,190.35579729825258,100.50658211112022,152.1897204220295,90.92405186966062
12,Arsenal,152.936662471314,38,399.23681654036045,57.408019714057446,225.1187678426504,181.8455507978797,100.2384003251791,98.51656667888165,15.387103334069252,74.37037751078606,67.09731137380004,279.6609003096819,,,,,,,,,,163.24702240526676,,272.7795569226146,116.66211616247892,224.76719468832016,,338.6117972433567,119.3483461625874,31.78624613210559,71.55629880726337,149.66558469459414,155.46280425041914,48.65230955183506,169.55349557101727,52.1846879273653,154.16371207684278,81.40800632536411,309.81037784367794,137.05490697175264,151.48660354316235,177.8916697949171,89.57221042364836,68.39671703055501,113.40067945420742,171.5457061305642,284.14942072704434,202.70053036510944,278.8210816681385,139.97920341789722,38.05507319048047
13,Crystal Palace,153.27967711920408,38,31.030242890119553,152.75098690763116,190.4480637051165,169.76959705352783,265.75323082506657,220.68263245746493,35.99064592272043,260.34729704260826,,36.363695841282606,,,,,,,,,,44.91610750555992,178.71207678690553,16.449468676000834,283.38330537080765,87.08170037716627,,113.06013036519289,247.9722943156958,168.97787414491177,172.5364975631237,148.43387668952346,79.6338165178895,71.4367656968534,254.92718694731593,157.132282666862,34.27986912429333,195.21156139671803,171.06094323098662,335.78728325664997,98.11672419309616,157.15987961739302,402.2366635501385,123.57729598879813,71.21291141957045,175.57239551097155,104.94440477341413,30.35399615764618,227.9232014901936,185.2886983193457,124.11212623119354
14,Brighton,160.41803901622953,38,146.87415938824415,92.90912859141827,236.32734287530184,565.0440320372581,261.6239756345749,54.506926238536835,121.07847128063439,50.69994516670704,,69.76141948252916,,,,,,,,,,90.86182229220867,217.15920716524124,165.96976537257433,28.004757314920425,130.77397048473358,,192.3148039728403,102.04542279243469,202.53300424665213,167.19650775194168,50.07255468517542,103.17407958209515,165.93347936868668,48.48585659638047,189.62498176842928,96.53770793229342,138.88749657198787,350.91722775250673,365.2989748865366,45.508215203881264,104.92303110659122,311.94125805050135,47.85038307309151,428.2770451158285,109.8068873398006,34.89318955689669,230.81780709326267,209.2407390475273,100.85639301687479,67.15351277962327
15,Watford,160.6952594078489,38,195.28180323541162,440.1028176769614,83.39952807873487,150.99243810400367,113.84573504328728,279.12679044529796,133.6401268839836,105.92681299895048,,105.29350731521845,,,,,,,,,,85.61067096889019,20.603114739060402,250.4419439472258,76.20101347565651,296.230898052454,,110.02327613532543,176.6970867291093,32.04473601654172,123.25241528451443,61.09971012920141,204.9168810248375,153.18260453641415,162.06605285406113,21.074623242020607,228.73539365828037,196.71000204980373,292.592865601182,62.11274787783623,219.13464404642582,89.98541235923767,89.1617126762867,35.3723575361073,116.36286247521639,663.8958435505629,100.61551239341499,104.37609208747745,357.46687361970544,83.29132422804834,85.55162642151117
16,Bournemouth,169.08318205785594,38,174.6987359598279,224.52747635543346,82.75496922433376,166.08399283140898,47.92740223929287,263.2587229833007,223.45656640827656,71.50015765801072,,78.8452722132206,,,,,,,,,,189.45327457040548,204.06293282285333,309.93532966822386,212.71774135529995,145.24512477219105,,208.72743427753448,176.1026805266738,235.14222502708435,232.82472603023052,106.283950060606,145.131741091609,14.431825280189512,203.30155473202467,307.2398578748107,38.37624974548817,297.04277692362666,127.64991410076618,237.32647001743317,64.11288864910603,67.49028470367193,40.287323854863644,124.10904876887797,130.24743013083935,218.02082508802414,151.52766536921263,225.44452138245106,313.68473079055553,165.06934687495232,201.11774783581495
17,Newcastle,178.77688108894387,38,56.81802872568369,85.58957241475582,199.65806119143963,312.85506039857864,328.66152580827475,209.9854658357799,132.11772870272398,122.98549460247159,,57.1070471778512,,,,,,,,,,34.88713949918747,61.761244758963585,175.55208019912243,302.25744768977165,242.14834794402122,,205.25412652641535,205.4356697946787,207.98816718161106,265.20729400217533,287.94988729059696,199.6384732425213,98.53680711239576,143.60236395150423,194.74571235477924,109.17527806013823,248.49872589111328,269.85012367367744,192.2173948958516,160.66447999328375,193.25524177402258,231.95886705070734,97.25687317550182,182.43773989379406,123.73285442590714,293.2813139632344,111.44526060670614,126.12380441278219,209.5719700679183,113.30880708992481
18,West Ham,181.18805856394926,38,100.7882084697485,98.4161352738738,110.91186990961432,61.32508059963584,105.29054999351501,149.12105724215508,157.60859455913302,224.12504255771637,,106.43282392993571,,,,,,,,,,155.9735837392509,87.00248040258884,252.19033230096102,220.70541251450777,203.17888371646404,259.9910791963339,303.14307920634747,195.4731710255146,202.9063906520605,72.07091711461544,262.7665925770998,214.19482100754976,,82.51237869262695,179.18142899870872,182.23749697208405,274.19731449335814,221.23407870531082,241.58032862469554,193.19172017276287,125.3776917234063,229.8820946365595,206.82007716968656,231.95664994418624,127.8264096006751,140.50236213952303,116.7403718456626,229.3475973419845,240.56527884677052,318.37683953344816
19,Aston Villa,190.9676813410203,38,78.14651597291231,73.71371453627944,94.44342907518148,98.20280671119689,286.53148133307695,108.3702377974987,70.35488225519657,66.18077149614692,114.01129700243473,23.590889293700457,,,,,,,,,,241.23922158032656,,302.92571503669024,434.3211870640516,275.97603127360344,,183.77475291490555,130.02842385321856,379.4244086369872,237.4430033378303,327.1201099269092,145.1425390318036,273.93958047032356,188.79975825548172,410.3634737432003,197.94085510075092,184.80411283671856,69.78403460234404,210.3806421160698,240.2513239532709,325.1281149685383,132.3776539415121,186.72962514683604,166.91895322874188,256.6419705748558,53.527862671762705,141.5967620909214,125.6678672041744,162.77734488248825,258.20053704082966
20,Norwich,192.83495647587665,38,357.669042237103,182.3298029601574,305.1193432882428,397.7353785187006,72.5199306383729,90.30462596565485,176.4962062239647,65.49119390547276,,188.57691772282124,,,,,,,,,,119.7876375168562,142.65376944094896,369.81254406273365,213.6745821684599,98.86647146195173,,232.9588670283556,55.82978557795286,313.4555898606777,129.89600859582424,182.18874149024487,65.41937366127968,181.73485938459635,106.50818543508649,71.28992918878794,202.71853897720575,202.56558619439602,81.26933397725224,136.01748021319509,265.49633480608463,451.2320600450039,67.55542438477278,417.96979345381266,180.49684893339872,239.31216225028038,234.53390412032604,221.79715558886528,190.5989270657301,92.23426710814238,223.61174263060093
