id,name,team_name,country,team_fan,2020/21,2019/20,2018/19,2017/18,2016/17,2015/16,2014/15,2013/14,2012/13,2011/12,2010/11,2009/10,2008/09,2007/08,2006/07,predict,probability
1444038.0,Odd Egil OrÃ¸y,Jarmyra United,Norway,Liverpool,356.0,36338.0,6859.0,,,,,,,,,,,,,1,0.7405858100499062
119115.0,Chris Castorina,Nerazzurri FC,Australia,,19410.0,24044.0,1710.0,2489.0,55432.0,41670.0,17554.0,554372.0,,,,,,,,1,0.7405755327676287
796789.0,Josh Savinson,Chicken Dinner,England,Man Utd,2367.0,7660.0,5913.0,8531.0,134749.0,186461.0,2603.0,79352.0,23315.0,,,,,,,1,0.7403727107330997
284809.0,David Williams,Montreal Albion,Canada,,2722.0,41192.0,11.0,49855.0,6187.0,23038.0,48126.0,,,,,,,,,1,0.7402903401863998
8513.0,Tobbias Uteng,F? det p? FC,Norway,Liverpool,22300.0,21521.0,19599.0,,26641.0,,,,,,,,,,,1,0.740036862268491
138003.0,Sti Str,Ben Bought Mee a Zoo,Belgium,,19353.0,31027.0,8127.0,7969.0,,,,,,,,,,,,1,0.7395565962771006
524787.0,Tomo Kozoloski,Tomo,Macedonia,Arsenal,3021.0,16924.0,25917.0,37420.0,1656.0,75319.0,17429.0,,,,,,,,,1,0.739331467018022
18024.0,Mark Childs,MC Hammer 'Em,England,Wolves,37896.0,27957.0,11613.0,4309.0,28199.0,,,,,,,,,,,1,0.7388806089386419
32634.0,Sivert Arne Selvli,Up Up & Away...,Norway,,1413.0,3158.0,9388.0,30438.0,3488191.0,,,,,,,,,,,1,0.7380009218267499
48.0,Georgi Arnaudov,Green Butchers,Bulgaria,,29397.0,9552.0,1140.0,750.0,9917.0,,,,,5080.0,212511.0,352205.0,,,,1,0.7377886566598432
84033.0,Daniel Magari,Ledley¢??s Kings,USA,,1413.0,13595.0,34004.0,,,,,,,,,,,,,1,0.7377468091203625
4760638.0,Andrew Hyde,Exhuming McCarthy,England,,110794.0,8100.0,1329.0,6502.0,658.0,16008.0,4936.0,4143.0,9961.0,28534.0,,,,,,1,0.7374150439526347
2235.0,Peter Ehigiegba,Don't Thread on Mee,Nigeria,Man Utd,499.0,1171.0,91907.0,,,,,,,,,,,,,1,0.737390778634332
2066.0,Samson Baretto,SAMUFC,India,Man Utd,12780.0,16631.0,24741.0,14093.0,13614.0,652.0,304759.0,,,,,,,,,1,0.7366358617706588
629836.0,Mac Gunner,Camakazi,New Zealand,Arsenal,14902.0,18947.0,477.0,28311.0,4536.0,671390.0,,,,,,,,,,1,0.7364083623365265
353124.0,seth naidoo,Comets FC,South Africa,Man Utd,18578.0,7130.0,73922.0,5017.0,18964.0,8482.0,10738.0,129194.0,21832.0,,,,,,,1,0.7357034185731514
39291.0,Fahad Al-Thekair,Qortuba FC,Kuwait,Liverpool,21044.0,104238.0,21696.0,502.0,10964.0,4447.0,,,,,,,,,,1,0.7351203825351298
16787.0,Yavuz Kabuk,Kabukkinen FC,Netherlands,Arsenal,123.0,8564.0,7059.0,9171.0,9061.0,6610.0,3697.0,64043.0,693.0,50768.0,,,1665482.0,,,1,0.7350841378802121
342218.0,Rafal Borowiak,Rafal JohnnyBet,Poland,Liverpool,4608.0,2615.0,47744.0,82188.0,,,,,,,,,,,,1,0.7350592922717625
6309.0,Fajar Nur Fatah,Bangjo Prapatan,Indonesia,,1903.0,45736.0,26799.0,47359.0,14705.0,,,,,,,,,,,1,0.7345363858381102
120953.0,Daha Mohamed,Kroos control,England,,18.0,13025.0,16060.0,115650.0,,,,,,,,,,,,1,0.7344468930949891
94918.0,Robin Sulen,RyanGiggsNiece,Norway,,40429.0,627.0,6298.0,16913.0,108753.0,209535.0,,,,,,,,,,1,0.7343617281418898
1615327.0,Itai Bar-Guil,Ultras Milky,Israel,Spurs,3547.0,34303.0,38326.0,7293.0,100367.0,45519.0,,,,,,,,,,1,0.7340770548841633
127153.0,James Gibb,Racing Club Dubai,United Arab Emirates,Man Utd,6962.0,23970.0,12908.0,297875.0,4204.0,2914.0,705.0,72177.0,,,,,,,,1,0.7340211442565869
