id,Name,web_name,Team number,Team,Position,Team games,Played
685,Nathan Butler-Oyedeji,Butler-Oyedeji,1,Arsenal,Forward,22,0
710,Jakub Kiwior,Kiwior,1,Arsenal,Defender,19,7
751,Reuell Walters,Walters,1,Arsenal,Defender,11,0
767,Mauro Bandeira,Bandeira,1,Arsenal,Midfielder,2,0
29,Philippe Coutinho Correia,Coutinho,2,Aston Villa,Midfielder,38,20
31,Emiliano Martinez Romero,Martinez,2,Aston Villa,Goalkeeper,38,36
32,Calum Chambers,Chambers,2,Aston Villa,Defender,38,14
33,Lucas Digne,Digne,2,Aston Villa,Defender,38,28
34,Bertrand Traore,Traore,2,Aston Villa,Midfielder,38,8
35,Robin Olsen,Olsen,2,Aston Villa,Goalkeeper,38,4
36,Morgan Sanson,Sanson,2,Aston Villa,Midfielder,38,2
37,John McGinn,McGinn,2,Aston Villa,Midfielder,38,34
38,Kortney Hause,Hause,2,Aston Villa,Defender,38,0
39,Tyrone Mings,Mings,2,Aston Villa,Defender,38,35
40,Ollie Watkins,Watkins,2,Aston Villa,Forward,38,37
41,Marvelous Nakamba,Nakamba,2,Aston Villa,Midfielder,38,0
42,Emiliano Buendia Stati,Buendia,2,Aston Villa,Midfielder,38,38
43,Matty Cash,Cash,2,Aston Villa,Defender,38,26
44,Ezri Konsa Ngoyo,Konsa,2,Aston Villa,Defender,38,38
45,Leon Bailey,Bailey,2,Aston Villa,Midfielder,38,33
46,Douglas Luiz Soares de Paulo,Douglas Luiz,2,Aston Villa,Midfielder,38,37
47,Jacob Ramsey,Ramsey,2,Aston Villa,Midfielder,38,35
49,Tim Iroegbunam,Iroegbunam,2,Aston Villa,Midfielder,38,0
50,Diego Carlos Santos Silva,Diego Carlos,2,Aston Villa,Defender,38,3
51,Anwar El Ghazi,El Ghazi,2,Aston Villa,Midfielder,38,0
52,Keinan Davis,Davis,2,Aston Villa,Forward,38,0
53,Boubacar Kamara,Kamara,2,Aston Villa,Midfielder,38,24
54,Cameron Archer,Archer,2,Aston Villa,Forward,38,6
55,Jaden Philogene-Bidace,Philogene-Bidace,2,Aston Villa,Midfielder,38,0
56,Frederic Guilbert,Guilbert,2,Aston Villa,Defender,38,0
479,Leander Dendoncker,Dendoncker,2,Aston Villa,Midfielder,38,24
525,Ludwig Augustinsson,Augustinsson,2,Aston Villa,Defender,38,3
537,Kaine Kesler Hayden,Kesler Hayden,2,Aston Villa,Defender,38,0
538,Ashley Young,Young,2,Aston Villa,Defender,38,29
638,Lamare Bogarde,Bogarde,2,Aston Villa,Defender,31,0
670,Filip Marschall,Marschall,2,Aston Villa,Goalkeeper,23,0
672,Kadan Young,Kadan Young,2,Aston Villa,Midfielder,23,0
694,Alexandre Moreno Lopera,Alex Moreno,2,Aston Villa,Defender,20,19
707,Viljami Sinisalo,Sinisalo,2,Aston Villa,Goalkeeper,19,0
711,Jhon Duran,Duran,2,Aston Villa,Forward,18,12
744,Sil Swinkels,Swinkels,2,Aston Villa,Defender,17,0
745,Oliwier Zych,Zych,2,Aston Villa,Goalkeeper,17,0
753,James Wright,Wright,2,Aston Villa,Goalkeeper,11,0
754,Sebastian Revan,Revan,2,Aston Villa,Defender,11,0
755,Travis Patterson,Patterson,2,Aston Villa,Midfielder,8,0
761,Tommi O'Reilly,O'Reilly,2,Aston Villa,Midfielder,6,0
57,Adam Smith,Smith,3,Bournemouth,Defender,38,37
58,Junior Stanislas,Stanislas,3,Bournemouth,Midfielder,38,4
59,Ryan Fredericks,Fredericks,3,Bournemouth,Defender,38,12
60,David Brooks,Brooks,3,Bournemouth,Midfielder,38,6
61,Jamal Lowe,Lowe,3,Bournemouth,Midfielder,38,2
62,Kieffer Moore,Moore,3,Bournemouth,Forward,38,27
63,Emiliano Marcondes,Marcondes,3,Bournemouth,Midfielder,38,1
64,Jefferson Lerma Solis,Lerma,3,Bournemouth,Midfielder,38,37
65,Jack Stacey,Stacey,3,Bournemouth,Defender,38,10
66,Dominic Solanke,Solanke,3,Bournemouth,Forward,38,33
67,Lewis Cook,Cook,3,Bournemouth,Midfielder,38,28
68,Ben Pearson,Pearson,3,Bournemouth,Midfielder,38,7
69,Ryan Christie,Christie,3,Bournemouth,Midfielder,38,32
70,Philip Billing,Billing,3,Bournemouth,Midfielder,38,36
71,Chris Mepham,Mepham,3,Bournemouth,Defender,38,26
72,Mark Travers,Travers,3,Bournemouth,Goalkeeper,38,12
73,Lloyd Kelly,Kelly,3,Bournemouth,Defender,38,23
74,Siriki Dembele,Dembele,3,Bournemouth,Midfielder,38,6
75,Jaidon Anthony,Anthony,3,Bournemouth,Midfielder,38,30
76,Jordan Zemura,Zemura,3,Bournemouth,Defender,38,19
77,Will Dennis,Dennis,3,Bournemouth,Goalkeeper,38,0
404,Jack Stephens,Stephens,3,Bournemouth,Defender,38,17
505,Joe Rothwell,Rothwell,3,Bournemouth,Midfielder,38,20
535,Marcus Tavernier,Tavernier,3,Bournemouth,Midfielder,38,23
539,James Hill,Hill,3,Bournemouth,Defender,38,0
571,Darren Randolph,Randolph,3,Bournemouth,Goalkeeper,38,0
574,Norberto Murara Neto,Neto,3,Bournemouth,Goalkeeper,37,27
576,Marcos Senesi,Senesi,3,Bournemouth,Defender,37,31
597,Christian Saydee,Saydee,3,Bournemouth,Forward,35,0
598,Owen Bevan,Bevan,3,Bournemouth,Defender,35,1
649,Cameron Plain,Plain,3,Bournemouth,Goalkeeper,26,0
695,Daniel Adu-Adjei,Adu-Adjei,3,Bournemouth,Forward,20,0
696,Michael Dacosta Gonzalez,Dacosta Gonzalez,3,Bournemouth,Midfielder,20,0
697,Dominic Sadi,Sadi,3,Bournemouth,Forward,20,0
705,Dango Ouattara,Ouattara,3,Bournemouth,Midfielder,19,19
706,Euan Pollock,Pollock,3,Bournemouth,Forward,19,0
714,Antoine Semenyo,Semenyo,3,Bournemouth,Forward,18,11
718,Matias Vina,Vina,3,Bournemouth,Defender,18,12
722,Illia Zabarnyi,Zabarnyi,3,Bournemouth,Defender,18,5
723,Hamed Traore,H.Traore,3,Bournemouth,Midfielder,18,7
737,Ben Greenwood,Greenwood,3,Bournemouth,Defender,18,0
738,Max Kinsey-Wellings,Kinsey-Wellings,3,Bournemouth,Defender,18,0
78,Pontus Jansson,Jansson,4,Brentford,Defender,38,12
79,Christian Nørgaard,Nørgaard,4,Brentford,Midfielder,38,22
80,Ivan Toney,Toney,4,Brentford,Forward,38,33
81,David Raya Martin,Raya,4,Brentford,Goalkeeper,38,38
82,Sergi Canos Tenes,Canos,4,Brentford,Defender,38,5
83,Josh Dasilva,Dasilva,4,Brentford,Midfielder,38,36
84,Kristoffer Ajer,Ajer,4,Brentford,Defender,38,9
85,Rico Henry,Henry,4,Brentford,Defender,38,37
86,Vitaly Janelt,Janelt,4,Brentford,Midfielder,38,35
87,Saman Ghoddos,Ghoddos,4,Brentford,Midfielder,38,15
88,Mathias Jensen,Jensen,4,Brentford,Midfielder,38,37
89,Yoane Wissa,Wissa,4,Brentford,Midfielder,38,38
90,Mads Roerslev Rasmussen,Roerslev,4,Brentford,Defender,38,20
91,Mads Bech Sørensen,Bech,4,Brentford,Defender,38,4
92,Ethan Pinnock,Pinnock,4,Brentford,Defender,38,30
93,Frank Onyeka,Onyeka,4,Brentford,Midfielder,38,21
94,Shandon Baptiste,Baptiste,4,Brentford,Midfielder,38,23
95,Bryan Mbeumo,Mbeumo,4,Brentford,Forward,38,38
96,Charlie Goode,Goode,4,Brentford,Defender,38,0
97,Marcus Forss,Forss,4,Brentford,Forward,38,0
98,Dominic Thompson,Thompson,4,Brentford,Defender,38,0
99,Mads Bidstrup,Bidstrup,4,Brentford,Midfielder,38,0
100,Ellery Balcombe,Balcombe,4,Brentford,Goalkeeper,38,0
510,Aaron Hickey,Hickey,4,Brentford,Defender,38,26
515,Keane Lewis-Potter,Lewis-Potter,4,Brentford,Midfielder,38,10
517,Thomas Strakosha,Strakosha,4,Brentford,Goalkeeper,38,0
526,Ben Mee,Mee,4,Brentford,Defender,38,37
540,Fin Stevens,Stevens,4,Brentford,Defender,38,0
541,Halil Dervisoglu,Dervisoglu,4,Brentford,Forward,38,1
580,Mikkel Damsgaard,Damsgaard,4,Brentford,Midfielder,37,26
595,Mathias Jorgensen,Zanka,4,Brentford,Defender,35,18
632,Ryan Trevitt,Trevitt,4,Brentford,Midfielder,31,0
633,Matthew Cox,Cox,4,Brentford,Goalkeeper,31,0
646,Tristan Crama,Crama,4,Brentford,Defender,27,0
650,Yegor Yarmolyuk,Yarmolyuk,4,Brentford,Midfielder,26,0
688,Kevin Schade,Schade,4,Brentford,Midfielder,20,18
752,Michael Olakigbe,Olakigbe,4,Brentford,Midfielder,11,0
101,Adam Lallana,Lallana,5,Brighton,Midfielder,38,16
102,Jason Steele,Steele,5,Brighton,Goalkeeper,38,15
103,Danny Welbeck,Welbeck,5,Brighton,Forward,38,31
104,Pascal Groß,Groß,5,Brighton,Midfielder,38,37
106,Lewis Dunk,Dunk,5,Brighton,Defender,38,36
107,Solly March,March,5,Brighton,Midfielder,38,33
108,Adam Webster,Webster,5,Brighton,Defender,38,27
109,Joel Veltman,Veltman,5,Brighton,Defender,38,31
113,Robert Sanchez,Sanchez,5,Brighton,Goalkeeper,38,23
114,Tariq Lamptey,Lamptey,5,Brighton,Defender,38,20
115,Steven Alzate,Alzate,5,Brighton,Midfielder,38,0
116,Alexis Mac Allister,Mac Allister,5,Brighton,Midfielder,38,35
117,Jakub Moder,Moder,5,Brighton,Midfielder,38,0
118,Enock Mwepu,Mwepu,5,Brighton,Midfielder,38,6
119,Jeremy Sarmiento Morante,Sarmiento,5,Brighton,Midfielder,38,9
120,Moises Caicedo Corozo,Caicedo,5,Brighton,Midfielder,38,37
121,Taylor Richards,Richards,5,Brighton,Midfielder,38,0
122,Haydon Roberts,Roberts,5,Brighton,Defender,38,0
123,Deniz Undav,Undav,5,Brighton,Forward,38,22
124,Kaoru Mitoma,Mitoma,5,Brighton,Midfielder,38,33
125,Julio Enciso,Enciso,5,Brighton,Forward,38,20
126,Kacper Kozłowski,Kozłowski,5,Brighton,Midfielder,38,0
149,Billy Gilmour,Gilmour,5,Brighton,Midfielder,38,14
542,Kjell Scherpen,Scherpen,5,Brighton,Goalkeeper,38,0
543,Matt Clarke,Clarke,5,Brighton,Defender,38,0
544,Jan Paul van Hecke,Van Hecke,5,Brighton,Defender,38,8
559,Levi Colwill,Colwill,5,Brighton,Defender,38,17
586,Pervis Estupinan,Estupinan,5,Brighton,Defender,36,35
596,Evan Ferguson,Ferguson,5,Brighton,Forward,35,19
640,Ed Turns,Turns,5,Brighton,Defender,31,0
651,Andrew Moran,Moran,5,Brighton,Midfielder,27,1
652,James Furlong,Furlong,5,Brighton,Defender,27,0
677,Jack Hinshelwood,Hinshelwood,5,Brighton,Midfielder,23,1
679,Facundo Buonanotte,Buonanotte,5,Brighton,Midfielder,22,13
719,Yasin Ayari,Ayari,5,Brighton,Midfielder,19,3
736,Odeluga Offiah,Offiah,5,Brighton,Defender,19,2
756,Tom McGill,McGill,5,Brighton,Goalkeeper,10,0
762,Cameron Peupion,Peupion,5,Brighton,Midfielder,8,1
765,Imari Samuels,Samuels,5,Brighton,Defender,5,0
48,Carney Chukwuemeka,Chukwuemeka,6,Chelsea,Midfielder,38,14
112,Marc Cucurella Saseta,Cucurella,6,Chelsea,Defender,38,24
127,Cesar Azpilicueta,Azpilicueta,6,Chelsea,Defender,38,25
128,Thiago Emiliano da Silva,Thiago Silva,6,Chelsea,Defender,38,27
129,Marcos Alonso,Alonso,6,Chelsea,Defender,38,0
131,Ross Barkley,Barkley,6,Chelsea,Midfielder,38,0
132,Mateo Kovacic,Kovacic,6,Chelsea,Midfielder,38,27
133,Kepa Arrizabalaga,Arrizabalaga,6,Chelsea,Goalkeeper,38,29
134,N'Golo Kante,Kante,6,Chelsea,Midfielder,38,7
135,Hakim Ziyech,Ziyech,6,Chelsea,Midfielder,38,18
136,Ruben Loftus-Cheek,Loftus-Cheek,6,Chelsea,Midfielder,38,25
137,Timo Werner,Werner,6,Chelsea,Forward,38,0
138,Robert Kenedy Nunes do Nascimento,Kenedy,6,Chelsea,Defender,38,0
139,Ben Chilwell,Chilwell,6,Chelsea,Defender,38,23
140,Christian Pulisic,Pulisic,6,Chelsea,Midfielder,38,24
141,Trevoh Chalobah,Chalobah,6,Chelsea,Defender,38,25
142,Mason Mount,Mount,6,Chelsea,Midfielder,38,24
143,Malang Sarr,Sarr,6,Chelsea,Defender,38,0
144,Callum Hudson-Odoi,Hudson-Odoi,6,Chelsea,Midfielder,38,0
145,Kai Havertz,Havertz,6,Chelsea,Forward,38,35
146,Reece James,James,6,Chelsea,Defender,38,16
147,Edouard Mendy,Mendy,6,Chelsea,Goalkeeper,38,10
148,Conor Gallagher,Gallagher,6,Chelsea,Midfielder,38,35
150,Armando Broja,Broja,6,Chelsea,Forward,38,12
151,Ethan Ampadu,Ampadu,6,Chelsea,Defender,38,0
272,Wesley Fofana,W.Fofana,6,Chelsea,Defender,38,17
304,Raheem Sterling,Sterling,6,Chelsea,Midfielder,38,28
520,Kalidou Koulibaly,Koulibaly,6,Chelsea,Defender,38,23
606,Harvey Vale,Vale,6,Chelsea,Midfielder,34,0
616,Denis Zakaria,Zakaria,6,Chelsea,Midfielder,33,7
617,Pierre-Emerick Aubameyang,Aubameyang,6,Chelsea,Forward,33,15
635,Marcus Bettinelli,Bettinelli,6,Chelsea,Goalkeeper,32,0
653,Omari Hutchinson,Hutchinson,6,Chelsea,Midfielder,27,1
661,Lewis Hall,Hall,6,Chelsea,Midfielder,26,9
673,Bashir Humphreys,Humphreys,6,Chelsea,Defender,24,0
684,David Datro Fofana,D.D.Fofana,6,Chelsea,Forward,22,3
689,Benoit Badiashile,Badiashile,6,Chelsea,Defender,22,11
690,Joao Felix Sequeira,Joao Felix,6,Chelsea,Forward,22,16
699,Mykhailo Mudryk,Mudryk,6,Chelsea,Midfielder,19,15
702,Andrey Nascimento dos Santos,Andrey Santos,6,Chelsea,Midfielder,19,0
708,Noni Madueke,Madueke,6,Chelsea,Midfielder,18,12
724,Enzo Fernandez,Enzo,6,Chelsea,Midfielder,18,18
771,Ethan Wady,Wady,6,Chelsea,Goalkeeper,3,0
775,Alfie Gilchrist,Gilchrist,6,Chelsea,Defender,3,0
18,Albert Sambi Lokonga,Sambi,7,Crystal Palace,Midfielder,37,15
152,Vicente Guaita,Guaita,7,Crystal Palace,Goalkeeper,38,27
153,James Tomkins,Tomkins,7,Crystal Palace,Defender,38,6
154,James McArthur,McArthur,7,Crystal Palace,Midfielder,38,4
155,Christian Benteke,Benteke,7,Crystal Palace,Forward,38,0
156,Joel Ward,Ward,7,Crystal Palace,Defender,38,28
157,Nathaniel Clyne,Clyne,7,Crystal Palace,Defender,38,22
158,Luka Milivojevic,Milivojevic,7,Crystal Palace,Midfielder,38,18
159,Jordan Ayew,J.Ayew,7,Crystal Palace,Midfielder,38,38
160,Wilfried Zaha,Zaha,7,Crystal Palace,Midfielder,38,27
161,Jeffrey Schlupp,Schlupp,7,Crystal Palace,Midfielder,38,34
163,Will Hughes,Hughes,7,Crystal Palace,Midfielder,38,27
164,Jairo Riedewald,Riedewald,7,Crystal Palace,Midfielder,38,6
165,Joachim Andersen,Andersen,7,Crystal Palace,Defender,38,32
166,Odsonne Edouard,Edouard,7,Crystal Palace,Forward,38,35
167,Marc Guehi,Guehi,7,Crystal Palace,Defender,38,37
168,Jean-Philippe Mateta,Mateta,7,Crystal Palace,Forward,38,29
169,Eberechi Eze,Eze,7,Crystal Palace,Midfielder,38,38
170,Tyrick Mitchell,Mitchell,7,Crystal Palace,Defender,38,36
171,Michael Olise,Olise,7,Crystal Palace,Midfielder,38,37
172,Jesurun Rak-Sakyi,Rak-Sakyi,7,Crystal Palace,Midfielder,38,0
173,Malcolm Ebiowei,Ebiowei,7,Crystal Palace,Midfielder,38,3
174,Nathan Ferguson,Ferguson,7,Crystal Palace,Defender,38,0
175,Sam Johnstone,Johnstone,7,Crystal Palace,Goalkeeper,38,9
495,Remi Matthews,Matthews,7,Crystal Palace,Goalkeeper,38,0
496,Luke Plange,Plange,7,Crystal Palace,Forward,38,0
514,Cheick Doucoure,C.Doucoure,7,Crystal Palace,Midfielder,38,34
530,Chris Richards,Richards,7,Crystal Palace,Defender,38,9
590,Joseph Whitworth,Whitworth,7,Crystal Palace,Goalkeeper,36,2
601,Kaden Rodney,Rodney,7,Crystal Palace,Midfielder,35,0
604,Killian Phillips,Phillips,7,Crystal Palace,Midfielder,34,0
634,John-Kymani Gordon,Gordon,7,Crystal Palace,Forward,32,0
642,Kofi Balmer,Balmer,7,Crystal Palace,Defender,30,0
644,Owen Goodman,Goodman,7,Crystal Palace,Goalkeeper,29,0
654,Jack Wells-Morrison,Wells-Morrison,7,Crystal Palace,Midfielder,27,0
676,David Ozoh,Ozoh,7,Crystal Palace,Midfielder,23,1
725,Naouirou Ahamada,Ahamada,7,Crystal Palace,Midfielder,18,8
766,Tayo Adaramola,Adaramola,7,Crystal Palace,Defender,2,0
110,Neal Maupay,Maupay,8,Everton,Forward,38,27
176,Asmir Begovic,Begovic,8,Everton,Goalkeeper,38,1
177,Salomon Rondon,Rondon,8,Everton,Forward,38,7
178,Seamus Coleman,Coleman,8,Everton,Defender,38,23
179,Andros Townsend,Townsend,8,Everton,Midfielder,38,0
180,Michael Keane,Keane,8,Everton,Defender,38,12
181,Dele Alli,Dele,8,Everton,Midfielder,38,2
182,Jordan Pickford,Pickford,8,Everton,Goalkeeper,38,37
183,Allan Marques Loureiro,Allan,8,Everton,Midfielder,38,0
184,Andre Tavares Gomes,Andre Gomes,8,Everton,Midfielder,38,0
185,Abdoulaye Doucoure,A.Doucoure,8,Everton,Midfielder,38,25
186,Alex Iwobi,Iwobi,8,Everton,Midfielder,38,38
187,Jean-Philippe Gbamin,Gbamin,8,Everton,Midfielder,38,0
188,Yerry Mina,Mina,8,Everton,Defender,38,7
189,Demarai Gray,Gray,8,Everton,Midfielder,38,33
190,Tom Davies,Davies,8,Everton,Midfielder,38,19
191,Dominic Calvert-Lewin,Calvert-Lewin,8,Everton,Forward,38,17
192,Mason Holgate,Holgate,8,Everton,Defender,38,8
193,Ben Godfrey,Godfrey,8,Everton,Defender,38,13
194,Vitalii Mykolenko,Mykolenko,8,Everton,Defender,38,34
196,Jarrad Branthwaite,Branthwaite,8,Everton,Defender,38,0
197,Nathan Patterson,Patterson,8,Everton,Defender,38,19
198,Niels Nkounkou,Nkounkou,8,Everton,Defender,38,0
199,James Tarkowski,Tarkowski,8,Everton,Defender,38,38
475,Conor Coady,Coady,8,Everton,Defender,38,24
531,Ruben Nascimento Vinagre,Vinagre,8,Everton,Defender,38,2
534,Dwight McNeil,McNeil,8,Everton,Midfielder,38,36
560,Stanley Mills,Mills,8,Everton,Midfielder,38,0
561,Lewis Warrington,Warrington,8,Everton,Midfielder,38,0
570,James Garner,Garner,8,Everton,Midfielder,38,16
577,Amadou Onana,Onana,8,Everton,Midfielder,37,33
605,Reece Welch,Welch,8,Everton,Defender,34,0
611,Idrissa Gueye,Gueye,8,Everton,Midfielder,33,33
627,Eldin Jakupovic,Jakupovic,8,Everton,Goalkeeper,32,0
637,Kyle John,John,8,Everton,Defender,31,0
662,Thomas Cannon,Cannon,8,Everton,Forward,24,2
678,Isaac Price,Price,8,Everton,Midfielder,22,1
686,Ellis Simms,Simms,8,Everton,Forward,21,11
757,Ishe Samuels-Smith,Samuels-Smith,8,Everton,Defender,8,0
760,Andy Lonergan,Lonergan,8,Everton,Goalkeeper,7,0
768,Sean McAllister,McAllister,8,Everton,Midfielder,2,0
1,Cedric Alves Soares,Cedric,9,Fulham,Defender,36,8
2,Bernd Leno,Leno,9,Fulham,Goalkeeper,38,36
105,Shane Duffy,Duffy,9,Fulham,Defender,38,5
200,Tom Cairney,Cairney,9,Fulham,Midfielder,38,33
201,Tim Ream,Ream,9,Fulham,Defender,38,33
202,Anthony Knockaert,Knockaert,9,Fulham,Midfielder,38,0
203,Nathaniel Chalobah,Chalobah,9,Fulham,Midfielder,38,4
204,Neeskens Kebano,Kebano,9,Fulham,Midfielder,38,17
205,Bobby De Cordova-Reid,De Cordova-Reid,9,Fulham,Midfielder,38,36
206,Joe Bryan,Bryan,9,Fulham,Defender,38,0
207,Paulo Gazzaniga Farias,Gazzaniga,9,Fulham,Goalkeeper,38,0
208,Terence Kongolo,Kongolo,9,Fulham,Defender,38,0
209,Tosin Adarabioyo,Tosin,9,Fulham,Defender,38,25
210,Aleksandar Mitrovic,Mitrovic,9,Fulham,Forward,38,24
211,Harrison Reed,Reed,9,Fulham,Midfielder,38,37
212,Harry Wilson,Wilson,9,Fulham,Midfielder,38,29
213,Marek Rodak,Rodak,9,Fulham,Goalkeeper,38,2
214,Ivan Neves Abreu Cavaleiro,Cavaleiro,9,Fulham,Midfielder,38,0
215,Kenny Tete,Tete,9,Fulham,Defender,38,31
216,Josh Onomah,Onomah,9,Fulham,Midfielder,38,2
217,Antonee Robinson,Robinson,9,Fulham,Defender,38,35
218,Rodrigo Muniz Carvalho,Muniz,9,Fulham,Forward,38,0
219,Jay Stansfield,Stansfield,9,Fulham,Forward,38,3
220,Joao Palhinha Goncalves,Palhinha,9,Fulham,Midfielder,38,35
231,Daniel James,James,9,Fulham,Midfielder,38,24
346,Andreas Hoelgebaum Pereira,Andreas,9,Fulham,Midfielder,38,33
470,Issa Diop,Diop,9,Fulham,Defender,38,25
521,Tyrese Francois,Francois,9,Fulham,Midfielder,38,1
532,Kevin Mbabu,Mbabu,9,Fulham,Defender,38,6
546,Luke Harris,Harris,9,Fulham,Midfielder,38,3
562,Manor Solomon,Solomon,9,Fulham,Midfielder,38,19
591,Terry Ablade,Ablade,9,Fulham,Forward,36,0
613,Layvin Kurzawa,Kurzawa,9,Fulham,Defender,33,3
614,Willian Borges da Silva,Willian,9,Fulham,Midfielder,33,27
618,Carlos Vinicius Alves Morais,Vinicius,9,Fulham,Forward,33,28
636,Stefan Parkes,Parkes,9,Fulham,Defender,31,0
641,Martial Godo,Godo,9,Fulham,Midfielder,30,0
667,Kristian Sekularac,Sekularac,9,Fulham,Midfielder,24,0
726,Sasa Lukic,Lukic,9,Fulham,Midfielder,17,12
747,George Wickens,Wickens,9,Fulham,Goalkeeper,13,0
750,Charlie Robinson,C.Robinson,9,Fulham,Defender,12,0
763,Matthew Dibley-Dias,Dibley-Dias,9,Fulham,Midfielder,4,0
248,Kasper Schmeichel,Schmeichel,10,Leicester,Goalkeeper,38,0
249,Jonny Evans,Evans,10,Leicester,Defender,38,13
250,Ryan Bertrand,Bertrand,10,Leicester,Defender,38,0
251,Marc Albrighton,Albrighton,10,Leicester,Midfielder,38,6
252,Nampalys Mendy,Mendy,10,Leicester,Midfielder,38,19
253,Jannik Vestergaard,Vestergaard,10,Leicester,Defender,38,0
254,Danny Ward,Ward,10,Leicester,Goalkeeper,38,26
255,Jamie Vardy,Vardy,10,Leicester,Forward,38,37
256,Ricardo Barbosa Pereira,Ricardo,10,Leicester,Defender,38,10
257,Daniel Amartey,Amartey,10,Leicester,Defender,38,20
258,Timothy Castagne,Castagne,10,Leicester,Defender,38,37
259,Youri Tielemans,Tielemans,10,Leicester,Midfielder,38,31
260,Ayoze Perez,Perez,10,Leicester,Midfielder,38,8
261,James Maddison,Maddison,10,Leicester,Midfielder,38,30
262,Kelechi Iheanacho,Iheanacho,10,Leicester,Forward,38,28
263,Hamza Choudhury,Choudhury,10,Leicester,Midfielder,38,0
264,Harvey Barnes,Barnes,10,Leicester,Midfielder,38,34
265,Wilfred Ndidi,Ndidi,10,Leicester,Midfielder,38,27
266,Kiernan Dewsbury-Hall,Dewsbury-Hall,10,Leicester,Midfielder,38,31
267,Caglar Soyuncu,Soyuncu,10,Leicester,Defender,38,7
268,James Justin,Justin,10,Leicester,Defender,38,14
269,Boubakary Soumare,Soumare,10,Leicester,Midfielder,38,26
270,Luke Thomas,Thomas,10,Leicester,Defender,38,17
271,Patson Daka,Daka,10,Leicester,Forward,38,30
273,Lewis Brunt,Brunt,10,Leicester,Defender,38,1
548,Daniel Iversen,Iversen,10,Leicester,Goalkeeper,38,12
549,Dennis Praet,Praet,10,Leicester,Midfielder,38,22
581,Alex Smithies,Smithies,10,Leicester,Goalkeeper,36,0
612,Wout Faes,Faes,10,Leicester,Defender,33,31
639,Sammy Braybrooke,Braybrooke,10,Leicester,Midfielder,30,0
645,Joe Wormleighton,Wormleighton,10,Leicester,Defender,28,0
687,Kasey McAteer,McAteer,10,Leicester,Midfielder,21,0
709,Victor Kristiansen,Kristiansen,10,Leicester,Defender,18,12
715,Mateus Cardoso Lemos Martins,Tete,10,Leicester,Midfielder,18,13
727,Harry Souttar,Souttar,10,Leicester,Defender,18,12
735,Wanya Marcal-Madivadua,Marcal-Madivadua,10,Leicester,Midfielder,18,0
221,Liam Cooper,Cooper,11,Leeds,Defender,38,18
222,Luke Ayling,Ayling,11,Leeds,Defender,38,29
223,Mateusz Klich,Klich,11,Leeds,Midfielder,38,14
224,Adam Forshaw,Forshaw,11,Leeds,Midfielder,38,12
225,Rodrigo Moreno,Rodrigo,11,Leeds,Midfielder,38,31
226,Stuart Dallas,Dallas,11,Leeds,Defender,38,0
227,Patrick Bamford,Bamford,11,Leeds,Forward,38,28
228,Diego Llorente,Llorente,11,Leeds,Defender,38,8
