,Name,Team,Position,xG per fixture adj,xG per game adj,Team games,Played,GW38,GW37*,GW37,GW36*,GW36,GW35,GW34*,GW34,GW33*,GW33,GW32,GW31*,GW31,GW30,GW29*,GW29,GW28*,GW28,GW27*,GW27,GW26*,GW26,GW25*,GW25,GW24,GW23*,GW23,GW22*,GW22,GW21*,GW21,GW20,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
11,Jarrod Bowen,West Ham,Midfielder,33.03040337750695,34.865425787368444,38,36,22.61003984063745,,123.29263028060439,,17.070664058004372,22.006285919540232,,2.890632003585836,,33.20151998038735,2.0713023928055243,,24.585630498533725,0.0,,0.0,,41.98147220831247,,23.8816471633832,,39.79189454494461,,37.816653635652855,23.989903015809755,,7.9715698393077865,,43.57432432432433,67.54045344688687,28.884409991386736,50.55015278331341,7.357672561323447,,35.904992816091955,32.411007599901936,54.922008068130886,27.748685258964144,0.0,14.328988298029921,32.29344016024036,119.48364749476397,39.36738955823293,60.51847507331378,61.10342058776296,20.50556438791733,63.77255871446229,32.18981745579008,5.554694229112833,5.042220484753714,28.939559669050624
12,Michail Antonio,West Ham,Forward,32.82559890401029,34.649243287566414,38,36,11.305019920318726,,13.92013567684243,,42.30555875244562,2.3164511494252875,,0.0,,73.51765138514342,2.0713023928055243,,46.33445747800587,17.611726907630523,,10.389882390849042,,72.66024036054081,,31.523774255665824,,25.322114710419296,,5.042220484753714,5.140693503387804,,20.925370828182942,,25.631955484896665,4.4532167107837495,58.87975882859604,56.54762853726585,64.37963491158015,,0.0,9.486148565824957,11.562528014343345,27.748685258964144,15.90872648781992,16.23952007110058,29.06409614421632,35.32560012888674,40.403373493975906,69.97448680351906,41.426047856110486,84.58545310015899,0.0,35.868653736451805,116.6485788113695,73.11219702892886,49.73986818118076
13,Gabriel Fernando de Jesus,Man City,Forward,30.87613975434003,41.90333252374718,38,28,52.988400193330115,,58.284899888765295,0.0,10.852334875893984,47.84631690514044,,98.52995881493293,,0.0,122.71507260891336,,31.620495219416526,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,15.635054192812325,,0.0,,11.582255747126437,63.17472298056849,0.0,53.35731313981209,0.0,53.49488964597837,1.7135645011292682,67.53423554051876,60.07828142380423,0.0,28.89694066749073,73.3219638242894,56.52509960159363,0.0,64.58688032048072,79.4923800986105,25.751853964632065,35.295543393276,45.17079741379311,14.844055702612499,0.0
14,Raheem Sterling,Man City,Midfielder,29.04550387340605,36.790971572981,38,30,4.1559529563396165,,0.0,51.58435787290772,59.68784181741691,49.555113937466885,,13.708516009034145,,0.0,40.366800200300446,,22.92485903407698,,,0.0,,0.0,,9.456011730205278,,39.36738955823293,,101.68178156289561,32.10518708848562,,24.832144894466634,,20.234424025100854,,19.689834770114945,0.0,74.79293719051343,53.35731313981209,0.0,52.539623759443046,114.80882157566097,18.701788303528275,10.760289210233594,42.552052785923756,0.0,4.4437553832902665,0.0,25.29639617553322,9.688032048072108,0.0,43.22632629777525,9.244070888715143,96.13272270114943,26.719300264702497,32.11550200803213
15,Teemu Pukki,Norwich,Forward,28.81691983391775,29.59575550510472,38,37,39.36738955823293,,62.092282624796326,22.689992181391712,19.727196885428256,6.233929434509425,,10.852334875893984,,47.82941903584672,71.93662662417259,,7.194103585657371,,,35.03033916269211,41.914164051994625,63.17472298056849,,27.591272104962925,,32.29344016024036,,41.76040703052729,41.104737295434965,,3.4271290022585363,,1.8912023460410556,,7.173526140155729,0.0,0.0,,6.233929434509425,44.840080346106305,30.043534136546185,28.035198429392793,78.3318026958969,51.50370792926413,30.0338846956801,2.5631955484896665,0.0,31.859601593625502,20.55332189262074,20.803225806451614,35.128072273149996,74.1264367816092,30.253322908522286,0.0,27.449424136204303
16,Leandro Trossard,Brighton,Midfielder,27.81855555753037,31.091326799592768,38,34,0.0,,7.689586645468999,,70.74768232385661,47.7632943267664,,11.036508841985171,0.0,22.79164658634538,22.006285919540232,,44.532167107837495,,22.79164658634538,24.22008012018027,,29.843920908708455,,14.545835347188659,,2.371537141456239,1.9928924598269466,0.0,,,43.69924420119886,40.46884805020171,55.54694229112834,,13.23841642228739,0.0,22.784326320860767,,27.702710709524514,,8.277381631488877,10.760289210233594,34.175940646528886,42.59851780248107,65.11400925536391,69.43089634451677,71.58926919518964,29.688111405224998,69.49353448275862,11.109388458225666,25.211102423768573,25.891279910069052,45.38885630498534,16.278862760728046,6.324099043883305
17,Richarlison de Andrade,Everton,Forward,26.711974316152567,33.83516746712658,38,30,0.0,52.21412575366063,44.53300144531877,43.69589477879634,49.581834766744855,60.70327207530256,,43.59614421632448,,36.97628355486057,15.943139678615573,87.74687423388086,64.56173526140157,,3.617444958631328,24.83691304991853,,10.359839357429719,,79.5436324390996,,11.036508841985171,,30.758346581875998,12.661057355209648,,35.32560012888674,,45.27436989296812,,0.0,,,,0.0,2.2218776916451333,49.803699712643684,20.990736104156234,0.0,7.95436324390996,16.57574297188755,44.89749666716042,19.705991762986585,0.0,0.0,0.0,0.0,15.810247609708263,13.360478087649403,36.73913619501855,34.02923559612094
18,Wilfried Zaha,Crystal Palace,Midfielder,26.064653346088292,30.01384324701076,38,33,37.86495673671199,16.075219941348973,30.13065893346222,,37.6984190248439,8.277381631488877,,95.69263381028088,,10.852334875893984,70.591086786552,,26.639188218390807,,,43.74899784150478,,46.80802844023108,,29.248958077960285,35.98485452371463,20.234424025100854,,42.46169905251325,27.461503049833123,,0.0,,0.0,,0.0,0.0,2.0719678714859437,,34.02923559612094,36.87844574780058,8.96801606922126,24.777556968733442,10.389882390849042,22.134346653591567,27.702710709524514,41.76040703052729,20.800308512130137,0.0,21.84962210059943,41.10916334661355,22.605408112168252,59.051084337349394,2.6900723025583986,2.0713023928055243,31.796952039444196
19,Emmanuel Dennis,Watford,Forward,25.478081377869994,29.338396738153328,38,33,0.0,,0.0,0.0,2.2218776916451333,29.248958077960285,,37.783225408572314,,39.35474546330496,1.7087970323264443,,0.0,,,11.956217912150601,19.10531773070656,67.17708333333334,,24.911155747836833,38.88285960378983,43.63750604156598,,15.415936254980082,14.347052280311457,0.0,7.422027851306249,,18.08722479315664,,19.683694779116465,41.247775305895445,,,,30.0338846956801,71.58926919518964,33.24226804123712,50.422204847537145,41.850741656365884,13.898706896551726,0.0,37.82404692082111,0.0,29.903948065712775,56.97475809844342,26.719300264702497,6.686861205747296,23.827630522088352,22.61003984063745,90.39197680038666
20,Mason Mount,Chelsea,Midfielder,25.16233763723068,29.880275944211434,38,32,54.83406403613658,,0.0,57.244700582935884,0.0,12.292815249266862,42.84718788627936,44.83453837597331,,11.582255747126437,54.26283513976042,,26.926931106471812,,,1.808722479315664,34.88353090113937,11.067173326795784,,,,0.0,,,,,43.51132530120482,4.110916334661355,0.0,,62.9722083124687,35.97051792828685,35.32560012888674,34.38957191527181,81.3217008797654,32.46714361420244,58.284899888765295,19.705991762986585,0.0,0.8403700807922857,0.0,0.0,45.27436989296812,6.213907178416573,19.313890473474046,0.0,39.36738955823293,0.0,12.917376064096143,39.37966954022989,32.21722652885443
21,Phil Foden,Man City,Midfielder,25.000357834901006,33.92905706165136,38,28,35.32560012888674,,0.0,11.463190638423937,22.6090309914458,11.96157922628511,,0.0,,31.859601593625502,19.376064096144216,,32.411007599901936,,,33.328165374677,,38.86140296662546,,63.35527859237536,,33.1514859437751,,60.11842559558062,8.285209571222097,,48.744580718767835,,11.562528014343345,,0.0,44.53300144531877,0.0,0.0,43.57432432432433,33.43430602873648,24.846685266374386,0.0,0.0,7.5648093841642225,13.950247218788627,4.4437553832902665,152.10390438247012,37.94459426329983,100.10966449674511,5.781264007171672,19.313890473474046,0.0,0.0,0.0,0.0
22,Harvey Barnes,Leicester,Midfielder,24.76264246801053,29.405637930762502,38,32,22.99272675413577,0.0,35.98485452371463,17.070664058004372,28.368035190615835,0.0,,3.1169647172547124,33.09604105571847,0.0,0.0,,51.815203955500614,8.285209571222097,,44.012571839080465,,49.555113937466885,,72.72713900465801,,0.0,,58.284899888765295,6.458688032048071,,23.63776892430279,,20.719678714859437,,,0.0,0.0,,,6.330528677604824,51.94941195424521,39.547490017113525,31.70094327089146,0.0,29.049549549549553,115.82255747126437,0.0,0.0,24.440654608096466,90.90892375582251,23.63776892430279,11.93154486586494,10.39083899182875,7.173526140155729,21.971115390312544
23,Bryan Mbeumo,Brentford,Midfielder,24.471512499346108,26.569070713575776,38,35,34.175940646528886,,12.292815249266862,,29.43069024529379,30.889833127317676,,59.051084337349394,,18.84920951242195,80.70216907675196,,30.35163603765128,42.018504039614285,,42.68766854621231,,37.85234204166187,,16.278502313840978,,25.48096264367816,,25.551593453919033,3.97718162195498,,17.194785957635904,3.9857849196538933,9.688032048072108,37.70807187678267,0.0,0.0,4.110916334661355,,,26.560249767503656,34.175940646528886,2.0719678714859437,19.857624633431083,28.035198429392793,19.297272413396247,0.0,15.967031535053428,20.234424025100854,43.04115684093438,48.44016024036054,36.30010368834247,17.47139442231076,21.81875302078299,8.887510766580533,25.48096264367816
24,Kevin De Bruyne,Man City,Midfielder,24.460225325988624,30.98295207958559,38,30,36.36458836797164,,39.45439377085651,64.00281439786698,6.330528677604824,0.0,,20.562774013551216,,18.499123505976097,27.449424136204303,,15.01973522922285,,,39.9937984496124,,95.65883807169344,,18.912023460410555,,10.359839357429719,,0.0,23.819977517263528,,26.671563034797494,,62.148588077095475,,3.4746767241379315,15.53476794604143,39.49739379723743,16.278502313840978,69.20627980922099,3.8210635461413123,2.570346751693902,0.0,0.0,0.0,48.82586526576019,26.662532299741603,4.110916334661355,18.181784751164503,88.80696044066099,70.82048408785299,9.197090701654309,0.0,0.0,0.0,7.251887550200803
25,Jack Grealish,Man City,Midfielder,24.348837572738944,35.586762606310764,38,26,0.0,,90.56576751946608,0.0,34.36572710699762,13.670376258611554,,35.128072273149996,,0.0,3.2293440160240356,,18.972297131649913,,,57.76881998277347,,31.886279357231146,,0.0,,0.0,,0.0,2.0713023928055243,,38.62778094694809,,60.70327207530256,,0.0,2.0713023928055243,0.0,0.0,46.137519872813996,32.47904014220116,72.8264912979939,4.1559529563396165,0.0,0.0,0.0,46.6594315245478,51.386454183266935,0.0,29.06409614421632,78.04706409681758,9.197090701654309,26.891842585353142,34.74676724137931,39.33674761192312,65.26698795180722
26,Bernardo Mota Veiga de Carvalho e Silva,Man City,Midfielder,24.164009172208782,26.23520995839811,38,35,8.311905912679233,,38.557703003337046,5.731595319211968,0.0,6.835188129305777,,0.0,,34.94278884462152,9.688032048072108,,1.5810247609708263,,,23.3297157622739,,55.80098887515451,,47.280058651026394,,49.72722891566265,,23.750489124179996,11.392163160430384,,22.073017683970342,,14.45316001792918,,62.54418103448276,4.142604785611049,13.445921292676571,10.852334875893984,6.835188129305777,66.86861205747296,51.40693503387804,28.052682455292413,18.83050611790879,41.60645161290323,40.85429542645241,15.553143841515935,39.05370517928287,51.38330473155185,3.2293440160240356,2.890632003585836,7.357672561323447,62.187385978629145,24.32273706896552,13.359650132351248,0.0
27,Raphael Dias Belloli,Leeds,Midfielder,24.061240278108233,26.12363230194608,38,35,44.53300144531877,,18.499123505976097,8.671896010757509,2.3164511494252875,55.68054270736972,,24.440654608096466,,,22.276338514680486,,23.912435824301202,0.0,,29.688111405224998,6.233929434509425,54.62405525149857,,30.043534136546185,11.302704056084126,34.87561804697157,,1.8912023460410556,4.1559529563396165,,38.88753330528678,,20.623887652947722,,38.735106643785244,,,37.0632183908046,7.95436324390996,86.71896010757509,5.178255982013811,29.995348837209303,12.332749003984064,0.0,19.328511858222573,45.27436989296812,15.284254184565249,0.0,18.84920951242195,20.623887652947722,57.87911933810125,6.458688032048071,20.55332189262074,43.497653958944284,15.943139678615573
28,Bruno Miguel Borges Fernandes,Man Utd,Midfielder,23.73543546462585,25.054070768216175,38,36,63.323514211886305,,,,22.61003984063745,35.21214067769391,30.35163603765128,23.164511494252874,3.2293440160240356,21.52388076878812,20.803225806451614,,41.178133958822,,,0.0,,27.84027135368486,,68.54258004517072,,27.34075251722311,66.80239043824702,7.357672561323447,41.8971561657269,,6.2768353726362625,25.891279910069052,27.013694216207508,,10.50792475188861,0.0,1.808722479315664,,,4.4532167107837495,28.884409991386736,42.85434626436782,1.445316001792918,4.28391125282317,15.90872648781992,4.1439357429718875,6.458688032048071,9.244070888715143,7.5648093841642225,44.67649428065088,34.074249165739715,26.226475950077127,21.971115390312544,26.671563034797494,50.40951245363011
29,Dejan Kulusevski,Spurs,Midfielder,23.550795083505168,23.550795083505168,18,18,44.532167107837495,,1.5810247609708263,13.898706896551726,11.302704056084126,3.361480323169143,,43.49735024891601,,2.0554581673306775,23.896729498952794,,9.04361239657832,39.45439377085651,41.10916334661355,9.964462299134734,,23.640029325513197,,66.64308426073133,33.20151998038735,33.80604378661733,,22.926381276847874,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Kai Havertz,Chelsea,Midfielder,23.528874493800807,30.830938991876916,38,29,71.96970904742926,,1.6807401615845714,0.0,3.8210635461413123,7.5648093841642225,69.75123609394313,17.933815350389324,,0.0,33.10952652595551,,59.03211819495744,,,51.54859066049642,58.634020025319366,60.0789409168914,,,,15.553143841515935,,,,,0.0,0.0,0.0,,38.75212819228843,0.0,0.0,0.0,0.0,43.57432432432433,36.764321468298114,21.41955626411585,0.0,6.722960646338286,40.31613140475607,35.27008834665545,28.94590862009437,0.0,0.0,3.97718162195498,27.97156626506024,8.311905912679233,56.51352028042063,92.6580459770115,2.2218776916451333
31,Philippe Coutinho Correia,Aston Villa,Midfielder,23.050482020167482,23.050482020167482,19,19,51.70336108541474,11.857685707281197,33.328165374677,8.07336004006009,0.0,39.33674761192312,,1.6807401615845714,,,18.647710843373492,,23.8816471633832,10.424030172413794,,37.66101223581758,38.447933227345,42.30661722760982,,8.22183266932271,,17.992427261857316,,12.661057355209648,17.087970323264443,,20.803225806451614,,43.84363411619283,,,,,,,,,,,,,,,,,,,,,,
32,Joao Pedro Cavaco Cancelo,Man City,Defender,22.22424111311338,23.45892117495301,38,36,56.105364910584825,,7.173526140155729,28.657976596059843,36.17444958631328,38.447933227345,,18.84920951242195,,13.360478087649403,35.522784176264395,,9.486148565824957,,,5.554694229112833,,22.918263288009886,,17.966422287390028,,32.11550200803213,,0.0,69.38863015898507,,17.474472333143186,,17.343792021515018,,24.32273706896552,2.0713023928055243,4.201850403961428,30.74828214836629,0.0,21.01584950377722,11.994951507904878,25.974705977122603,23.313959955506117,9.456011730205278,36.868510506798515,48.88130921619293,38.02597609561753,52.96432949252268,0.0,17.343792021515018,10.116799771819739,13.445921292676571,26.639188218390807,8.164230636436875,12.431807228915662
33,Allan Saint-Maximin,Newcastle,Forward,21.997494051107704,23.88299354120265,38,35,16.600759990193676,,19.689834770114945,,17.89731729879741,4.844016024036054,,6.679825066175624,25.551593453919033,14.286291373468856,33.43430602873648,,10.359839357429719,,6.619208211143695,0.0,0.0,18.499123505976097,,0.0,,0.0,,30.13065893346222,62.409677419354836,,21.359962904080554,,21.41955626411585,,,,87.68726823238566,1.98859081097749,14.53204807210816,41.178133958822,37.15408188281442,4.4532167107837495,26.639188218390807,65.24602537337401,0.0,26.015688032272525,4.4437553832902665,2.0719678714859437,42.98696489408976,32.55772552145609,75.18706942236355,11.95735475896168,28.510981175128357,14.545835347188659,8.966907675194662
34,Chris Wood,Newcastle,Forward,21.849671603906447,23.134946404136237,36,34,0.0,,0.0,,33.80604378661733,0.0,,0.0,4.4437553832902665,12.605551211884286,18.150051844171234,,8.287871485943775,,25.531231671554252,5.781264007171672,19.313890473474046,2.0554581673306775,,80.78079331941544,,7.173526140155729,,7.272917673594329,38.76964809384164,,42.71992580816111,,43.69589477879634,,33.321542130365664,40.85429542645241,,,,8.070216907675196,0.0,5.731595319211968,,18.885960378983633,8.671896010757509,78.70949092660992,17.474472333143186,7.95436324390996,25.97709747957187,6.722960646338286,6.949353448275863,42.552052785923756,52.11830948595655,56.51352028042063,25.693227091633467
35,James Maddison,Leicester,Midfielder,21.74120153157822,23.60473309142778,38,35,15.635054192812325,10.117212012550427,15.422080510163413,43.78996432270687,0.0,0.0,,14.545835347188659,79.43049853372433,0.0,33.328165374677,,1.9928924598269466,15.53476794604143,,2.3164511494252875,,0.0,,7.114611424368718,,11.463190638423937,,3.5867630700778643,41.98147220831247,,59.60828685258965,,52.835180722891565,,,6.458688032048071,111.36108541473943,,,21.704669751787968,45.71548251973578,38.62778094694809,37.6984190248439,20.234424025100854,1.7087970323264443,19.689834770114945,25.891279910069052,29.893386897404202,21.107838070628766,3.1620495219416527,8.22183266932271,3.97718162195498,11.133041776959374,8.966907675194662,1.9105317730706561
36,Daniel James,Leeds,Midfielder,21.331428755721596,23.8410086093359,38,34,0.0,,0.0,5.781264007171672,2.3164511494252875,75.56645081714463,,2.2218776916451333,,,1.7135645011292682,,45.065744438106115,43.94223078062509,,15.586258487743123,10.389882390849042,16.807401615845713,,8.287871485943775,0.0,5.97867737948084,,5.673607038123167,76.8851296922829,,56.070396858785585,,36.764321468298114,,16.600759990193676,,,0.0,0.0,11.562528014343345,6.213907178416573,62.21257536606374,15.415936254980082,111.88626506024096,23.530362262184,19.297272413396247,1.9105317730706561,5.5182544209925855,23.989903015809755,32.28086763070078,23.513392231103634,3.2293440160240356,7.6421270922826245,0.0,36.73913619501855
37,Riyad Mahrez,Man City,Midfielder,21.311218160637647,28.92236750372252,38,28,29.091670694377317,,54.69813681868743,1.9105317730706561,0.0,0.0,,9.424604756210975,,52.41418326693228,6.458688032048071,,0.0,,,64.43445305770886,,94.66239184177996,,1.8912023460410556,,38.33140562248996,,21.52388076878812,25.891279910069052,,0.0,,0.0,,47.487248563218394,0.0,48.74146468595257,24.417753470761465,61.516693163751995,0.0,1.7135645011292682,38.44256484614145,26.004032258064516,16.075219941348973,0.0,4.4437553832902665,19.526852589641436,35.57305712184359,0.0,0.0,12.875926982316033,0.0,33.58854166666667,20.039475198526873,18.647710843373492
38,Timo Werner,Chelsea,Forward,21.0502843376478,38.09099070621983,38,21,0.0,,0.0,0.0,47.7632943267664,17.966422287390028,22.918263288009886,77.11540600667409,,40.53789511494253,105.76654306902455,,24.85562871366629,,,21.704669751787968,19.297272413396247,1.5810247609708263,,,,0.0,,,,,0.0,24.66549800796813,39.7718162195498,,0.0,0.0,0.0,0.0,0.0,17.942368839427665,0.0,0.0,81.70859085290482,0.0,0.0,0.0,0.0,15.53476794604143,108.52567027952084,79.5436324390996,23.827630522088352,0.0,0.0,0.0,28.884409991386736
39,Demarai Gray,Everton,Midfielder,20.91179491592743,23.372006082507127,38,34,31.27209051724138,0.0,2.0713023928055243,14.56529825959878,2.521110242376857,39.02353204840879,,30.67876815222834,,11.765181131092,3.9857849196538933,20.55332189262074,13.450361512791991,,14.469779834525312,31.523774255665824,,0.0,,0.0,,0.0,,0.0,0.0,,35.32560012888674,,23.008286339049373,,64.74693227091635,,,,0.0,24.440654608096466,17.373383620689655,67.81622433650476,11.392163160430384,35.79463459759482,62.15903614457831,30.568508369130498,5.140693503387804,24.210650723025584,18.932478368355994,19.297272413396247,38.44256484614145,34.78254474135818,42.13689243027889,21.359962904080554,1.8394181403308618
40,Danny Ings,Aston Villa,Forward,20.644913728156823,26.15022405566531,38,30,0.0,15.810247609708263,13.331266149870801,53.28417626439659,18.181784751164503,44.532167107837495,,0.0,,,104.63437751004015,,0.0,11.582255747126437,,20.623887652947722,4.271992580816111,34.94894466628637,,4.110916334661355,,27.41703201806829,,5.426167437946992,0.0,,0.0,,3.9857849196538933,,81.8164445158182,,63.59390407888839,,2.9688111405224995,38.75212819228843,0.0,0.0,0.0,4.110916334661355,0.0,0.0,23.164511494252874,36.30010368834247,38.33140562248996,7.9715698393077865,9.456011730205278,37.57821604661587,27.962582302874576,28.939559669050624,21.41955626411585
41,Gabriel Teodoro Martinelli Silva,Arsenal,Midfielder,20.322427181509795,26.629387341288698,38,29,88.88651026392962,,5.426167437946992,8.287871485943775,42.71992580816111,4.483453837597331,,0.0,2.890632003585836,40.467199087278956,77.07968127490041,,8.887510766580533,0.0,22.605408112168252,37.816653635652855,,33.41450777202073,,,33.43430602873648,0.0,,,3.8210635461413123,,26.877420936504045,,,,71.58926919518964,,25.97709747957187,41.01112877583466,62.768353726362626,10.116799771819739,3.7824046920821113,31.886279357231146,37.07881082597111,0.0,0.0,0.0,0.0,36.6609819121447,0.0,0.0,0.0,0.0,0.0,2.890632003585836,11.392163160430384
