iter	Passed	Remaining
489	1972	2052
490	1975	2048
491	1979	2043
492	1982	2039
493	1986	2034
494	1989	2029
495	1993	2025
496	1996	2020
497	1999	2015
498	2003	2011
499	2006	2006
500	2010	2002
501	2013	1997
502	2017	1993
503	2020	1988
504	2024	1983
505	2027	1979
506	2030	1974
507	2034	1970
508	2037	1965
509	2041	1961
510	2044	1956
511	2048	1952
512	2051	1947
513	2055	1943
514	2058	1938
515	2062	1934
516	2065	1929
517	2069	1925
518	2072	1920
519	2076	1916
520	2079	1912
521	2083	1907
522	2086	1903
523	2090	1898
524	2093	1894
525	2096	1889
526	2100	1885
527	2103	1880
528	2108	1876
529	2111	1872
530	2115	1868
531	2119	1864
532	2122	1859
533	2126	1855
534	2129	1850
535	2132	1846
536	2136	1842
537	2139	1837
538	2143	1833
539	2146	1828
540	2150	1824
541	2153	1820
542	2157	1815
543	2160	1811
544	2164	1806
545	2168	1802
546	2171	1798
547	2174	1793
548	2178	1789
549	2181	1785
550	2185	1780
551	2188	1776
552	2192	1772
553	2195	1767
554	2199	1763
555	2203	1759
556	2207	1755
557	2211	1752
558	2215	1747
559	2219	1743
560	2224	1740
561	2230	1738
562	2236	1735
563	2240	1732
564	2244	1728
565	2247	1723
566	2251	1719
567	2255	1715
568	2258	1710
569	2261	1706
570	2265	1701
571	2269	1697
572	2272	1693
573	2276	1689
574	2279	1684
575	2282	1680
576	2286	1676
577	2290	1672
578	2293	1667
579	2296	1663
580	2300	1658
581	2303	1654
582	2307	1650
583	2310	1645
584	2313	1641
585	2317	1637
586	2320	1632
587	2324	1628
588	2327	1624
589	2331	1619
590	2334	1615
591	2338	1611
592	2341	1607
593	2344	1602
594	2348	1598
595	2351	1594
596	2355	1590
597	2358	1585
598	2362	1581
599	2366	1577
600	2369	1573
601	2373	1569
602	2376	1564
603	2380	1560
604	2383	1556
605	2387	1552
606	2390	1547
607	2393	1543
608	2397	1539
609	2400	1534
610	2404	1530
611	2407	1526
612	2411	1522
613	2414	1517
614	2417	1513
615	2421	1509
616	2424	1505
617	2428	1500
618	2431	1496
619	2435	1492
620	2438	1488
621	2442	1484
622	2445	1479
623	2449	1475
624	2452	1471
625	2456	1467
626	2460	1463
627	2463	1459
628	2467	1455
629	2470	1450
630	2474	1446
631	2477	1442
632	2481	1438
633	2484	1434
634	2488	1430
635	2491	1426
636	2495	1421
637	2498	1417
638	2501	1413
639	2505	1409
640	2508	1405
641	2512	1400
642	2515	1396
643	2519	1392
644	2522	1388
645	2525	1384
646	2529	1380
647	2532	1375
648	2536	1371
649	2539	1367
650	2542	1363
651	2546	1359
652	2549	1354
653	2552	1350
654	2556	1346
655	2559	1342
656	2563	1338
657	2567	1334
658	2571	1330
659	2574	1326
660	2581	1324
661	2586	1320
662	2592	1317
663	2595	1313
664	2599	1309
665	2603	1305
666	2607	1301
667	2610	1297
668	2614	1293
669	2617	1289
670	2621	1285
671	2624	1281
672	2628	1276
673	2631	1272
674	2634	1268
675	2638	1264
676	2641	1260
677	2644	1256
678	2648	1251
679	2651	1247
680	2655	1243
681	2658	1239
682	2661	1235
683	2665	1231
684	2667	1226
685	2671	1222
686	2674	1218
687	2678	1214
688	2682	1210
689	2685	1206
690	2688	1202
691	2692	1198
692	2695	1194
693	2699	1190
694	2702	1186
695	2704	1181
696	2708	1177
697	2711	1173
698	2714	1169
699	2718	1164
700	2721	1160
701	2725	1156
702	2728	1152
703	2731	1148
704	2735	1144
705	2738	1140
706	2741	1136
707	2743	1131
708	2746	1127
709	2750	1123
710	2753	1119
711	2757	1115
712	2760	1111
713	2763	1107
714	2767	1103
715	2770	1099
716	2774	1094
717	2777	1090
718	2780	1086
719	2784	1082
720	2787	1078
721	2790	1074
722	2794	1070
723	2797	1066
724	2801	1062
725	2805	1058
726	2809	1055
727	2813	1051
728	2816	1047
729	2820	1043
730	2823	1039
731	2826	1035
732	2830	1031
733	2833	1027
734	2837	1022
735	2840	1018
736	2844	1014
737	2847	1010
738	2850	1006
739	2854	1002
740	2857	998
741	2860	994
742	2864	990
743	2867	986
744	2871	982
745	2874	978
746	2877	974
747	2881	970
748	2884	966
749	2888	962
750	2891	958
751	2895	954
752	2898	950
753	2901	946
754	2905	942
755	2908	938
756	2912	934
757	2915	930
758	2919	927
759	2924	923
760	2928	919
761	2932	915
762	2938	912
763	2943	909
764	2949	905
765	2952	902
766	2956	898
767	2959	894
768	2963	890
769	2967	886
770	2970	882
771	2973	878
772	2977	874
773	2980	870
774	2984	866
775	2987	862
776	2991	858
777	2994	854
778	2998	850
779	3001	846
780	3004	842
781	3008	838
782	3011	834
783	3014	830
784	3018	826
785	3021	822
786	3025	818
787	3028	814
788	3032	810
789	3035	806
790	3039	803
791	3042	799
792	3046	795
793	3049	791
794	3052	787
795	3056	783
796	3059	779
797	3063	775
798	3066	771
799	3070	767
800	3073	763
801	3076	759
802	3080	755
803	3084	751
804	3087	747
805	3089	743
806	3092	739
807	3096	735
808	3099	731
809	3103	727
810	3106	723
811	3110	720
812	3113	716
813	3117	712
814	3120	708
815	3123	704
816	3127	700
817	3130	696
818	3134	692
819	3137	688
820	3141	684
821	3144	680
822	3147	677
823	3151	673
824	3154	669
825	3157	665
826	3160	661
827	3165	657
828	3168	653
829	3172	649
830	3176	645
831	3180	642
832	3183	638
833	3186	634
834	3190	630
835	3193	626
836	3197	622
837	3200	618
838	3206	615
839	3212	611
840	3217	608
841	3221	604
842	3224	600
843	3228	596
844	3231	592
845	3235	588
846	3238	584
847	3241	581
848	3245	577
849	3248	573
850	3252	569
851	3255	565
852	3258	561
853	3262	557
854	3265	553
855	3269	549
856	3272	546
857	3276	542
858	3280	538
859	3284	534
860	3287	530
861	3292	527
862	3298	523
863	3304	520
864	3310	516
865	3314	512
866	3317	508
867	3321	505
868	3324	501
869	3328	497
870	3331	493
871	3335	489
872	3338	485
873	3341	481
874	3345	477
875	3348	473
876	3351	470
877	3355	466
878	3358	462
879	3362	458
880	3365	454
881	3368	450
882	3372	446
883	3375	442
884	3378	439
885	3382	435
886	3385	431
887	3389	427
888	3392	423
889	3396	419
890	3399	415
891	3402	412
892	3406	408
893	3409	404
894	3412	400
895	3414	396
896	3417	392
897	3421	388
898	3424	384
899	3428	380
900	3431	377
901	3435	373
902	3438	369
903	3441	365
904	3445	361
905	3447	357
906	3450	353
907	3454	350
908	3457	346
909	3461	342
910	3464	338
911	3468	334
912	3471	330
913	3474	326
914	3478	323
915	3481	319
916	3484	315
917	3488	311
918	3491	307
919	3494	303
920	3498	300
921	3501	296
922	3505	292
923	3508	288
924	3511	284
925	3515	280
926	3518	277
927	3522	273
928	3525	269
929	3529	265
930	3532	261
931	3535	257
932	3539	254
933	3542	250
934	3546	246
935	3549	242
936	3553	238
937	3556	235
938	3559	231
939	3563	227
940	3566	223
941	3570	219
942	3573	216
943	3577	212
944	3580	208
945	3583	204
946	3587	200
947	3590	196
948	3594	193
949	3597	189
950	3600	185
951	3603	181
952	3606	177
953	3610	174
954	3613	170
955	3616	166
956	3620	162
957	3624	158
958	3628	155
959	3632	151
960	3638	147
961	3643	143
962	3647	140
963	3652	136
964	3656	132
965	3659	128
966	3663	125
967	3666	121
968	3670	117
969	3673	113
970	3676	109
971	3680	106
972	3683	102
973	3687	98
974	3690	94
975	3694	90
976	3697	87
977	3701	83
978	3704	79
979	3707	75
980	3711	71
981	3714	68
982	3718	64
983	3721	60
984	3724	56
985	3728	52
986	3731	49
987	3735	45
988	3738	41
989	3742	37
990	3745	34
991	3748	30
992	3752	26
993	3757	22
994	3762	18
995	3765	15
996	3768	11
997	3772	7
998	3775	3
999	3779	0
