iter	RMSE
125	70.05761358
126	70.00479134
127	69.96692388
128	69.91364621
129	69.8676446
130	69.82029291
131	69.77699409
132	69.73207274
133	69.65850833
134	69.61656855
135	69.57753581
136	69.52790631
137	69.4848186
138	69.43345413
139	69.3816314
140	69.32796648
141	69.28808501
142	69.24957388
143	69.19443479
144	69.13286582
145	69.09594212
146	69.03994835
147	68.98956034
148	68.93507141
149	68.88789205
150	68.84104663
151	68.79985518
152	68.75208454
153	68.71779932
154	68.67481177
155	68.62596361
156	68.5743363
157	68.52459285
158	68.47587209
159	68.43394855
160	68.390787
161	68.35822885
162	68.30809284
163	68.27190424
164	68.22459662
165	68.16459367
166	68.12386609
167	68.08238231
168	68.03700124
169	67.99813457
170	67.96079082
171	67.91052501
172	67.85571869
173	67.82042765
174	67.77512726
175	67.73846958
176	67.70123327
177	67.64288998
178	67.59082469
179	67.53779304
180	67.49779338
181	67.46240905
182	67.41678122
183	67.37443962
184	67.34124394
185	67.29791329
186	67.2537687
187	67.21520374
188	67.17319351
189	67.14467164
190	67.10212591
191	67.0701943
192	67.03683264
193	67.00631987
194	66.96268234
195	66.91143123
196	66.8607862
197	66.82288779
198	66.78288083
199	66.73378928
200	66.6956877
201	66.66924508
202	66.63561682
203	66.59426372
204	66.53855583
205	66.51004435
206	66.46540715
207	66.42069667
208	66.39098025
209	66.32355643
210	66.28794668
211	66.25347471
212	66.2177639
213	66.17775384
214	66.14988907
215	66.10807398
216	66.08503797
217	66.04900264
218	65.99431401
219	65.95041561
220	65.91223424
221	65.86208898
222	65.81786572
223	65.7701417
224	65.7355694
225	65.70084405
226	65.671984
227	65.62153128
228	65.59297444
229	65.54255579
230	65.51143381
231	65.48233199
232	65.45276081
233	65.4197657
234	65.38306329
235	65.33812433
236	65.31154233
237	65.27709818
238	65.23247232
239	65.20100369
240	65.16835973
241	65.1367463
242	65.09006864
243	65.04719114
244	65.01287367
245	64.97829329
246	64.95015702
247	64.90530473
248	64.87019658
249	64.83198104
250	64.80086939
251	64.75898363
252	64.73156043
253	64.68072838
254	64.64663024
255	64.61259848
256	64.55993234
257	64.51950568
258	64.47887467
259	64.44014998
260	64.40209405
261	64.3675005
262	64.33025091
263	64.2861973
264	64.23609473
265	64.19343019
266	64.14427429
267	64.10834453
268	64.06548208
269	64.01650373
270	63.9794395
271	63.94919339
272	63.92251626
273	63.89080317
274	63.84255463
275	63.81426787
276	63.78250101
277	63.7400354
278	63.69229387
279	63.65308225
280	63.62517094
281	63.58736779
282	63.55429165
283	63.52206336
284	63.49223847
285	63.45728374
286	63.43394142
287	63.40877046
288	63.3777794
289	63.35143901
290	63.30864639
291	63.26952231
292	63.23125419
293	63.19019836
294	63.15613871
295	63.12243941
296	63.08603314
297	63.04550649
298	63.01122303
299	62.97633889
300	62.93677991
301	62.90048536
302	62.87028008
303	62.84596022
304	62.82040371
305	62.78504704
306	62.75406893
307	62.71918702
308	62.67674513
309	62.65259037
310	62.62656636
311	62.58955921
312	62.56752832
313	62.54862639
314	62.51509962
315	62.48682044
316	62.46494779
317	62.42996396
318	62.4099949
319	62.38686673
320	62.36784592
321	62.33553372
322	62.30613929
323	62.27955593
324	62.25292757
325	62.21648035
326	62.19262092
327	62.16505865
328	62.14120357
329	62.11882209
330	62.08663172
331	62.06310264
332	62.04108786
333	62.02112933
334	61.99750957
335	61.97675739
336	61.94720374
337	61.91976894
338	61.90182981
339	61.87353989
340	61.84585403
341	61.81650969
342	61.79082837
343	61.76668547
344	61.74677518
345	61.71453244
346	61.69218188
347	61.66819831
348	61.64347637
349	61.61519741
350	61.58532696
351	61.55974956
352	61.53726821
353	61.51309963
354	61.49120062
355	61.46746269
356	61.43495234
357	61.41639286
358	61.39451418
359	61.36301035
360	61.32361427
361	61.29760594
362	61.27736241
363	61.25177879
364	61.2227149
365	61.20247725
366	61.18307034
367	61.15647443
368	61.13028548
369	61.11230964
370	61.08608193
371	61.05654663
372	61.02257248
373	61.0017936
374	60.97388601
375	60.95081236
376	60.92367056
377	60.90456076
378	60.88345156
379	60.8646285
380	60.84037764
381	60.81649762
382	60.79180491
383	60.76736764
384	60.73718342
385	60.70561444
386	60.68525229
387	60.65775735
388	60.63023523
389	60.60257086
390	60.58666031
391	60.55958857
392	60.54101333
393	60.51886588
394	60.49518071
395	60.47121027
396	60.45301842
397	60.42903214
398	60.41222305
399	60.39373816
400	60.37128372
401	60.34788463
402	60.33024205
403	60.30537695
404	60.27790003
405	60.25855382
406	60.23619067
407	60.21152069
408	60.18086331
409	60.14868605
410	60.12481876
411	60.0971686
412	60.07450965
413	60.05684227
414	60.03524579
415	60.00239319
416	59.98442045
417	59.96014436
418	59.94289161
419	59.92754941
420	59.91476988
421	59.90199453
422	59.87605329
423	59.85954532
424	59.84338644
425	59.82383762
426	59.79712186
427	59.77906288
428	59.75802345
429	59.7427582
430	59.71820752
431	59.70067299
432	59.68178875
433	59.66813906
434	59.65271841
435	59.62079319
436	59.59710499
437	59.5736713
438	59.55954892
439	59.5412484
440	59.52166808
441	59.50510313
442	59.48875534
443	59.46774367
444	59.45009159
445	59.41826104
446	59.39769219
447	59.35929479
448	59.34139664
449	59.32007111
450	59.30659816
451	59.28565326
452	59.26663677
453	59.23706007
454	59.21824177
455	59.20156246
456	59.1826561
457	59.17051357
458	59.14836236
459	59.13024586
460	59.11479321
461	59.09436953
462	59.07948085
463	59.05852416
464	59.03814044
465	59.0163553
466	58.99738476
467	58.97502113
468	58.96102199
469	58.9499058
470	58.93648192
471	58.91546939
472	58.89286632
473	58.86853495
474	58.85685504
475	58.83758341
476	58.81352012
477	58.79818546
478	58.78671955
479	58.760474
480	58.73370328
481	58.71359604
482	58.69754731
483	58.68791996
484	58.66032801
485	58.63356141
486	58.60283704
487	58.58307433
488	58.57032752
489	58.55625459
490	58.52730198
491	58.49858363
492	58.48383473
493	58.46175848
494	58.43428099
495	58.40774896
496	58.38923518
497	58.37626795
498	58.34791291
499	58.33365191
500	58.31065443
501	58.29746915
502	58.28119072
503	58.26310403
504	58.24346145
505	58.22533155
506	58.21222659
507	58.19556668
508	58.18921137
509	58.17914798
510	58.15440576
511	58.13678463
512	58.10397111
513	58.08345321
514	58.07147061
515	58.06297249
516	58.04034534
517	58.02983132
518	58.02592826
519	58.01289243
520	57.98482128
521	57.96280391
522	57.93192218
523	57.90783642
524	57.89153953
525	57.87810721
526	57.86727512
527	57.85097687
528	57.83608387
529	57.82534845
530	57.80825232
531	57.79734591
532	57.78653297
533	57.76658165
534	57.73886958
535	57.72561975
536	57.71498344
537	57.69659539
538	57.67661537
539	57.65932468
540	57.63971036
541	57.62935971
542	57.61961093
543	57.59749819
544	57.57540064
545	57.55503891
546	57.53667236
547	57.51632493
548	57.50233177
549	57.48314409
550	57.47240637
551	57.45896293
552	57.44412886
553	57.43459654
554	57.42129953
555	57.40436942
556	57.39052896
557	57.37950365
558	57.37229318
559	57.35380703
560	57.34042582
561	57.32215707
562	57.30881107
563	57.28322387
564	57.26795637
565	57.25421118
566	57.24277208
567	57.23367947
568	57.22111056
569	57.19589125
570	57.17843047
571	57.1607252
572	57.14119673
573	57.12712345
574	57.10813154
575	57.08558102
576	57.07585972
577	57.06698746
578	57.04565628
579	57.03677153
580	57.02107012
581	57.0008511
582	56.98345801
583	56.9728658
584	56.96019706
585	56.93901088
586	56.92138365
587	56.90547053
588	56.88868181
589	56.87353277
590	56.86090232
591	56.83906199
592	56.8147484
593	56.79841641
594	56.79575962
595	56.78640556
596	56.77881077
597	56.768869
598	56.75143611
599	56.74089388
600	56.72140282
601	56.70015248
602	56.69177781
603	56.68327222
604	56.6609864
605	56.65425366
606	56.6352128
607	56.63297017
608	56.61362958
609	56.60551253
610	56.59554338
611	56.58263229
612	56.56549941
613	56.55614915
614	56.54890325
615	56.53652085
616	56.52272622
617	56.52218516
618	56.52147121
619	56.51002974
620	56.50517502
621	56.47867621
622	56.45156766
623	56.4387741
624	56.43815205
625	56.41966336
626	56.40310115
627	56.39631646
628	56.38592258
629	56.37757765
630	56.36644774
631	56.35554549
632	56.34558974
633	56.32811228
634	56.31648119
635	56.29874022
636	56.28914316
637	56.27163317
638	56.2500694
639	56.23277512
640	56.23140103
641	56.22939014
642	56.19978106
643	56.18375152
644	56.15975927
645	56.14733422
646	56.14623818
647	56.13146013
648	56.11481981
649	56.1144506
650	56.09844213
651	56.07964108
652	56.05890418
653	56.05795823
654	56.04295112
655	56.03408202
656	56.00693176
657	55.99904311
658	55.9803137
659	55.97198206
660	55.96061562
661	55.95081679
662	55.93348881
663	55.92511283
664	55.91326336
665	55.90961861
666	55.90829936
667	55.90804057
668	55.88976005
669	55.8893079
670	55.87566787
671	55.86445844
672	55.84076767
673	55.83466006
674	55.81640848
675	55.79810705
676	55.77975616
677	55.7759626
678	55.76166551
679	55.7375779
680	55.72322861
681	55.71658276
682	55.71601548
683	55.71517102
684	55.71288699
685	55.70492724
686	55.70419542
687	55.69934941
688	55.69395132
689	55.69353243
690	55.6825107
691	55.68193938
692	55.67362784
693	55.6552366
694	55.64196597
695	55.64173082
696	55.63251551
697	55.62621204
698	55.61745893
699	55.61661423
700	55.61001272
701	55.59615511
702	55.57394271
703	55.57349342
704	55.55279115
705	55.5474504
706	55.53266276
707	55.53235371
708	55.49822558
709	55.47339529
710	55.45717071
711	55.44639724
712	55.43433295
713	55.42787859
714	55.42306863
715	55.41077519
716	55.40571114
717	55.38861117
718	55.37420058
719	55.36707266
720	55.35530108
721	55.3494644
722	55.33582384
723	55.31508381
724	55.30748031
725	55.30583692
726	55.30409313
727	55.28339695
728	55.2697652
729	55.2569411
730	55.24872913
731	55.2425629
732	55.23630766
733	55.22884458
734	55.21595993
735	55.20873616
736	55.19855898
737	55.1879457
738	55.18095116
739	55.17275891
740	55.17222525
741	55.17003957
742	55.15796422
743	55.14769247
744	55.14101477
745	55.13976889
746	55.13143185
747	55.1071227
748	55.08745919
749	55.06950013
750	55.05637323
751	55.05082262
752	55.04617417
753	55.03079627
754	55.02029485
755	55.00945235
756	54.99277821
757	54.98376313
758	54.9758212
759	54.95643494
760	54.95106661
761	54.93711436
762	54.93625677
763	54.92698595
764	54.90643519
765	54.89638206
766	54.88045363
767	54.87678635
768	54.87545918
769	54.85968543
770	54.83796355
771	54.82047053
772	54.79994817
773	54.78680135
774	54.77303631
775	54.75914468
776	54.75244766
777	54.73910182
778	54.73121125
779	54.71525949
780	54.71411079
781	54.69682372
782	54.67902608
783	54.65615492
784	54.6469508
785	54.64640656
786	54.6362354
787	54.63541744
788	54.61937736
789	54.61524928
790	54.60275788
791	54.60222326
792	54.59314904
793	54.57817128
794	54.56419404
795	54.55820824
796	54.53646884
797	54.53143199
798	54.52052799
799	54.52000525
800	54.51019238
801	54.49945801
802	54.47593549
803	54.46389451
804	54.44522436
805	54.44473345
806	54.44370474
807	54.43620638
808	54.41942154
809	54.41454478
810	54.39731991
811	54.38655062
812	54.37481125
813	54.3542103
814	54.34926507
815	54.33597626
816	54.33158299
817	54.30867246
818	54.30056229
819	54.29710454
820	54.29235577
821	54.28688903
822	54.28584732
823	54.26517232
824	54.25536617
825	54.25518816
826	54.24355614
827	54.23236389
828	54.21089663
829	54.20407895
830	54.2030622
831	54.20268898
832	54.20097026
833	54.19157709
834	54.19120978
835	54.18625543
836	54.16742955
837	54.15315477
838	54.14794296
839	54.12767199
840	54.11604349
841	54.115689
842	54.1039608
843	54.08782785
844	54.08223358
845	54.06781792
846	54.06255082
847	54.03958128
848	54.03244639
849	54.02194255
850	54.01754975
851	54.01195499
852	54.00510704
853	53.99170226
854	53.97516527
855	53.96140644
856	53.95374754
857	53.94340772
858	53.94251333
859	53.93054207
860	53.92499197
861	53.92343623
862	53.90589598
863	53.89349751
864	53.88169356
865	53.86200878
866	53.85309968
867	53.85213828
868	53.8514023
869	53.8484084
870	53.83924724
871	53.82236536
872	53.81346272
873	53.81310055
874	53.80071983
875	53.79997467
876	53.7800313
877	53.76865231
878	53.76837244
879	53.75916701
880	53.74907894
881	53.74486965
882	53.7440923
883	53.73846865
884	53.7343541
885	53.73300578
886	53.72418883
887	53.71960142
888	53.7046383
889	53.69882774
890	53.6961275
891	53.69316858
892	53.68882332
893	53.67312522
894	53.66818869
895	53.66779372
896	53.65915834
897	53.63838493
898	53.62071792
899	53.62010884
900	53.61417535
901	53.60775212
902	53.60726192
903	53.58982246
904	53.57661051
905	53.57607308
906	53.57367496
907	53.56550023
908	53.56504948
909	53.55675008
910	53.54045295
911	53.52882548
912	53.52247127
913	53.51662585
914	53.51638578
915	53.51395292
916	53.51322054
917	53.51293493
918	53.5000991
919	53.48055269
920	53.47246054
921	53.47191178
922	53.46849586
923	53.46654122
924	53.45703114
925	53.44641349
926	53.44596143
927	53.43082614
928	53.41763917
929	53.40503343
930	53.39787989
931	53.39318933
932	53.38600072
933	53.38121985
934	53.37887321
935	53.37609343
936	53.3719393
937	53.36962108
938	53.364607
939	53.36063792
940	53.36017635
941	53.34790465
942	53.33358291
943	53.32795557
944	53.32673759
945	53.31501534
946	53.30055862
947	53.29992947
948	53.28917772
949	53.284216
950	53.26831927
951	53.26770598
952	53.26636312
953	53.2612054
954	53.25939128
955	53.24898517
956	53.23581555
957	53.23465646
958	53.22955072
959	53.22455421
960	53.22424163
961	53.2205273
962	53.21657894
963	53.2151979
964	53.20873967
965	53.20824416
966	53.18693908
967	53.17123751
968	53.16116125
969	53.15355155
970	53.13948897
971	53.12227829
972	53.11694956
973	53.11475901
974	53.11375696
975	53.09660207
976	53.07142928
977	53.07094609
978	53.06449214
979	53.06168429
980	53.05533307
981	53.05386712
982	53.04306344
983	53.03441422
984	53.0288961
985	53.01547687
986	53.00201927
987	53.00100518
988	53.0004988
989	52.98728763
990	52.98278495
991	52.97594773
992	52.97481838
993	52.97412218
994	52.97206259
995	52.95849801
996	52.94883744
997	52.93799152
998	52.93688369
999	52.9254951
