,Name,Team,Position,xG per fixture adj,xG per game adj,Team games,Played,GW38,GW37*,GW37,GW36*,GW36,GW35,GW34*,GW34,GW33,GW32,GW31,GW30,GW29*,GW29,GW28,GW27*,GW27,GW26,GW25*,GW25,GW24,GW23*,GW23,GW22*,GW22,GW21,GW20*,GW20,GW19*,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW6,GW5,GW4,GW3,GW2,GW1
17,Bryan Mbeumo,Brentford,Forward,24.729627529113685,24.729627529113685,38,38,47.64718514219385,,64.70076752515777,,68.16752665978673,25.32974009373669,,16.09428485936565,25.399141798322606,31.993595780749672,8.962798796897262,10.93480686695279,1.9713788300835657,17.22782003912193,22.601996007984035,21.99825157843614,12.602314883513875,24.08896942956193,,,5.000706588941883,,7.803997243280498,,26.581220657277,0.0,,6.915879478827362,,49.45330208777163,6.816752665978673,7.725464779123317,47.64718514219385,22.02375822860563,22.406996992243155,61.854285176116036,35.33793641505754,12.305585742229951,32.80442060085837,2.305293159609121,48.1246496668964,19.649281110560242,6.00084790673026,35.28648167383885,35.687362117869526,26.613614206128137,21.660246174318033
18,Leandro Trossard,Arsenal,Midfielder,24.542536841709296,25.906011110693143,38,36,14.34047807503562,,7.623608617594257,,30.763964355574878,0.0,,6.625863077823289,6.572025536854324,8.249344341913552,1.9476436188510495,0.0,,5.614080317302926,4.000565271153507,,13.382760794201072,0.0,10.922006232378692,17.89324683965403,4.265812770766623,9.858038305281486,33.410940988835726,,21.00385813918979,1.9713788300835657,,0.0,,0.0,49.42531587410982,10.99912578921807,15.996797890374836,19.71815735317398,126.99570899161303,98.58038305281487,39.81217833632556,28.895948963317387,40.55869009039741,89.25717937792929,,25.42724550898204,22.304601323668454,29.94176169228227,78.8795665634675,37.6643347639485,19.713788300835656
19,Harvey Barnes,Leicester,Midfielder,24.5417467875431,27.42901111548935,38,34,57.45548675610596,,0.0,,10.855602897315723,41.93265048849669,,14.282623534649058,27.13472153363081,0.0,0.0,6.915879478827362,47.99039367112451,6.00084790673026,24.380956937799045,,2.2086210259410963,8.249344341913552,,10.40532965770733,27.59930362116992,,34.76459150605492,,18.129704275758147,55.37513584003478,,20.32962298025135,,33.01080995902931,34.97916489135066,19.439656652360515,16.55497076023392,48.728950882920316,37.789146836912366,18.82187747348425,17.7779210047926,69.00975092739799,31.50567318132465,59.294733692399774,15.450929558246633,20.919495761790916,11.828272980501394,59.6327677004096,23.831439209972483,0.0,0.0
20,Solly March,Brighton,Midfielder,24.451296978883665,28.15603894538119,38,33,0.0,0.0,0.0,0.0,0.0,25.20462976702775,4.928447075208914,5.377679278138357,33.035637342908444,,8.834484103764385,11.588197168684975,8.452741585233444,83.07585326953749,,19.002685037979155,43.04128243265576,37.979050567595465,,,22.304601323668454,,37.005228758169935,,13.063327904451684,23.543745841650036,,79.60775458031532,,46.20848790621754,15.607994486560996,10.082531973449896,4.265812770766623,51.0879531423144,19.877589233469866,32.86012768427162,22.87082585278277,53.27690590111643,8.69114787651373,4.824712398806988,,64.9807385229541,8.921840529467381,43.97696248553959,9.738218094255247,57.103991416309015,18.728098885793873
21,Rodrigo Moreno,Leeds,Midfielder,24.1750153658646,29.633889803317896,38,31,21.24502814258912,,29.214654282765743,,23.084592274678112,27.931108531630876,,1.5368621064060806,8.475748502994014,6.245288370627168,30.154452492543676,0.0,11.011879114302815,0.0,18.82187747348425,,4.92223429689198,0.0,,0.0,0.0,,0.0,0.0,0.0,19.865964912280702,,35.19295535882464,,46.74344685242519,54.67403433476395,9.858038305281486,42.49005628517824,22.284500542888168,62.72126118449085,55.31541128269777,8.475748502994014,59.83064553181715,12.00169581346052,33.060048973441326,,0.0,3.360617302270367,67.68072158226472,72.88449385605618,103.57510118180349,25.99211651100206
22,Martin Ødegaard,Arsenal,Midfielder,24.0253430006887,24.674676595301907,38,37,12.547918315656167,,4.235338120885698,,11.075027168006956,54.67403433476395,,60.737078213380144,3.286012768427162,23.831439209972483,33.10994152046784,10.855602897315723,,3.742720211535284,18.00254372019078,,20.52023321777498,44.569001085776335,20.163703813622202,7.533998669328012,8.531625541533247,9.858038305281486,24.380956937799045,,8.401543255675916,27.59930362116992,,17.38229575302746,,15.79472103004292,33.22508150402087,38.95287237702099,60.94703181890139,6.625863077823289,51.671125074805516,10.082531973449896,,41.16992232688812,49.45330208777163,17.38229575302746,0.0,13.79965181058496,50.12330005650782,32.11862590608257,32.27410423452769,11.300998003992017,23.00325030913266
23,Son Heung-min,Spurs,Midfielder,23.989948646298405,25.322723571092762,38,36,8.421120475954389,,29.798947368421054,,4.265812770766623,17.002402402402403,,32.56680869194717,47.313091922005576,9.719828326180258,49.948018458197616,18.458378613344927,,1.6803086511351835,8.249344341913552,,38.11804308797128,22.406996992243155,,0.0,16.55497076023392,,7.533998669328012,,14.787057457922229,1.7843681058934764,47.64718514219385,45.52331725246957,,28.003956898074545,18.129704275758147,18.962966507177036,0.0,0.0,30.73724212812161,59.533948497854084,2.9570682451253485,49.56910520848791,19.68893718756792,0.0,35.78649367930806,50.85449101796407,37.00522875816994,18.635487731897072,27.784676270381514,40.85948897991028,51.329253683017654
24,Miguel Almiron Rejala,Newcastle,Midfielder,23.602923064852718,26.379737543070686,38,34,47.48535205773357,,30.13599467731205,47.99178439469681,14.970880846141135,2.6013324144268326,,9.165938157681724,5.040925953405551,10.62251407129456,9.598078734224902,0.0,0.0,0.0,0.0,,17.0293177141048,6.572025536854324,,,26.535918193438437,,14.600190010857764,,3.895287237702099,13.001837131248896,,16.059312953041285,,10.40532965770733,10.29248058172203,38.611743180306064,8.834484103764385,43.079909341104106,55.4555660199661,79.18601398601399,23.52432111589257,2.9570682451253485,35.216937799043066,82.08093287109992,34.57939739413681,17.002402402402403,0.0,43.02143422510686,96.93737666860127,7.38335144533797,33.035637342908444
25,Kaoru Mitoma,Brighton,Midfielder,23.470594060978854,27.026744676278682,38,33,10.664531926916558,141.29854904236797,18.33187631536345,7.289871244635194,19.509993108201243,21.00385813918979,66.04119080779945,8.962798796897262,22.87082585278277,,40.85948897991028,32.83322531127409,26.89508686210641,19.865964912280702,,21.002967673555908,16.842240951908778,39.92669418644651,,,12.490576741254335,,23.00325030913266,,48.41115635179153,14.126247504990022,,47.040945888368135,,28.565247069298117,32.516655180335405,62.328379472235724,0.0,25.99211651100206,4.417242051882193,0.0,0.0,5.41799043062201,56.97530274603446,7.237068598210483,,0.0,0.0,1.871360105767642,0.0,7.289871244635194,0.0
26,Wilfried Zaha,Crystal Palace,Midfielder,23.08323075810204,32.487509955847315,38,27,0.0,,0.0,,17.673914223669925,18.347978850417878,,47.71726866185071,0.0,0.0,0.0,0.0,,54.621490352628086,59.83064553181715,30.763964355574878,37.789146836912366,10.664531926916558,,0.0,0.0,,0.0,,0.0,4.859914163090129,12.813962395543177,28.71207333723425,,32.83322531127409,15.368621064060806,0.0,32.1885697187313,48.69109047127624,20.165063946899792,7.5613889301083255,53.77679278138358,15.067997338656024,47.71968269707487,27.607762824263702,,47.38416309012876,55.08290271132377,0.0,47.99039367112451,60.30890498508735,41.62131863082932
27,Roberto Firmino,Liverpool,Forward,21.4949607409779,32.67234032628641,38,25,19.248470131131622,,39.45876812959126,,0.0,0.0,0.0,0.0,0.0,0.0,32.74880185093373,42.92198483804274,8.834484103764385,0.0,,,0.0,36.47050835654596,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,36.6637526307269,30.901859116493267,68.30464386051894,11.011879114302815,74.9842793257654,13.144051073708647,22.111325522628075,104.59747880895458,,46.20848790621754,100.84321888412018,98.35917480998916,24.64223537604457,0.0,5.353104317680429
28,Cody Gakpo,Liverpool,Midfielder,20.979676934803653,21.978709169794303,22,21,41.24672170956776,,20.26261066114146,,19.776746506986033,9.029984051036683,17.843681058934763,18.347978850417878,17.528792569659444,16.09428485936565,40.2342422740043,18.20932690098783,0.0,14.787057457922229,,,9.221172638436483,55.19860724233984,0.0,8.001130542307013,43.73922746781116,,31.085710046000894,,9.85907867658699,56.31983616149795,,14.76670289067594,,0.0,,,,,,,,,,,,,,,,,
29,Alexander Isak,Newcastle,Forward,20.61215516273016,32.79206503161617,35,22,34.23362590208699,,32.01949434464405,33.22508150402087,13.099520740373494,24.71265793705491,,3.66637526307269,15.122777860216651,50.215521064301555,29.86068939536636,23.477958532695375,10.712039903680772,46.32740250696379,60.14180131657691,,42.12515434541713,65.72025536854323,,,16.88649339582446,,24.58979370249729,,0.0,21.002967673555908,,31.226441853135835,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.33743213897937,76.01074015191662,21.711205794631447,0.0,,,
30,James Maddison,Leicester,Midfielder,20.50670133339568,25.97515502230119,38,30,35.05758513931889,,0.0,,20.5050276949297,40.14828238260322,,49.56910520848791,9.35680052883821,0.0,49.29019152640743,22.284500542888168,15.996797890374836,17.002402402402403,1.8059968102073367,,36.44224692802809,12.832313420754414,,0.0,20.69947771587744,,25.107760532150778,,21.329063853833116,2.46111714844599,,0.0,,0.0,0.0,0.0,16.55497076023392,70.5729633476777,0.0,22.406996992243155,0.0,36.00508744038156,22.284500542888168,17.788420107719933,74.35759849906192,2.46111714844599,23.656545961002788,0.0,26.581220657277,32.516655180335405,54.1799043062201
31,Danny Welbeck,Brighton,Forward,20.277369486836562,24.856130338702883,38,31,0.0,31.21712130005804,14.66550105229076,8.504849785407727,1.3006662072134163,3.360617302270367,5.914136490250697,77.97634953300619,1.694135248354279,,48.58966257070412,23.17639433736995,17.673914223669925,47.85891547049442,,9.00127186009539,7.485440423070568,7.790574475404198,,,0.0,,0.0,,24.58979370249729,12.242747837658019,,45.83476778866639,,0.0,0.0,0.0,2.1329063853833117,9.85907867658699,0.0,13.144051073708647,47.435786953919816,42.44092503987241,29.93617601910285,45.83476778866639,,70.63123752495011,32.11862590608257,1.871360105767642,5.842930856553148,29.159484978540775,51.25584958217271
32,Antony Matheus dos Santos,Man Utd,Midfielder,19.84225699598161,26.191779234695726,33,25,0.0,1.1043105129705482,11.526465798045605,,43.91771410479659,17.528792569659444,23.380612910236906,20.26261066114146,12.553880266075389,,47.435786953919816,37.806944650541624,15.350972886762362,15.79472103004292,,,3.66637526307269,24.123561994034944,,,0.0,,0.0,0.0,11.001554495672142,5.202664828853665,14.001978449037273,0.0,,0.0,78.87262941269591,16.941352483542794,0.0,0.0,0.0,16.56465769455822,30.901859116493267,59.533948497854084,27.725092743730524,87.07933836331979,,32.516655180335405,,,,,
33,Brennan Johnson,Nott'm Forest,Forward,18.64761163326969,18.64761163326969,38,38,4.000565271153507,,0.0,,0.0,14.66550105229076,,0.0,24.611171484459902,9.649424797613976,1.9713788300835657,2.1329063853833117,5.614080317302926,58.25819217983221,31.58944206008584,,26.07344362954119,47.88879655735273,,7.790574475404198,24.645095763203717,,4.460920264733691,,15.906560899024957,34.57939739413681,,33.902994011976055,,9.165938157681724,54.11121513555686,34.4991295264624,25.003532944709416,36.11993620414673,2.6013324144268326,20.5050276949297,4.92223429689198,33.16235554851987,10.664531926916558,23.543745841650036,1.7843681058934764,31.50567318132465,1.643006384213581,25.107760532150778,22.684166790324976,16.55497076023392,7.289871244635194
34,Phil Foden,Man City,Midfielder,18.442129238832244,21.90002847111329,38,32,4.514992025518342,40.608432949358836,18.773278720499317,,8.401543255675916,14.035200793257316,23.371723426212593,1.7843681058934764,0.0,,0.0,0.0,,0.0,,,15.002119766825649,74.11369098712447,,30.73724212812161,24.564961101137047,0.0,2.1329063853833117,,0.0,0.0,0.0,9.856894150417828,,2.2086210259410963,8.401543255675916,0.0,96.6208293460925,0.0,0.0,4.92223429689198,,12.061780997017472,57.74541039339486,84.76928969359332,41.22887446572741,28.794236202674707,5.082405745062838,16.002261084614027,37.6643347639485,27.66351791530945,9.738218094255247
35,Demarai Gray,Everton,Midfielder,18.33176279858001,21.109302616546678,38,33,28.43194896851249,,14.34047807503562,,0.0,0.0,,0.0,0.0,2.0002826355767533,21.412417270721715,5.914136490250697,,31.86754221388368,4.417242051882193,,32.50794258373206,23.717893476959908,24.71265793705491,17.063251083066493,0.0,,0.0,,0.0,13.633505331957346,,13.748907236522587,,44.300108672027825,31.21712130005804,0.8962798796897262,22.284500542888168,7.533998669328012,32.11862590608257,27.00381558028617,7.289871244635194,3.8627323895616583,21.685167130919222,37.58034644649507,24.34554523563812,47.040945888368135,9.35680052883821,39.731929824561405,44.8945840813884,35.19295535882464,26.503452311293156
36,Alexis Mac Allister,Brighton,Midfielder,17.981019739684847,19.522250003086405,38,35,8.531625541533247,3.286012768427162,6.416156710377207,0.0,3.901998621640249,56.290339813028645,24.64223537604457,4.481399398448631,24.564961101137047,,24.29483128535206,24.142077434760363,0.7684310532030403,43.34392344497608,,41.00579402932344,44.912642538423405,33.10994152046784,,,41.04046643554996,,70.00989224518636,,0.0,12.242747837658019,,44.628589688964645,,7.5613889301083255,0.0,0.0,18.129704275758147,15.236757954725347,0.0,1.643006384213581,13.553081986834233,27.08995215311005,7.725464779123317,0.0,,36.72824351297406,15.167128900094548,0.0,17.528792569659444,2.4299570815450644,8.871204735376045
37,Said Benrahma,West Ham,Midfielder,17.595702545511802,19.103905620841385,38,35,15.067997338656024,,0.0,,20.768963317384372,37.456197771587746,0.0,5.000706588941883,21.711205794631447,26.89508686210641,36.41865380197566,6.245288370627168,2.4299570815450644,9.165938157681724,,,83.18334902994914,0.0,,31.341502094554166,4.828415486952073,,7.730173590793837,,10.93480686695279,9.241697581243509,,18.82187747348425,,3.742720211535284,3.6119936204146734,39.019986216402486,32.01949434464405,7.000989224518636,28.584993036211703,55.3270358306189,22.917383894333195,31.164189736117862,0.0,0.0,8.401543255675916,0.0,14.485246460856217,5.332265963458279,28.302847207128888,13.553081986834233,27.931108531630876
38,Jack Grealish,Man City,Midfielder,17.492685108333283,23.74007264702374,38,28,0.0,0.0,0.0,,0.0,0.0,16.55497076023392,50.85449101796407,7.803997243280498,,12.242747837658019,59.57859802493121,,75.98922028121007,,,5.000706588941883,13.364763948497854,,6.915879478827362,21.17669060442849,24.71265793705491,35.19295535882464,,19.313661947808292,29.577236029760964,17.38229575302746,32.52775069637883,,6.625863077823289,35.28648167383885,53.333763014377794,0.0,23.196785376615193,3.766999334664006,4.92223429689198,,0.0,17.415282499595275,39.42757660167131,35.85119518758905,0.0,0.0,0.0,0.0,3.073724212812161,13.633505331957346
39,Joe Willock,Newcastle,Midfielder,17.169662195270206,18.641347526293366,38,35,0.0,,0.0,9.84446859378396,11.228160634605851,41.62131863082932,,21.081657762667966,21.844012464757384,9.656830973904146,0.0,0.0,6.816752665978673,76.88377437325906,7.623608617594257,,57.36191230014248,0.0,,,0.0,,0.0,,0.0,15.002119766825649,,12.490576741254335,,2.6013324144268326,8.421120475954389,17.89324683965403,34.23362590208699,22.91484539420431,6.398719156149935,11.588197168684975,11.762160557946284,1.9713788300835657,33.410940988835726,76.72782855341949,11.526465798045605,24.00339162692104,0.0,16.133037834415074,3.286012768427162,33.22508150402087,44.8945840813884
40,Raheem Sterling,Chelsea,Midfielder,16.79136270433252,22.788277955879852,38,28,53.45905579399142,0.0,52.57620429483459,,49.129922202274095,3.073724212812161,,13.006662072134162,6.320988835725679,,2.46111714844599,7.17023903751781,0.0,0.0,0.0,,0.0,12.163840687489673,,26.07344362954119,29.33100210458152,,0.0,,16.951497005988024,0.0,,0.0,0.0,0.0,27.95323159784561,17.673914223669925,0.0,5.202664828853665,12.305585742229951,7.885515320334263,18.059968102073366,35.19295535882464,0.0,54.00763116057234,,7.790574475404198,47.66287841994497,43.320492348636066,7.485440423070568,34.76459150605492,47.04864223178514
41,Joelinton Cassio Apolinario de Lira,Newcastle,Midfielder,16.753994499834622,19.895368468553613,38,32,0.0,,0.0,11.075027168006956,4.678400264419105,2.6013324144268326,,12.832313420754414,45.36833358064995,43.45573938256865,2.1329063853833117,3.6119936204146734,47.71726866185071,42.38464484679666,0.0,,0.0,0.0,,,22.917383894333195,,3.073724212812161,,0.0,51.00720720720721,,8.029656476520643,,16.90866069377441,34.620161956701374,38.611743180306064,12.14741564267603,0.0,38.39231493689961,7.725464779123317,3.360617302270367,25.627924791086354,3.6119936204146734,0.0,22.284500542888168,79.01116410528175,0.0,22.406996992243155,6.572025536854324,2.46111714844599,22.02375822860563
