,Teams,Opponent xG av adj,Matches,GW38,GW37*,GW37,GW36*,GW36,GW35,GW34*,GW34,GW33,GW32,GW31,GW30,GW29*,GW29,GW28,GW27*,GW27,GW26,GW25*,GW25,GW24,GW23*,GW23,GW22*,GW22,GW21,GW20*,GW20,GW19*,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW6,GW5,GW4,GW3,GW2,GW1
11,Spurs,156.91628597039332,38,168.28682890581462,,135.21357088703564,,128.80566753143086,104.66784178847809,,130.99471539371635,163.9888872469337,201.448339124392,155.2980939098094,126.83314317517743,,154.60012135922332,232.67671232876717,,227.45716479017403,100.89568197395478,,71.45860618254986,53.87059942911514,,178.00542064180402,,127.04887149380302,130.11730615507597,147.73124592302676,95.61893551688846,,242.1965176268272,168.3512672121333,179.21163760424568,183.0119264350734,128.76185092677798,127.66029753602977,155.8076997915219,251.00339884734748,37.79114077669903,151.25443161263394,198.48172978505633,218.51699913269732,83.72765787370105,142.21838249286395,263.67645854657115,218.60731094356868,229.9102981525517,147.61210782147595
12,Southampton,159.62798199161935,38,207.65639542526625,,185.91690552386257,,132.38021582733816,178.19892528147392,,203.80906184850593,160.5624360762436,186.89155578300924,96.14836629406707,157.3337769080235,,113.12825880114178,109.95536453358805,145.94480667172104,102.91139352741247,109.25849956634866,,165.1314508638306,148.0953722334004,,94.42801005254742,,150.23730098559517,157.0525244462183,,124.82528317152105,,95.61893551688846,114.27693844924063,111.86525671351052,147.36905481793087,87.34674079221683,176.47484952708515,113.72858239508702,227.6827986982799,291.97864890580405,231.1993998695369,231.32758899676378,184.1695070844143,147.46291980808775,186.4137552588257,186.57919314319497,103.12038161318301,265.05175552665804,234.33110474371225
13,Leeds,161.68566196466782,38,132.48720152817577,,302.7527687916271,,133.77428769979156,119.66230919765168,,275.0618781961878,166.95680832610583,121.0656674660272,136.20473248323916,244.6306534823732,124.59437052200616,142.70401740020472,325.9706648389308,,136.28654515096704,108.74135723431499,,55.04180291648255,185.52014563106798,,96.21796955814987,156.45878528151326,72.43858751279429,37.55932524639879,,117.50692476551588,,99.12190294957185,123.54448922863102,218.6422439660796,200.08271251193892,206.62543003254302,239.6607861180492,219.50223820943248,96.98226366001735,88.37507676560902,192.29673258813415,259.8710836160447,,181.35788476118276,114.5186084142395,110.28968971754558,193.6631790744467,177.6349094122846,230.24912040210194
14,Leicester,162.038066717925,38,138.98614652711706,,144.0040861709521,,137.6933087945314,165.19240607513993,,275.9898462783172,132.52587776332902,112.53749143248803,83.46815394651013,334.2857275685728,140.10441029734585,307.9181857265693,113.75109931766492,,151.20226815438085,116.33835616438358,,68.81665813715456,186.57919314319497,,101.84390321553647,,170.61101576531632,95.32180325587868,,178.19892528147392,,89.38493205435653,148.113342973577,132.20047255038224,183.16003805899146,222.16610032362462,110.05977821265495,446.2693625771077,158.82069477986255,55.98512467755805,243.47582519758254,146.32594677584444,235.23237822349574,246.5762348685126,90.3612235850451,106.6700932869947,123.84405656208574,186.1671699078813,77.26489764973466
15,Brentford,163.09340516014808,38,82.72949771689498,,182.05724291626873,,75.4188392007612,107.92178256868675,,79.6824462640737,139.81031644411928,91.5198164039114,210.84610463787985,77.1169423210563,111.27817348899072,260.75633783219706,106.8032523850824,73.80605391073797,160.32605177993528,124.46003197442049,,,153.35055889939812,,173.12822415557832,,130.09880689350422,93.60954857885939,,85.54556020455603,,213.61070067043516,234.875813510942,170.34068767908312,297.67846053489893,250.63751279426822,186.2689513365319,312.97517461584516,187.44938723248583,238.69839988868793,174.69348158443367,102.65467224546724,134.73577277379735,188.27088983838013,161.87003439380914,213.00461165048546,319.0702637889689,127.17505541598939,163.27393755420644
16,Fulham,163.71577215338925,38,160.6421752623024,,175.25778159931215,,45.034202386212996,208.6960104076323,98.99032470093337,155.1178082191781,128.80566753143086,73.6254876462939,145.43863268608416,127.13461465271172,,239.52756857275688,,,160.08927840327536,172.77289613343444,,98.30861320539184,166.22231807430086,,127.49191402251793,,94.24250960307299,95.53498885705191,,145.57790132036138,162.5942198646424,224.655117085863,110.0836058329651,41.380309544282035,195.78265110093105,168.41362035225052,156.8904935275081,211.41032881292963,209.02674116942728,188.20023245002326,286.5915889628925,312.4023071577485,179.64769703172982,303.7291626870424,90.59510226798388,277.4397901740021,225.35595147839277,102.18921635823625,156.30051268568428
17,Wolves,164.4679486038676,38,174.57699590583422,,169.48754045307444,,193.27261711245757,158.18239872280984,,196.94587449561712,172.82364574376615,218.51699913269732,108.38548142532224,101.49193341869399,,285.40803480040944,128.31870704068365,,194.36617095205008,134.28974848774277,142.9033258840542,106.35675459632296,86.86164574616458,,155.1178082191781,,107.92178256868675,144.0379647749511,,137.90873453853476,,196.5981241269208,229.24977094724403,164.90679611650486,126.76752814739,189.8558230137749,167.40727824109177,117.85186470078058,227.5917024935512,131.83822927328558,253.72983354673497,226.25651760228357,142.56065231572083,197.6501104728237,106.6029288702929,206.1697845726199,159.52540592168103,132.38021582733816,155.66531673787853
18,Nott'm Forest,170.43662878318153,38,158.21883061049013,,102.13840839303994,,159.48732394366198,255.19381352187366,,188.8697498104625,137.862112146932,164.48768239779153,215.86292300871884,135.58491319097985,201.94419468697754,75.02499428832535,136.13501042390553,,172.14323463865014,151.16456310679612,,223.02428163653667,149.20855838225702,,157.27222222222224,,118.85257291473158,167.1428637842864,,46.64969644405898,,91.31935483870969,150.1666361807207,262.716890793557,94.93129836629407,82.63051554207735,291.203121801433,161.5105297752071,189.8558230137749,160.39826365090246,207.89686689283576,222.19986990459674,226.29096722621907,151.34983728498375,193.52793215916506,195.57634511302138,261.102427184466,162.6892102759277,254.9580542043086
19,Everton,180.1401657714811,38,69.75253370525338,,165.57240118802835,,88.63874755381606,184.34133852789762,,176.77779705117086,162.10296038915916,99.79957007738608,176.50695443645085,257.6968228166101,,63.99041706462911,212.30455460032928,,131.99420015163005,183.99401228249747,129.66507164790175,118.63679904210737,48.382463310421706,,125.04041014854741,,94.17016376663257,145.45061845861088,,161.37255855059658,,169.37345206623073,184.66405740378346,144.8758510395248,356.6591817759182,315.4992627927147,312.2815347721823,150.91642304385212,165.2505906879778,301.9266157274754,96.21796955814987,328.9998674326116,229.4887535680305,227.00788747206525,156.71710941853988,255.4034116755118,204.27681678607988,224.84498104170825,224.732138284251
20,Bournemouth,193.5761173556348,38,137.42233009708738,,151.43871730456632,,204.46741186586416,166.736747759283,,189.32268251904145,113.8364560318162,228.4113415794482,195.57634511302138,142.4043365134432,137.07432864894952,85.99056754596324,303.93618040311316,,106.43320625739453,260.05452917093146,,157.3337769080235,219.90084532785016,,158.16842251563588,,156.76891609851123,230.3547082906858,,108.38548142532224,,209.16949903945624,244.6306534823732,192.62754710078656,179.79421521035601,265.05175552665804,276.69095829353716,242.41769743101813,187.64250994255417,293.0468025579537,227.11036426712926,175.99226686884006,188.8578179291175,233.25225179119758,240.5973954763537,264.22229525437103,142.70401740020472,178.75480756686238,159.31227299940133
