chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,full_name
0.0,0.0,61739,0,0,-4,4,0,2,0.0,0.0,0,Maxime,0.0,173,False,Joined Royal Antwerp on loan until the end of the season on 1/2,2021-02-01T23:00:20.765108Z,41,61739.jpg,0.5,Le Marchand,0.1,False,,u,8,54,1,3430,0,13054,130,0.0,0.2,Le Marchand,122,0,0,0,1,0,0,0,2,0,0,0,12,12.6,1.6,1.0,1.6,434,169,424,164,419,156,450,169,,,,,,,Maxime Le Marchand
0.0,0.0,61916,0,0,-3,3,0,3,0.0,0.0,0,Stefan,0.0,174,False,Not included in Fulham's 25-man Premier League squad,2020-10-20T22:30:18.533609Z,47,61916.jpg,0.0,Johansen,0.0,False,,u,8,54,0,438,0,3358,9,0.0,0.0,Johansen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,616,245,608,246,595,244,621,246,,,,,,,Stefan Johansen
0.0,0.0,76357,0,0,-3,3,0,3,0.0,0.0,0,Tom,0.0,175,False,Knee injury - Unknown return date,2021-01-14T15:00:16.245882Z,52,76357.jpg,2.7,Cairney,0.1,False,,i,8,54,27,10904,36,26735,112,0.0,5.2,Cairney,758,1,1,1,15,0,0,0,2,0,0,2,160,170.6,278.3,124.0,57.3,232,95,69,49,176,92,155,81,3.0,,,,,,Tom Cairney
,,82514,0,0,-3,3,0,2,-0.5,-0.5,0,Tim,0.0,176,False,,,42,82514.jpg,1.4,Ream,0.1,False,,a,8,54,7,7875,33,16906,78,0.0,1.7,Ream,450,0,0,0,10,0,0,0,0,0,0,0,78,82.6,4.7,0.0,8.8,328,127,409,155,483,193,381,139,,,,,,,Tim Ream
0.0,0.0,83543,0,0,-5,5,0,3,0.0,0.0,0,Anthony,0.0,177,False,Loan at Nottingham Forest extended until end of the season on 12/1. - Expected back 01 Jul,2020-10-16T21:30:11.452901Z,50,83543.jpg,0.0,Knockaert,0.0,False,,u,8,54,0,1026,0,12581,7,0.0,0.0,Knockaert,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,645,257,640,258,634,257,650,258,,,,,,,Anthony Knockaert
,,84915,0,0,-3,3,0,2,-0.5,-0.5,0,Michael,0.0,178,False,,,42,84915.jpg,0.0,Hector,0.1,False,,a,8,54,0,7680,55,23004,145,0.0,0.0,Hector,262,0,0,0,10,0,0,0,2,0,0,0,32,40.8,11.3,18.0,6.9,376,144,384,143,353,129,393,143,,,,,,,Michael Hector
0.0,0.0,87107,0,0,-3,3,0,2,0.0,0.0,0,Cyrus,0.0,179,False,Joined Nottingham Forest on loan until the end of the season on 18/9. - Expected back 01 Jul,2020-09-21T00:30:18.332101Z,42,87107.jpg,0.0,Christie,0.0,False,,u,8,54,0,745,0,10144,7,0.0,0.0,Christie,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,523,205,508,206,484,194,533,205,,,,,,,Cyrus Christie
0.0,0.0,92259,0,0,-3,3,0,3,0.0,0.0,0,Neeskens,0.0,180,False,Joined Middlesbrough on loan until the end of the season on 1/2,2021-02-02T00:00:25.973137Z,47,92259.jpg,1.2,Kebano,0.0,False,,u,8,54,6,3056,0,12301,40,0.0,1.3,Kebano,116,0,0,0,3,0,0,0,0,0,0,0,13,1.4,14.6,47.0,5.9,466,197,368,178,299,148,407,180,,,,,,,Neeskens Kebano
100.0,100.0,96994,0,0,-2,2,1,4,3.7,1.6,2,Bobby,2.1,181,False,,2020-12-17T15:30:20.147270Z,53,96994.jpg,3.0,Decordova-Reid,1.0,False,,a,8,54,59,207123,11238,146883,5427,0.4,11.1,Decordova-Reid,1360,5,1,6,16,0,0,0,5,0,0,6,249,284.8,136.3,329.0,74.9,142,13,166,24,60,28,93,22,,,4.0,,,,Bobby Decordova-Reid
,,101105,0,0,-4,4,0,2,0.1,-0.2,0,Joe,0.3,182,False,,,46,101105.jpg,1.1,Bryan,0.3,False,,a,8,54,12,15031,151,66325,293,0.1,2.6,Bryan,449,0,1,0,13,0,0,0,2,0,0,0,85,72.4,55.9,47.0,17.5,342,132,265,71,298,99,341,118,5.0,,,,,,Joe Bryan
0.0,0.0,122074,0,0,-2,2,0,1,0.0,0.0,0,Marcus,0.0,183,False,Joined Middlesbrough on loan until the end of the season on 10/9. - Expected back 01 Jul,2020-09-10T14:30:11.949431Z,43,122074.jpg,0.0,Bettinelli,0.0,False,,u,8,54,0,895,0,5419,12,0.0,0.0,Bettinelli,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,539,67,525,44,504,40,549,67,,,,,,,Marcus Bettinelli
100.0,100.0,128389,0,0,-5,5,0,4,2.9,1.2,1,Aleksandar,1.7,184,False,,2021-01-13T23:30:19.260597Z,55,128389.jpg,2.6,Mitrović,3.7,False,,a,8,54,46,541850,4960,1848011,4242,0.3,8.4,Mitrović,997,2,3,1,17,0,0,1,2,0,0,5,127,188.6,245.3,459.0,87.5,215,23,84,7,38,18,69,18,,,,,2.0,,Aleksandar Mitrović
0.0,0.0,149266,0,0,-2,2,0,2,0.0,0.0,0,Alfie,0.0,185,False,Joined Bristol City on loan until the end of the season on 6/9. - Expected back 01 Jul,2020-09-07T02:00:12.698046Z,43,149266.jpg,0.0,Mawson,0.0,False,,u,8,54,0,378,0,1666,3,0.0,0.0,Mawson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,540,209,526,210,505,200,550,209,,,,,,,Alfie Mawson
,,155529,0,0,-2,2,0,1,-0.5,-0.5,0,Marek,0.0,186,False,,,43,155529.jpg,1.0,Rodák,0.3,False,,a,8,54,1,12976,80,31586,270,0.0,0.2,Rodák,90,0,0,0,3,0,0,0,0,0,2,0,11,18.2,0.0,0.0,1.8,419,28,528,45,507,41,444,28,,,,,,,Marek Rodák
100.0,100.0,166324,0,0,-2,2,1,3,6.3,2.9,3,Ivan Ricardo,3.4,187,False,,2020-12-19T23:30:21.220340Z,53,166324.jpg,2.8,Neves Abreu Cavaleiro,0.2,False,,a,8,54,55,28138,2963,28174,649,0.6,10.4,Cavaleiro,1432,3,0,4,23,0,0,1,2,0,0,4,136,220.0,326.5,420.0,96.6,186,72,51,37,42,23,55,33,2.0,,2.0,,1.0,,Ivan Ricardo Neves Abreu Cavaleiro
100.0,100.0,168765,0,0,-4,4,0,3,0.1,-0.2,0,Josh,0.3,188,False,,2020-10-20T22:30:18.592793Z,46,168765.jpg,1.2,Onomah,0.0,False,,a,8,54,5,2866,27,14235,27,0.1,1.1,Onomah,143,0,0,0,7,0,0,0,0,0,0,0,12,13.2,7.5,2.0,2.2,431,184,398,188,410,193,439,190,,,,,,,Josh Onomah
0.0,0.0,170271,0,0,-4,4,0,3,0.0,0.0,0,Jean Michaël,0.0,189,False,Not included in Fulham's 25-man Premier League squad,2020-10-20T22:30:18.607195Z,46,170271.jpg,0.0,Seri,0.0,False,,u,8,54,0,2950,0,10761,11,0.0,0.0,Seri,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,613,243,604,244,590,242,618,244,,,,,,,Jean Michaël Seri
0.0,0.0,197030,0,0,-2,2,0,3,0.0,0.0,0,Aboubakar,0.4,190,False,Joined Dijon on loan until the end of the season on 1/2,2021-02-01T22:30:23.485673Z,48,197030.jpg,0.7,Kamara,0.0,False,,u,8,54,8,5026,0,11939,56,0.1,1.7,Kamara,307,0,0,0,9,0,0,0,1,1,0,0,14,22.6,76.8,39.0,13.2,407,175,229,141,309,152,356,164,,,,,,,Aboubakar Kamara
,,203325,0,0,0,0,0,3,4.1,1.8,1,André-Frank,2.3,191,False,,,45,203325.jpg,2.4,Zambo Anguissa,1.6,False,,a,8,54,53,427236,3342,381314,6052,0.5,11.8,Anguissa,1683,0,3,4,25,0,0,0,4,0,0,4,294,371.6,270.1,193.0,83.8,80,25,72,50,113,62,78,45,,,,,,,André-Frank Zambo Anguissa
0.0,0.0,208998,0,0,-2,2,0,2,0.0,0.0,0,Zeze Steven,0.0,192,False,Joined Bristol City on loan until the end of the season on 7/9. - Expected back 01 Jul,2020-09-08T09:30:15.158422Z,43,208998.jpg,0.0,Sessegnon,0.0,False,,u,8,54,0,671,0,8699,11,0.0,0.0,Sessegnon,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,544,212,531,213,510,203,554,212,,,,,,,Zeze Steven Sessegnon
100.0,100.0,153366,0,0,-1,1,0,3,4.1,1.8,3,Harrison,2.3,373,False,,2020-09-30T13:30:17.140962Z,44,153366.jpg,2.1,Reed,0.5,False,,a,8,54,38,90279,916,135678,1238,0.5,8.6,Reed,1246,0,2,4,20,0,0,0,4,0,0,0,225,260.4,217.2,38.0,51.7,164,62,101,71,312,153,184,96,4.0,,,,,,Harrison Reed
100.0,100.0,169528,0,0,-1,1,0,2,1.7,0.6,6,Antonee,1.1,484,False,,2021-01-16T22:30:18.719812Z,44,169528.jpg,2.3,Robinson,0.2,False,,a,8,54,39,28542,995,26198,277,0.2,8.9,Robinson,1471,0,0,4,19,0,0,0,3,1,0,1,271,316.6,343.6,130.0,79.3,120,48,45,8,169,37,81,14,,,,,,,Antonee Robinson
100.0,100.0,151086,0,0,0,0,0,3,1.7,0.6,3,Mario,1.1,493,False,,2021-01-14T15:00:17.223386Z,45,151086.jpg,1.4,Lemina,0.2,False,,a,8,54,21,13104,148,78471,233,0.2,4.7,Lemina,681,0,0,1,11,0,0,0,1,0,0,0,107,101.6,84.1,23.0,21.0,302,133,223,135,340,167,322,150,,,,,,,Mario Lemina
,,84182,0,0,0,0,1,1,7.3,3.4,6,Alphonse,3.9,516,False,,,45,84182.jpg,3.7,Areola,3.4,False,,a,8,54,77,334080,15987,199957,4700,0.9,17.1,Areola,1890,0,0,5,28,0,0,0,0,0,77,7,391,567.0,0.0,0.0,56.5,13,6,560,53,544,49,157,6,,,,,,,Alphonse Areola
100.0,100.0,167074,0,0,-2,2,1,2,5.5,2.5,9,Kenny,3.0,517,False,,2020-09-28T19:30:13.417631Z,43,167074.jpg,2.6,Tete,0.1,False,,a,8,54,23,12871,2436,16965,309,0.7,5.3,Tete,596,0,1,2,12,0,0,0,1,0,0,3,132,154.4,182.8,36.0,37.3,244,92,129,25,317,108,243,77,,,,,,,Kenny Tete
,,72681,0,0,-3,3,0,2,-0.5,-0.5,0,Denis,0.0,525,False,,,42,72681.jpg,0.3,Odoi,0.1,False,,a,8,54,1,7230,52,8559,86,0.0,0.2,Odoi,270,0,0,0,10,0,0,0,1,0,0,0,34,35.4,20.8,8.0,6.4,387,150,348,125,381,143,400,147,,,,,,,Denis Odoi
,,219352,0,0,0,0,0,3,5.7,2.6,3,Ademola,3.1,557,False,,,50,219352.jpg,3.4,Lookman,1.2,False,,a,8,54,65,284094,17547,204267,4896,0.6,13.0,Lookman,1570,3,3,5,19,0,0,1,3,0,0,5,221,355.0,454.9,587.0,139.7,93,34,22,18,24,13,22,15,1.0,,1.0,,3.0,,Ademola Lookman
,,159506,0,0,0,0,1,2,2.7,1.1,0,Ola,1.6,562,False,,,45,159506.jpg,2.9,Aina,0.4,False,,a,8,54,53,75976,1102,51841,1803,0.4,11.8,Aina,1594,1,0,4,21,0,0,0,2,0,0,3,271,297.6,133.7,54.0,48.4,132,54,169,40,282,92,200,57,,,3.0,,,,Ola Aina
100.0,100.0,174874,0,0,0,0,0,2,4.7,2.1,6,Joachim,2.6,571,False,,2020-12-19T23:30:22.009824Z,45,174874.jpg,2.8,Andersen,0.1,False,,a,8,54,44,6606,899,4093,183,0.6,9.8,Andersen,1411,0,0,5,17,0,0,0,3,1,0,3,254,280.2,32.4,19.0,33.3,145,59,323,106,351,128,261,84,,,,,,,Joachim Andersen
,,109646,0,0,0,0,1,2,4.9,2.2,6,Tosin,2.7,572,False,,,45,109646.jpg,3.2,Adarabioyo,0.4,False,,a,8,54,57,59200,5021,32185,1088,0.6,12.7,Adarabioyo,1620,0,1,5,20,0,0,0,1,0,0,5,309,372.6,31.6,132.0,53.9,79,31,325,108,167,36,175,43,,,,,,,Tosin Adarabioyo
0.0,0.0,109434,0,0,-2,2,0,2,0.0,0.0,0,Terence,0.0,585,False,Hamstring injury - Unknown return date,2021-01-16T22:30:18.884975Z,43,109434.jpg,0.0,Kongolo,0.0,False,,i,8,54,0,1122,24,841,58,0.0,0.0,Kongolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,538,208,524,209,503,199,548,208,,,,,,,Terence Kongolo
,,195480,0,0,0,0,0,4,3.0,1.2,1,Josh,1.0,665,False,,,55,195480.jpg,1.0,Maja,0.0,False,,a,8,54,1,814,396,109,81,0.2,0.2,Maja,11,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.8,4.0,0.3,658,84,435,64,403,62,474,64,,,,,,,Josh Maja
0.0,0.0,15033,0,0,-1,1,0,2,0.0,0.0,0,Wes,0.0,216,False,Back injury - Unknown return date,2021-01-22T15:00:21.292754Z,44,15033.jpg,1.0,Morgan,0.1,False,,i,9,13,3,9386,13,14111,136,0.0,0.7,Morgan,16,0,0,0,0,0,0,0,0,0,0,0,9,3.0,0.1,0.0,0.3,459,173,449,176,522,208,472,175,,,,,,,Wes Morgan
100.0,100.0,17745,0,0,0,0,3,1,5.0,6.0,6,Kasper,5.5,217,False,,2020-11-15T22:30:17.730436Z,55,17745.jpg,4.2,Schmeichel,10.2,False,,a,9,13,96,521895,6745,781474,15092,1.0,17.5,Schmeichel,2070,0,0,9,25,0,0,0,0,0,62,6,422,536.6,0.0,0.0,53.7,17,8,655,72,652,71,178,8,,,,,,,Kasper Schmeichel
100.0,100.0,37402,0,0,0,0,0,2,-0.5,0.5,0,Christian,0.0,218,False,,2020-08-15T10:00:11.758506Z,45,37402.jpg,2.7,Fuchs,0.2,False,,a,9,13,24,42869,135,40362,417,0.0,5.3,Fuchs,701,0,0,3,9,0,0,0,4,0,0,2,112,137.0,33.9,22.0,19.2,262,102,317,103,342,120,330,112,,,3.0,,,,Christian Fuchs
100.0,100.0,37642,0,0,0,0,0,2,4.5,5.5,6,Jonny,5.0,219,False,,2021-01-27T23:30:17.485728Z,55,37642.jpg,3.5,Evans,0.8,False,,a,9,13,67,95091,3222,58046,2527,0.9,12.2,Evans,1685,0,1,8,19,1,0,0,6,0,0,7,351,314.8,69.3,46.0,43.1,121,49,246,59,301,100,219,66,,,,,,,Jonny Evans
0.0,0.0,46483,0,0,-1,1,0,3,0.0,0.0,0,Adrien,0.0,220,False,Transferred to Sampdoria,2020-10-05T07:20:56.395434Z,44,46483.jpg,0.0,Silva,0.2,False,,u,9,13,0,8544,0,45069,110,0.0,0.0,Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,557,209,543,211,524,207,566,212,,,,,,,Adrien Silva
,,51938,0,0,-3,3,0,3,1.7,2.7,1,Marc,2.2,221,False,,,52,51938.jpg,2.2,Albrighton,0.1,False,,a,9,13,38,9633,98,17912,326,0.4,7.3,Albrighton,1036,0,3,4,10,0,0,0,2,0,0,0,159,204.0,249.3,187.0,63.9,203,81,81,57,119,68,127,70,3.0,,,,,,Marc Albrighton
0.0,0.0,61604,0,0,-2,2,0,3,0.0,0.0,0,Matty,0.0,222,False,Joined Coventry City on loan until the end of the season on 6/1. - Expected back 01 Jul,2020-10-16T21:30:11.572098Z,43,61604.jpg,0.0,James,0.2,False,,u,9,13,0,29808,0,56470,195,0.0,0.0,James,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,529,202,515,204,494,200,539,205,,,,,,,Matty James
,,95463,0,0,-2,2,0,1,-0.5,0.5,0,Danny,0.0,223,False,,,43,95463.jpg,0.0,Ward,0.2,False,,a,9,13,0,3982,79,11052,137,0.0,0.0,Ward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,535,64,521,41,500,37,545,64,,,,,,,Danny Ward
100.0,100.0,101668,0,0,0,0,4,4,0.3,1.3,1,Jamie,0.8,224,False,,2021-01-22T14:30:26.590916Z,100,101668.jpg,6.2,Vardy,14.3,False,,a,9,13,117,3533340,55011,4081741,26225,0.1,11.7,Vardy,1505,11,8,6,19,0,0,1,1,0,0,17,412,528.8,185.6,770.0,148.5,19,4,127,18,12,7,18,6,,,,,1.0,,Jamie Vardy
0.0,0.0,106837,0,0,-3,3,0,3,0.0,0.0,0,Dennis,0.0,225,False,Muscle injury - Expected back 17 Apr,2021-01-09T23:30:20.784690Z,52,106837.jpg,2.7,Praet,0.2,False,,i,9,13,35,79460,10,88055,202,0.0,6.7,Praet,651,1,2,3,8,0,0,0,0,0,0,1,119,118.4,126.4,114.0,35.7,283,122,179,112,189,99,249,118,,,,,,,Dennis Praet
100.0,100.0,111931,0,0,-1,1,0,2,1.7,2.7,6,Ricardo Domingos,2.2,226,False,,2020-12-04T17:00:19.773460Z,59,111931.jpg,3.2,Barbosa Pereira,0.3,False,,a,9,13,13,25379,2314,17451,1293,0.4,2.2,Pereira,246,0,0,2,2,0,0,0,0,0,0,0,53,49.6,19.4,21.0,8.9,366,140,352,127,346,123,379,138,,,,,,,Ricardo Domingos Barbosa Pereira
100.0,100.0,155569,0,0,-1,1,0,2,-0.3,0.7,0,Daniel,0.2,227,False,,2020-10-04T13:30:15.269052Z,39,155569.jpg,0.8,Amartey,0.9,False,,a,9,13,4,79312,709,126738,1312,0.1,1.0,Amartey,278,0,0,0,5,0,0,0,1,0,0,0,44,41.6,3.1,6.0,5.1,375,143,415,158,387,145,413,154,,,,,,,Daniel Amartey
,,166989,0,0,-1,1,2,3,5.0,6.0,3,Youri,5.5,228,False,,,64,166989.jpg,4.0,Tielemans,2.8,False,,a,9,13,92,404461,5734,383305,15089,0.9,14.4,Tielemans,2013,5,2,9,25,0,0,0,4,0,0,11,397,504.0,303.9,237.0,104.6,25,9,60,41,91,52,49,31,2.0,,2.0,,3.0,,Youri Tielemans
,,168580,0,0,-5,5,0,3,1.5,2.5,3,Ayoze,2.0,229,False,,,60,168580.jpg,2.4,Pérez,0.7,False,,a,9,13,36,51572,152,235891,977,0.3,6.0,Pérez,863,1,0,4,11,0,0,0,1,0,0,2,88,157.2,247.2,298.0,70.5,239,100,83,59,70,39,105,61,4.0,,4.0,,2.0,,Ayoze Pérez
0.0,0.0,172632,0,0,-4,4,0,3,0.0,0.0,0,Demarai,0.0,230,False,Joined Bayer Leverkusen on a permanent deal on 31/1,2021-01-31T20:00:26.383373Z,51,172632.jpg,1.0,Gray,0.1,False,,u,9,13,1,2724,0,13949,90,0.0,0.2,Gray,18,0,0,0,0,0,0,0,0,0,0,0,3,0.2,1.3,3.0,0.5,475,200,427,196,407,190,468,199,,,,,,,Demarai Gray
100.0,100.0,172780,0,0,4,-4,3,3,5.7,6.7,2,James,6.2,231,False,,2021-01-07T17:00:15.753790Z,74,172780.jpg,4.9,Maddison,16.4,False,,a,9,13,102,2030829,56178,936261,92726,0.8,13.8,Maddison,1471,6,7,9,17,0,0,0,4,0,0,9,337,451.0,606.1,445.0,150.0,41,16,7,6,39,21,17,12,1.0,,1.0,,4.0,,James Maddison
,,173515,0,0,-4,4,0,4,1.2,2.2,2,Kelechi,1.7,233,False,,,56,173515.jpg,1.5,Iheanacho,0.3,False,,a,9,13,18,29759,773,57552,1449,0.3,3.2,Iheanacho,385,1,0,3,2,0,0,1,0,0,0,0,49,52.0,102.6,210.0,36.5,361,41,198,32,102,37,246,38,,,,,5.0,,Kelechi Iheanacho
,,197469,0,0,-3,3,0,3,0.5,1.5,3,Hamza,1.0,234,False,,,47,197469.jpg,1.6,Choudhury,0.1,False,,a,9,13,8,2960,38,6754,38,0.2,1.7,Choudhury,219,0,0,2,1,0,0,0,1,0,0,0,41,28.0,10.3,3.0,4.1,398,172,386,184,406,189,422,184,,,,,,,Hamza Choudhury
,,201666,0,0,-1,1,1,3,5.3,6.3,3,Harvey,5.8,235,False,,,69,201666.jpg,4.5,Barnes,7.7,False,,a,9,13,100,1287216,19596,1003424,57860,0.8,14.5,Barnes,1714,7,3,7,21,0,0,0,0,0,0,8,264,435.6,283.2,718.0,143.8,47,18,66,46,15,7,20,13,,,,,,,Harvey Barnes
75.0,50.0,203341,0,0,-2,2,0,3,1.5,1.5,0,Wilfred,2.5,236,False,Lack of match fitness - 75% chance of playing,2021-01-27T23:30:17.521967Z,48,203341.jpg,2.9,Ndidi,0.6,False,,d,9,13,32,39315,88,154444,825,0.5,6.7,Ndidi,861,1,0,5,8,0,0,0,2,0,0,4,171,217.6,41.4,17.0,27.6,190,75,297,164,358,169,290,133,,,,,,,Wilfred Ndidi
0.0,0.0,213405,0,0,-2,2,0,2,0.0,0.0,0,Filip,0.0,237,False,Joined OH Leuven on loan until the end of the season on 12/1. - Expected back 01 Jul,2021-01-12T14:30:25.457755Z,43,213405.jpg,0.0,Benkovic,0.0,False,,u,9,13,0,296,0,4958,12,0.0,0.0,Benkovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,545,213,532,214,511,204,555,213,,,,,,,Filip Benkovic
100.0,100.0,218031,0,0,-2,2,0,2,1.7,2.7,5,Çaglar,2.2,238,False,,2020-12-03T22:30:22.314914Z,53,218031.jpg,2.2,Söyüncü,2.7,False,,a,9,13,22,116762,1501,847377,1099,0.4,4.2,Söyüncü,646,0,0,3,10,0,0,0,2,0,0,0,136,143.8,36.6,75.0,25.5,256,97,309,99,245,73,303,104,,,,,,,Çaglar Söyüncü
,,220627,0,0,7,-7,3,2,6.2,7.2,9,James,6.7,239,True,,,52,220627.jpg,4.4,Justin,30.2,False,,a,9,13,101,2885598,89400,1487798,26985,1.3,19.4,Justin,2070,2,2,9,25,0,0,0,4,0,0,13,447,472.2,290.7,195.0,96.0,34,4,64,14,110,13,56,9,,,,,,,James Justin
,,244619,0,0,-3,3,0,2,-0.5,0.5,0,Luke,0.0,240,False,,,42,244619.jpg,1.0,Thomas,0.2,False,,a,9,13,4,11248,79,31672,204,0.0,1.0,Thomas,270,0,0,0,4,0,0,0,1,0,0,0,24,35.8,18.5,13.0,6.6,386,149,355,129,370,138,396,145,,,,,,,Luke Thomas
0.0,0.0,166477,0,0,2,-2,2,2,0.0,0.0,0,Timothy,2.5,498,False,Hamstring injury - Expected back 21 Feb,2021-01-31T17:00:19.980756Z,57,166477.jpg,4.2,Castagne,4.0,False,,i,9,13,54,1682290,56,1768110,13770,0.4,9.5,Castagne,1085,1,3,4,13,0,0,0,1,0,0,4,233,229.6,148.9,102.0,48.0,179,71,162,37,201,51,201,58,,,,,,,Timothy Castagne
,,86881,0,0,-2,2,0,3,0.0,1.0,0,Nampalys,0.5,518,False,,,43,86881.jpg,1.9,Mendy,1.6,False,,a,9,13,33,406895,1194,380740,3923,0.1,7.7,Mendy,1271,0,1,4,20,0,0,0,5,0,0,0,195,132.0,90.8,16.0,24.1,271,114,214,130,360,170,310,141,,,,,,,Nampalys Mendy
100.0,100.0,228798,0,0,-3,3,0,3,-0.2,0.8,0,Cengiz,0.3,541,False,,2021-01-14T16:00:22.636710Z,57,228798.jpg,1.9,Ünder,0.0,False,,a,9,13,15,14441,18,14272,87,0.1,2.6,Ünder,236,0,2,0,4,0,0,0,0,0,0,0,59,70.8,81.9,88.0,24.1,345,151,226,138,225,117,311,142,,,,,,,Cengiz Ünder
0.0,0.0,444463,0,0,0,0,1,2,0.0,0.0,0,Wesley,1.5,561,False,Hamstring injury - Expected back 06 Mar,2021-02-01T15:00:21.074362Z,50,444463.jpg,3.1,Fofana,0.4,False,,i,9,13,49,124425,119,103106,5732,0.3,9.8,Fofana,1390,0,1,5,16,0,0,0,4,0,0,4,283,319.2,51.2,73.0,44.4,118,47,273,77,248,75,213,64,,,,,,,Wesley Fofana
0.0,0.0,149828,0,0,-1,1,0,4,0.0,0.0,0,Islam,0.0,579,False,Joined Lyon on a permanent deal on 14/1,2021-01-14T15:00:17.428974Z,49,149828.jpg,1.0,Slimani,0.1,False,,u,9,13,1,11121,0,11110,105,0.0,0.2,Slimani,19,0,0,0,1,0,0,0,0,0,0,0,3,0.2,11.7,6.0,1.8,474,62,379,56,393,60,446,60,,,,,,,Islam Slimani
,,232229,0,0,0,0,0,2,-0.5,0.5,0,Vontae,0.0,660,False,,,40,232229.jpg,0.0,Daley-Campbell,0.0,False,,a,9,13,0,143,94,32,27,0.0,0.0,Daley-Campbell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,506,193,488,193,460,177,516,193,,,,,,,Vontae Daley-Campbell
,,232881,0,0,0,0,0,3,-0.5,0.5,0,Thakgalo,0.0,661,False,,,45,232881.jpg,0.0,Leshabela,0.0,False,,a,9,13,0,29,21,8,8,0.0,0.0,Leshabela,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,587,226,578,227,562,224,594,228,,,,,,,Thakgalo Leshabela
75.0,100.0,28690,0,0,-3,3,0,3,-0.1,0.4,0,Pablo,0.4,193,False,Muscle injury - 75% chance of playing,2021-02-08T23:30:29.106287Z,57,28690.jpg,1.8,Hernández Domínguez,0.2,False,,d,10,2,18,22005,114,128225,266,0.1,3.2,Hernández,272,0,2,0,5,0,0,0,0,0,0,0,69,69.8,79.8,78.0,22.8,346,152,227,139,236,122,318,147,4.0,,2.0,,,,Pablo Hernández Domínguez
100.0,100.0,39790,0,0,-3,3,0,1,-0.1,0.4,0,Francisco,0.4,194,False,,2020-09-30T13:30:16.774093Z,42,39790.jpg,2.0,Casilla Cortés,0.9,False,,a,10,2,2,29639,294,132918,752,0.1,0.5,Casilla,90,0,0,0,1,0,0,0,0,0,1,0,12,8.0,0.0,0.0,0.8,447,33,506,31,480,26,462,33,,,,,,,Francisco Casilla Cortés
100.0,100.0,55914,0,0,-2,2,0,2,2.3,2.8,7,Liam,2.8,195,False,,2020-12-20T18:30:15.880481Z,43,55914.jpg,2.6,Cooper,0.4,False,,a,10,2,41,57096,694,89056,554,0.7,9.5,Cooper,1421,1,0,4,30,0,0,0,3,0,0,2,333,419.2,10.7,150.0,58.0,52,14,385,144,154,30,152,41,,,,,,,Liam Cooper
0.0,0.0,57913,0,0,-2,2,0,2,0.0,0.0,0,Barry,0.0,196,False,Joined Blackburn Rovers on loan until the end of the season on 16/10. - Expected back 01 Jul,2020-10-16T10:30:16.158146Z,38,57913.jpg,0.0,Douglas,3.6,False,,u,10,2,0,252878,0,980489,4441,0.0,0.0,Douglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,476,179,455,179,422,158,486,179,,,,,,,Barry Douglas
,,66588,0,0,-1,1,0,2,1.5,2.0,6,Luke,2.0,197,False,,,44,66588.jpg,2.4,Ayling,2.4,False,,a,10,2,53,333219,2007,433959,4129,0.5,12.0,Ayling,1959,0,0,7,38,0,0,0,5,0,0,1,402,526.6,315.0,206.0,104.8,20,1,55,12,105,12,48,5,,,,,,,Luke Ayling
