chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,full_name
100.0,100.0,81880,0,0,-2,2,0,3,1.0,0.5,0,Alex,0.5,248,False,,2020-08-21T14:30:10.835560Z,63,81880.jpg,1.5,Oxlade-Chamberlain,0.0,False,,a,11,14,9,4758,65,6447,117,0.1,1.4,Chamberlain,170,0,1,0,2,0,0,0,0,0,0,0,25,29.0,29.7,30.0,8.9,396,170,329,171,328,161,380,169,,,,,,,Alex Oxlade-Chamberlain
,,92217,-1,1,-2,2,1,4,3.5,3.0,2,Roberto,3.0,249,False,,,93,92217.jpg,3.8,Firmino,6.0,False,,a,11,14,88,953841,4318,849753,81109,0.3,9.5,Firmino,1785,6,4,6,27,0,0,0,1,0,0,10,365,426.8,358.9,919.0,170.1,50,7,41,2,7,4,14,5,,,,,4.0,,Roberto Firmino
0.0,0.0,97032,0,0,-2,2,0,2,0.0,0.0,0,Virgil,0.0,250,False,Knee injury - Unknown return date,2020-10-17T15:00:18.628318Z,63,97032.jpg,3.0,van Dijk,6.5,False,,i,11,14,15,383142,141,1980384,2175,0.0,2.4,van Dijk,370,1,0,1,11,0,0,0,1,0,0,1,73,82.4,4.8,66.0,15.3,329,128,408,154,259,82,346,121,,,,,,,Virgil van Dijk
100.0,75.0,110979,0,0,-1,1,2,3,4.2,2.8,2,Sadio,3.7,251,False,,2021-01-31T17:00:19.543957Z,119,110979.jpg,5.2,Mané,5.5,False,,a,11,14,105,1554334,4553,2124669,18522,0.3,8.8,Mané,1689,7,7,5,20,0,0,0,2,0,0,8,299,489.2,473.6,983.0,194.9,30,11,19,15,4,2,7,6,,,,,3.0,,Sadio Mané
100.0,75.0,116535,0,0,-1,1,1,1,3.3,2.1,0,Alisson,2.8,252,False,,2021-02-03T23:00:31.034249Z,59,116535.jpg,3.7,Ramses Becker,6.3,False,,a,11,14,71,428629,1195,1011434,13855,0.5,12.0,Alisson,1710,0,0,5,19,0,1,0,1,0,38,6,334,375.6,0.0,0.0,37.5,74,15,662,74,662,74,242,16,,,,,,,Alisson Ramses Becker
100.0,75.0,116643,0,0,-1,1,0,3,1.2,0.5,1,Fabio Henrique,0.7,253,False,,2021-01-28T22:00:26.366752Z,54,116643.jpg,2.3,Tavares,0.8,False,,a,11,14,41,104937,255,176073,804,0.1,7.6,Fabinho,1562,0,1,6,22,0,0,0,5,0,0,2,270,316.8,61.1,16.0,39.7,119,44,258,151,365,173,232,110,,,4.0,,,,Fabio Henrique Tavares
100.0,100.0,118748,0,0,7,-7,4,3,5.5,5.0,7,Mohamed,5.0,254,True,,2020-11-13T15:30:16.171973Z,127,118748.jpg,7.0,Salah,43.8,False,,a,11,14,155,4757645,28710,3964056,81056,0.4,12.2,Salah,1831,16,4,5,28,0,0,0,0,0,0,16,470,731.6,507.7,1070.0,230.9,3,2,16,12,1,1,3,3,,,2.0,,2.0,,Mohamed Salah
100.0,100.0,122798,-1,1,3,-3,2,2,2.8,2.3,0,Andrew,2.3,255,False,,2020-12-01T23:30:25.355446Z,73,122798.jpg,4.1,Robertson,18.4,False,,a,11,14,94,2182370,7771,1858282,84119,0.3,12.9,Robertson,2064,1,5,6,29,0,0,0,1,0,0,11,492,460.2,688.1,232.0,138.3,39,7,6,1,96,7,23,1,1.0,,,,,,Andrew Robertson
,,152760,0,0,-3,3,0,4,1.5,1.0,0,Divock,1.0,256,False,,,52,152760.jpg,1.1,Origi,0.6,False,,a,11,14,9,31351,797,86936,1125,0.2,1.7,Origi,177,0,0,1,0,0,0,0,0,0,0,0,22,17.8,32.9,60.0,11.1,422,50,319,46,274,50,372,49,,,,,,,Divock Origi
0.0,0.0,153682,0,0,-4,4,0,3,0.0,0.0,0,Harry,0.0,257,False,Joined Cardiff City on loan until the end of the season on 16/10. - Expected back 01 Jul,2020-10-16T21:30:11.702823Z,51,153682.jpg,0.0,Wilson,0.0,False,,u,11,14,0,502,0,6135,7,0.0,0.0,Harry Wilson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,651,261,647,262,641,261,656,262,,,,,,,Harry Wilson
100.0,100.0,169187,0,0,-1,1,1,2,4.8,4.3,0,Trent,4.3,259,False,,2020-11-08T18:30:19.053913Z,74,169187.jpg,3.4,Alexander-Arnold,14.9,False,,a,11,14,71,886488,8260,3461324,37500,0.6,9.6,Alexander-Arnold,1755,1,3,4,28,0,0,0,1,0,0,7,392,381.6,564.0,258.0,120.2,71,27,11,2,83,4,33,2,2.0,,1.0,,,,Trent Alexander-Arnold
0.0,0.0,171287,0,0,-3,3,0,2,0.0,0.0,0,Joseph,0.0,260,False,Knee injury - Unknown return date,2020-11-12T11:30:20.318274Z,52,171287.jpg,1.4,Gomez,1.1,False,,i,11,14,10,109346,38,375152,583,0.0,1.9,Gomez,589,0,0,0,14,0,0,0,0,0,0,0,94,106.8,18.1,0.0,12.5,298,113,356,130,645,233,362,132,,,,,,,Joseph Gomez
0.0,0.0,175592,0,0,-3,3,0,3,0.0,0.0,0,Naby,0.0,261,False,Muscle injury - Unknown return date,2020-12-27T20:00:18.497759Z,52,175592.jpg,1.7,Keita,0.2,False,,i,11,14,12,16555,7,80704,95,0.0,2.3,Keita,394,0,0,2,7,0,0,0,0,0,0,0,60,44.2,54.5,111.0,21.0,370,162,269,154,192,101,323,151,,,,,,,Naby Keita
,,206915,0,0,-1,1,0,3,2.0,1.5,2,Curtis,1.5,263,False,,,44,206915.jpg,1.8,Jones,0.8,False,,a,11,14,29,200378,1142,188980,3017,0.3,6.6,Jones,805,0,1,3,10,0,0,0,1,0,0,0,137,144.0,159.7,191.0,49.6,254,108,152,96,116,65,194,98,,,,,,,Curtis Jones
,,215136,0,0,-2,2,0,2,0.5,0.0,0,Neco,0.0,264,False,,,38,215136.jpg,2.0,Williams,3.6,False,,a,11,14,8,408049,14973,459256,6305,0.0,2.1,Neco Williams,171,0,0,1,0,0,0,0,1,0,0,0,32,21.2,18.5,20.0,5.8,411,161,354,128,347,124,408,152,,,,,,,Neco Williams
0.0,0.0,444884,0,0,-2,2,0,3,0.0,0.0,0,Harvey,0.0,265,False,Joined Blackburn Rovers on loan until the end of the season on 16/10. - Expected back 01 Jul,2020-10-16T21:30:11.725544Z,43,444884.jpg,0.0,Elliott,0.1,False,,u,11,14,0,12394,0,20195,86,0.0,0.0,Elliott,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,551,206,538,208,518,204,561,209,,,,,,,Harvey Elliott
0.0,0.0,194634,0,0,1,-1,0,3,0.0,0.0,0,Diogo,0.0,468,False,Knee injury - Unknown return date,2020-12-11T13:00:27.287277Z,66,194634.jpg,5.2,Jota,2.2,False,,i,11,14,47,2474011,542,2625362,3985,0.0,7.1,Jota,499,5,0,1,11,0,0,0,0,0,0,7,138,198.0,95.3,266.0,56.0,208,84,208,126,79,45,162,87,,,,,,,Diogo Jota
100.0,100.0,61558,-1,1,-4,4,0,3,2.3,1.8,1,Thiago,1.8,531,False,,2020-09-28T21:00:20.374299Z,56,61558.jpg,1.6,Alcántara do Nascimento,1.1,False,,a,11,14,16,383046,1649,381165,5849,0.3,2.9,Thiago,746,0,0,1,8,0,0,0,3,0,0,0,117,135.8,182.4,87.0,40.6,265,111,131,88,227,119,228,109,,,,,,,Thiago Alcántara do Nascimento
,,200720,0,0,0,0,1,1,1.0,0.5,0,Caoimhin,0.5,560,False,,,45,200720.jpg,5.0,Kelleher,0.1,False,,a,11,14,10,31413,228,28296,313,0.1,2.2,Kelleher,180,0,0,1,1,0,0,0,0,0,6,0,41,57.8,0.0,0.0,5.8,359,24,569,57,553,53,409,24,,,,,,,Caoimhin Kelleher
,,197464,0,0,0,0,0,2,1.2,0.7,0,Nathaniel,0.7,589,False,,,40,197464.jpg,2.2,Phillips,0.6,False,,a,11,14,13,152308,1172,111869,2930,0.2,3.2,Phillips,495,0,0,1,5,0,0,0,2,0,0,0,81,100.0,17.4,6.0,12.4,305,116,359,132,388,146,363,133,,,,,,,Nathaniel Phillips
100.0,100.0,219937,0,0,0,0,0,2,0.5,0.0,0,Rhys,0.0,594,False,,2020-11-18T11:00:17.124630Z,40,219937.jpg,1.5,Williams,0.2,False,,a,11,14,3,55917,244,44154,823,0.0,0.8,Rhys Williams,120,0,0,0,2,0,0,0,0,0,0,0,17,21.0,15.2,4.0,4.0,413,162,365,135,395,150,423,158,,,,,,,Rhys Williams
,,233489,0,0,0,0,0,3,0.5,0.0,0,Leighton,0.0,601,False,,,45,233489.jpg,0.0,Clarkson,0.0,False,,a,11,14,0,422,20,382,15,0.0,0.0,Clarkson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,588,227,579,228,563,225,595,229,,,,,,,Leighton Clarkson
,,243343,0,0,0,0,0,3,0.5,0.0,0,Jake,0.0,607,False,,,45,243343.jpg,0.0,Cain,0.0,False,,a,11,14,0,341,21,255,14,0.0,0.0,Cain,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,589,228,580,229,564,226,596,230,,,,,,,Jake Cain
,,438277,0,0,0,0,0,2,0.5,0.0,0,Ozan,0.0,652,False,,,50,438277.jpg,0.0,Kabak,0.1,False,,a,11,14,0,9053,1722,1780,872,0.0,0.0,Kabak,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,649,234,644,234,638,232,654,234,,,,,,,Ozan Kabak
,,152898,0,0,0,0,0,2,0.5,0.0,0,Ben,0.0,653,False,,,50,152898.jpg,0.0,Davies,0.0,False,,a,11,14,0,2989,237,929,400,0.0,0.0,Davies,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,646,233,641,233,635,231,651,233,,,,,,,Ben Davies
100.0,100.0,27789,0,0,-1,1,0,2,5.5,2.0,0,Fernando,2.0,266,False,,2020-10-21T21:30:14.233293Z,54,27789.jpg,2.7,Luiz Rosa,0.7,False,,a,12,43,27,58625,574,106836,1218,0.4,5.0,Fernandinho,517,0,0,3,3,0,0,0,1,0,0,2,121,79.0,47.1,53.0,18.1,332,129,288,84,285,93,335,115,,,,,,,Fernando Luiz Rosa
0.0,0.0,33148,0,0,0,0,0,1,0.0,0.0,0,Claudio,0.0,267,False,Contract expired,2020-08-18T13:59:17.226190Z,45,33148.jpg,0.0,Bravo,0.0,False,,u,12,43,0,451,0,1773,11,0.0,0.0,Bravo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,571,71,558,51,542,47,579,71,,,,,,,Claudio Bravo
0.0,0.0,37572,0,0,-2,2,0,4,0.0,0.0,0,Sergio,0.0,268,False,Illness - Unknown return date,2021-01-12T14:30:25.540301Z,103,37572.jpg,1.2,Agüero,1.1,False,,i,12,43,6,289238,247,500062,836,0.0,0.6,Agüero,140,0,0,1,2,0,0,0,0,0,0,0,20,7.2,36.9,65.0,10.4,449,55,306,43,261,47,374,50,,,,,2.0,,Sergio Agüero
0.0,0.0,57410,0,0,-1,1,0,2,0.0,0.0,0,Nicolás,0.0,269,False,Joined Benfica on a permanent deal on 29/9,2020-09-24T23:30:12.376512Z,49,57410.jpg,0.0,Otamendi,0.2,False,,u,12,43,0,5379,0,44212,36,0.0,0.0,Otamendi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,640,230,634,231,626,227,645,230,,,,,,,Nicolás Otamendi
100.0,100.0,58621,0,0,1,-1,2,2,5.3,1.9,0,Kyle,1.9,270,False,,2021-01-21T18:30:22.417843Z,61,58621.jpg,4.5,Walker,5.3,False,,a,12,43,68,978942,2376,1070229,12764,0.3,11.1,Walker,1199,1,1,7,11,0,0,0,1,0,0,7,272,214.4,119.0,72.0,40.5,194,78,186,43,250,76,229,71,,,,,,,Kyle Walker
100.0,100.0,59859,1,-1,5,-5,5,3,18.3,8.4,13,Ilkay,8.4,271,False,,2020-12-27T01:00:21.051895Z,60,59859.jpg,6.1,Gündogan,25.2,False,,a,12,43,104,2211602,419967,290914,9074,1.4,17.3,Gündogan,1305,9,1,10,4,0,0,1,0,0,0,17,400,501.4,426.5,409.0,133.8,27,10,26,21,44,24,27,18,3.0,,4.0,,2.0,,Ilkay Gündogan
0.0,0.0,61366,0,0,3,-3,2,3,0.0,0.0,0,Kevin,2.0,272,False,Hamstring injury - Expected back 21 Feb,2021-01-20T22:30:17.399176Z,118,61366.jpg,5.6,De Bruyne,10.2,False,,i,12,43,95,4152736,622,5355071,16874,0.2,8.1,De Bruyne,1405,3,10,9,11,0,0,1,1,0,0,12,368,514.6,796.8,663.0,197.6,22,8,4,4,20,12,6,5,1.0,,1.0,,1.0,,Kevin De Bruyne
,,97299,0,0,2,-2,1,2,14.9,6.7,2,John,6.7,273,False,,,52,97299.jpg,6.5,Stones,20.6,False,,a,12,43,85,1983718,62071,429892,34286,1.3,16.3,Stones,1170,2,0,10,3,0,0,0,0,0,0,7,339,297.4,43.7,86.0,42.7,133,55,293,89,228,65,221,67,,,,,,,John Stones
100.0,100.0,102826,0,0,-1,1,1,2,1.5,0.0,0,Benjamin,0.0,274,False,,2020-10-17T22:30:19.749260Z,59,102826.jpg,4.0,Mendy,1.3,False,,a,12,43,24,167269,265,230925,1452,0.0,4.1,Mendy,504,1,0,2,8,0,0,0,2,0,0,2,96,72.8,40.2,35.0,14.6,341,131,299,93,320,111,349,124,,,,,,,Benjamin Mendy
,,103025,0,0,-4,4,2,3,7.5,3.0,2,Riyad,3.0,275,False,,,81,103025.jpg,4.7,Mahrez,3.2,False,,a,12,43,75,1613489,9469,1578228,16036,0.4,9.3,Mahrez,1103,5,2,8,11,0,0,0,0,0,0,7,263,319.8,457.6,477.0,125.4,117,43,20,16,36,20,31,21,5.0,,3.0,,4.0,,Riyad Mahrez
100.0,100.0,103955,0,0,1,-1,1,3,12.1,5.3,8,Raheem,5.3,276,False,,2021-01-10T23:30:24.139458Z,116,103955.jpg,5.7,Sterling,12.5,False,,a,12,43,113,1945925,96196,1278320,21013,0.5,9.7,Sterling,1618,8,6,10,12,0,0,1,1,0,0,10,330,485.6,363.3,926.0,177.4,31,12,39,31,6,3,11,8,,,2.0,,6.0,,Raheem Sterling
100.0,100.0,121145,0,0,5,-5,1,2,12.7,5.6,2,João Pedro Cavaco,5.6,277,False,,2020-09-21T22:00:11.898705Z,60,121145.jpg,5.5,Cancelo,21.4,False,,a,12,43,94,2237908,57393,664268,33774,0.9,15.7,Cancelo,1432,1,2,10,7,0,0,0,3,0,0,13,388,357.6,446.3,230.0,103.5,90,34,24,5,99,8,51,6,,,,,,,João Pedro Cavaco Cancelo
100.0,100.0,121160,0,0,1,-1,0,1,12.3,5.4,2,Ederson,5.4,278,False,,2021-01-01T14:30:20.473224Z,61,121160.jpg,4.5,Santana de Moraes,8.7,False,,a,12,43,95,712977,30973,503807,17412,0.9,15.6,Ederson,1890,0,0,13,13,0,0,0,2,0,34,1,394,296.0,0.0,0.0,29.7,134,18,666,75,666,75,280,18,,,,,,,Ederson Santana de Moraes
0.0,0.0,126184,0,0,-1,1,0,2,0.0,0.0,0,Nathan,0.0,279,False,Unknown - Unknown return date,2021-01-03T19:00:22.353740Z,54,126184.jpg,3.5,Aké,2.6,False,,i,12,43,21,261835,27,615743,2536,0.0,3.9,Aké,469,1,0,2,7,0,0,0,3,0,0,1,97,108.0,35.5,23.0,16.6,295,112,313,101,341,119,342,119,,,,,,,Nathan Aké
100.0,100.0,146941,0,0,0,0,0,2,5.5,2.0,0,Aymeric,2.0,280,False,,2021-01-03T19:00:22.368859Z,60,146941.jpg,3.7,Laporte,2.2,False,,a,12,43,26,152354,1177,361059,2941,0.3,4.3,Laporte,578,0,0,3,4,0,0,0,1,0,0,3,123,96.6,39.5,43.0,17.9,310,119,302,96,305,103,336,116,,,,,,,Aymeric Laporte
100.0,100.0,165809,0,0,-1,1,0,3,10.3,4.4,5,Bernardo Mota,4.4,281,False,,2020-09-08T22:30:12.089513Z,74,165809.jpg,3.1,Veiga de Carvalho e Silva,1.0,False,,a,12,43,50,134142,9305,126473,4022,0.6,6.8,Bernardo Silva,1210,1,3,8,5,0,0,0,1,0,0,1,232,219.8,232.4,285.0,73.9,188,74,94,66,72,41,94,54,6.0,,,,,,Bernardo Mota Veiga de Carvalho e Silva
100.0,100.0,205651,0,0,-3,3,0,4,10.1,4.3,4,Gabriel Fernando,4.3,282,False,,2020-12-25T12:30:19.809330Z,92,205651.jpg,4.1,de Jesus,4.4,False,,a,12,43,58,744310,43226,563366,31025,0.5,6.3,Jesus,1002,4,3,6,5,0,0,0,1,0,0,10,196,224.4,203.0,362.0,79.0,182,20,114,12,53,24,84,21,,,,,5.0,,Gabriel Fernando de Jesus
100.0,100.0,206325,0,0,0,0,1,2,11.5,5.0,2,Oleksandr,5.0,283,False,,2020-12-14T19:00:18.566129Z,55,206325.jpg,4.2,Zinchenko,0.5,False,,a,12,43,38,36937,3570,38704,1537,0.9,6.9,Zinchenko,640,0,0,5,2,0,0,0,0,0,0,2,163,100.4,68.1,41.0,21.0,304,115,249,62,307,104,324,109,4.0,,,,,,Oleksandr Zinchenko
,,209244,0,0,-4,4,3,3,11.5,5.0,16,Phil,5.0,284,False,,,61,209244.jpg,4.9,Foden,8.6,False,,a,12,43,83,2018501,146996,1710676,14379,0.8,13.6,Foden,1019,5,5,5,7,0,0,0,0,0,0,11,284,340.8,334.8,479.0,115.5,101,37,47,35,35,19,38,24,2.0,,,,,,Phil Foden
100.0,100.0,220394,0,0,-1,1,0,3,1.5,0.0,0,Tommy,0.0,285,False,,2021-01-03T19:00:22.393930Z,44,220394.jpg,0.0,Doyle,0.1,False,,a,12,43,0,6846,36,10328,88,0.0,0.0,Doyle,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,563,211,551,213,534,209,572,214,,,,,,,Tommy Doyle
,,220566,0,0,-2,2,0,3,7.5,3.0,2,Rodrigo,3.0,286,False,,,53,220566.jpg,2.4,Hernandez,0.4,False,,a,12,43,51,44055,794,62389,743,0.6,9.6,Rodrigo,1722,0,1,9,14,0,0,0,3,0,0,3,308,356.6,301.4,188.0,84.7,91,32,61,42,118,67,75,43,,,,,,,Rodrigo Hernandez
100.0,100.0,224444,0,0,-1,1,0,3,4.7,1.6,0,Ferran,1.6,287,False,,2021-01-03T19:00:22.407569Z,69,224444.jpg,3.4,Torres,0.9,False,,a,12,43,44,252707,574,282481,2390,0.2,6.4,Torres,712,2,3,5,6,0,0,0,1,0,0,0,105,135.0,130.8,301.0,56.5,267,112,173,107,69,38,158,83,,,,,,,Ferran Torres
100.0,100.0,432656,0,0,-3,3,0,2,1.5,0.0,0,Eric,0.0,288,False,,2020-12-09T23:30:20.029734Z,47,432656.jpg,1.0,Garcia,0.2,False,,a,12,43,3,10938,133,24683,169,0.0,0.6,Garcia,200,0,0,0,6,0,0,0,0,0,0,0,35,37.0,22.7,1.0,6.0,384,147,343,121,420,157,406,151,,,,,,,Eric Garcia
100.0,100.0,449926,0,0,0,0,0,3,1.5,0.0,0,Adrián,0.0,537,False,,2021-01-12T14:30:26.354201Z,45,449926.jpg,0.0,Bernabé,0.0,False,,a,12,43,0,1285,13,1298,18,0.0,0.0,Bernabé,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,600,237,590,238,576,236,606,239,,,,,,,Adrián Bernabé
,,164484,0,0,-1,1,0,1,1.5,0.0,0,Zack,0.0,538,False,,,44,164484.jpg,2.0,Steffen,0.1,False,,a,12,43,2,23757,107,20488,485,0.0,0.5,Steffen,90,0,0,0,1,0,0,0,0,0,1,0,8,9.6,0.0,0.0,1.0,445,32,547,48,530,44,460,32,,,,,,,Zack Steffen
,,463034,-1,1,-2,2,0,4,1.5,0.0,0,Liam,0.0,539,False,,,43,463034.jpg,1.0,Delap,0.9,False,,a,12,43,1,245591,2104,207078,4731,0.0,0.2,Delap,39,0,0,0,4,0,0,0,0,0,0,0,0,0.0,0.3,4.0,0.2,553,64,445,65,398,61,476,65,,,,,,,Liam Delap
100.0,100.0,244851,0,0,-1,1,0,3,1.5,0.0,0,Cole,0.0,552,False,,2021-01-06T11:00:24.427425Z,44,244851.jpg,0.0,Palmer,0.0,False,,a,12,43,0,1512,46,1485,43,0.0,0.0,Palmer,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,567,215,555,217,539,214,576,218,,,,,,,Cole Palmer
,,171314,0,0,6,-6,1,2,14.7,6.6,1,Rúben Santos,6.6,556,True,,,61,171314.jpg,4.9,Gato Alves Dias,22.7,False,,a,12,43,98,2121913,110035,411901,26731,1.1,16.1,Dias,1779,0,1,13,8,1,0,0,3,0,0,9,434,385.2,34.9,164.0,58.6,69,25,315,102,141,23,148,39,,,,,,,Rúben Santos Gato Alves Dias
,,432720,0,0,0,0,0,1,1.5,0.0,0,James,0.0,595,False,,,40,432720.jpg,0.0,Trafford,0.1,False,,a,12,43,0,12559,91,8296,427,0.0,0.0,Trafford,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,509,53,492,27,464,22,519,53,,,,,,,James Trafford
100.0,100.0,17601,0,0,0,0,0,1,1.5,0.0,0,Scott,0.0,608,False,,2021-01-06T11:00:24.515426Z,40,17601.jpg,0.0,Carson,0.0,False,,a,12,43,0,3537,96,2174,126,0.0,0.0,Carson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,490,40,469,11,440,6,500,40,,,,,,,Scott Carson
,,219265,0,0,0,0,0,3,1.5,0.0,0,Felix,0.0,609,False,,,45,219265.jpg,0.0,Nmecha,0.0,False,,a,12,43,0,229,5,190,19,0.0,0.0,Nmecha,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,582,221,573,222,557,219,589,223,,,,,,,Felix Nmecha
,,439510,0,0,0,0,0,2,1.5,0.0,0,Luke,0.0,622,False,,,40,439510.jpg,0.0,Mbete,0.0,False,,a,12,43,0,727,86,464,64,0.0,0.0,Mbete,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,512,196,495,197,467,181,522,196,,,,,,,Luke Mbete
0.0,0.0,245719,0,0,0,0,0,2,0.0,0.0,0,Taylor,0.0,623,False,Joined Blackburn Rovers on loan until the end of the season,2021-02-01T16:00:26.908167Z,40,245719.jpg,0.0,Harwood-Bellis,0.0,False,,u,12,43,0,421,0,449,40,0.0,0.0,Harwood-Bellis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,507,194,490,195,462,179,517,194,,,,,,,Taylor Harwood-Bellis
,,219291,0,0,0,0,0,3,1.5,0.0,0,Claudio,0.0,659,False,,,45,219291.jpg,0.0,Gomes,0.0,False,,a,12,43,0,84,49,25,18,0.0,0.0,Gomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,583,222,574,223,558,220,590,224,,,,,,,Claudio Gomes
0.0,0.0,42899,0,0,-1,1,0,1,0.0,0.0,0,Sergio,0.0,289,False,Not included in Manchester United's 25-man Premier League squad,2020-09-18T11:00:13.071653Z,49,42899.jpg,0.0,Romero,0.1,False,,u,13,1,0,509,0,8056,19,0.0,0.0,Romero,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,637,75,631,64,623,62,642,75,,,,,,,Sergio Romero
,,43670,0,0,-2,2,0,3,1.0,0.5,0,Juan,0.0,290,False,,,58,43670.jpg,3.2,Mata,0.1,False,,a,13,1,19,10805,41,16435,116,0.0,3.3,Mata,334,0,3,1,3,0,0,0,0,0,0,0,76,66.2,121.9,67.0,25.5,350,154,183,114,257,130,304,138,4.0,,4.0,,5.0,,Juan Mata
100.0,100.0,51940,0,0,-2,2,1,1,5.4,4.9,1,David,4.4,291,False,,2020-12-05T23:30:17.656720Z,53,51940.jpg,3.5,de Gea,5.1,False,,a,13,1,73,381586,6090,361410,14263,0.8,13.8,de Gea,1845,0,0,8,27,0,0,0,0,0,41,3,327,338.0,0.0,0.0,33.8,103,17,653,71,649,70,259,17,,,,,,,David de Gea
0.0,0.0,55909,0,0,-1,1,0,2,0.0,0.0,0,Chris,0.0,292,False,Joined Roma on a permanent deal on 5/10,2020-10-05T20:30:12.521425Z,49,55909.jpg,0.0,Smalling,0.1,False,,u,13,1,0,1911,0,12175,26,0.0,0.0,Smalling,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,639,229,633,230,625,226,644,229,,,,,,,Chris Smalling
0.0,0.0,58498,0,0,-4,4,0,4,0.0,0.0,0,Odion,0.0,293,False,Loan ended,2021-01-27T16:44:57.597898Z,61,58498.jpg,1.0,Ighalo,0.2,False,,u,13,1,1,7620,0,23735,80,0.0,0.2,Ighalo,9,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.1,2.0,0.2,666,89,454,68,416,65,480,67,,,,,,,Odion Ighalo
0.0,0.0,58893,0,0,-2,2,0,2,0.0,0.0,0,Marcos,0.0,294,False,Joined Boca Juniors on a permanent deal on 2/2,2020-11-20T14:30:28.947231Z,48,58893.jpg,0.0,Rojo,0.0,False,,u,13,1,0,1048,0,4529,24,0.0,0.0,Rojo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,625,226,619,227,609,223,630,226,,,,,,,Marcos Rojo
100.0,100.0,62398,0,0,-3,3,0,3,1.9,1.4,0,Nemanja,0.9,295,False,,2021-01-15T18:00:24.365586Z,47,62398.jpg,1.9,Matic,0.2,False,,a,13,1,23,15742,64,27300,243,0.2,4.9,Matic,730,0,1,3,13,0,0,0,2,0,0,0,134,133.8,102.0,25.0,26.1,268,113,200,124,336,165,300,136,,,,,,,Nemanja Matic
0.0,100.0,74208,0,0,-3,3,1,3,0.0,4.5,1,Paul,4.0,296,False,Thigh injury - Unknown return date,2021-02-06T23:00:23.600476Z,77,74208.jpg,3.4,Pogba,2.0,False,,i,13,1,65,360491,1319,381104,39145,0.5,8.4,Pogba,1345,3,2,5,17,0,0,0,3,0,0,9,251,310.8,216.8,252.0,77.6,123,45,103,72,85,48,87,51,,,3.0,,3.0,,Paul Pogba
0.0,0.0,76359,0,0,-2,2,0,2,0.0,0.0,0,Phil,0.0,297,False,Not included in Manchester United's 25-man Premier League squad,2020-09-18T09:30:16.753619Z,48,76359.jpg,0.0,Jones,0.0,False,,u,13,1,0,538,0,4718,5,0.0,0.0,Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,627,227,621,228,611,224,632,227,,,,,,,Phil Jones
100.0,100.0,95658,0,0,0,0,1,2,5.9,5.4,1,Harry,4.9,298,False,,2020-11-19T12:00:17.061461Z,55,95658.jpg,3.5,Maguire,5.4,False,,a,13,1,80,499614,8069,407416,16117,0.9,14.5,Maguire,2070,2,1,8,30,0,0,0,6,0,0,4,423,472.2,68.8,322.0,86.4,35,5,248,61,63,1,70,13,,,,,,,Harry Maguire
