iter	Logloss
653	0.1512482158
654	0.1512472975
655	0.1512453836
656	0.1512447877
657	0.1512430026
658	0.1512419905
659	0.1512395047
660	0.1512383973
661	0.1512370145
662	0.1512348283
663	0.1512339706
664	0.151232491
665	0.1512307299
666	0.1512272865
667	0.1512270945
668	0.1512254964
669	0.1512240165
670	0.1512217003
671	0.1512197697
672	0.1512187077
673	0.1512167152
674	0.1512154988
675	0.1512159072
676	0.1512138512
677	0.1512119449
678	0.1512100537
679	0.1512077645
680	0.1512063167
681	0.1512054695
682	0.1512047993
683	0.1512026298
684	0.1512015314
685	0.1512002635
686	0.1511987294
687	0.1511970153
688	0.1511945311
689	0.1511934055
690	0.1511915083
691	0.1511902678
692	0.1511887382
693	0.1511893374
694	0.1511875007
695	0.151185599
696	0.1511834507
697	0.1511819953
698	0.1511812871
699	0.151180387
700	0.151178901
701	0.1511777043
702	0.151174984
703	0.1511736164
704	0.1511721096
705	0.1511707813
706	0.1511702351
707	0.151169999
708	0.1511679128
709	0.1511660383
710	0.1511644406
711	0.1511630623
712	0.1511618202
713	0.1511607956
714	0.151159558
715	0.1511585867
716	0.151157856
717	0.1511558665
718	0.151155057
719	0.1511530464
720	0.151152692
721	0.1511512531
722	0.1511488551
723	0.1511487595
724	0.1511480348
725	0.1511468744
726	0.1511459122
727	0.1511450769
728	0.1511440724
729	0.1511421418
730	0.1511407621
731	0.1511390721
732	0.1511396318
733	0.1511380191
734	0.1511364534
735	0.1511060305
736	0.1511035992
737	0.1511323821
738	0.1511306393
739	0.1511291627
740	0.151128084
741	0.1511259751
742	0.1511241096
743	0.1511223592
744	0.1511217964
745	0.1511202426
746	0.1511187509
747	0.1511175436
748	0.151116176
749	0.1511150428
750	0.1511138627
751	0.1511123271
752	0.1511110165
753	0.1511093552
754	0.1511087712
755	0.1511070586
756	0.1510753679
757	0.1510732574
758	0.1511036001
759	0.1510717732
760	0.1510700759
761	0.1510688081
762	0.1510678322
763	0.1510667505
764	0.1510648276
765	0.1510627519
766	0.1510614176
767	0.1510602435
768	0.1510606173
769	0.1510591
770	0.1510573042
771	0.1510564494
772	0.1510552134
773	0.1510538623
774	0.1510521164
775	0.1510505037
776	0.151049015
777	0.1510459287
778	0.1510444794
779	0.151043319
780	0.1510421434
781	0.1510413401
782	0.1510392915
783	0.1510365924
784	0.1510349071
785	0.1510333549
786	0.1510319645
787	0.1510307799
788	0.1510298132
789	0.1510280415
790	0.1510260128
791	0.1510250294
792	0.1510217447
793	0.1510196554
794	0.1510179322
795	0.1510465592
796	0.1510159653
797	0.1510143192
798	0.1510133433
799	0.1510112631
800	0.1510097184
801	0.1510082478
802	0.1510068665
803	0.1510058679
804	0.1510039162
805	0.1510025591
806	0.1510006907
807	0.1509995742
808	0.1509985666
809	0.1509976407
810	0.150995571
811	0.1509947646
812	0.1509934302
813	0.1509925208
814	0.15099102
815	0.1509899413
816	0.1509880049
817	0.150988026
818	0.1509860154
819	0.150984259
820	0.1509828867
821	0.1509815917
822	0.1509798791
823	0.1509781528
824	0.1509772224
825	0.1509755795
826	0.1509752013
827	0.1509741452
828	0.1509733191
829	0.1509719636
830	0.1509708455
831	0.1509693205
832	0.1509674899
833	0.1509657803
834	0.1509645336
835	0.1509651857
836	0.1509636879
837	0.1509618149
838	0.1509607075
839	0.150958951
840	0.1509582233
841	0.1509570841
842	0.1509560009
843	0.150954485
844	0.1509522957
845	0.1509518327
846	0.1509505136
847	0.1509494077
848	0.1509486497
849	0.1509475544
850	0.1509475271
851	0.1509462956
852	0.1509437298
853	0.1509421579
854	0.1509392772
855	0.1509366901
856	0.1509351666
857	0.1509337188
858	0.1509323043
859	0.150931572
860	0.1509303268
861	0.1509296082
862	0.1509287473
863	0.1509276762
864	0.1509256913
865	0.1509242541
866	0.1509223646
867	0.1509212601
868	0.1509193312
869	0.150918422
870	0.1509162812
871	0.1509151904
872	0.1509142312
873	0.1509123447
874	0.1509112493
875	0.1509092175
876	0.1509073309
877	0.1509060283
878	0.1509048104
879	0.1509032538
880	0.1509010525
881	0.1509000358
882	0.1508990267
883	0.1508975865
884	0.1508957498
885	0.150894069
886	0.1508925803
887	0.1508917619
888	0.1508899812
889	0.1508891883
890	0.150887267
891	0.1508865907
892	0.1508855876
893	0.1508833214
894	0.1508822911
895	0.1508804605
896	0.1508788477
897	0.1508778567
898	0.1508767083
899	0.150874793
900	0.1508732921
901	0.1508712709
902	0.150870581
903	0.1508693661
904	0.1508670695
905	0.1508652767
906	0.1508640709
907	0.1508633038
908	0.1508624914
909	0.1508605882
910	0.1508584475
911	0.1508567772
912	0.150854529
913	0.1508534003
914	0.1508519614
915	0.150850851
916	0.1508493365
917	0.1508482336
918	0.1508472759
919	0.1508460384
920	0.1508451609
921	0.150843695
922	0.1508445059
923	0.1508430202
924	0.1508403213
925	0.1508384301
926	0.1508375965
927	0.1508361517
928	0.1508346584
929	0.1508333074
930	0.150831967
931	0.1508304132
932	0.150829209
933	0.1508283375
934	0.1508269472
935	0.1508252784
936	0.150824286
937	0.1508217426
938	0.1508210224
939	0.1508194143
940	0.150817859
941	0.1508169179
942	0.1508150162
943	0.1508141461
944	0.1508134124
945	0.1508114925
946	0.1508108527
947	0.150809305
948	0.1508077243
949	0.1508059784
950	0.1508051251
951	0.1508046092
952	0.1508033717
953	0.1508015275
954	0.1507990673
955	0.1507983924
956	0.1507970656
957	0.1507957327
958	0.1507938038
959	0.1507932015
960	0.1507919928
961	0.1507907854
962	0.1507900396
963	0.150788737
964	0.1507882513
965	0.1507864115
966	0.1507846097
967	0.1507819045
968	0.1507799952
969	0.1507789528
970	0.1507778242
971	0.1507763869
972	0.1507747348
973	0.1507736789
974	0.1507723838
975	0.1507708891
976	0.1507693444
977	0.1507683187
978	0.150766476
979	0.1507654577
980	0.1507639282
981	0.1507624017
982	0.1507605571
983	0.1507592274
984	0.150757368
985	0.150756551
986	0.1507553256
987	0.150753616
988	0.1507515054
989	0.150750879
990	0.1507493267
991	0.1507479724
992	0.1507460616
993	0.1507447
994	0.1507427272
995	0.1507414502
996	0.1507407694
997	0.1507394456
998	0.1507374108
999	0.1507365167
